报表日期,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,1676.11,230.9,447.57,828.48,572.88,664.91,1549.01,449.18,511.48,501.84,717.68,1738.04,1730.77,1578.91,2020.88,1183.08,0.0,1641.47,0.0,1171.28,0.0,2713.8,0.0,3868.14,0.0,7119.75,0.0,2311.64,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,12983.17,13746.37,14616.75,11708.1,12901.39,19775.52,24573.05,21875.34,20689.21,24879.93,26343.19,26022.69,31293.95,33944.21,38057.49,42411.73,46544.41,42617.72,44939.47,44878.29,53133.95,56787.25,67271.02,72638.38,80049.11,87898.56,108310.3,139611.51,170756.44
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387.2,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,1347.67,900.51,637.92,43.82,729.75,383.48,1175.0,3461.21,2905.02,2501.39,2134.25,3043.49,2202.18,4094.57,4924.19,6619.39,5667.64,6161.51,6812.52,5632.84,7598.69,7526.25,8661.61,8770.72,9924.38,12197.54,16677.25,21661.88,30244.69
流动资产合计,42196.81,34567.31,39748.88,51434.93,66638.25,76320.34,80530.0,164501.97,168127.37,158414.48,162328.84,161494.82,165975.83,151859.23,160535.94,169439.88,162606.96,141321.01,158848.51,163885.65,167408.25,174869.73,422607.91,402976.7,399533.29,404657.9,424614.71,1031039.69,1106043.21
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,20000.0,20000.0,20146.93,20146.93,20294.33,25096.29,26968.85,27405.32,26875.04,29459.5,29184.83,29651.49
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(合计),0.0,0.0,0.0,0.0,0.0,13741.63,0.0,20997.46,0.0,10047.02,0.0,10593.1,9731.76,17369.8,19367.04,30688.18,31231.03,40058.56,43729.44,36038.18,38154.91,49879.42,59336.64,67110.05,67270.68,97456.48,133557.54,104725.77,109291.47
在建工程,12175.89,7339.61,1260.08,3307.2,6051.45,13561.72,18804.79,20974.18,21987.46,9990.57,3405.03,10593.1,9731.76,17369.8,19367.04,30688.18,0.0,40058.56,0.0,36038.18,0.0,49879.42,0.0,67110.05,0.0,97456.48,0.0,104725.77,0.0
工程物资,1.33,0.0,0.0,0.0,0.0,179.91,197.37,23.28,0.0,56.45,8.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,49785.25,0.0,49165.93,0.0,62321.18,0.0,76054.13,77094.23,80107.34,88636.92,90721.71,97342.44,97542.85,105824.17,127143.69,125121.58,126075.87,129254.93,153486.98,160100.31,160307.68,161765.9,224383.55,261372.95
固定资产净额,22787.66,37525.42,44745.49,44702.81,47116.13,49785.25,49337.92,49165.93,48143.55,62321.18,72365.6,76054.13,77094.23,80107.34,88636.92,90721.71,0.0,97542.85,0.0,127143.69,0.0,126075.87,0.0,153486.98,0.0,160307.68,0.0,224383.55,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.16,3904.23,4374.82,5145.96,5355.38
无形资产,2670.81,2607.85,5265.38,5413.99,6523.05,6432.28,6393.72,6434.73,6338.96,6300.88,6304.46,6670.32,6612.55,9349.49,9336.55,11757.65,11827.6,11720.49,11621.24,12180.39,12074.37,12008.59,17244.03,28566.52,28468.66,29829.68,29930.42,37414.92,40452.61
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.09,1584.39,0.0,0.0,479.94,1064.44,1771.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2629.57,4318.61,4318.61,4318.61,4318.61,14618.34,14618.34
长期待摊费用,13.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.08,63.28,62.29,61.2,555.58,695.34,626.25,656.12,613.3,536.12,458.89,444.57,232.7,194.01,156.62,227.72,4576.05,4556.96
递延所得税资产,195.02,259.55,299.08,733.33,821.97,785.15,726.49,1022.05,827.98,1207.77,947.21,2139.7,2118.56,2117.58,4408.38,4754.92,5923.16,7339.7,6685.9,8452.95,9767.9,10768.39,10772.37,11641.46,14981.63,14163.92,16555.31,18693.04,23522.27
其他非流动资产,0.0,500.0,0.0,225.0,0.0,0.0,0.0,2367.52,0.0,5296.66,4147.45,6703.15,7816.58,11681.65,11126.07,10616.22,8429.14,7829.03,7687.34,5412.56,8771.9,9064.99,16623.89,16954.68,20682.65,23012.04,29744.72,35470.95,33502.9
非流动资产合计,37844.2,48232.43,51570.03,54382.32,60512.59,70744.32,75460.28,79987.69,77297.95,85173.52,87178.05,102225.48,104018.06,122272.54,132936.17,149094.26,157928.66,186181.34,197975.67,211987.99,216573.69,230502.6,264832.87,312779.86,328951.03,365024.3,418534.55,484590.04,532923.1
资产总计,80041.02,82799.74,91318.92,105817.25,127150.85,147064.65,155990.28,244489.66,245425.32,243588.0,249506.89,263720.3,269993.89,274131.77,293472.1,318534.14,320535.62,327502.35,356824.18,375873.64,383981.94,405372.33,687440.79,715756.55,728484.32,769682.2,843149.26,1515629.73,1638966.31
短期借款,4000.0,4000.0,3000.0,5000.0,8000.0,11600.0,8600.0,18600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,15000.0,1003.39,0.0,0.0,0.0,37539.18,37457.0
交易性金融负债,0.0,0.0,0.0,14.81,0.0,94.63,32.07,0.0,0.0,0.0,0.0,322.02,144.06,0.0,71.17,0.0,0.0,0.0,0.0,531.05,147.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,13739.04,0.0,13894.15,0.0,11379.09,0.0,15295.09,17561.07,18032.71,22352.54,27603.96,20469.98,20788.74,29887.98,26698.09,26627.45,36667.0,40476.12,52184.65,37946.46,49121.44,39284.78,55186.62,85884.86
应付票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付账款,9880.33,7298.12,6623.59,6454.1,10861.24,13739.04,15898.78,13894.15,14907.58,11379.09,13110.52,15295.09,17561.07,18032.71,0.0,27603.96,0.0,20788.74,29887.98,26698.09,26627.45,36667.0,40476.12,52184.65,37946.46,49121.44,39284.78,55186.62,85884.86
预收款项,197.24,0.0,59.44,294.44,167.55,3897.01,3573.97,10883.31,10834.18,9922.15,5799.48,35.35,527.76,928.74,1188.48,1463.58,2654.45,2584.87,4289.51,2015.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,1703.26,1360.42,1332.63,1959.48,3170.68,2327.18,3019.46,4561.15,2271.95,2513.94,2386.62,2739.08,2306.74,2069.05,2105.76,5439.85,3267.58,3217.41,4001.33,6999.25,3071.58,4496.67,5254.47,10274.29,7360.51,6774.76,7469.95,18800.3,12695.02
应交税费,509.15,1050.86,528.46,2519.62,1070.85,1372.71,2136.21,1844.16,1075.36,945.07,1451.73,2831.03,1481.37,2909.45,2022.62,1174.55,1430.66,1924.58,1766.35,2330.91,2692.47,3842.49,2356.72,2952.71,1625.21,2631.54,4981.1,8867.73,9593.91
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,3394.94,0.0,590.08,0.0,15848.44,0.0,16180.78,16461.82,15958.72,14011.17,18285.44,17704.71,12884.69,12090.33,11824.03,11851.95,5889.53,16918.52,16842.61,26014.23,21801.99,79942.52,85120.45,86996.38
应付利息,10.4,11.11,11.97,13.16,10.71,14.02,10.39,24.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.42,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,0.0,0.0,392.12,23.56,0.0,3070.9,127.57,127.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
其他应付款,694.08,195.14,274.77,264.68,384.29,310.03,413.42,437.79,15929.71,15848.44,15770.37,16180.78,16461.82,15958.72,14011.17,18285.44,0.0,12884.69,0.0,11824.03,0.0,5889.53,0.0,16842.61,0.0,21801.99,0.0,85072.45,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,600.0,1100.0,1208.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.37,313.53,684.63,0.0,1321.67,1304.96
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.51,0.0,0.0,944.24,540.1,735.71
流动负债合计,17594.46,15015.65,13430.98,16551.85,23665.31,36425.51,33811.87,50372.85,45018.77,40608.68,38518.73,37403.35,38482.83,39898.68,41751.74,53967.37,45527.38,41400.29,55035.5,50398.57,47410.76,53717.13,86861.92,92457.67,87374.21,95264.63,153082.79,220480.67,249141.45
长期借款,2300.0,1200.0,1992.0,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.75,3950.05,4116.97,4587.7,5081.62
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,8.04,16.6,11.7,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,0.0,16.6,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,1.06,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,0.0,0.0,7.54,1.33,195.0,255.0,280.49,301.46,301.46,321.21,321.21,532.85,526.53,532.85,791.79,2452.85,3777.56,4449.29,4573.02,6120.46,6215.33,6753.83,7484.88,8699.01,9742.93,9752.31,10221.85,11655.36,15758.94
长期递延收益,0.0,0.0,7277.37,8763.0,9588.15,9495.83,9874.55,10516.21,10382.37,9828.65,9460.74,10280.45,10226.78,11409.26,0.0,11057.01,10880.94,11672.01,11703.55,14804.18,14626.29,15189.87,15120.99,15136.44,15513.99,17430.78,17682.9,17904.86,17566.52
其他非流动负债,5920.19,5777.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11162.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.07,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,8220.19,6978.08,9277.97,10748.33,9783.16,9750.83,10155.04,10817.67,10683.83,10149.86,9781.95,10813.29,10753.3,11942.1,11954.12,13509.85,14658.5,16121.31,16276.57,20924.64,20841.63,21943.7,22635.94,23843.48,25476.71,31149.74,32033.42,34147.93,38407.07
负债合计,25814.65,21993.73,22708.95,27300.18,33448.47,46176.34,43966.91,61190.52,55702.61,50758.54,48300.68,48216.64,49236.13,51840.78,53705.86,67477.23,60185.88,57521.59,71312.07,71323.22,68252.39,75660.83,109497.86,116301.15,112850.91,126414.37,185116.21,254628.59,287548.52
实收资本(或股本),6000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,11286.35,11286.35,23011.07,23011.07,23010.27,23010.27,23010.27,23085.24,23071.88,23071.88,23141.0,23138.22,23131.98,23131.98,23131.98,24251.65,24245.07,24245.07,24262.67,24466.11,26304.35,26428.18
资本公积,36512.63,33512.63,33512.63,35648.1,35648.1,35648.1,35648.1,98071.68,113563.73,102873.65,103689.09,103919.86,104222.7,104525.55,108232.28,110446.7,110724.46,114097.12,114422.08,114607.48,114760.03,115095.08,353795.97,353879.38,354461.11,358042.49,397013.53,956430.39,996570.33
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15084.33,15303.52,15303.52,15166.2,15166.2,15074.31,12312.65,11727.25,11727.25,10220.88,9052.93,8782.9,8782.9,4310.61,14313.62,13735.94,13735.94,16373.82,52876.64,48182.0,47852.65
其他综合收益,0.0,0.0,-114.05,-110.2,139.25,254.17,295.41,536.53,776.02,629.44,471.18,82.86,-208.06,206.37,537.79,574.18,381.53,596.67,916.97,768.46,992.06,974.66,330.55,-400.03,-237.82,-582.36,-484.24,-913.28,-1031.06
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,303.37,500.99,690.44,783.76,1043.47,1043.47,1043.47,2331.56,2331.56,2331.56,2331.56,3007.17,3007.17,3007.17,3007.17,3519.6,3519.6,3519.6,3519.6,5068.72,5068.72,5068.72,5068.72,6815.16,6815.16,6815.16,6815.16,10335.17,10335.17
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,7942.5,13214.46,19895.45,29233.99,42292.95,48124.15,58084.84,63207.48,68116.34,69934.98,77531.29,90908.07,97257.24,98521.25,108944.34,125171.81,134379.52,138847.25,152568.18,169756.68,180559.67,189751.68,208813.18,228655.71,244088.64,271107.94,283104.51,317026.5,366967.82
归属于母公司股东权益合计,50718.77,56184.25,62984.47,74555.65,88123.77,94069.89,104071.82,175433.59,180989.67,183477.18,191730.68,205762.04,212123.13,214196.31,231494.18,251056.92,260349.74,269980.75,285512.12,304550.42,315729.55,329711.51,577946.45,599459.35,615636.23,643272.07,658038.43,1261001.13,1351417.79
少数股东权益,3507.59,4621.76,5625.5,3961.42,5578.61,6818.43,7951.55,7865.54,8733.04,9352.28,9475.53,9741.62,8634.62,8094.68,8272.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.52,-3.95,-2.82,-4.24,-5.37,0.0,0.0
所有者权益(或股东权益)合计,54226.36,60806.01,68609.97,78517.07,93702.38,100888.32,112023.37,183299.14,189722.71,192829.46,201206.21,215503.66,220757.75,222290.99,239766.25,251056.92,260349.74,269980.75,285512.12,304550.42,315729.55,329711.51,577942.93,599455.4,615633.41,643267.84,658033.06,1261001.13,1351417.79
负债和所有者权益(或股东权益)总计,80041.02,82799.74,91318.92,105817.25,127150.85,147064.65,155990.28,244489.66,245425.32,243588.0,249506.89,263720.3,269993.89,274131.77,293472.1,318534.14,320535.62,327502.35,356824.18,375873.64,383981.94,405372.33,687440.79,715756.55,728484.32,769682.2,843149.26,1515629.73,1638966.31
