报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,10226.5,10226.5,12726.5,0.0,315.17,0.0,114.0,0.0,0.0,0.0,6900.0,0.0,0.0,80000.0,104350.0,287317.38,111150.0,178150.0,204405.0,50000.0,50000.0,50000.0,307753.0,0.0,50000.0,110000.0,253500.0,54000.0,134000.0,174000.0,646989.63,339001.58,599001.58,952912.13,1697167.33,255000.0,505000.0,813371.16,1092158.67,340081.31,482103.06,830452.45,1213284.13,205551.74
取得投资收益所收到的现金,0.0,211.0,211.0,262.22,0.0,0.0,0.0,74.54,0.0,0.0,0.0,115.0,0.0,0.0,0.0,284.48,7.23,200.69,200.69,101.73,0.0,3.6,3.6,308.23,16.17,0.0,301.74,340.42,0.0,43.27,43.27,84.12,181.63,513.19,1586.53,1223.91,124.83,1870.93,1870.93,2097.39,200.95,2561.41,2561.41,4558.63,0.0,1082.46,1488.59,4832.64,2451.23,3117.1,3534.3,42249.8,6911.69,16734.25,26127.0,41620.1,4796.82,13561.42,20848.17,32645.43,8450.98,9826.66,20159.89,39733.9,13851.33
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.2,0.2,15.6,375.14,0.0,177.4,528.79,600.81,503.32,523.37,1232.88,46613.19,0.03,0.03,0.84,331.39,7.68,37.94,38.26,104.41,11198.5,972.0,972.0,3506.67,0.0,900.0,879.45,1985.6,0.0,310.12,312.21,315.11,0.23,0.23,343.65,13.08,19.49,19.52,19.52,50.07,0.18,0.18,1.23,112.73,4.21,1371.24,1396.54,2007.72,0.0,1.76,1.76,869.15,0.0,0.0,4.62,4.53,0.0,0.0,12.8,3303.2,0.0,1.29,114.61,288.67,0.79
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.25,0.0,0.0,0.0,13237.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82773.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29239.83,29179.44,10243.16
收到的其他与投资活动有关的现金,0.0,4.51,25.82,121.35,0.0,0.0,0.0,8800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.8,0.0,0.0,6000.0,0.0,2055.0,2055.0,6976.68,80.0,1000.0,1818.6,1727.0,0.0,5000.0,5000.0,5000.0,0.0,1917.68,1917.68,8300.18,0.0,0.0,0.0,1500.0,0.0,1450.0,1450.0,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,4095.51,0.0,0.0,0.0,0.0,3029.22,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,0.2,215.71,252.42,758.71,0.0,177.4,528.79,9521.66,503.32,523.37,1232.88,47128.19,0.03,0.03,0.84,1031.12,14.9,238.63,238.94,13643.42,11395.3,11202.1,11202.1,22541.4,16.17,3270.17,3236.2,9416.7,80.0,1353.39,2174.09,9026.23,181.86,5513.42,86930.18,193360.13,287461.69,114958.13,181958.13,214852.64,50201.13,52561.59,52562.64,313924.36,4.21,53903.69,114335.13,260340.35,56451.23,139118.86,179536.06,690108.58,345913.27,615735.83,983139.26,1738791.96,259796.82,518561.42,834232.13,1131136.52,348532.29,491931.01,879966.78,1282486.13,229647.02
购建固定资产、无形资产和其他长期资产所支付的现金,208.96,382.06,760.65,68628.92,123354.37,292648.28,438570.6,476377.04,28213.46,62926.08,94157.78,123823.16,48637.79,94071.62,109093.25,147322.87,29531.74,82938.44,94447.99,93828.2,6541.18,12096.07,12881.66,17570.4,4558.96,9088.08,9593.77,19486.22,2795.44,18002.89,21703.61,25496.65,2632.45,7036.54,15537.18,21553.11,1242.75,1629.81,3919.52,7324.15,2048.91,8279.52,12010.03,20354.51,7320.57,62209.32,89163.58,149333.22,7225.48,13025.13,26542.25,27509.34,27030.19,46561.28,67952.0,96433.19,34095.97,62646.01,92128.68,125582.77,52339.04,65706.86,96112.56,116399.91,28113.64
投资所支付的现金,0.0,0.0,0.0,0.0,0.0,20.0,70.0,6910.0,0.0,0.0,0.0,0.0,5390.0,5390.0,5390.0,200.0,0.0,3714.15,3754.15,0.0,125.75,125.75,5125.75,9480.77,0.0,0.0,0.0,177.06,0.0,0.0,0.0,8100.0,0.0,80000.0,170000.0,225050.0,314600.0,111150.0,158150.0,168905.0,0.0,20000.0,20035.0,313038.0,54196.0,50000.0,247006.29,339528.94,50000.0,160000.0,320000.0,1242634.4,386900.0,776930.0,1292429.92,1793430.0,563000.0,661050.0,1027900.0,1333188.0,546300.0,615900.0,815150.3,1027360.23,395500.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.0,0.0,0.0,0.0,5390.0,0.0,0.0,0.0,2787.42,0.0,4381.86,13528.52,11902.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082.99,0.0,0.0,0.0,3775.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38623.48
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4811.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11900.0,0.0,0.0,0.0,2626.54,0.0
投资活动现金流出小计,208.96,382.06,760.65,68628.92,123354.37,292668.28,438640.6,492687.04,28213.46,62926.08,94157.78,128723.16,54027.79,99461.62,114483.25,152912.87,29531.74,86652.59,98202.14,96615.61,6666.93,16603.68,31535.93,38953.44,4558.96,9088.08,9593.77,19663.27,2795.44,18002.89,21703.61,33596.65,2632.45,87036.54,185537.18,246603.11,315842.75,112779.81,162069.52,178312.13,2048.91,28279.52,32045.03,337168.38,61516.57,112209.32,336169.87,493673.77,57225.48,173025.13,346542.25,1270143.74,413930.19,823491.28,1360381.92,1889863.19,597095.97,723696.01,1120028.68,1470670.77,598639.04,681606.86,911262.86,1146386.68,462237.13
投资活动产生的现金流量净额,-208.76,-166.35,-508.22,-67870.21,-123354.37,-292490.88,-438111.82,-483165.38,-27710.13,-62402.71,-92924.9,-81594.97,-54027.76,-99461.59,-114482.41,-151881.75,-29516.84,-86413.96,-97963.19,-82972.19,4728.37,-5401.58,-20333.83,-16412.05,-4542.78,-5817.91,-6357.58,-10246.57,-2715.44,-16649.5,-19529.52,-24570.42,-2450.59,-81523.13,-98607.01,-53242.97,-28381.06,2178.31,19888.61,36540.5,48152.21,24282.07,20517.61,-23244.01,-61512.36,-58305.63,-221834.74,-233333.42,-774.25,-33906.27,-167006.18,-580035.16,-68016.92,-207755.45,-377242.66,-151071.23,-337299.15,-205134.58,-285796.55,-339534.25,-250106.75,-189675.85,-31296.07,136099.45,-232590.11
吸收投资收到的现金,0.0,0.0,0.0,305515.1,0.0,480.0,271480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173350.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,480.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,11000.0,23000.0,24000.0,164020.0,188950.0,282920.0,454685.0,610705.0,177500.0,280720.0,506085.0,681605.0,210400.0,401420.0,554785.0,818305.0,130700.0,289120.0,536785.0,801879.9,35400.0,187170.0,429185.0,762436.29,194710.28,363951.14,767738.15,1250722.63,112300.0,343872.06,750303.23,1275939.72,236679.05,575126.3,861793.93,1048337.65,322520.73,461222.22,717105.53,960855.01,158410.23,302733.35,565304.9,670568.53,128540.0,214940.0,368640.0,514580.0,90004.92,211504.92,257364.92,494243.52,111584.29,291404.15,465659.87,649115.55,142276.89,136961.89,376196.89,1044259.4,141900.0,330985.59,384298.76,593042.43,79050.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.33,0.0,0.0,0.0,1997.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8763.58,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.77,214.9,0.0,0.0,0.0,0.0,5820.0,3947.2,0.0,3947.2,9734.09,2883.48,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,11000.0,23000.0,24000.0,469535.1,188950.0,283400.0,726165.0,883664.33,177500.0,280720.0,506085.0,683602.87,210400.0,401420.0,554785.0,818305.0,130700.0,289120.0,536785.0,892354.9,35400.0,187170.0,429185.0,762436.29,194710.28,363951.14,767738.15,1260484.2,113460.0,343872.06,750303.23,1276429.72,236679.05,575126.3,861793.93,1048337.65,322520.73,461222.22,717105.53,960855.01,158410.23,302733.35,565304.9,843918.53,128540.0,215153.77,368854.9,514780.0,90004.92,211504.92,257364.92,502363.52,115531.49,291404.15,469607.08,658849.64,145160.38,136961.89,376796.89,1051259.4,141900.0,330985.59,384298.76,593042.43,79050.0
偿还债务支付的现金,7500.0,14700.0,15700.0,110120.0,38850.0,145370.0,261685.0,401105.0,142100.0,288320.0,486185.0,587705.0,162500.0,315720.0,517585.0,618605.0,134400.0,314920.0,477935.0,731105.0,39174.9,198594.9,397259.9,657019.9,184498.26,322072.07,818486.07,1194185.15,158299.5,343383.31,756320.66,1296758.4,267835.09,621065.82,847941.51,1258548.47,307814.92,648160.54,874775.54,1206652.03,200401.14,422532.87,785842.39,970273.54,174207.1,270509.13,478197.1,654897.88,84200.0,196700.0,436300.0,631519.22,103250.37,283409.97,435556.59,713936.73,108078.25,232766.89,364559.53,1026865.64,115350.0,270532.01,451472.97,608819.17,36900.0
分配股利、利润或偿付利息所支付的现金,227.24,1373.44,3517.98,10364.64,8896.66,18752.77,33398.7,39906.51,9211.88,25003.58,33425.37,57346.33,9697.4,21345.65,29328.21,44051.62,13999.47,34182.96,35037.34,56790.97,17862.06,31804.75,44736.3,76966.12,13534.44,36857.01,67460.26,88557.43,14129.54,28444.89,51551.07,88583.32,12401.18,26773.64,38665.35,81014.49,8855.84,25341.38,27732.63,67569.81,9015.29,15274.65,20045.25,54474.57,5084.67,39510.81,47092.41,62615.43,2608.97,46140.44,74485.19,87458.86,3183.84,74325.33,77541.21,79313.17,5323.47,103006.35,111037.54,110385.18,4030.94,162104.35,171590.1,170024.44,17405.06
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,110.0,110.0,0.0,142.67,0.0,475.9,652.7,652.7,605.52,683.92,683.92,706.99,663.64,663.64,663.64,810.44,2200.9,2249.0,0.0,2279.3,0.0,0.0,0.0,1707.53,0.0,0.0,0.0,591.07,0.0,0.0,0.0,1745.76,0.0,403.01,0.0,618.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.91,0.0,0.0,0.0,0.0,0.0,0.0,479.04,0.0,0.0,0.0,0.0,2006.8,0.0,9583.1,0.0,393.91,0.0
支付其他与筹资活动有关的现金,0.0,0.0,0.0,628.94,0.0,0.0,0.0,296.97,0.0,0.0,0.0,11597.29,0.0,0.0,0.0,20365.81,0.0,0.0,0.0,14425.44,0.0,7217.92,10812.53,14407.14,3594.61,7289.23,0.0,12811.05,0.0,0.0,0.0,392.0,0.0,0.0,0.0,920.0,0.0,1894.17,150.0,2519.17,0.0,0.0,0.0,160.0,0.0,0.0,0.0,255.75,0.0,0.0,0.0,59.67,177.98,239.43,479.04,15996.98,76.24,57.33,257.33,16056.36,8460.67,9583.1,3587.59,6969.13,0.0
筹资活动现金流出小计,7727.24,16073.44,19217.98,121113.58,47746.66,164122.77,295083.7,441308.48,151311.88,313323.58,519610.37,656648.62,172197.4,337065.65,546913.21,683022.43,148399.47,349102.96,512972.34,802321.41,57036.96,237617.56,452808.73,748393.16,201627.31,366218.3,885946.34,1295553.64,172429.04,371828.2,807871.73,1385733.72,280236.28,647839.46,886606.86,1340482.96,316670.76,675396.1,902658.17,1276741.01,209416.43,437807.52,805887.64,1024908.11,179291.77,310019.94,525289.51,717769.06,86808.97,242840.44,510785.19,719037.76,106612.19,357974.74,513576.83,809246.87,113477.97,335830.57,475854.4,1153307.18,127841.61,442219.46,626650.65,785812.73,54305.06
筹资活动产生的现金流量净额,3272.76,6926.56,4782.02,348421.52,141203.34,119277.23,431081.3,442355.85,26188.12,-32603.58,-13525.37,26954.25,38202.6,64354.35,7871.79,135282.57,-17699.47,-59982.96,23812.66,90033.49,-21636.96,-50447.56,-23623.73,14043.13,-6917.03,-2267.17,-118208.19,-35069.43,-58969.04,-27956.14,-57568.49,-109304.01,-43557.23,-72713.16,-24812.93,-292145.31,5849.97,-214173.88,-185552.64,-315886.0,-51006.2,-135074.17,-240582.74,-180989.58,-50751.77,-94866.17,-156434.61,-202989.06,3195.95,-31335.51,-253420.27,-216674.24,8919.3,-66570.58,-43969.76,-150397.23,31682.41,-198868.68,-99057.51,-102047.79,14058.39,-111233.87,-242351.9,-192770.31,24744.94
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,-1944.56,-2086.73,-4181.43,-4761.76,-3997.09,-699.02,-722.65,-1064.1,-1153.87,127.64,-105.03,-428.22,-21.14,217.89,-1090.4,-2147.19,-492.25,39.99,-91.75,-126.45,113.79,-629.55,2311.18,-2326.02,2972.67,721.11,1711.49,2133.31,-2779.28,-256.78,-922.46,663.98,-2209.05,83.15,372.8,1424.92,-2941.79,-508.83,-154.55,3198.72,1485.31,3696.98,-533.02,-3464.0,-1751.74,-872.69,-1679.25,-672.37,-1079.6,843.05,-1499.21,-5201.94,-1196.27,290.89,714.41,727.82,522.59,-585.57,-1788.75,-5555.16,619.19,-899.63
五、现金及现金等价物净增加额,-6458.78,-7404.06,-6751.88,285505.31,17180.51,-164101.69,921.76,-22597.72,49978.92,-3886.27,55722.28,20130.52,-836.05,-63925.54,-73313.81,-81950.9,-52047.63,-12094.74,63188.57,55264.09,-50124.57,-48774.22,-48403.25,27751.77,-36246.45,19160.7,-45998.86,-62237.08,-84962.66,-45850.36,-18255.22,173365.93,-48880.17,-163532.05,-132219.93,-142782.95,-58244.05,-149390.68,-132511.3,-166436.04,53947.11,149942.12,80139.66,591929.15,2011.35,61483.72,119112.1,-141333.28,37399.28,50172.92,19880.64,-164533.5,128925.24,69207.18,-43659.66,54890.64,-122459.8,-284665.15,-185208.87,40073.36,-192427.7,-227614.21,-182542.04,-48241.08,-171284.13
加:期初现金及现金等价物余额,11317.62,11317.62,11317.62,12783.58,298288.89,298288.89,298288.89,298966.89,275691.17,276369.17,276369.17,276369.17,296499.69,296499.69,296499.69,296499.69,214548.79,214548.79,214548.79,214548.79,269812.88,269812.88,269812.88,269812.88,297564.65,297564.65,297564.65,297564.65,235327.58,235327.58,235327.58,235327.58,408693.51,408693.51,408693.51,408693.51,265910.57,265910.57,265910.57,265910.57,99474.53,99474.53,99474.53,100623.8,692552.95,692552.95,692552.95,692552.95,551219.66,551219.66,551219.66,551219.66,386686.16,386686.16,386686.16,386686.16,441576.8,441576.8,441576.8,441576.8,481650.15,481650.15,481650.15,481659.31,433418.22
六、期末现金及现金等价物余额,4858.85,3913.56,4565.74,298288.89,315469.4,134187.2,299210.65,276369.17,325670.09,272482.91,332091.45,296499.69,295663.64,232574.15,223185.88,214548.79,162501.16,202454.05,277737.36,269812.88,219688.32,221038.66,221409.64,297564.65,261318.21,316725.35,251565.79,235327.58,150364.92,189477.21,217072.36,408693.51,359813.34,245161.46,276473.58,265910.57,207666.51,116519.89,133399.26,99474.53,153421.63,249416.64,179614.19,692552.95,694564.29,754036.67,811665.05,551219.66,588618.94,601392.59,571100.3,386686.16,515611.4,455893.34,343026.5,441576.8,319117.0,156911.64,256367.92,481650.15,289222.45,254035.94,299108.12,433418.22,262134.09
净利润,0.0,2234.59,0.0,30701.76,0.0,47657.43,0.0,71018.37,0.0,4536.0,0.0,18881.19,0.0,28171.2,0.0,38646.63,0.0,22809.41,0.0,18278.25,0.0,-38142.74,0.0,-103777.41,0.0,-22278.21,0.0,12286.46,0.0,-815.41,0.0,42813.62,0.0,-13378.62,0.0,5444.59,0.0,10580.32,0.0,51251.43,0.0,59022.49,0.0,313941.1,0.0,216494.45,0.0,591325.87,0.0,184758.25,0.0,342993.62,0.0,110961.01,0.0,274621.09,0.0,247516.52,0.0,447006.1,0.0,144321.07,0.0,104886.04,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
