报表日期,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,2.62,2.6,2.6,3.0,2.82,301.49,413.52,604.65,901.36,688.83,797.88,607.4,581.36,743.04,6617.47,7277.77,7723.23,5547.95,6097.71,6250.81,6492.79,3489.29,2746.07,2911.61,3219.79,2188.58,3402.44
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,11.01,38.67,55.06,97.15,97.08,98.85,125.34,155.43,78.03,90.58,82.04,109.55,103.63,144.64,116.24,173.65,10064.91,7632.9,134.08,75.64,20633.7,4885.91,755.05,16531.19,541.2,3900.19,3606.2,3740.62,2608.56,2783.7,3661.77,2366.02,1762.2,1703.02,1090.58,1045.69,34940.32,23326.29
流动资产合计,358.48,3365.08,5562.25,7162.62,66967.96,69204.27,69875.99,69873.79,71998.23,75103.7,75509.56,73882.91,74199.49,77228.92,77590.87,77495.37,80612.46,97929.22,79884.15,78817.83,77036.17,64721.1,65424.28,67050.9,78809.18,95230.22,147918.7,151214.05,143604.7,148182.68,159872.99,162033.18,181849.26,207053.42,213163.42,202452.49,215824.16,222339.5,204054.36
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,12000.0,12000.0,32431.15,29740.74,31540.74,38537.72,40751.56,59443.31,72283.66,75071.44,63458.3,72350.2,58037.39,52857.69,51803.8,63195.49
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.31,41.56,35.73,31.25,28.35,28.47,25.71,24.67,21.71,10820.34,22139.13,22553.04,27984.92,31630.49,22873.25,23721.33,23578.68,22332.28,25085.81,1008.39,932.42,1017.76,1079.91,1327.09,1086.86,1072.94,1179.76,1474.81
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产净额,57.41,313.49,650.6,1014.01,1199.68,1420.31,1626.95,1502.52,1604.95,1817.84,1773.84,2338.89,2628.97,2911.28,3042.65,2967.23,3429.24,4651.57,4558.21,4472.43,4455.26,4327.51,4158.16,4158.67,3990.64,4012.44,5974.37,6297.53,6213.75,7196.85,7463.4,7248.19,7100.21,6848.7,6640.85,7059.13,6687.29,6574.06,0.0
在建工程,0.0,0.0,150.0,0.0,32.4,0.0,6.0,15.0,0.0,5.2,28.23,28.23,31.38,40.29,48.21,146.33,116.95,0.0,0.0,0.0,130.27,4.49,74.43,276.07,1116.92,1344.95,2133.14,2195.22,3025.3,36.32,36.32,24.83,39.39,9.4,9.4,9.4,0.0,0.0,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,0.0,0.0,0.0,25.46,24.74,24.15,32.26,38.69,41.3,476.7,452.99,458.79,501.87,475.92,447.81,422.64,818.77,4147.57,4029.69,3875.14,3727.85,3570.98,3421.96,3274.68,3142.43,2719.9,2702.36,2643.86,2534.47,3195.11,3031.89,3329.98,3101.83,2727.23,2551.13,2418.33,2279.74,2226.23,2052.5
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7912.58,7912.58,7623.46,7623.46,7623.46,7623.46,17922.03,17922.03,16976.73,25166.78,25064.37,25064.37,26569.02,26569.02,26569.24,56561.93,56561.93,113441.98,109928.89,109928.89,109928.89,109928.89,109928.89,109928.89,109928.89,109928.89,97854.72,97904.85
长期待摊费用,0.0,1.99,799.82,1009.84,1006.37,913.25,889.51,774.62,736.16,667.71,598.63,556.92,484.55,974.26,925.03,864.39,775.6,910.55,803.05,711.62,649.09,477.17,442.3,407.47,370.12,341.91,462.88,1447.45,1414.37,4852.97,4635.78,4504.99,4330.13,4140.19,3981.39,3827.44,3697.08,3740.86,3754.2
递延所得税资产,1.06,27.57,82.62,111.25,153.45,157.82,191.76,189.09,202.93,340.48,322.15,436.2,464.18,490.09,522.5,541.94,599.57,433.48,495.35,374.53,434.58,1651.01,1827.74,1939.9,2135.07,1966.05,2207.2,2125.35,2229.41,1736.83,1688.2,1865.63,2172.49,2589.16,1971.98,3431.68,3293.54,2719.52,1620.09
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0,1200.0,0.0,0.0,244.74,244.74,13.61,556.06,216.44,216.44,230.59,230.59,138.63,138.92
非流动资产合计,58.48,343.05,1683.05,2160.55,2416.64,2515.52,2746.48,2519.92,2585.33,3307.93,3175.85,11774.92,12065.09,12551.04,12640.92,12594.34,13392.06,28090.9,27833.0,26432.16,45384.16,68034.65,68342.01,76610.73,80954.68,95658.88,124703.95,126390.76,189729.29,193029.09,187480.93,200132.21,203318.2,190998.22,198977.37,186029.71,180047.76,166237.58,176611.62
资产总计,416.95,3708.13,7245.3,9323.17,69384.6,71719.8,72622.47,72393.7,74583.57,78411.62,78685.41,85657.83,86264.58,89779.95,90231.79,90089.71,94004.52,126020.12,107717.15,105250.0,122420.33,132755.75,133766.28,143661.62,159763.86,190889.1,272622.65,277604.81,333334.0,341211.77,347353.92,362165.38,385167.46,398051.64,412140.8,388482.2,395871.92,388577.08,380665.98
短期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16479.24,14924.36,11372.61,9231.21,12751.5,14298.64
应付票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付账款,0.0,0.0,43.53,97.58,161.56,80.85,76.49,50.36,195.91,388.06,160.57,1357.31,1173.31,913.66,1034.71,1051.82,863.87,2710.06,3123.32,3479.14,4034.38,3711.38,4674.42,4033.82,4596.81,6277.49,11631.28,9033.15,12364.01,10865.39,7833.31,9954.97,13664.41,16479.24,14924.36,11372.61,0.0,12751.5,0.0
预收款项,1.0,177.8,447.2,211.1,122.3,82.47,109.71,120.19,245.29,88.82,211.87,1060.16,1127.28,1024.61,1109.44,1119.79,1172.82,1496.2,1845.74,1687.14,2469.36,3304.89,3789.83,4801.95,8191.4,9322.31,19035.5,14653.59,17056.34,13201.28,17805.91,23403.06,17127.73,13687.93,17378.87,22916.6,12879.86,12481.5,14909.46
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,12.67,129.61,267.33,270.22,377.69,448.02,270.64,310.91,19.34,1000.11,525.37,876.44,353.51,1753.45,747.76,777.63,412.52,2721.51,919.58,841.85,825.53,4707.76,1069.9,2750.78,4382.95,8760.0,5239.21,4476.09,8055.99,11768.58,3017.23,3202.07,5942.7,11483.64,2152.81,1943.06,3692.13,16093.09,4608.01
应交税费,33.22,178.83,304.4,581.57,215.27,504.22,414.08,521.33,711.79,878.16,716.21,1098.23,907.97,1077.32,951.63,1074.87,1191.99,959.36,738.17,1028.88,1847.51,2149.2,1586.1,3300.15,2232.55,2294.06,3356.0,7790.99,9725.71,6202.14,6008.74,5136.61,6217.12,7471.66,7367.69,5630.21,7739.21,4538.05,5163.61
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,0.0,0.0,136.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1000.0,1000.0,1000.0,1000.0,1000.0,2739.18,4300.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10780.0,0.0
其他应付款,53.26,192.45,693.97,706.97,705.21,1216.85,1240.3,1223.87,1272.51,1800.07,1460.78,4834.71,3584.82,3180.42,3123.87,3073.48,4191.01,26943.61,10496.96,8345.6,17210.49,13501.44,12647.31,10621.89,11514.59,11375.47,21152.81,16853.43,37905.02,39081.73,37816.42,26765.65,25168.11,25881.24,25090.33,19157.4,19402.25,20445.22,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
流动负债合计,100.15,678.69,1893.02,1867.45,1582.02,2332.4,2111.22,2226.66,2444.85,4155.21,3074.8,10566.83,8146.9,8949.46,7967.42,8097.58,8832.22,37569.92,21423.77,16382.61,27387.27,28374.67,24767.57,26508.59,31918.3,39029.33,61414.8,55207.24,87507.07,81119.13,72481.6,68462.36,68120.07,75003.71,66914.06,61019.88,52944.67,77089.36,59599.09
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.5,486.5,532.0,578.0,624.0,669.5,0.0,0.0,71.15,71.15,51.15,51.15,2.75,2.75,0.0,0.0,0.0,0.0
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.75,652.13,634.5,616.88,344.25,334.13,324.0,313.88,2025.92,1478.09,1572.11,1936.53,1954.52,1912.2,3822.02,4223.95,3061.96,3713.62,1564.01,734.01,403.98,554.76
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.3,292.22,447.0,597.0,622.0,622.0,635.0,635.0,660.0,660.0,922.5,922.5,1235.0,1235.0
其他非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.75,652.13,634.5,616.88,785.75,820.63,856.0,891.88,2787.22,2439.82,2019.11,2533.53,2647.67,2605.35,4508.17,4910.1,3724.71,4376.37,2486.51,1656.51,1638.98,1789.76
负债合计,100.15,678.69,1893.02,1867.45,1582.02,2332.4,2111.22,2226.66,2444.85,4155.21,3074.8,10566.83,8146.9,8949.46,7967.42,8097.58,8832.22,38239.67,22075.9,17017.11,28004.15,29160.42,25588.19,27364.59,32810.18,41816.55,63854.61,57226.36,90040.61,83766.8,75086.95,72970.53,73030.16,78728.42,71290.43,63506.39,54601.18,78728.34,61388.85
实收资本(或股本),100.0,1000.0,4500.0,4500.0,6000.0,6000.0,6000.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,29040.0,29040.0,29040.0,29040.0,29180.94,29223.66,29241.93,30130.3,68558.65,68650.29,68688.82,68702.63,69337.1,69380.51,69403.54,69428.72,69428.72,69428.72,69428.72,69428.72
资本公积,0.0,0.0,102.79,102.79,58096.28,58096.28,58096.28,50896.28,50896.28,50896.28,50896.28,50896.28,50896.28,50896.28,50896.28,50896.28,50896.28,50896.28,50896.28,35056.28,35056.28,37815.92,38584.92,42295.35,43951.54,44812.13,95515.16,60992.99,62087.79,62933.06,63051.05,68507.91,68872.56,69317.56,69527.61,69529.57,69529.57,69529.57,72769.36
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.25,14033.43
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9758.98,7302.13,7302.13,9424.56,8160.26,8053.37,18967.67,21337.28,11551.11,18471.37,1993.2,-2426.55,-5436.08,955.19
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,21.68,202.94,74.37,74.37,74.37,551.37,551.37,551.37,551.37,1173.5,1173.5,1173.5,1173.5,2105.89,2105.89,2105.89,2105.89,3070.06,3070.06,3070.06,3070.06,4141.19,4141.19,4141.19,4141.19,5485.38,5485.38,5485.38,5485.38,9181.14,9181.14,9181.14,9181.14,11611.94,11611.94,11611.94,11611.94,14730.13,14730.13
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,195.13,1826.49,675.12,2778.56,3631.92,4739.75,5863.59,5519.39,7491.07,8986.62,10340.82,9821.21,12847.89,14628.32,16062.2,15789.96,18970.13,20614.1,18474.91,21066.54,26898.34,31926.53,35441.14,39176.96,47238.58,56238.31,65498.7,74009.41,88525.93,97332.97,110510.54,111706.16,126180.33,137893.29,153890.9,153214.15,167845.21,153058.9,164822.89
归属于母公司股东权益合计,316.81,3029.44,5352.28,7455.72,67802.58,69387.4,70511.24,70167.04,72138.72,74256.41,75610.6,75090.99,78117.68,80830.49,82264.37,81992.13,85172.3,87780.45,85641.25,88232.89,94064.69,102923.64,107207.25,114794.44,124554.96,145536.72,203931.66,216348.57,234173.95,246296.26,259498.75,277699.98,294951.82,299777.44,322930.55,305777.59,315988.9,294565.01,308672.87
