报表日期,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,1479.2,1629.66,2222.72,1856.02,1726.94,1701.57,1892.9,1729.47,1641.11,2108.22,2149.85,2056.72,2892.26,2061.21,2617.97,2004.25,2504.65,2635.93,3299.4,2165.36,3173.09,2740.59,2123.83,4353.29,0.0,3760.29,0.0,1794.95,0.0,1962.05,0.0,1867.99,0.0,2101.25,0.0,2245.08,0.0,2253.88,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,21540.41,24318.14,25749.9,26811.49,26252.18,28415.24,28649.36,26671.47,26130.87,21087.5,23355.52,25946.87,21861.85,23569.69,20991.81,25895.54,29297.65,34249.59,34569.62,36930.39,42577.63,49344.19,49086.73,48106.44,42546.69,38029.11,43136.13,44422.32,44157.62,39201.24,33540.75,38401.53,39869.54,34750.93,23993.26,25260.89,33242.74,33476.32,30384.45
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28917.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,325.61,664.3,350.61,1111.62,1061.13,1375.08,1178.01,1173.32,1296.02,1727.23,1528.44,51746.89,51420.24,43743.74,21024.26,46844.36,47458.84,31359.85,50422.04,18177.15,10850.96,9481.65,6783.35,3695.76,4737.52,4313.93,4297.99,4651.09,5415.67,5362.39,5441.46,4833.09,5579.53,4160.39,4069.66,4293.7,5170.11,4558.31,987.32
流动资产合计,155685.14,157376.48,154857.03,163513.8,172702.73,169325.75,147122.87,154449.28,157108.18,151826.8,234221.6,221613.93,227647.03,233943.81,215661.39,221510.02,209166.73,230651.02,219249.06,223691.4,224324.0,265387.08,207199.27,224851.99,215190.3,202512.29,215789.66,227960.28,196876.76,199741.36,198402.31,195406.93,171811.67,168636.12,156639.39,165797.57,156253.24,164810.02,181231.75
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,6521.58,6163.56,7286.76,7385.04,10389.6,11489.63,16787.02,14904.09,20042.03,21912.86,14046.25,39622.24,36501.14,38700.51,36501.14,34548.18,33945.86,33608.2,35433.4,31458.4,33155.83,29035.44,28129.65,27198.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.77,781.33,1190.69,1263.77,2299.79,2325.45,2585.07,2824.01,2982.46,3009.85,3346.84,3453.57,3532.46,3586.93,3688.83,3788.06,3990.4,4121.35,4220.46,4304.5
长期股权投资,3487.37,3487.29,3487.29,3245.35,3245.3,23220.13,20982.47,20946.8,20946.8,20946.8,20946.8,17752.86,17752.86,17752.86,17752.86,23931.36,23931.36,23931.36,23931.36,22587.36,22587.36,22587.36,22587.36,20946.57,20946.57,20946.57,20946.57,18849.33,18849.33,18849.33,18849.33,17538.21,17538.21,17538.21,17538.21,17080.19,17080.19,17080.19,17080.19
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.24,0.0,21325.74,0.0,6579.02,0.0,4580.43,4085.24,3933.11,2564.08,18277.27,19114.11,27039.65,6048.9,27190.18,23607.85,21535.43,12042.83,6832.82,1652.01,4053.5,4158.18,3228.56,5176.25,7023.13,1324.16
在建工程,0.0,988.89,861.22,0.0,1198.51,1702.75,4380.32,49.38,66.45,0.0,183.82,427.16,419.24,429.24,15888.2,21325.74,22172.08,6579.02,1436.32,4580.43,4085.24,3933.11,2564.08,18277.27,0.0,27039.65,0.0,27190.18,0.0,21535.43,0.0,6832.82,0.0,4053.5,0.0,3228.56,0.0,7023.13,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47795.72,0.0,48435.5,0.0,61966.96,0.0,86216.43,119945.25,117730.92,120803.97,116691.27,114922.23,113479.72,143166.7,122540.93,123193.63,124023.54,132427.58,140972.48,143021.08,142302.23,141521.5,147606.87,144066.86,141582.19,146577.62
固定资产净额,39272.15,41493.5,42837.84,44808.1,44398.15,44874.61,45194.32,50129.43,48743.78,48707.92,47603.05,47737.56,47310.19,47794.73,46750.99,48435.5,47910.86,61966.96,67102.41,86216.43,119945.25,117730.91,120803.97,116691.27,0.0,113479.72,0.0,122540.93,0.0,124023.54,0.0,140972.48,0.0,142302.23,0.0,147606.87,0.0,141582.19,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,2.29,0.0,3.64,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14808.27,13578.2,12420.1,17132.4,16036.42,14966.5,13901.21
无形资产,31607.66,29968.31,28328.9,26697.06,25057.32,23418.81,21780.2,20139.1,18504.79,16942.67,15346.65,13733.33,12101.95,10467.88,8846.32,8608.71,6938.35,5261.0,3658.0,1977.41,58794.17,57758.68,56360.24,54872.53,53424.22,53250.59,52389.34,50274.4,48698.85,47123.5,45555.59,44199.31,42629.77,41060.22,39728.85,40029.83,38277.24,36526.91,34776.21
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期待摊费用,1898.71,1725.23,1573.88,1402.17,1226.96,1049.1,1059.4,3525.75,3336.06,3183.03,3024.0,4260.33,4147.04,4391.94,4290.65,5086.84,4564.42,4528.52,4323.57,4190.99,4570.32,4322.81,4063.45,5772.31,5671.7,5371.96,5317.19,8076.49,7766.32,7509.86,7186.0,6797.91,6359.2,5948.85,5554.99,8378.88,8237.63,7672.13,7308.59
递延所得税资产,544.29,544.29,544.29,519.63,519.63,517.25,519.63,554.12,554.12,598.84,554.12,511.25,511.25,511.33,511.25,494.53,494.53,494.53,494.53,941.96,941.96,1248.64,930.37,893.42,976.91,972.49,972.49,1097.27,977.15,977.15,977.15,2127.84,2030.46,2054.91,2054.78,1600.33,3382.38,1600.33,3382.38
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.61,9372.81,8984.87,9454.08,8936.6,7526.62,6697.82,6670.42,7579.27,6655.94,7118.29,5503.43,5333.57,4708.3,4708.3,4843.3,4823.35,4870.02,4916.16,4786.96
非流动资产合计,83331.76,84371.07,84920.19,84057.34,86035.46,106272.29,110703.35,110248.67,112194.03,112292.13,101704.7,124044.72,118743.68,120049.47,130543.71,142430.87,139961.1,136369.6,136379.6,153483.35,254234.28,246792.52,246156.97,255888.55,253686.47,259149.9,266953.02,268056.51,261869.18,259662.66,256460.96,255658.77,266583.0,264812.42,264936.78,272714.37,267052.92,270851.69,260437.36
资产总计,239016.9,241747.55,239777.22,247571.14,258738.18,275598.04,257826.22,264697.95,269302.21,264118.93,335926.3,345658.65,346390.71,353993.28,346205.1,363940.89,349127.83,367020.62,355628.66,377174.75,478558.28,512179.61,453356.24,480740.54,468876.77,461662.19,482742.68,496016.79,458745.94,459404.02,454863.27,451065.7,438394.67,433448.54,421576.17,438511.94,423306.16,435661.71,441669.11
短期借款,3096.28,1691.31,2463.29,2927.61,2904.5,4489.29,3871.69,2367.43,1585.42,1691.08,2867.54,1921.05,1546.99,1321.0,1841.36,2257.11,1299.13,4054.66,3245.33,3463.26,4736.49,35780.17,52167.75,57789.44,78598.07,20468.21,34603.03,34269.04,36370.84,28841.84,22315.99,20892.26,22065.29,21301.33,19232.11,20340.72,20356.74,32072.69,38430.37
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38558.6,0.0,51815.98,0.0,51182.32,0.0,42776.87,39836.7,65822.66,68912.73,74587.49,48347.34,62132.37,60878.12,63638.37,47828.65,56567.89,69713.65,64331.06,44143.92,37898.67,30037.62,42794.95,37044.61,34952.42,42982.66
应付票据,20787.11,23121.98,24445.4,28521.94,30825.74,29003.74,21308.05,25967.65,24567.0,21829.62,27829.3,32535.68,32193.01,36408.52,38025.99,44264.56,28707.45,43128.15,35314.84,37693.19,31053.13,42025.22,0.0,52028.78,0.0,48188.52,47888.18,48973.01,32820.49,40047.79,51851.06,54420.55,34041.03,27580.38,20108.35,32161.57,22911.3,22627.2,32928.92
应付账款,2355.32,2629.67,3758.21,3313.71,1996.67,4703.78,4769.24,4802.4,3272.74,2642.79,2365.42,2390.3,3994.5,2150.08,2686.87,7551.41,8568.75,8054.18,7948.05,5083.68,8783.57,23797.43,0.0,22558.71,0.0,13943.84,12989.94,14665.36,15008.16,16520.09,17862.59,9910.51,10102.89,10318.29,9929.26,10633.38,14133.32,12325.22,10053.74
预收款项,11713.88,12988.41,9908.11,10794.28,14575.38,18935.1,15087.08,17367.87,18654.94,19913.56,15803.09,16073.85,17068.83,16425.6,13639.0,12717.35,14230.7,12125.77,12231.51,8475.33,11377.29,11751.83,13103.51,11460.69,13890.92,16243.97,21495.58,6477.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,82.76,64.6,50.81,84.9,73.93,81.07,104.75,94.51,125.71,94.25,119.88,555.03,789.52,708.67,735.6,748.64,592.3,756.24,752.38,760.15,684.57,695.45,601.81,537.75,507.05,462.05,472.12,279.93,142.18,213.78,195.04,212.04,286.45,250.27,251.17,248.54,258.66,312.88,357.23
应交税费,1792.95,1710.74,1844.49,3083.94,1828.22,2607.16,2586.5,2625.65,1727.72,2733.72,2506.11,2458.49,1572.59,1536.29,2047.31,2625.82,986.62,1716.84,2025.19,4132.89,2576.91,2243.35,3094.63,4679.28,3210.39,2501.61,2179.28,3535.67,1894.04,1112.47,1894.85,2278.46,1973.6,2082.72,2983.07,2136.23,1618.58,1399.08,2183.56
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25105.49,0.0,22292.11,0.0,22472.92,0.0,25828.5,27333.12,23100.45,19749.49,22811.07,22953.42,22490.86,24439.8,29979.88,26187.27,28727.14,29147.36,31915.94,30258.19,29233.42,26732.76,22703.75,22060.26,34238.61,34347.13
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.81,1439.02,2204.81,2970.6,666.48,1442.96,2202.41,2970.3,666.63,1442.96,2202.41,2970.3,108.69,14.05,0.0,55.53,60.88,59.22,66.68,56.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,26.32,5844.4,78.64,0.0,0.0,10886.4,0.0,31.93,8.43,0.0,0.0,0.0,0.0,4230.09,16.65,42.7,288.59,288.59,288.59,288.59,288.59,288.59,288.59,1051.47,762.88,778.24,778.24,15.36,15.36,86.33,6.57,6.57,6.57,6.57,6.57,68.58,6.57,11043.89,11043.89
其他应付款,17876.61,18557.96,15598.69,16128.99,18309.8,17964.78,14454.27,16061.65,16314.16,14744.83,15536.17,16952.71,16601.84,17904.81,14262.35,20806.45,20514.25,19214.03,18156.99,24096.95,24842.12,19841.56,0.0,21745.54,0.0,21657.09,0.0,29905.3,0.0,28584.07,0.0,31909.37,0.0,29226.84,0.0,22635.17,0.0,23194.72,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,3458.02,3192.23,2926.44,3723.81,3458.02,3192.23,2926.44,2660.65,2660.65,2660.65,2660.65,2660.65,2660.65,2660.65,2660.65,2660.65,2660.65,2660.65,2660.65,756.06,1623.19,9880.65,7042.57,11526.96,10765.38,13700.58,14480.59,15720.23,14925.35,16847.47,16650.9,14886.84,19357.72,22496.14,24169.37,22375.31,22863.62,22500.18,23011.21
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.83,631.8,939.04,796.39,634.59,789.62,600.93,744.2
流动负债合计,61189.25,69801.3,61074.08,68579.18,73972.25,91863.54,65108.03,71979.74,68916.77,66310.49,70352.96,76986.76,78632.73,86316.31,76582.26,95117.65,80050.87,94969.4,83290.16,86193.06,88168.27,149274.55,164672.48,183392.68,178272.57,137999.65,158548.51,160519.82,138940.82,140876.59,147878.91,140643.44,124051.43,121898.13,110674.14,116377.37,111899.86,131744.43,148298.53
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69300.0,69359.65,69359.65,69424.94,69424.94,69490.24,69490.24,69558.48,69558.48,69626.71,69626.71,69698.1,597.45,598.03,598.03,598.67,598.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11137.81,8956.08,7773.54,13700.25,12539.32,11942.06,11038.99
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2660.65,0.0,0.0,0.0,0.0,0.0,21416.08,117263.68,91079.16,94475.18,105698.63,96254.2,115428.6,114615.83,137150.12,127502.99,123104.47,118953.91,119632.84,110473.03,105823.01,102234.11,107628.43,97611.29,95015.97,93380.71
长期应付款,10642.59,10642.59,10642.59,7981.95,7981.95,7981.95,7981.95,5321.3,5321.3,5321.3,5321.3,2660.65,2660.65,2660.65,2660.65,0.0,0.0,0.0,0.0,21416.08,117263.68,91079.16,94475.18,105698.63,0.0,115428.6,0.0,137150.12,0.0,123104.47,0.0,119632.84,0.0,105823.01,0.0,107628.43,0.0,95015.97,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,955.4,865.89,1146.69,1171.26,1922.4,2197.41,2966.27,2523.66,3808.15,4275.86,2309.2,3703.2,2922.93,3472.77,2922.93,2434.68,2284.11,2199.69,2655.99,1939.6,2363.96,1333.86,957.41,724.7,1119.66,1126.51,979.35,1191.55,1102.57,1119.68,1441.37,906.04,799.95,707.55,1569.96,448.64,1470.95,2053.68,1768.69
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4227.03,3941.8,3679.45,3502.74,3363.63,3104.85,2827.57,2560.5,2294.14,2030.05,1761.43,1501.85,1758.95,1494.85,1184.37,2612.21,609.79,607.66,559.14,533.82,55.28,55.28,51.01,48.88,94.67,92.53,90.4,626.5,592.98,796.4,880.61,841.9
其他非流动负债,5117.46,5117.46,5117.46,4054.3,4054.3,4054.3,4054.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,16715.44,16625.94,16906.74,13207.5,13958.64,14233.65,15002.52,12071.99,13071.25,13276.6,80433.24,79087.12,78048.07,78385.93,77569.02,74219.07,73804.39,73519.59,73716.32,94741.33,190749.2,163295.5,98642.25,107631.16,98579.55,127712.92,136727.67,148396.94,138660.84,134275.16,120444.16,120633.55,122503.32,115577.04,112204.1,122370.3,112417.97,109892.32,107030.3
