报表日期,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
预收款项,36155.03,69590.67,27313.45,25870.66,25653.05,24052.68,47638.62,24329.39,26048.35,30994.65,25990.47,28471.59,29504.49,31064.61,37229.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,19010.63,18046.95,19659.27,21540.03,13342.01,23395.33,12672.22,17437.87,21497.39,25179.62,15067.55,19056.46,25247.63,32277.81,13376.31,19002.74,22471.93,33808.49,13683.86,22754.42,24117.71,41810.62,16400.92,30473.7,28635.89
应交税费,8310.23,4981.86,2553.79,3472.97,1192.47,3643.06,1999.52,1104.93,4509.26,3895.69,3146.15,3165.49,5255.42,4287.81,2954.61,2558.77,3373.34,4813.88,3379.69,4843.75,6182.86,4903.26,2996.64,4894.27,6026.03
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26436.99,29257.25,42378.4,31052.32,28663.96,28370.38,43754.73,32570.54,29730.38,28416.61,46667.91,31719.47
应付利息,8.75,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,0.0,0.0,0.0,0.0,31178.73,0.0,0.0,0.0,0.0,13258.11,0.0,13278.34,20.22,20.22,0.0,0.0,20.54,0.0,0.0,12109.7,0.0,0.0,0.0,12120.46,31.81
其他应付款,20771.42,51237.37,16142.54,19387.81,25409.75,23053.81,25848.56,24590.07,26152.61,27046.15,32756.24,30573.49,29753.2,26416.77,29257.25,42378.4,0.0,28663.96,0.0,31645.04,0.0,29730.38,0.0,34547.45,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,5367.14,6845.85,8708.57,9681.81,9528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,24970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7245.91,7078.71,7738.68,9388.59,10746.53,10493.78,10442.98
其他流动负债,1387.86,421.95,0.0,0.0,0.0,0.0,0.0,11231.55,15707.69,10841.11,10724.79,11052.8,10725.1,11486.15,11393.24,16646.45,19473.37,14725.67,17364.0,16602.08,17462.68,17278.36,17981.55,17473.65,18934.49
流动负债合计,283880.13,324138.46,290288.66,293946.19,322384.83,338709.72,356190.89,326856.75,387167.64,383974.15,369293.92,375737.34,440380.53,419982.51,446984.71,484875.83,518651.73,477931.59,499587.99,514023.32,575879.17,573764.97,568841.15,582621.17,683128.61
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27548.98,25147.12,26111.29,35324.84,36718.02,31361.45,30145.56
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,3955.11,5409.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,1259.4,1757.92,1080.19,5267.76,5249.79,4034.55,3117.45,3322.8,3228.39,3372.21,3354.17,3264.05,3018.52,4383.07,3739.76,3782.41,3651.98,3215.67,2320.06,4785.9,4882.4,5488.36,5736.15,8074.99,7226.39
长期递延收益,0.0,0.0,1510.51,8849.14,8238.22,7633.32,7537.81,8536.27,8397.99,8723.57,8401.38,8167.89,8014.62,8622.76,8589.2,7812.94,7630.83,7021.05,6918.22,6694.45,6310.36,5875.55,5675.42,5372.74,5054.75
其他非流动负债,3806.36,10057.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,5065.76,11815.43,2590.69,14116.9,13488.01,11667.87,10655.26,11859.07,11626.38,12095.78,11755.55,11431.94,11033.14,13005.83,12328.96,11595.35,11282.81,10236.72,36787.26,36627.47,37304.06,46688.74,48129.59,44809.18,42426.7
负债合计,288945.89,335953.89,292879.35,308063.09,335872.84,350377.59,366846.15,338715.81,398794.02,396069.93,381049.46,387169.28,451413.67,432988.34,459313.67,496471.17,529934.54,488168.31,536375.25,550650.78,613183.23,620453.71,616970.74,627430.35,725555.31
实收资本(或股本),113513.1,113513.1,113513.1,113513.1,113513.1,113513.1,113513.1,113513.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1,123384.1
资本公积,258244.3,256486.75,212444.69,212086.67,210076.3,207300.24,207300.24,207300.24,262112.27,261946.75,261946.75,261946.75,257228.86,257258.77,257258.77,257258.77,257258.77,257252.48,258752.48,257252.48,257252.48,257252.48,257252.48,257252.48,257252.48
减：库存股,690.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,59081.05,84954.13,163285.48,190328.65,139908.94,130729.16,155445.45,204582.08,195617.47,157644.74,136511.15,123061.98,170080.69,117094.71,108407.55,102150.69,128532.43,102625.28,89995.16,97929.79,76377.56,90039.45,102165.76
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,24333.14,28974.04,34749.62,40821.32,40737.85,47643.37,47643.37,47643.37,47643.37,53956.5,53956.5,53956.5,53956.5,62574.36,62574.36,62574.36,62574.36,71106.84,71106.84,71106.84,71106.84,79235.38,79235.38,79235.38,79235.38
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,74712.66,98376.22,121277.66,144430.76,143327.06,168281.73,185583.02,203284.07,216404.95,189699.61,208364.02,202476.87,220256.99,236450.96,254291.47,254365.89,269449.33,294162.25,315817.68,315097.3,331848.4,362923.24,378547.4,383933.91,401754.77
归属于母公司股东权益合计,470113.16,497350.11,541066.12,595805.99,670939.79,727067.09,693948.68,702469.94,804990.14,833569.04,843268.85,799408.95,791337.6,802730.17,867589.39,814677.84,821074.11,848056.35,897593.53,869466.0,873586.97,920724.98,914796.91,933845.31,963792.49
少数股东权益,18838.9,39632.71,3383.17,731.48,-967.64,-3115.77,-4005.99,-3618.47,-3170.08,-4121.3,-4398.46,-5400.09,-7436.9,-7047.95,-7644.35,-8291.64,-7438.83,-7453.42,-6488.95,-8077.26,-8078.67,-8728.35,-9165.02,-10121.82,-10270.83
所有者权益(或股东权益)合计,488952.06,536982.82,544449.29,596537.47,669972.15,723951.32,689942.69,698851.46,801820.07,829447.74,838870.39,794008.86,783900.7,795682.22,859945.04,806386.2,813635.28,840602.94,891104.58,861388.73,865508.3,911996.63,905631.89,923723.48,953521.66
负债和所有者权益(或股东权益)总计,777897.95,872936.71,837328.65,904600.56,1005844.99,1074328.91,1056788.84,1037567.28,1200614.09,1225517.66,1219919.85,1181178.14,1235314.37,1228670.56,1319258.7,1302857.37,1343569.82,1328771.25,1427479.83,1412039.51,1478691.52,1532450.35,1522602.62,1551153.84,1679076.97
