报表日期,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.31,0.0,0.0,0.0,67.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.99,0.0,0.0,2000.0,327.82,0.0,43.62,333.48,974.11,154.84,157.86,140.14,2897.77,2368.45,4812.42,6731.66,6482.51,5048.98,6159.65,7001.95,6887.67,5538.6,4544.65,3978.01,3960.31,4449.57,5381.12,4379.92
流动资产合计,55280.21,60777.91,56760.34,57358.34,59113.71,65185.05,65100.02,63132.28,57740.17,68332.33,64111.19,80099.49,68100.98,88268.43,111310.43,114460.54,159942.53,206008.84,303203.22,257190.59,240976.11,275342.14,287827.66,350552.67,330992.08,469821.5,477844.73,618556.23,642969.34,684434.23,657671.54,670537.86,675321.1,837674.61,855099.21,821776.04,904775.44,944400.2,1065808.21
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.82,2439.58,9678.45,9086.16,11179.71,11513.73,11904.73,11904.73,15943.73,16043.73,15038.54,15668.54,30678.54,30201.9,29571.56,29571.56,27952.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16034.32,19169.11,18325.3,18212.4,17268.51,16581.56,15596.39,14066.85,13106.28,12060.72,11068.39,9944.66,10268.19,9316.29,8128.91,7635.27,7146.11
长期股权投资,0.0,0.0,0.0,0.0,0.0,180.27,1278.79,1212.11,1164.75,1118.42,1060.24,93.81,23720.74,24168.38,28133.96,32295.09,36677.57,37827.25,39433.32,70041.18,77863.97,84163.26,112375.57,83579.8,84422.01,83597.97,79553.03,90846.11,92068.19,92460.8,91504.46,87774.04,87343.45,86840.0,84642.33,128769.13,121592.74,124227.81,126305.29
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12086.12,0.0,1446.35,0.0,0.0,0.0,211.55,269.54,219.97,289.29,1089.68,1373.18,1609.25,747.47,908.67,802.97,1314.16,823.87,773.82,1121.66,1736.76,1481.33
在建工程,0.0,0.0,0.0,89.1,89.1,109.13,206.34,335.41,860.23,2202.81,2942.38,4007.67,4842.07,8889.15,9251.25,11445.0,11945.34,12086.12,13495.26,1446.35,1468.38,0.0,317.62,211.55,269.54,219.97,289.29,1089.68,0.0,1609.25,0.0,908.67,0.0,1314.16,0.0,773.82,0.0,1736.76,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22161.33,0.0,50735.74,0.0,59249.37,0.0,67366.84,70957.66,77707.91,81909.98,90133.25,89381.04,90528.95,90582.36,94164.49,94081.31,96542.6,101661.74,107306.88,109361.4,109780.23,114133.14
固定资产净额,3484.84,4084.71,5235.59,5894.65,6530.7,6687.53,7253.16,7491.56,8027.48,8974.97,10922.75,11363.5,11816.98,12751.76,14392.58,16835.29,19807.46,22161.33,25521.19,50735.74,53155.77,59249.37,62442.61,67366.84,70957.66,77707.91,81909.98,90133.25,0.0,90528.95,0.0,94164.49,0.0,96542.6,0.0,107306.88,0.0,109772.85,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21369.02,44287.97,44750.31
无形资产,98.87,95.18,98.76,105.23,1142.16,1135.69,1129.22,1153.97,1124.71,1179.67,1162.26,1195.45,1165.83,1163.03,1208.62,1209.59,1209.71,1233.76,1208.06,1211.85,1260.46,1553.84,1748.03,1873.47,1839.67,3140.88,4091.59,4354.12,8930.58,8167.88,7913.44,7666.68,7554.38,7412.99,6992.74,6839.23,6360.49,6009.2,6063.9
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.91,199.17,257.35,324.57,392.46,502.02,404.58,497.13,335.31,362.19,385.71,311.83,196.94,3.42,14.37,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,1466.57,2666.27,2666.27,2666.27,2666.27,2666.27,2666.27,2666.27,2666.27,3185.48,4228.89,4228.89,21837.88,26628.71,63771.18,89975.53,102257.73,150282.93,160455.13,161793.7,161793.7,157984.67,162635.41,193687.69,194325.69,185881.38,185881.38,185881.38,187032.51,169350.72,170381.17,170381.17,170381.17,127871.32,127871.32,127871.32,127871.32
长期待摊费用,760.8,993.59,1583.02,2059.57,2028.92,1888.37,1981.93,2000.06,1919.64,2263.04,3207.17,4343.18,4365.29,4172.12,5009.0,5267.64,5849.14,7354.44,7070.19,10119.03,11752.35,12883.8,14135.96,15182.53,16142.73,17086.98,18216.13,17210.9,17019.13,15447.79,14449.98,14936.81,14313.34,13384.34,13963.66,15546.41,14463.67,13869.28,13395.01
递延所得税资产,1020.12,1289.96,1900.5,1409.39,1590.83,1846.22,2104.14,2900.2,4014.37,3624.99,4117.84,4850.5,8230.39,8660.85,9012.4,9655.88,9753.15,9282.27,10303.93,9655.03,10723.47,11795.93,11943.71,8964.32,10679.29,11738.1,11928.67,13114.65,15229.07,16125.61,17219.69,15676.22,17911.89,18725.01,21962.31,20115.54,22097.57,25124.84,27239.38
其他非流动资产,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,257.46,0.0,0.0,0.0,276.71,5065.89,728.6,735.96,240.82,0.0,10655.53,10000.57,4971.02,3222.4,3037.36,2960.64,3008.35,3314.98,4392.14,3696.03,484.61,0.0,0.0,0.0,1728.2,1310.87,1310.87,56.25,1560.32,0.0,0.0,0.0
非流动资产合计,5364.63,6463.45,10284.44,13256.21,14047.99,14513.48,16619.85,18017.04,19777.46,22030.18,26078.91,30771.13,65875.65,74441.23,98667.82,114757.75,160527.28,202480.96,221194.98,314560.76,336144.81,349773.14,399745.26,388411.65,399290.51,439760.18,441347.61,447983.86,425841.15,424674.23,422868.01,404463.48,404771.19,405870.18,410752.25,418098.93,432366.78,460542.68,468385.78
资产总计,60644.84,67241.36,67044.78,70614.55,73161.7,79698.54,81719.87,81149.32,77517.63,90362.51,90190.1,110870.62,133976.63,162709.66,209978.25,229218.29,320469.81,408489.8,524398.2,571751.35,577120.92,625115.28,687572.91,738964.31,730282.59,909581.68,919192.34,1066540.09,1068810.49,1109108.46,1080539.55,1075001.34,1080092.29,1243544.8,1265851.46,1239874.97,1337142.22,1404942.88,1534193.99
短期借款,4910.0,4910.0,1000.0,90.0,5300.0,3760.0,5000.0,3000.0,0.0,0.0,1270.0,13090.94,31146.03,33699.29,52967.36,57070.84,18898.92,51700.0,65900.0,66359.61,85150.0,97740.09,106275.09,103925.0,110440.0,117190.0,118840.0,124221.5,155996.15,124759.78,144282.49,162942.29,212961.24,261740.25,270749.75,242793.91,283098.43,286492.05,305366.57
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861.84,1861.84,310.76,556.39
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61003.64,0.0,64861.59,0.0,65165.28,0.0,66159.2,50016.26,103653.87,101887.71,131423.6,108976.75,137851.9,162655.22,131143.47,97399.11,148731.38,151172.94,152808.03,161263.76,162326.47,195478.25
应付票据,50.0,607.49,607.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,1900.0,0.0,2700.0,4900.0,2200.0,0.0,0.0,0.0,3000.0,4400.0,0.0,13095.0,0.0,30200.0,0.0,32553.0,41883.77,35239.82,16935.26,17285.26,18138.07,26602.81,25163.0,28067.49,28294.67
应付账款,4574.4,9398.53,10054.0,11494.87,8621.27,13171.58,10545.09,11180.19,10018.88,14669.0,15659.46,18211.65,13396.32,18867.24,29389.51,33842.03,31513.79,56103.64,53892.33,64861.59,45286.03,65165.28,55113.57,61759.2,50016.26,90558.87,0.0,101223.6,0.0,105298.9,120771.45,95903.65,80463.86,131446.12,133034.87,126205.22,136100.76,134258.98,167183.58
预收款项,40.01,44.57,30.98,516.1,226.9,458.38,449.29,497.31,356.48,578.08,570.64,726.33,944.52,999.81,753.45,2080.91,1228.96,1064.87,1524.59,2730.47,3347.56,2213.59,3088.29,2948.56,1877.94,2504.48,4726.88,9287.71,8625.74,6227.55,6871.25,9732.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,888.45,1579.54,2483.15,3199.65,1709.58,2870.91,4289.94,4104.25,2278.64,2896.4,3824.09,5538.98,2962.73,4274.71,5522.46,6219.5,3755.55,5730.06,6243.43,9310.3,4937.37,6919.4,7423.2,11478.48,6520.9,9224.49,12589.37,18034.46,9080.37,11369.85,15508.99,19260.16,11260.97,22702.08,24612.77,38227.75,27431.75,29162.25,31952.47
应交税费,603.97,617.87,393.39,440.49,1138.05,1047.51,1641.12,1391.98,1831.13,2432.61,1400.0,1412.28,1677.15,6482.22,5967.04,6590.64,3755.99,5838.42,4102.19,7135.52,6341.39,6149.75,6043.56,7095.18,7801.29,10728.88,12482.11,13407.08,13565.35,11548.67,11738.55,12187.99,10667.04,14589.02,21498.02,22965.89,21471.1,20671.89,27994.38
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11402.69,0.0,36798.58,0.0,35758.96,0.0,35170.33,40889.06,75233.86,67192.91,37041.8,31666.58,27388.54,23117.63,24587.31,28126.87,29187.68,20672.64,21763.08,20532.23,20717.75,18910.4
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,20.2,3.12,120.41,99.19,116.85,144.1,79.26,116.85,807.86,1546.02,2182.23,656.95,1988.4,3220.94,4495.95,0.0,2048.26,3297.09,4358.21,866.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.99,0.56,0.0,0.56,0.0,2790.48,2250.0,2250.0,2817.33,2817.33,0.0,3250.0,1000.0,1961.23,2937.12,3224.55,3524.55,10966.42,3604.2,4443.2,3143.2,4553.4,3674.4
其他应付款,241.57,276.77,1232.64,1700.37,1628.54,1468.51,1183.57,1447.17,1664.15,1673.43,1780.43,975.11,6249.42,6296.59,4137.21,8216.06,25397.12,11322.87,7902.3,35990.16,18030.98,30786.25,26710.38,30931.93,34850.79,67920.58,67192.91,31743.54,0.0,21069.1,0.0,21362.76,0.0,18221.26,0.0,17319.88,0.0,16164.35,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,670.0,0.0,0.0,17450.0,17800.0,20203.47,18236.97,118630.99,121510.28,105933.75,70418.47,67981.57,67533.09,124469.17,82721.01,66238.93,48679.99,49189.21,49601.56
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.2,1248.27,1397.42,1429.2
流动负债合计,11308.39,17434.77,15801.64,17441.48,18624.35,22776.89,23109.01,21624.27,16149.29,22249.53,24504.63,39975.5,56379.29,74240.27,100736.22,114136.83,87571.42,136739.68,141881.69,187866.08,165309.35,213947.07,210561.04,244226.76,235345.45,338739.05,335955.95,452095.32,449469.38,425126.4,434592.58,427835.22,439443.46,611395.29,582930.09,560464.24,579961.88,585407.42,646151.93
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7970.0,7970.0,10470.0,17970.0,29777.0,28107.0,58707.0,58277.0,58107.0,72623.0,68973.0,98341.53,98831.53,78297.78,71747.78,112080.09,108044.31,106374.31,96154.31,62834.31,70474.31,66564.31,63244.31,81374.31,85544.31
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79509.05,79528.76,79570.13,79611.51,119374.04,119413.76,119480.3,119547.12,119614.22,39821.55,39908.81,39976.76,181.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20454.25,26029.54,26272.31
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,5735.96,4926.66,4118.71,3291.48
长期应付款,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5735.96,0.0,4118.71,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,37.52,468.69,473.11,486.68,1163.6,1158.5,1457.67,1244.21,1992.69,2004.66,3902.51,3883.18
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.97,0.0,1161.7,1573.63,1231.34,969.14,943.44,930.96,553.68,471.86,204.24,1712.5,1956.12,2139.71,1761.91,1852.72,1873.53,1796.36,1924.92,1942.04,1883.91,1866.54,1905.81,2384.07,2238.83,2417.44,2532.41,3723.68
其他非流动负债,491.73,482.2,439.56,441.04,408.28,451.22,487.5,543.59,507.47,505.84,656.05,0.0,875.01,0.0,0.0,0.0,0.0,21034.0,23766.98,21104.46,21104.46,5801.0,4865.46,6064.92,6064.92,0.0,0.0,24125.0,24125.0,24125.0,24125.0,23925.0,24125.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,497.71,482.2,439.56,441.04,408.28,451.22,487.5,543.59,507.47,505.84,656.05,710.97,875.01,1161.7,9543.63,9201.34,11439.14,39947.44,133983.98,129293.9,159853.45,143893.75,184059.0,200057.8,196657.94,219650.57,220303.96,144155.39,138046.64,178579.89,134779.28,133346.82,123304.35,66197.79,84102.59,76531.79,93047.31,117957.48,122714.96
