报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
购建固定资产、无形资产和其他长期资产所支付的现金,18997.89,33043.31,39992.78,11150.74,19261.42,36237.72,44805.55,9626.42,20691.46,42535.08,81546.12,10197.81,17751.99,21700.31,37023.79,16056.87,32990.97,42642.19,59965.07,3973.82,5223.87,10723.58,15482.11,7031.69,17620.35,19990.19,23133.98,3201.85,5169.38,7163.14,31564.01,6361.47,16022.87,26181.69,71961.52,10986.1,35350.24,41315.0,56062.6,4818.73,20970.41,27308.79,27628.81,10485.47,16605.28
投资所支付的现金,564.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,250.0,0.0,4000.0,4000.0,0.0,0.0,29.0,5084.02,466.0,253.27,0.0,1290.0,9842.19,0.0,768.11
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6929.56,6929.56,7437.29,0.0,0.0,26785.02,27538.38,0.0,0.0,0.0,0.0,0.0,1266.01,2538.2,2538.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.17,486.83,486.83,236.83,0.0,0.0
支付的其他与投资活动有关的现金,0.0,440.63,1361.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100850.0,10000.0,10000.0,60500.0,111315.23,2700.0,11180.0,57180.0,70530.0,7100.0,7100.0,7100.0,7100.0,0.0,0.0,0.0,10800.0,0.0,2800.0,111300.0,98500.0,13000.0,13000.0,66019.52,66000.0,0.0,28000.0,28000.0,28000.0,0.0,0.0,0.0,35000.0,0.0,20000.0
投资活动现金流出小计,19562.77,33483.94,41354.76,11150.74,19261.42,36237.72,44805.55,9626.42,20691.46,42535.08,182396.12,20197.81,34681.55,89129.87,155776.3,18756.87,44170.97,126607.22,158033.44,11073.82,12323.87,17823.58,22582.11,7031.69,18886.36,22528.39,36472.18,3201.85,8219.38,118713.14,130314.01,19361.47,33022.87,96201.21,137961.52,10986.1,63379.24,74399.02,84528.6,5058.83,21457.24,29085.62,72707.83,10485.47,37373.38
投资活动产生的现金流量净额,-19298.51,-32989.72,-41352.34,-11147.92,-19258.6,-36207.9,-44780.41,-9476.42,-20520.86,-42348.08,-181217.07,-20191.81,-34653.95,3549.02,-35212.07,8062.05,-2284.49,-20309.04,-25710.18,7375.8,10598.8,23694.24,22505.64,-7031.69,-18886.36,-22484.2,-24042.31,-2133.63,-3944.49,-111528.21,-125981.32,-2340.53,-543.44,14954.34,-22343.99,10255.4,-7064.82,10038.19,520.8,-4173.33,-21254.47,-28882.85,-57085.54,-10483.77,-16980.71
吸收投资收到的现金,0.0,20685.95,25748.45,0.0,0.0,0.0,0.0,215700.0,215700.0,215700.0,219350.0,0.0,3500.0,3500.0,3500.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.81,0.0,136822.5,136822.5,136822.5,0.0,0.0,1612.8,1612.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,3500.0,3500.0,3500.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.81,0.0,0.0,0.0,0.0,0.0,0.0,1612.8,1612.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,39451.28,74662.56,71427.29,34000.0,61000.0,98850.0,132422.56,55550.0,77550.0,107713.6,168452.95,56650.0,116870.0,179766.0,248516.0,71939.0,143025.0,191112.11,226671.02,56500.91,132780.34,217070.34,275170.34,87136.52,138230.89,234802.42,277765.5,73455.58,108037.46,202296.01,204404.38,83310.0,134120.0,181020.0,284595.0,77930.74,135929.59,189090.7,310658.85,80260.63,196202.0,253222.0,381090.92,129018.73,205948.72
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44820.0,0.0,0.0,0.0,0.0,47568.0,47568.0,47568.0,47568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,9900.0,59800.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,39600.0,50370.0,17150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3866.17,15463.89,24163.89,26163.89,41363.84,2949.6,19100.32,30329.9,31821.0,8896.62,37818.01,42049.0,38498.01,0.0,7828.04,29400.0,50762.55,5000.0,9000.0,14875.0,9000.0,6122.04,45512.0,45512.0,40220.0,0.0,12000.0
筹资活动现金流入小计,79051.28,145718.51,114325.74,34000.0,61000.0,98850.0,132422.56,271250.0,293250.0,323413.6,387802.95,56650.0,120370.0,183266.0,252016.0,72139.0,143225.0,191112.11,275357.19,71964.8,156944.23,243234.23,316534.18,137654.12,204899.22,312700.32,357349.31,82352.2,282677.97,381167.51,379724.89,83310.0,141948.04,212032.8,336970.35,82930.74,154829.59,213865.7,379458.85,86382.67,241714.0,298734.0,421310.92,129018.73,217948.72
偿还债务支付的现金,49167.07,60200.49,64271.8,17208.08,31595.42,60584.42,85168.42,36770.0,67216.56,84449.56,134402.56,43517.0,71620.0,136253.15,217997.93,41016.15,92657.3,164765.36,225403.47,70786.23,154822.72,209095.53,282226.64,61227.3,127283.61,227790.28,276679.32,72725.98,122127.46,230782.52,226534.67,86326.68,150216.72,190988.64,254697.3,91611.01,150302.86,217943.5,309135.89,84928.44,159646.27,208446.06,292666.95,114177.0,140552.27
分配股利、利润或偿付利息所支付的现金,4773.26,9179.59,7566.18,1282.93,4946.9,7019.22,8742.56,1839.62,4096.39,6384.79,8910.68,2898.03,18006.72,24344.04,27102.36,2773.11,15073.9,20970.44,24411.49,3146.25,9106.34,11620.19,19632.71,3841.84,15014.42,21750.52,22194.34,7286.62,10975.74,25344.26,29783.34,6573.88,9147.36,24991.88,28132.61,6831.97,12447.61,28429.63,35458.31,2564.18,11986.29,20812.39,29082.8,2881.69,11318.38
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.57,169.57,169.57,169.57,0.0,0.0,384.45,414.45,0.0,122.71,122.71,273.93,0.0,1654.37,1654.37,1465.35,0.0,0.0,0.0,0.0,0.0,2450.56,2450.56,2450.56,110.4,110.4,1685.76,1713.36,0.0,0.0
支付其他与筹资活动有关的现金,27900.0,49270.0,35300.0,0.0,0.0,0.0,0.0,442.32,1534.92,1534.92,1534.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,8700.0,27500.0,51108.63,6000.0,13957.8,19332.14,20325.74,3806.37,20823.7,34976.29,25523.67,8844.48,10712.78,23239.15,27825.63,2780.52,11212.75,14933.33,74007.8,6634.31,67354.68,72737.13,76862.74,7677.56,71487.61
筹资活动现金流出小计,81840.32,118650.08,107137.98,18491.01,36542.32,67603.64,93910.99,39051.94,72847.87,92369.27,144848.15,46415.03,89626.72,160597.19,245100.29,43789.26,107731.19,185735.8,249814.95,77932.48,172629.06,248215.73,352967.98,71069.14,156255.83,268872.93,319199.4,83818.97,153926.9,291103.06,281841.68,101745.04,170076.86,239219.67,310655.54,101223.5,173963.21,261306.45,418602.0,94126.94,238987.25,301995.58,398612.49,124736.25,223358.26
筹资活动产生的现金流量净额,-2789.04,27068.43,7187.76,15508.99,24457.68,31246.36,38511.57,232198.06,220402.13,231044.33,242954.8,10234.97,30743.28,22668.81,6915.71,28349.74,35493.81,5376.31,25542.24,-5967.68,-15684.83,-4981.5,-36433.8,66584.98,48643.39,43827.39,38149.9,-1466.76,128751.07,90064.45,97883.21,-18435.04,-28128.81,-27186.87,26314.81,-18292.76,-19133.62,-47440.76,-39143.15,-7744.27,2726.75,-3261.58,22698.43,4282.48,-5409.54
四、汇率变动对现金及现金等价物的影响,-83.33,-229.66,22.01,1.42,23.08,70.7,104.15,30.61,58.73,107.92,126.42,20.1,19.73,14.41,32.1,32.41,79.05,94.15,113.12,6.4,-64.69,71.71,-70.33,-8.07,9.67,199.93,323.33,52.5,254.17,355.15,299.22,7.33,27.93,-9.71,-24.69,-101.27,-78.77,142.64,-15.61,60.94,12.87,18.47,-13.37,15.08,12.39
五、现金及现金等价物净增加额,-10948.39,9238.96,-8037.42,7495.41,7815.93,-993.66,965.73,214070.43,183836.87,167737.62,40519.11,-11375.35,-5993.03,26563.66,-20747.68,22900.51,24363.49,-24804.22,-8890.51,-2837.64,-14815.27,-1620.17,-9356.3,54692.88,27860.86,24538.81,31161.78,4421.67,136126.65,-4254.2,-7184.56,-16330.04,-22441.3,-3166.05,12679.74,-6113.16,-5974.07,-15273.09,-14783.71,-7612.27,-3854.02,-13524.17,50.35,-1611.28,-5596.66
加:期初现金及现金等价物余额,29870.76,18922.37,28161.33,20123.91,20123.91,20123.91,20123.91,21089.65,21089.65,21089.65,21089.65,61608.76,61608.76,61608.76,61608.76,40861.08,40861.08,40861.08,40861.08,31970.57,31970.57,31970.57,31970.57,22614.27,22614.27,22614.27,22614.27,53776.05,53776.05,53776.05,53776.05,46591.49,46591.49,49546.63,46591.49,59271.23,59271.23,59271.23,59271.23,44487.52,44487.52,44487.52,44487.52,44537.87,44537.87
六、期末现金及现金等价物余额,18922.37,28161.33,20123.91,27619.33,27939.84,19130.26,21089.65,235160.08,204926.52,188827.27,61608.76,50233.4,55615.73,88172.42,40861.08,63761.6,65224.58,16056.87,31970.57,29132.93,17155.3,30350.4,22614.27,77307.16,50475.13,47153.08,53776.05,58197.73,189902.7,49521.86,46591.49,30261.45,24150.19,46380.58,59271.23,53158.07,53297.16,43998.14,44487.52,36875.25,40633.51,30963.35,44537.87,42926.59,38941.21
净利润,9934.78,15357.12,16921.91,0.0,7995.26,14089.21,19264.71,0.0,9436.96,0.0,18484.97,0.0,10260.15,0.0,13679.22,0.0,4228.06,0.0,6138.01,0.0,4923.96,0.0,7414.35,0.0,5798.63,0.0,12243.31,0.0,9938.07,0.0,19089.03,0.0,9978.47,0.0,22572.07,0.0,12064.79,0.0,24052.06,0.0,12795.12,0.0,25190.06,0.0,19143.09
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,527.41,1194.13,-771.03,0.0,850.57,851.85,991.08,0.0,1066.95,0.0,896.52,0.0,395.34,0.0,1338.15,0.0,634.94,0.0,1038.7,0.0,1003.24,0.0,958.56,0.0,776.0,0.0,2886.07,0.0,644.23,0.0,2259.17,0.0,927.2,0.0,2781.46,0.0,925.29,0.0,3287.07,0.0,1354.49,0.0,3452.73,0.0,3438.16
固定资产折旧、油气资产折耗、生产性物资折旧,4720.79,4186.33,4043.21,0.0,2372.21,3599.0,4859.08,0.0,3081.64,0.0,6565.65,0.0,4112.93,0.0,9222.01,0.0,5202.76,0.0,11123.14,0.0,5977.85,0.0,12304.62,0.0,6053.52,0.0,14518.98,0.0,10118.2,0.0,20189.16,0.0,9125.84,0.0,20337.02,0.0,10873.25,0.0,22468.69,0.0,12486.38,0.0,26707.98,0.0,14179.96
无形资产摊销,628.75,344.84,371.44,0.0,186.89,280.36,430.45,0.0,187.08,0.0,398.56,0.0,260.3,0.0,536.09,0.0,281.03,0.0,978.12,0.0,801.35,0.0,1604.44,0.0,923.24,0.0,1877.34,0.0,1023.12,0.0,2060.25,0.0,964.93,0.0,2084.73,0.0,1082.77,0.0,2169.93,0.0,1087.33,0.0,2316.64,0.0,1115.24
长期待摊费用摊销,443.73,153.48,23.53,0.0,0.0,0.0,0.0,0.0,0.68,0.0,2.73,0.0,2.05,0.0,4.1,0.0,2.05,0.0,4.1,0.0,2.05,0.0,4.1,0.0,10.05,0.0,25.35,0.0,14.67,0.0,1.25,0.0,250.36,0.0,83.35,0.0,23.31,0.0,95.43,0.0,454.02,0.0,1067.53,0.0,526.23
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,-3.29,136.05,-4.04,0.0,0.0,36.8,46.25,0.0,3.23,0.0,86.26,0.0,-100.03,0.0,-87.45,0.0,-3.17,0.0,31.01,0.0,-40.55,0.0,-72.67,0.0,0.0,0.0,-73.47,0.0,-49.38,0.0,-50.18,0.0,1.19,0.0,-48.32,0.0,3.66,0.0,-176.88,0.0,140.53,0.0,38.93,0.0,478.91
固定资产报废损失,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.57,0.0,0.0,0.0,303.3,0.0,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,4200.04,6259.73,3728.89,0.0,1878.66,2942.51,4094.93,0.0,2726.54,0.0,6300.99,0.0,4471.07,0.0,9584.27,0.0,5393.7,0.0,11493.49,0.0,6166.7,0.0,12645.79,0.0,8483.02,0.0,17663.04,0.0,8995.28,0.0,17076.76,0.0,7202.32,0.0,14615.51,0.0,9623.98,0.0,20333.25,0.0,12841.81,0.0,19880.33,0.0,11381.98
投资损失,-1.92,-153.51,655.65,0.0,10.21,-585.44,-383.74,0.0,-486.87,0.0,-300.5,0.0,-625.37,0.0,-882.07,0.0,-374.1,0.0,-844.19,0.0,-2560.22,0.0,-2147.74,0.0,-1236.51,0.0,-1680.61,0.0,-249.97,0.0,-249.97,0.0,0.0,0.0,-222.62,0.0,0.0,0.0,-4.55,0.0,-11.38,0.0,-55.44,0.0,29.93
递延所得税资产减少,-127.71,-247.18,-83.53,0.0,275.71,271.76,410.87,0.0,-1657.6,0.0,-1753.46,0.0,-8.16,0.0,-91.12,0.0,112.87,0.0,-67.0,0.0,-305.69,0.0,-86.04,0.0,-177.75,0.0,-318.21,0.0,-368.3,0.0,-491.66,0.0,-684.61,0.0,-773.63,0.0,-80.83,0.0,-1436.29,0.0,-442.79,0.0,95.57,0.0,-829.12
递延所得税负债增加,8.5,-2.0,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.89,0.0,-37.38,0.0,-158.02,0.0,-96.53,0.0,617.91,0.0,-131.57,0.0,-955.94,0.0,-127.77,0.0,-257.74,0.0,-77.84,0.0,-257.47,0.0,-164.94,0.0,1009.93,0.0,60.16,0.0,1268.39,0.0,-242.3
存货的减少,-26100.16,-9550.96,15075.86,0.0,558.7,-6225.11,-12155.89,0.0,-3513.04,0.0,-15025.56,0.0,-1501.13,0.0,5775.92,0.0,-9734.97,0.0,-16140.53,0.0,-12327.49,0.0,-18868.27,0.0,-11651.35,0.0,-1967.48,0.0,-3016.12,0.0,-11823.46,0.0,-26281.06,0.0,-51569.46,0.0,-13806.57,0.0,-23648.31,0.0,-13731.66,0.0,-23946.08,0.0,-13222.88
经营性应收项目的减少,-6923.89,-9709.13,-9097.97,0.0,-11235.17,-8798.77,-11455.87,0.0,-20374.25,0.0,-40085.35,0.0,-16629.28,0.0,-39340.82,0.0,-15861.32,0.0,-70400.06,0.0,-16849.89,0.0,-103171.99,0.0,-8860.32,0.0,-27295.64,0.0,-19692.86,0.0,-29897.77,0.0,-11700.6,0.0,-58890.03,0.0,-12766.0,0.0,2080.95,0.0,-32631.27,0.0,-20900.4,0.0,-36098.08
经营性应付项目的增加,23915.44,7421.02,-4752.51,0.0,-299.27,-2565.0,1028.54,0.0,-6574.46,0.0,3084.14,0.0,-2739.96,0.0,7864.16,0.0,1230.66,0.0,47967.47,0.0,3640.67,0.0,93439.14,0.0,-1170.54,0.0,1260.38,0.0,4708.55,0.0,4505.59,0.0,11895.46,0.0,59764.92,0.0,8936.43,0.0,-25987.41,0.0,20049.28,0.0,-368.0,0.0,16518.56
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
