报表日期,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
分配股利、利润或偿付利息所支付的现金,5798.79,1061.2,1348.33,321.47,740.91,1207.6,1693.09,769.79,1693.19,1845.7,3211.32,500.4,2351.39,2037.46,3792.82,1490.89,3103.76,7150.56,9219.47,830.93,3453.22,10171.17,10306.82,1957.25,7441.03
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1631.7,0.0,2674.42
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.28,0.0,0.0,0.0,124.82,335.02,335.02,3375.75,0.0,0.0,1116.0,1164.0,199.31,237.06,237.06,11.68,0.0,422.95,457.64,5611.21,1615.75,1892.21
筹资活动现金流出小计,9348.79,11491.2,26496.71,2786.92,7591.8,13887.92,19300.79,14809.1,29042.63,38354.51,49357.28,14637.97,20858.75,31968.67,59663.29,53940.2,62890.82,127852.67,135762.66,27093.42,77294.99,121982.77,172259.91,33399.21,88101.15
筹资活动产生的现金流量净额,1481.21,707.88,-1938.16,9363.08,13360.66,17099.47,19934.26,41768.05,32134.52,35096.4,40128.63,7628.65,6033.0,82379.54,76389.99,15559.8,12385.14,34134.8,57451.41,12881.58,5369.88,-15938.61,-23113.87,19984.0,35445.74
四、汇率变动对现金及现金等价物的影响,0.0,0.04,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,-4.46,-16.78,-15.12,-185.23,-158.4,-113.6,-163.46,-46.09,-11.58
五、现金及现金等价物净增加额,985.58,1978.01,-5099.82,-4828.93,-1070.8,-3790.47,8195.32,26036.5,216.56,-5297.79,2485.09,-6273.76,-10670.74,46566.07,29241.28,4327.0,-15245.56,24298.75,-12759.39,-808.74,1378.26,-2063.1,9175.33,-21163.35,16016.85
加:期初现金及现金等价物余额,8383.93,9369.51,11347.52,6247.7,6247.7,6247.7,6247.7,14443.01,14443.01,14512.61,14443.01,16928.1,16928.1,16928.1,16928.1,47596.91,46169.38,51065.42,46169.38,33472.22,33409.99,33409.99,33409.99,43777.41,42585.32
六、期末现金及现金等价物余额,9369.51,11347.52,6247.7,1418.77,5176.9,2457.23,14443.01,40479.52,14659.58,9214.82,16928.1,10654.34,6257.36,63494.18,46169.38,51923.91,30923.83,75364.17,33409.99,32663.48,34788.25,31346.89,42585.32,22614.06,58602.16
净利润,0.0,6170.35,6695.64,0.0,0.0,0.0,7500.63,0.0,2036.44,0.0,8198.05,0.0,1654.17,0.0,9143.97,0.0,2248.44,0.0,17084.86,0.0,9001.6,0.0,28722.8,0.0,12491.35
少数股东权益,0.0,-49.04,119.36,0.0,0.0,0.0,214.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,814.69,1110.26,0.0,0.0,0.0,1107.59,0.0,1409.48,0.0,3064.58,0.0,2934.8,0.0,5060.84,0.0,4866.53,0.0,4462.53,0.0,3216.59,0.0,11353.21,0.0,5991.91
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,382.22,359.73,0.0,0.0,0.0,340.34,0.0,166.32,0.0,335.15,0.0,484.14,0.0,1762.88,0.0,1077.04,0.0,2248.15,0.0,1652.39,0.0,2665.41,0.0,1274.61
无形资产摊销,0.0,77.85,80.49,0.0,0.0,0.0,125.72,0.0,72.87,0.0,161.73,0.0,102.99,0.0,228.41,0.0,202.21,0.0,428.89,0.0,240.58,0.0,481.82,0.0,275.09
长期待摊费用摊销,0.0,47.7,79.46,0.0,0.0,0.0,167.52,0.0,60.02,0.0,253.69,0.0,253.29,0.0,211.12,0.0,259.59,0.0,385.46,0.0,259.65,0.0,331.31,0.0,298.26
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,1.11,-1.69,0.0,0.0,0.0,-182.16,0.0,0.04,0.0,0.5,0.0,-0.83,0.0,7.07,0.0,14.41,0.0,14.33,0.0,3.18,0.0,358.17,0.0,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,1069.3,1344.31,0.0,0.0,0.0,1685.06,0.0,1094.99,0.0,2085.51,0.0,1176.37,0.0,3161.23,0.0,3019.01,0.0,7041.89,0.0,3346.96,0.0,6873.68,0.0,6184.74
投资损失,0.0,0.0,56.64,0.0,0.0,0.0,181.46,0.0,-111.93,0.0,-36.05,0.0,0.0,0.0,-37.28,0.0,-363.22,0.0,-423.13,0.0,-643.06,0.0,-309.6,0.0,-363.1
递延所得税资产减少,0.0,-163.78,-263.76,0.0,0.0,0.0,-264.59,0.0,-346.64,0.0,335.63,0.0,-431.07,0.0,-762.76,0.0,-748.48,0.0,-801.28,0.0,-784.85,0.0,-2557.91,0.0,-1472.84
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.84,0.0,0.0
存货的减少,0.0,911.12,-3494.72,0.0,0.0,0.0,-2300.49,0.0,-4908.34,0.0,-2485.31,0.0,-20895.27,0.0,-27592.51,0.0,-36266.28,0.0,-12333.18,0.0,-24996.15,0.0,-8526.16,0.0,-5034.93
经营性应收项目的减少,0.0,-12820.5,-18572.23,0.0,0.0,0.0,-32848.97,0.0,-16241.97,0.0,-39762.81,0.0,-46776.39,0.0,-85645.43,0.0,4063.62,0.0,-121428.11,0.0,-72750.47,0.0,-295900.85,0.0,-137950.81
经营性应付项目的增加,0.0,5195.5,10114.31,0.0,0.0,0.0,18472.21,0.0,2485.77,0.0,27354.35,0.0,47215.47,0.0,65230.14,0.0,-715.94,0.0,74168.29,0.0,50492.04,0.0,274577.1,0.0,105683.06
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.05,0.0,0.0,0.0,184.54,0.0,0.0,0.0,1250.07,0.0,0.0,0.0,1044.09,0.0,0.0
经营活动产生现金流量净额,0.0,1636.5,-2372.19,0.0,0.0,0.0,-5800.87,0.0,-14282.78,0.0,-467.95,0.0,-14282.34,0.0,-29047.78,0.0,-22343.06,0.0,-27901.23,0.0,-30961.54,0.0,19227.02,0.0,-12622.68
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,6247.7,6247.7,0.0,0.0,0.0,14443.01,0.0,14659.58,0.0,16928.1,0.0,6257.36,0.0,46169.38,0.0,30923.83,0.0,33409.99,0.0,34788.25,0.0,42585.32,0.0,58602.16
现金的期初余额,0.0,11347.52,11347.52,0.0,0.0,0.0,6247.7,0.0,14443.01,0.0,14443.01,0.0,16928.1,0.0,16928.1,0.0,46169.38,0.0,46169.38,0.0,33409.99,0.0,33409.99,0.0,42585.32
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,-5099.82,-5099.82,0.0,0.0,0.0,8195.32,0.0,216.56,0.0,2485.09,0.0,-10670.74,0.0,29241.28,0.0,-15245.56,0.0,-12759.39,0.0,1378.26,0.0,9175.33,0.0,16016.85
