报表日期,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
收到其他与筹资活动有关的现金,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,2400.0,4800.0,4800.0,0.0
筹资活动现金流入小计,69.0,0.0,0.0,0.0,559.0,559.0,0.0,0.0,0.0,90877.58,4617.0,21788.74,21788.74,21788.74,1424.44,1424.44,1424.44,1424.44,2000.0,2500.0,4000.0,4000.0,0.0,2400.0,4800.0,4800.0,0.0
偿还债务支付的现金,297.86,297.86,297.86,297.86,223.39,297.86,74.46,148.93,223.39,297.86,211.38,797.7,1538.71,2257.4,671.58,1345.72,2022.45,2701.81,682.01,1366.71,2054.13,2744.3,692.95,1388.72,2087.34,2788.85,704.42
分配股利、利润或偿付利息所支付的现金,3485.92,16101.85,2079.82,6059.6,3030.68,3037.82,6.18,4511.58,4516.15,4519.83,6439.11,35768.51,39922.65,40068.02,2137.06,23691.98,28196.57,30709.58,2001.41,85916.66,86005.35,86083.18,72.32,56781.98,56837.77,56885.25,39.14
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400.0,6400.0,10400.0,0.0,2000.0,4800.0,9183.53,11583.53,1896.47,13896.47,13896.47,13896.47,0.0,20400.0,20400.0,20400.0,0.0
支付其他与筹资活动有关的现金,0.0,0.0,27108.87,0.0,0.0,0.0,0.0,0.0,38.0,80.02,826.0,856.92,856.92,856.92,0.0,10.72,10.72,10.72,0.0,42.68,233.59,274.76,0.0,20.54,20.54,20.54,0.0
筹资活动现金流出小计,3783.78,16399.71,29486.55,6357.46,3254.07,3335.67,80.64,4660.51,4777.54,4897.7,7476.5,37423.13,42318.28,43182.34,2808.64,25048.41,30229.74,33422.11,2683.42,87326.05,88293.07,89102.24,765.27,58191.24,58945.66,59694.64,743.57
筹资活动产生的现金流量净额,-3714.78,-16399.71,-29486.55,-6357.46,-2695.07,-2776.67,-80.64,-4660.51,-4777.54,85979.88,-2859.5,-15634.39,-20529.54,-21393.6,-1384.2,-23623.98,-28805.3,-31997.67,-683.42,-84826.05,-84293.07,-85102.24,-765.27,-55791.24,-54145.66,-54894.64,-743.57
四、汇率变动对现金及现金等价物的影响,-0.51,-0.14,-1.44,1.21,3.44,7.2,77.96,26.52,114.3,894.91,-162.48,-637.82,-1072.37,-1542.15,-1180.89,335.85,1717.54,1654.37,-636.41,302.75,1473.33,733.43,1148.96,1061.05,-1892.47,-5548.41,778.53
五、现金及现金等价物净增加额,11218.97,443.19,-12858.72,11900.83,7609.7,10551.17,4330.9,19654.79,49028.11,149949.75,3341.8,-108525.35,-135602.76,-115610.71,-29072.46,-25533.08,-32079.07,-28004.55,14915.99,-1056.74,15645.62,29339.81,33378.47,35476.58,56711.94,133770.75,-23690.44
加:期初现金及现金等价物余额,23188.65,34407.62,34850.81,21992.1,33892.93,33892.93,44988.46,44444.1,44444.1,44444.1,194393.85,194393.85,194393.85,194393.85,78783.14,78783.14,78783.14,78783.14,50778.59,50778.59,50778.59,50778.59,80118.4,80118.4,80118.4,80118.4,213889.15
六、期末现金及现金等价物余额,34407.62,34850.81,21992.1,33892.93,41502.63,44444.1,49319.36,64098.89,93472.21,194393.85,197735.64,85868.5,58791.09,78783.14,49710.68,53250.06,46704.07,50778.59,65694.58,49721.85,66424.21,80118.4,113496.87,115594.98,136830.34,213889.15,190198.72
净利润,0.0,0.0,15753.89,19353.24,0.0,17405.47,0.0,33742.38,54402.68,70354.57,0.0,36719.62,0.0,73429.32,0.0,42132.09,0.0,91835.95,0.0,59964.31,0.0,106622.8,0.0,72235.96,0.0,133152.98,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,0.0,9.26,-1.62,0.0,16.67,0.0,1956.92,1434.99,1631.53,0.0,990.94,0.0,967.55,0.0,131.53,0.0,2538.14,0.0,-729.16,0.0,7081.43,0.0,0.0,0.0,74.94,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,0.0,483.26,554.4,0.0,594.35,0.0,288.51,402.91,515.33,0.0,242.81,0.0,520.33,0.0,287.19,0.0,579.25,0.0,1000.82,0.0,2499.51,0.0,3036.65,0.0,6093.66,0.0
无形资产摊销,0.0,0.0,48.18,73.6,0.0,77.9,0.0,43.16,67.28,93.21,0.0,59.24,0.0,132.17,0.0,81.46,0.0,169.81,0.0,81.94,0.0,160.76,0.0,78.3,0.0,148.41,0.0
长期待摊费用摊销,0.0,0.0,0.0,4.31,0.0,36.02,0.0,15.73,51.92,152.24,0.0,209.56,0.0,427.38,0.0,210.42,0.0,465.91,0.0,369.72,0.0,1783.03,0.0,1834.25,0.0,6229.12,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,-97.06,-70.39,0.0,10.69,0.0,-2.29,-2.29,-2.19,0.0,2.36,0.0,2.77,0.0,0.22,0.0,-1.13,0.0,0.11,0.0,-0.0,0.0,1.0,0.0,3.66,0.0
固定资产报废损失,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,-0.13,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-761.8,0.0,-1261.33,0.0,-3040.43,0.0,-6681.72,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,0.0,174.3,174.52,0.0,77.62,0.0,4.18,-98.15,-875.08,0.0,803.06,0.0,2006.92,0.0,-335.85,0.0,-988.28,0.0,-92.08,0.0,-385.74,0.0,-924.69,0.0,5788.05,0.0
投资损失,0.0,0.0,0.0,111.52,0.0,355.96,0.0,350.58,335.95,364.59,0.0,-915.33,0.0,-3797.87,0.0,-3691.19,0.0,-6956.65,0.0,-2486.18,0.0,-3115.3,0.0,780.45,0.0,-11461.74,0.0
递延所得税资产减少,0.0,0.0,-4.5,178.15,0.0,-108.86,0.0,-1284.09,-1451.33,-2315.23,0.0,-1262.6,0.0,-2812.94,0.0,1289.29,0.0,756.84,0.0,-588.02,0.0,313.7,0.0,-877.3,0.0,-1709.73,0.0
递延所得税负债增加,0.0,0.0,-9.02,-8.58,0.0,-3.08,0.0,-2.23,-2.23,25.12,0.0,25.92,0.0,-6.59,0.0,27.95,0.0,-13.85,0.0,2320.14,0.0,1528.7,0.0,662.08,0.0,1343.4,0.0
存货的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.29,0.0,10.28,0.0,14.37,0.0,2.59,0.0,-6.9,0.0,-64.12,0.0,52.82,0.0
经营性应收项目的减少,0.0,0.0,-275.34,-21.69,0.0,-572.59,0.0,-27291.59,-17070.12,-22906.79,0.0,565.35,0.0,1190.69,0.0,-3055.15,0.0,-19960.71,0.0,5529.11,0.0,7899.07,0.0,-537.44,0.0,2024.04,0.0
经营性应付项目的增加,0.0,0.0,1788.4,31.1,0.0,773.6,0.0,17599.25,22271.44,32199.48,0.0,-5633.41,0.0,4327.59,0.0,-2529.88,0.0,17208.47,0.0,-7692.0,0.0,4917.12,0.0,6113.56,0.0,18503.42,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,627.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1866.35,0.0,4567.73,0.0,2760.19,0.0,4812.48,0.0,1228.74,0.0,1668.62,0.0,254.09,0.0,489.07,0.0
经营活动产生现金流量净额,0.0,0.0,18499.84,20378.56,0.0,18663.76,0.0,25420.51,60343.05,79236.76,0.0,33673.86,0.0,80894.75,0.0,37318.56,0.0,90460.61,0.0,58148.24,0.0,129705.3,0.0,79791.5,0.0,153301.46,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,0.0,21992.1,33892.93,0.0,44444.1,0.0,64098.89,93472.21,194393.85,0.0,85868.5,0.0,78783.14,0.0,53250.06,0.0,50778.59,0.0,49721.85,0.0,80118.4,0.0,115594.98,0.0,213889.15,0.0
现金的期初余额,0.0,0.0,34850.81,21992.1,0.0,33892.93,0.0,44444.1,44444.1,44444.1,0.0,194393.85,0.0,194393.85,0.0,78783.14,0.0,78783.14,0.0,50778.59,0.0,50778.59,0.0,80118.4,0.0,80118.4,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,0.0,-12858.72,11900.83,0.0,10551.17,0.0,19654.79,49028.11,149949.75,0.0,-108525.35,0.0,-115610.71,0.0,-25533.08,0.0,-28004.55,0.0,-1056.74,0.0,29339.81,0.0,35476.58,0.0,133770.75,0.0
