报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
收回投资所收到的现金,0.0,0.0,28950.0,29149.75,68.86,363.62,363.62,3100.08,0.0,0.0,0.0,1440.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12720.0,0.0,0.0,0.0,0.0,100.0,100.0
取得投资收益所收到的现金,0.0,3000.0,3000.0,3000.0,0.0,4870.19,4876.19,4060.72,0.0,4313.4,5782.37,4698.21,625.85,2815.29,6639.23,10805.64,6222.81,19836.33,31131.94,39686.58,8098.18,17779.82,30072.83,34592.45,9422.97,21367.59
处置固定资产、无形资产和其他长期资产所收回的现金净额,39.14,844.79,5546.18,7327.09,4.04,292.93,1263.23,2431.14,132.8,1342.8,1989.06,15905.09,1446.32,1661.07,2176.89,3232.11,1473.22,2452.0,3025.2,5131.25,13.03,639.04,868.85,1449.78,174.97,3032.88
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,34.26,721.56,0.0,372.55,3748.55,3863.15,0.0,0.0,0.0,1769.58,-302.78,-302.78,-302.78,3447.22,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.9,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,39.14,3844.79,37496.18,39476.85,72.9,5526.74,6537.3,10313.5,132.8,6028.76,11519.99,25907.3,2072.16,4476.37,8816.12,15807.33,7393.25,21985.54,33854.37,61142.95,8111.21,18418.87,30941.68,36042.23,9697.94,24500.47
购建固定资产、无形资产和其他长期资产所支付的现金,9725.97,27064.9,62050.38,118576.99,30121.8,68490.88,144626.7,202785.46,22188.7,54410.89,88985.73,112310.54,47131.08,111875.09,240078.29,393718.04,102909.74,216326.22,314688.12,385251.76,54255.47,122824.58,143334.86,152409.31,31773.38,70218.08
投资所支付的现金,16247.15,10435.57,10304.06,25362.0,2275.31,775.31,775.31,3525.24,1143.0,2024.96,2033.47,2033.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得子公司及其他营业单位支付的现金净额,0.0,15000.0,15000.0,0.0,107949.52,112392.74,150965.33,189195.7,0.0,2302.0,2302.0,22826.85,0.0,1614.17,40819.24,43316.87,10000.0,3000.0,3000.0,147386.63,2888.77,2888.21,17330.77,17130.57,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,25973.12,52500.47,87354.43,143938.99,140346.62,181658.93,296367.34,395506.4,23331.7,58737.85,93321.2,137170.86,47131.08,113489.27,280897.53,437034.9,112909.74,219326.22,317688.12,532638.39,57144.24,125712.8,160665.63,169539.88,31773.38,70218.08
投资活动产生的现金流量净额,-25933.99,-48655.68,-49858.26,-104462.14,-140273.72,-176132.19,-289830.04,-385192.9,-23198.9,-52709.1,-81801.21,-111263.56,-45058.92,-109012.9,-272081.42,-421227.58,-105516.49,-197340.68,-283833.75,-471495.44,-49033.03,-107293.93,-129723.95,-133497.65,-22075.44,-45717.61
吸收投资收到的现金,0.0,0.0,0.0,0.0,568.75,1137.5,2825.0,4536.43,0.0,13519.27,316129.4,326690.13,0.0,0.0,0.0,5198.57,430015.0,430015.0,430015.0,430437.39,0.0,2835.15,9214.68,9214.68,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,568.75,1137.5,0.0,0.0,0.0,13519.27,24814.47,35375.2,0.0,0.0,0.0,5198.57,0.0,0.0,0.0,0.0,0.0,2835.15,9214.68,9214.68,0.0,0.0
取得借款收到的现金,29315.06,38009.07,38009.07,141738.64,231028.71,393267.16,513631.51,716205.34,79248.1,196250.89,208889.54,266423.7,67893.24,145250.81,198901.27,300075.45,289553.29,528183.11,955270.78,1211984.29,222756.33,737366.79,1092281.87,1142389.64,454873.48,928460.05
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,29315.06,38009.07,38009.07,141738.64,231597.46,394404.66,516456.51,720741.77,79248.1,209770.16,525018.94,593113.83,67893.24,145250.81,198901.27,305274.03,719568.28,958198.11,1385285.78,1642421.69,222756.33,740201.94,1101496.54,1151604.32,454873.48,928460.05
偿还债务支付的现金,15075.91,51703.33,51703.33,115200.2,61529.53,244579.19,441996.43,613884.52,99512.6,288134.9,410943.21,448486.34,46803.58,113166.68,164597.17,241807.13,117696.34,360618.44,578071.86,898438.68,164727.75,371300.12,699702.12,1087146.39,139235.3,596682.3
分配股利、利润或偿付利息所支付的现金,709.01,40819.63,41423.04,47420.82,1488.32,59563.91,80467.66,80501.57,25946.9,50939.68,67130.35,70259.3,636.61,21525.72,40747.16,44958.08,2604.49,67492.78,79569.36,91948.73,2741.33,191475.33,212505.48,224682.07,11727.62,231015.7
其中：子公司支付给少数股东的股利、利润,0.0,17656.49,17656.49,22507.19,0.0,6066.95,0.0,0.0,0.0,27144.86,38357.35,43781.87,0.0,0.0,19372.95,20122.64,0.0,27966.75,38225.88,48115.47,0.0,23858.58,36893.81,43567.63,6885.74,19987.34
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流出小计,15784.92,92522.96,93126.37,162621.02,63017.84,304143.1,522464.09,694386.09,125459.5,339074.57,478073.56,518745.63,47440.18,134692.4,205344.33,286765.21,120300.82,428111.22,657641.22,990387.41,167469.07,562775.45,912207.6,1311828.46,150962.91,827698.0
筹资活动产生的现金流量净额,13530.14,-54513.88,-55117.29,-20882.38,168579.62,90261.56,-6007.58,26355.68,-46211.4,-129304.41,46945.38,74368.2,20453.06,10558.41,-6443.07,18508.82,599267.46,530086.89,727644.56,652034.27,55287.26,177426.5,189288.95,-160224.14,303910.57,100762.05
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,-95.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
五、现金及现金等价物净增加额,-14724.54,33570.07,22715.01,38008.72,53009.57,88346.12,11362.07,16447.54,8828.6,63116.83,283102.63,168751.34,-12168.89,421810.55,590584.95,141853.34,506431.9,509850.79,646598.22,476430.47,-225903.18,124044.64,140968.84,136932.74,445021.89,521387.89
加:期初现金及现金等价物余额,112461.84,112461.84,112461.84,89300.31,130510.77,130510.77,159244.16,140751.15,157198.7,157198.7,157198.7,157198.7,325950.04,325950.04,325950.04,325160.04,467013.37,467013.37,467013.37,467013.37,943443.85,943443.85,943443.85,943443.85,1080376.58,1080376.58
六、期末现金及现金等价物余额,97737.3,146031.91,135176.84,127309.02,183520.33,218856.89,170606.23,157198.7,166027.3,220315.52,440301.33,325950.04,313781.14,747760.58,916534.98,467013.37,973445.27,976864.17,1113611.59,943443.85,717540.67,1067488.49,1084412.69,1080376.58,1525398.47,1601764.47
净利润,0.0,102517.91,0.0,119346.68,0.0,138308.24,0.0,155110.22,0.0,146995.78,0.0,251386.63,0.0,220485.44,0.0,404323.86,0.0,249026.67,0.0,454095.99,0.0,240242.84,0.0,412884.52,0.0,306865.82
少数股东权益,0.0,0.0,0.0,48090.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,14967.73,0.0,2445.6,0.0,13040.06,0.0,10933.48,0.0,14287.1,0.0,16862.69,0.0,19247.11,0.0,-1605.32,0.0,33729.32,0.0,4238.72,0.0,26055.98,0.0,5828.84,0.0,15196.69
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,18034.69,0.0,37703.32,0.0,23272.2,0.0,56500.27,0.0,31250.38,0.0,65311.82,0.0,35975.71,0.0,77465.89,0.0,50265.67,0.0,117723.54,0.0,66123.79,0.0,136934.23,0.0,76165.19
无形资产摊销,0.0,651.46,0.0,1150.31,0.0,1137.42,0.0,2815.68,0.0,1756.6,0.0,3374.54,0.0,1802.24,0.0,3461.57,0.0,2318.09,0.0,4318.31,0.0,3672.66,0.0,6792.02,0.0,3878.68
长期待摊费用摊销,0.0,4924.21,0.0,11057.68,0.0,7482.31,0.0,13159.19,0.0,10450.77,0.0,16010.82,0.0,9930.17,0.0,13569.21,0.0,10610.09,0.0,20528.04,0.0,14769.75,0.0,31842.07,0.0,13254.96
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,224.61,0.0,2784.61,0.0,803.73,0.0,2070.01,0.0,1871.25,0.0,2906.58,0.0,1124.22,0.0,1447.5,0.0,-779.37,0.0,471.96,0.0,-1280.88,0.0,-34.13,0.0,1037.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.37,0.0,0.0,0.0,729.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动损失,0.0,-372.99,0.0,-5348.72,0.0,0.0,0.0,2212.62,0.0,-1209.19,0.0,-2712.69,0.0,-4054.09,0.0,-11806.91,0.0,253.76,0.0,-3874.45,0.0,12592.01,0.0,7582.33,0.0,-22542.15
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,1271.46,0.0,2775.43,0.0,6288.67,0.0,18949.05,0.0,5385.26,0.0,7553.13,0.0,699.13,0.0,4008.85,0.0,2104.62,0.0,10166.84,0.0,15321.11,0.0,28906.01,0.0,10917.09
投资损失,0.0,-8830.78,0.0,-18010.23,0.0,-1520.8,0.0,-3912.74,0.0,-2112.01,0.0,-3212.49,0.0,-5515.71,0.0,-13431.25,0.0,-20991.9,0.0,-72231.23,0.0,-18989.89,0.0,-34809.57,0.0,-21239.0
递延所得税资产减少,0.0,1323.25,0.0,-6314.28,0.0,-27760.67,0.0,-10419.0,0.0,-28309.11,0.0,-38239.13,0.0,-61827.79,0.0,-3470.56,0.0,30019.1,0.0,36918.92,0.0,-10066.42,0.0,-7917.57,0.0,-117110.32
递延所得税负债增加,0.0,100.9,0.0,0.0,0.0,5588.18,0.0,-497.32,0.0,-59.0,0.0,137.65,0.0,123.33,0.0,312.14,0.0,-2020.01,0.0,-2544.23,0.0,-1328.08,0.0,-643.81,0.0,1328.69
存货的减少,0.0,135567.79,0.0,-246287.49,0.0,139343.4,0.0,271621.95,0.0,210517.33,0.0,-69472.54,0.0,167382.58,0.0,-460874.12,0.0,225629.44,0.0,-63152.2,0.0,387245.43,0.0,243101.97,0.0,325177.66
经营性应收项目的减少,0.0,-400230.54,0.0,-122559.8,0.0,-447859.28,0.0,-58221.98,0.0,-586522.08,0.0,-580914.34,0.0,-676157.61,0.0,73334.73,0.0,-1559648.22,0.0,-493577.41,0.0,-795438.36,0.0,-279037.84,0.0,-251798.35
经营性应付项目的增加,0.0,128438.9,0.0,293422.75,0.0,178601.73,0.0,-140007.9,0.0,213794.4,0.0,344903.93,0.0,474791.08,0.0,368295.61,0.0,842150.45,0.0,227175.73,0.0,3707.07,0.0,-255529.45,0.0,-97514.99
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,138151.04,0.0,43097.08,0.0,137587.47,0.0,54971.25,0.0,227032.86,0.0,191561.75,0.0,336259.23,0.0,88811.8,0.0,314436.88,0.0,55633.11,0.0,111285.08,0.0,134754.91,0.0,222726.49
经营活动产生现金流量净额,0.0,136739.64,0.0,163353.24,0.0,174312.66,0.0,375284.77,0.0,245130.34,0.0,205646.7,0.0,520265.04,0.0,544572.1,0.0,177104.58,0.0,295891.64,0.0,53912.08,0.0,430654.53,0.0,466343.44
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,97737.3,146031.91,135176.84,127309.02,183520.33,218856.89,170606.23,157198.7,166027.3,220315.52,440301.33,325950.04,313781.14,747760.58,916534.98,467013.37,973445.27,976864.17,0.0,943443.85,0.0,1067488.49,0.0,1080376.58,0.0,1601764.47
现金的期初余额,112461.84,112461.84,112461.84,89300.31,130510.77,130510.77,159244.16,140751.15,157198.7,157198.7,157198.7,157198.7,325950.04,325950.04,325950.04,325160.04,467013.37,467013.37,0.0,467013.37,0.0,943443.85,0.0,943443.85,0.0,1080376.58
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,-14724.54,33570.07,22715.01,38008.72,53009.57,88346.12,11362.07,16447.54,8828.6,63116.83,283102.63,168751.34,-12168.89,421810.55,590584.95,141853.34,506431.9,509850.79,0.0,476430.47,0.0,124044.64,0.0,136932.74,0.0,521387.89
