报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,309800.0,146000.0,301500.0,360400.0,411800.0,65200.0,134395.86,178320.86,224470.86,8000.0,66000.0,77000.0
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,0.0,0.0,899.46,2009.87,1114.8,2501.08,3163.84,3616.67,704.19,1278.74,1709.0,2359.61,54.55,316.1,371.27
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,3.74,4.67,12.8,0.29,0.29,2.13,2.16,0.0,0.8,1.05,1.05,0.0,2.84,7.13,46.52,56.8,64.66,65.17,64.39,1.8,6.5,12.04
处置子公司及其他营业单位收到的现金净额,0.0,0.0,38.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.17,0.0,0.0,64.05,206.7,0.0,0.0,0.0
投资活动现金流入小计,0.0,0.0,38.75,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,3.74,4.67,12.8,0.29,0.29,2.13,11.53,0.0,0.8,8900.52,311810.92,147114.8,304003.92,363570.97,415548.36,65960.99,135739.26,180159.09,227101.55,8056.35,66322.6,77383.31
购建固定资产、无形资产和其他长期资产所支付的现金,93.02,269.53,266.17,7.87,22.65,32.17,105.17,21.65,618.53,871.06,1089.21,177.35,9639.07,9809.35,15891.34,1246.95,428.28,3193.17,6040.27,1538.67,3985.81,8721.53,11173.17,2720.56,5614.27,7956.46,12408.62,1582.2,4982.55,7516.85,14989.01,6678.07,12652.03,22173.38,34143.56,11398.85,20579.82,30249.61,47739.54,16834.77,27800.56,46034.55
投资所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,1040.0,0.0,1040.0,0.0,1200.0,1200.0,1200.0,0.0,1050.0,0.0,0.0,1450.0,9128.7,9518.7,10715.92,11643.0,12500.0,8174.0,170674.0,473614.99,149000.0,224608.2,276008.2,347308.2,70493.36,133845.36,172410.61,208503.26,43600.0,74500.0,87500.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2648.37,0.0,1040.0,0.0,1040.0,0.0,0.0,0.0,1787.36,0.0,1362.94,1362.94,332.79,436.54,1087.54,6914.72,6082.31,0.0,-1963.51,-1963.51,-1963.51,0.0,0.0,0.0,0.0,0.0,0.0,2766.51,2766.51,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,50.0,85.15,85.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.7,0.0,0.0,0.0
投资活动现金流出小计,93.02,269.53,266.17,7.87,22.65,32.17,105.17,221.65,618.53,871.06,3737.59,1217.35,10679.07,10849.35,16931.34,2446.95,1628.28,4393.17,7827.63,2588.67,5348.75,10084.47,12965.96,12335.8,16270.51,25672.25,30219.09,14082.2,11193.04,176227.34,486640.49,155678.07,237260.23,298181.58,381451.76,81892.22,154425.18,205426.74,260400.01,60434.77,102300.56,133534.55
投资活动产生的现金流量净额,-93.02,-269.53,-227.42,-7.87,-22.65,-32.17,-105.17,-221.65,-613.53,-866.06,-3732.59,-1217.35,-10679.07,-10849.35,-16931.34,-2446.95,-1628.28,-4393.17,-7827.63,-2585.69,-5345.01,-10079.8,-12953.16,-12335.51,-16270.22,-25670.12,-30207.56,-14082.2,-11192.24,-167326.82,-174829.56,-8563.27,66743.69,65389.39,34096.6,-15931.22,-18685.92,-25267.65,-33298.46,-52378.41,-35977.96,-56151.24
吸收投资收到的现金,0.0,5.0,1030.4,0.0,0.0,0.0,0.0,53480.96,53480.96,53480.96,53480.96,0.0,0.0,0.0,0.0,0.0,1582.39,1582.39,1582.39,0.0,0.0,0.0,682.24,14479.04,15091.39,15308.55,15359.92,6.24,188300.79,188276.27,188306.27,0.0,50.0,55.0,126.88,100.0,100.0,5742.13,5742.13,41.0,41.0,41.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,50.0,55.0,75.0,100.0,100.0,100.0,100.0,41.0,41.0,41.0
取得借款收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,7200.0,7200.0,10200.0,11000.0,3100.0,10500.0,28230.0,45242.0,3000.0,21500.0,22300.0,32600.0,0.0,0.0,1.0,10433.76,10000.0,16000.0,37053.57,48103.57,24500.0,29660.79,50310.79
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.04,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.84,0.0,0.0,0.0,-183.6,0.0,143.16
筹资活动现金流入小计,0.0,5.0,1030.44,0.0,0.0,0.0,0.0,53500.72,53480.96,53480.96,53480.96,0.0,0.0,0.0,0.0,0.0,1582.39,1582.39,6582.39,7200.0,7200.0,10200.0,11682.24,17579.04,25591.39,43538.55,60601.92,3006.24,209800.79,210576.27,220906.27,0.0,50.0,56.0,10560.63,10077.16,16100.0,42795.71,53845.71,24357.4,29701.79,50494.95
偿还债务支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,10000.0,2500.0,2700.0,10930.0,14750.0,300.0,29000.0,40212.0,41612.0,0.0,18200.0,18200.0,28400.0,5000.0,5000.0,10001.0,16853.0,5000.0,11000.0,32500.0
分配股利、利润或偿付利息所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,2025.0,2025.0,1260.0,1811.44,1811.44,1811.44,0.0,558.6,595.41,616.49,174.28,295.73,444.47,502.89,142.56,1714.22,1910.81,2282.38,496.32,2173.68,2428.03,2649.34,305.95,3841.38,3952.55,4100.18,150.35,367.41,624.65,1078.37,303.94,602.06,2213.92
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.76,0.0,0.0,0.0
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,23.15,271.98,694.98,733.98,735.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0,0.0,0.0,0.0,0.0,70.0,102.21,144.61,144.61,0.0,0.2,7.75,454.43,0.0,196.16,273.07,485.49,111.09,217.91,414.03,621.8,29.13,324.61,413.57
筹资活动现金流出小计,0.0,0.0,0.0,0.0,0.0,0.0,23.15,271.98,2719.98,2758.98,2760.36,1260.0,1811.44,1811.44,1811.44,0.0,558.6,595.41,1342.49,174.28,295.73,5444.47,10502.89,2712.56,4516.43,12985.42,17177.0,796.32,31173.88,42647.78,44715.77,305.95,22237.54,22425.62,32985.66,5261.44,5585.32,11039.69,18553.17,5333.07,11926.67,35127.49
筹资活动产生的现金流量净额,0.0,5.0,1030.44,0.0,0.0,0.0,-23.15,53228.74,50760.98,50721.98,50720.6,-1260.0,-1811.44,-1811.44,-1811.44,0.0,1023.79,986.98,5239.89,7025.72,6904.27,4755.53,1179.35,14866.48,21074.96,30553.13,43424.92,2209.92,178626.92,167928.49,176190.5,-305.95,-22187.54,-22369.62,-22425.03,4815.72,10514.68,31756.02,35292.54,19024.33,17775.12,15367.46
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,46.54,2.81,-67.2,-120.25,61.86,25.12,82.49,106.37,58.51,34.01,-36.4,69.01,-14.48,26.52,-0.96,-8.48
五、现金及现金等价物净增加额,-144.15,1140.82,2806.97,-482.15,-135.67,314.73,1103.23,52369.09,50256.86,49826.44,48586.84,-3559.76,-15675.13,-18091.84,-19820.93,-6796.59,-8011.61,-11704.47,-6795.15,5197.42,1240.77,-5501.44,-3195.14,-2634.98,-753.08,-3638.01,22102.77,-23309.25,163940.83,-1828.01,10445.41,-22970.92,22204.28,26243.48,33634.96,-37572.71,-44492.79,-22707.05,25904.52,-53418.23,-40908.89,-55578.84
加:期初现金及现金等价物余额,287.93,143.78,1284.6,4091.57,4091.57,4091.57,4091.57,5248.28,5194.8,5194.8,5194.8,53850.83,53781.64,53850.83,53781.64,34704.65,33960.71,34704.65,33960.71,28172.7,27165.56,27165.56,27165.56,23970.42,23970.42,23970.42,23970.42,46073.18,46073.18,46073.18,46073.18,56518.6,56518.6,56518.6,56518.6,90153.55,90153.55,90153.55,90153.55,116058.08,116058.08,116058.08
六、期末现金及现金等价物余额,143.78,1284.6,4091.57,3609.42,3955.9,4406.3,5194.8,57617.37,55451.66,55021.23,53781.64,50291.08,38106.51,35758.99,33960.71,27908.06,25949.1,23000.18,27165.56,33370.13,28406.33,21664.11,23970.42,21335.44,23217.33,20332.41,46073.18,22763.93,210014.02,44245.18,56518.6,33547.68,78722.87,82762.08,90153.55,52580.85,45660.76,67446.5,116058.08,62639.85,75149.19,60479.24
净利润,434.78,1313.37,2496.78,0.0,1778.34,0.0,4217.22,0.0,2393.02,0.0,5757.06,0.0,2619.01,0.0,7075.35,0.0,2883.19,0.0,8991.8,0.0,3597.78,0.0,13485.33,0.0,5497.57,0.0,22797.8,0.0,6889.58,0.0,33385.39,0.0,10479.14,0.0,43937.24,0.0,10810.74,0.0,53046.48,0.0,8340.27,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,-11.07,43.36,4.71,0.0,28.89,0.0,48.44,0.0,8.39,0.0,57.9,0.0,-7.88,0.0,64.87,0.0,55.21,0.0,220.5,0.0,274.84,0.0,625.12,0.0,291.29,0.0,492.8,0.0,-34.35,0.0,5274.15,0.0,189.29,0.0,3000.28,0.0,-508.37,0.0,3457.34,0.0,-826.83,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,29.92,46.53,46.07,0.0,42.62,0.0,85.53,0.0,54.35,0.0,152.96,0.0,164.55,0.0,355.79,0.0,221.74,0.0,458.06,0.0,249.04,0.0,514.01,0.0,349.65,0.0,776.71,0.0,439.79,0.0,932.95,0.0,792.26,0.0,1512.38,0.0,841.04,0.0,1791.82,0.0,809.98,0.0
无形资产摊销,0.0,3.17,38.07,0.0,30.04,0.0,60.08,0.0,30.04,0.0,60.08,0.0,30.08,0.0,60.33,0.0,265.49,0.0,563.14,0.0,652.37,0.0,1409.09,0.0,1008.34,0.0,2086.49,0.0,1188.6,0.0,2683.72,0.0,2110.8,0.0,4395.32,0.0,2586.74,0.0,6531.24,0.0,4918.57,0.0
长期待摊费用摊销,0.0,0.0,0.0,0.0,1.18,0.0,4.71,0.0,3.53,0.0,5.89,0.0,0.0,0.0,15.2,0.0,1.13,0.0,161.91,0.0,109.87,0.0,221.62,0.0,30.81,0.0,30.81,0.0,4.93,0.0,78.12,0.0,208.09,0.0,548.73,0.0,370.24,0.0,650.9,0.0,268.93,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,5.95,0.0,0.0,0.0,0.0,0.0,4.12,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,-9.45,0.0,87.11,0.0,0.74,0.0,5.89,0.0,2.72,0.0,6.52,0.0,9.02,0.0,29.5,0.0,-1.23,0.0,-32.19,0.0,4.07,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,0.0,16.33,0.0,0.24,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,-38.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,0.0,289.49,0.0,486.01,0.0,125.21,0.0,697.14,0.0,754.7,0.0,-67.94,0.0,565.12,0.0,766.34,0.0,356.73,0.0,919.91,0.0,780.24,0.0
投资损失,0.0,0.0,-2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.61,0.0,0.0,0.0,91.69,0.0,198.92,0.0,92.55,0.0,121.43,0.0,336.76,0.0,-1427.88,0.0,-2117.27,0.0,-3430.44,0.0,-1718.33,0.0,-3598.73,0.0,-752.9,0.0
递延所得税资产减少,-1.05,0.0,19.56,0.0,-6.59,0.0,-11.77,0.0,-3.55,0.0,-10.13,0.0,-5.71,0.0,-6.15,0.0,-175.91,0.0,-438.04,0.0,-171.63,0.0,-127.37,0.0,20.7,0.0,46.83,0.0,-62.02,0.0,32.47,0.0,145.03,0.0,-250.49,0.0,178.83,0.0,-1100.24,0.0,-305.66,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.74,0.0,-0.03,0.0
存货的减少,-21.56,-38.28,-464.88,0.0,246.98,0.0,152.94,0.0,296.69,0.0,255.81,0.0,-378.95,0.0,-1381.8,0.0,-727.78,0.0,29.21,0.0,-862.85,0.0,-276.95,0.0,-4841.87,0.0,-5823.11,0.0,-8141.75,0.0,-2495.24,0.0,-8806.54,0.0,-5499.49,0.0,-10501.0,0.0,-4147.06,0.0,-13491.39,0.0
经营性应收项目的减少,-565.87,-449.25,-561.83,0.0,-1566.26,0.0,-3725.25,0.0,-1888.96,0.0,-3190.8,0.0,-1605.53,0.0,-5917.13,0.0,-13516.26,0.0,-15994.77,0.0,-2114.43,0.0,-12688.18,0.0,-5328.77,0.0,-17672.64,0.0,-1735.04,0.0,-31570.86,0.0,-19951.92,0.0,-19870.59,0.0,-24861.4,0.0,-51983.13,0.0,-8237.38,0.0
经营性应付项目的增加,83.73,525.12,421.59,0.0,-668.22,0.0,399.65,0.0,-788.22,0.0,-1509.76,0.0,-4000.35,0.0,-2019.35,0.0,2804.09,0.0,1056.21,0.0,-3069.23,0.0,4643.97,0.0,-2804.05,0.0,5278.73,0.0,-3070.56,0.0,2191.21,0.0,-6057.38,0.0,-2873.22,0.0,-13850.22,0.0,14350.14,0.0,-15882.27,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71,0.0,0.17,0.0,674.75,0.0,673.39,0.0,712.58,0.0,643.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-360.68,0.0,0.0,0.0,3843.36,0.0,1669.07,0.0
经营活动产生现金流量净额,-51.13,1405.35,2003.94,0.0,-113.02,0.0,1231.55,0.0,109.41,0.0,1598.83,0.0,-3184.62,0.0,-1078.14,0.0,-7407.12,0.0,-4207.41,0.0,-318.49,0.0,8578.67,0.0,-5557.82,0.0,8838.87,0.0,-3426.64,0.0,9022.61,0.0,-22434.36,0.0,21904.88,0.0,-36285.15,0.0,23924.93,0.0,-22705.09,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,143.78,1284.6,4091.57,3609.42,3955.9,4406.3,5194.8,57617.37,53751.66,0.0,53781.64,0.0,38106.51,0.0,33960.71,0.0,25949.1,0.0,27165.56,0.0,28406.33,0.0,23970.42,0.0,0.0,0.0,45573.18,0.0,98514.02,0.0,56518.6,0.0,78722.87,0.0,90153.55,0.0,45660.76,0.0,116058.08,0.0,75149.19,0.0
