报表日期,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
存货,0.0,0.0,0.0,0.0,0.0,26418.77,31593.62,29839.26,31924.36,32968.9,30757.29,33353.87,31217.0,31082.46,35002.02,38537.04,35859.36,30700.7,25453.37,27044.98,26811.34,25453.12,27241.91,30515.42,28969.22,27319.98,26193.29,22180.15,10362.0,11408.8,15111.5,13352.5,12341.6,10440.7,13685.1,14300.3,27810.3,30999.1,38530.1,47306.6,40658.1,33789.3,41258.0,37992.1,67529.3,69549.1,63207.4,56645.5
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,3600.0,3600.0,3063.7,1893.4,1260.8,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,57000.0,90466.9,90466.9,33466.8,2466.8,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,140.21,91.09,125.17,4229.8,4131.78,24266.41,24367.07,27558.87,4714.08,30182.75,29750.48,29925.73,4808.19,25435.71,25329.0,26309.38,3913.39,29248.3,29179.7,24337.72,10033.95,11002.06,6049.38,49087.8,50068.1,45820.0,51639.9,48319.0,28692.0,21085.2,23286.4,26726.3,29090.6,31511.1,31630.0,30225.8,28552.8,87025.5,86679.0,39574.0,40849.3,27839.1,27150.6
流动资产合计,0.0,0.0,0.0,0.0,0.0,158501.28,170586.44,186433.13,194200.22,198727.16,207458.93,217408.49,207784.87,198944.34,215554.44,221644.56,222212.81,205052.36,199548.31,211603.11,193978.13,178304.38,183284.63,189209.28,193822.98,174532.19,181692.78,178765.03,1330478.3,1526372.3,1617152.3,1760413.2,1855725.9,1863076.9,2276475.5,2354879.4,2293125.1,2223745.7,2356165.8,2433740.0,3044206.3,3011485.1,2892249.4,2796933.5,2604785.1,2620233.8,2550754.8,2592115.0
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5032.3,5032.3,5032.3,5032.3,5032.3,24532.3,23282.3,23032.3,23032.3,23032.3,23032.3,23032.3,23032.3,134989.7,134284.1,146204.3,143033.4,378752.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88000.0,88000.0,87000.0,87000.0,33000.0,33000.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.9,847.2,765.7,660.1,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,5032.3,5032.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443102.2,438905.8,435960.6,425494.4,442680.8,454235.0,306651.4,302098.5,342719.3,347022.5,344655.2,445770.0,465223.8,466745.7,476231.2,465168.3,675902.9,650837.5,532857.0,329753.1
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产净额,0.0,0.0,0.0,0.0,0.0,24884.28,25519.39,26574.05,27568.51,26933.02,26501.89,27332.52,27485.53,27259.85,27751.17,29731.05,44911.89,44681.07,46397.66,45827.5,45761.86,44912.73,44353.1,43814.0,53445.54,52723.6,52774.18,51500.56,35598.0,30698.9,31371.1,43164.8,48235.9,0.0,43807.0,0.0,46830.3,0.0,39623.0,0.0,41246.3,0.0,40156.3,0.0,139208.3,0.0,133276.6,0.0
在建工程,0.0,0.0,0.0,0.0,0.0,2854.29,2908.53,1894.57,1134.51,1260.25,2758.23,3832.22,6788.58,9060.95,11476.89,12207.09,3048.71,4419.6,2680.44,4099.9,5884.25,7957.23,8605.14,9177.22,410.31,556.85,0.18,0.18,11908.0,11913.5,11333.2,14095.1,23718.9,0.0,31237.2,0.0,58285.2,0.0,64803.1,0.0,68077.8,0.0,68380.7,0.0,1052.8,0.0,457.9,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,0.0,0.0,0.0,0.0,0.0,3987.24,3926.54,3867.2,5400.58,5350.82,5354.5,5300.21,5310.67,5307.65,5317.76,5277.21,5574.11,5514.23,5843.29,5826.98,5949.54,5807.98,5698.93,5565.62,5607.7,5517.1,5520.76,5451.89,31356.3,30445.2,35478.5,34741.3,33887.3,33125.6,32474.8,31933.5,33396.9,44017.8,53706.7,54400.9,63147.9,61841.2,69014.8,71590.9,67350.8,66068.6,65787.1,64881.1
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,211.63,86413.3,86413.3,109004.8,109076.9,103491.1,103491.1,103491.1,103491.1,109211.4,144696.0,148581.4,154457.1,170971.1,170971.1,199255.3,215267.4,231163.6,231279.5,231281.7,231281.7
长期待摊费用,0.0,0.0,0.0,0.0,0.0,7.5,6.3,5.1,3.9,3.19,2.49,1.79,1.09,0.55,0.02,0.0,0.0,0.0,0.0,0.0,0.0,29.72,0.0,0.0,0.0,0.0,0.0,0.0,22488.1,20846.4,19570.7,20276.3,19186.2,18280.7,17085.5,16459.4,14809.0,35212.7,34285.7,33089.3,26530.5,25290.0,24313.0,22537.1,19201.0,19488.6,18212.8,16490.5
递延所得税资产,0.0,0.0,0.0,0.0,0.0,394.25,375.78,302.69,597.08,649.56,668.4,668.71,966.39,904.41,1046.41,1142.48,1431.31,1448.54,1617.28,1795.91,4335.0,4318.62,4061.11,3455.44,5240.77,5107.03,5156.96,5001.66,6464.3,5808.4,5294.4,5375.3,2648.3,2409.7,1937.0,1845.5,369.5,369.5,281.8,110.7,4188.9,4080.8,363.2,701.9,2136.6,2030.7,2042.0,2042.0
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2162.4,1122.8,25558.3,25522.5,26501.0,25501.0,25501.0,25501.0,34272.3,41848.1,76453.8,49376.0,25070.5,62174.0,151584.2,164402.9,26907.6,36411.5,36148.4,43514.4
非流动资产合计,0.0,0.0,0.0,0.0,0.0,32159.86,32980.48,32887.54,34948.52,34440.79,35529.44,37379.38,40796.19,47777.35,50836.18,53601.77,60209.96,61307.37,61782.61,62794.23,86674.59,86520.22,85962.21,85256.2,87948.25,87148.51,86696.02,85198.22,774482.3,760438.4,819775.9,820780.0,1079102.0,1175279.8,975660.1,954671.6,1082031.9,1127345.2,1237331.3,1324820.3,1381971.0,1473815.9,1465175.3,1397074.8,1599163.3,1538991.1,1401183.5,1183792.3
资产总计,0.0,0.0,0.0,0.0,0.0,190661.15,203566.92,219320.68,229148.74,233167.94,242988.37,254787.86,248581.07,246721.69,266390.61,275246.34,282422.77,266359.74,261330.92,274397.35,280652.72,264824.59,269246.84,274465.48,281771.23,261680.7,268388.8,263963.25,2104960.6,2286810.7,2436928.2,2581193.2,2934827.9,3038356.7,3252135.6,3309551.0,3375157.0,3351090.9,3593497.1,3758560.3,4426177.3,4485301.0,4357424.7,4194008.3,4203948.4,4159224.9,3951938.3,3775907.3
短期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23467.9,153367.0,229572.9,197017.9,280198.6,120363.4,96987.6,450.0,60894.9,79984.7,37852.4
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212108.4,209977.8,214657.6,240608.7,235015.2,221024.7,211575.5,237407.9,228289.7,220502.7,210897.8,196459.9,214523.0,184005.6,205899.3,229359.9,214173.4,225024.0,206950.6,196400.1
应付票据,0.0,0.0,0.0,0.0,0.0,2544.43,60.0,0.0,4355.84,6450.5,2094.66,0.0,4578.82,10582.85,5874.07,0.0,7438.31,10726.23,3297.92,6973.21,9950.63,10457.57,7480.16,3854.66,9885.82,9376.22,11260.55,8137.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.1,201.7,658.7,1598.1
应付账款,0.0,0.0,0.0,0.0,0.0,30613.11,44400.97,51692.87,50155.28,35479.09,52269.02,59491.49,54350.16,36778.97,62836.22,65020.62,65422.39,45981.84,56894.51,59103.28,57152.15,40033.08,50151.0,54941.6,59613.82,43009.44,49300.27,48007.29,212108.4,209977.8,214657.6,0.0,235015.2,0.0,211575.5,237407.9,228289.7,220502.7,210897.8,196459.9,214523.0,184005.6,205899.3,229359.9,213601.3,224822.3,206291.9,194802.0
预收款项,0.0,0.0,0.0,0.0,0.0,35381.75,36537.49,40432.39,37100.85,48755.47,45685.04,49573.38,44655.47,53112.74,54207.48,57325.63,47873.56,45432.73,40485.34,41496.96,40993.25,39402.58,40379.84,39453.75,31865.96,31661.66,33928.36,30694.85,55763.3,59067.6,58570.5,66400.6,58777.4,60612.9,58722.8,79268.2,63605.3,22.1,30.8,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,0.0,0.0,0.0,0.0,0.0,332.28,619.08,1059.44,1454.0,160.26,669.8,1719.18,1905.89,564.11,1247.37,1502.36,2406.78,686.64,2199.5,2028.02,2769.78,979.04,1448.12,2131.12,2973.59,848.96,1836.2,2225.73,41066.8,32059.5,42664.7,37379.9,74230.0,55303.6,65119.0,67854.2,82164.7,51789.3,59580.3,71876.5,104511.7,77956.8,116753.1,82203.0,69280.9,27037.7,44867.1,73710.3
应交税费,0.0,0.0,0.0,0.0,0.0,-2897.8,-3329.97,-3668.17,551.85,256.57,1173.71,1682.93,1258.29,1430.46,1306.38,1750.59,1386.8,1021.18,1235.2,672.84,2488.19,2267.99,1528.99,1072.58,1169.61,1246.47,1011.38,565.72,31282.3,15967.4,19132.5,30623.3,17206.5,15401.5,64127.0,27028.5,31475.6,16726.5,25573.0,25422.1,26004.7,11326.2,15867.2,23691.8,22357.6,9847.7,15189.7,16879.1
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,0.0,0.0,0.0,0.0,0.0,12.78,12.78,12.78,12.78,12.78,231.78,231.78,231.78,166.08,432.03,432.03,432.03,432.03,462.81,426.31,426.31,426.31,12.78,12.78,12.78,12.78,10.16,12.78,0.0,0.0,0.0,0.0,0.0,0.0,35849.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款,0.0,0.0,0.0,0.0,0.0,77.08,114.34,198.08,93.34,94.77,167.33,158.51,188.89,212.44,256.2,265.18,587.99,454.96,417.46,3938.38,2736.19,465.75,431.88,402.36,470.72,381.84,372.71,3401.66,95164.2,106639.0,113781.1,81219.2,102694.0,0.0,90425.3,0.0,80742.1,0.0,78988.3,0.0,76788.4,0.0,118113.5,0.0,182443.5,0.0,89015.1,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.1,1607.4,1596.9,1590.0,1799.6,1798.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.3,1217.8,1957.7,12309.9,12170.5,12613.8,12225.3
其他流动负债,0.0,0.0,0.0,0.0,0.0,382.68,608.45,744.99,765.84,808.76,835.81,1307.45,98.93,13.5,0.0,61.88,0.0,0.0,40.0,72.02,0.0,150.87,8.54,180.52,0.0,58.6,0.0,115.26,155.1,157.6,3081.6,4072.3,361.8,3223.8,3223.5,3529.0,106.9,80.8,0.0,0.0,8137.5,8350.5,8355.1,8224.5,26077.8,22345.9,24998.2,24855.3
流动负债合计,0.0,0.0,0.0,0.0,0.0,66446.31,79023.14,90472.39,94489.78,92018.2,103127.14,114164.73,107268.23,102861.15,126159.75,126358.29,125547.85,104735.62,105032.75,114711.01,116516.51,94183.19,101441.31,102049.38,105992.3,86595.98,97719.63,93161.02,436909.2,425476.3,453484.9,461894.0,490084.5,452525.7,529042.6,500954.7,486384.3,455951.1,596795.1,696066.4,723769.8,729719.6,676362.7,604449.0,645803.7,627765.1,557854.5,540125.7
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.6,1920.6,1920.6,1920.6,1097.5,0.0,1097.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
