报表日期,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7528.84,5017.47,6013.11,18000.0,29500.0,14000.0,28000.0,43000.0,55950.0,16450.0,23450.0,39450.0,52950.0,27500.0,72200.0,128700.0,149800.0,61900.0,118000.0,203500.0,334700.0,40000.0,82000.0
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.26,118.42,228.55,157.07,273.49,392.84,508.03,208.97,299.75,645.52,834.98,506.42,1056.25,1969.47,2410.03,1298.51,2615.83,3954.8,5658.89,338.3,957.5
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.1,21.12,16.17,20.49,0.0,8.46,8.46,8.09,0.18,48.5,49.21,53.42,0.04,0.24,1.95,3.81,5.5,5.5,5.5,6.81,733.87,733.87,734.35,775.84,1.0,1.43,4.74,4.74,0.0,0.0,0.0,2.7,0.0,8.39,8.45,12.19,0.0,2.11,2.31,2.77,0.0,87.45
处置子公司及其他营业单位收到的现金净额,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,0.1,321.12,16.17,20.49,0.0,8.46,8.46,8.09,0.18,48.5,49.21,53.42,0.04,0.24,1.95,3.81,5.5,5.5,5.5,7535.65,5751.34,6757.24,18852.77,30504.39,14158.07,28274.92,43397.57,56462.77,16658.97,23749.75,40095.52,53787.68,30006.42,76264.64,133677.92,155222.23,63198.51,120617.94,207457.11,340361.65,40338.3,83044.95
购建固定资产、无形资产和其他长期资产所支付的现金,4734.06,5505.61,1153.42,1224.63,560.36,2490.02,2719.55,4688.98,893.52,4994.96,7152.08,10662.54,2845.32,4732.34,8157.33,9240.98,2661.41,4147.69,6348.96,9747.71,5060.07,6292.08,8277.67,11108.88,3782.95,5310.16,6772.83,10226.38,1888.05,3277.01,4489.36,4839.71,1775.57,3271.95,5840.21,8531.01,7814.26,14560.21,21486.17,29197.56,6181.68,50127.21
投资所支付的现金,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,11000.0,1500.0,6500.0,22000.0,40000.0,7000.0,29000.0,56450.0,67450.0,16950.0,21450.0,44450.0,81150.0,54300.0,96600.0,155500.0,206600.0,52000.0,95200.0,136700.0,256700.0,106000.0,126000.0
取得子公司及其他营业单位支付的现金净额,154.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4956.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.76,0.0,0.0,0.0,5.26,0.0,0.0
投资活动现金流出小计,5688.06,5805.61,1153.42,1224.63,560.36,2490.02,2719.55,4688.98,893.52,4994.96,8402.08,11899.68,2845.32,4732.34,8157.33,9240.98,2661.41,4147.69,9348.96,20747.71,6560.07,12792.08,30277.67,51108.88,10782.95,34310.16,63222.83,83005.09,18838.05,24727.01,48939.36,85989.71,56075.57,99871.95,161340.21,215244.77,59814.26,109760.21,158186.17,285902.82,112181.68,176127.21
投资活动产生的现金流量净额,-5687.96,-5484.49,-1137.24,-1204.14,-560.36,-2481.56,-2711.09,-4680.88,-893.35,-4946.46,-8352.87,-11846.26,-2845.27,-4732.1,-8155.38,-9237.17,-2655.91,-4142.19,-9343.46,-13212.07,-808.74,-6034.83,-11424.91,-20604.49,3375.12,-6035.23,-19825.26,-26542.32,-2179.08,-977.26,-8843.83,-32202.02,-26069.15,-23607.31,-27662.29,-60022.54,3384.25,10857.73,49270.95,54458.83,-71843.38,-93082.26
吸收投资收到的现金,0.0,10020.87,0.0,0.0,0.0,0.0,0.0,52376.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3206.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,13370.0,21300.0,17822.0,17822.0,0.0,4250.0,4250.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,100.0,50.0,1510.0,1699.8,0.0,716.54,716.54,2172.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.18,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,13470.0,31370.87,19332.0,19521.8,0.0,4966.54,4966.54,58799.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3636.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.18,0.0,0.0,0.0,0.0,0.0,0.0
偿还债务支付的现金,13170.0,16680.0,23867.02,25867.02,0.0,5282.0,10282.0,19232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
分配股利、利润或偿付利息所支付的现金,1328.76,8019.39,2021.43,2248.19,218.39,412.68,533.68,707.06,0.0,4650.0,4650.0,4650.0,0.0,5425.0,5425.0,5425.0,0.0,5425.0,5425.0,5425.0,0.0,0.0,3100.0,3100.0,0.0,0.0,2015.0,2113.97,0.0,6577.98,6577.98,6577.98,0.0,5262.38,5262.38,5262.38,0.0,11840.36,11840.36,11840.36,0.0,20523.29
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,0.0,2430.39,138.45,348.45,0.0,61.73,0.0,320.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.61,0.0,0.0,0.0,325.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流出小计,14498.76,27129.78,26026.9,28463.66,218.39,5756.41,10815.68,20259.36,0.0,4650.0,4650.0,4650.0,0.0,5425.0,5425.0,5425.0,0.0,5425.0,5425.0,5425.0,0.0,0.0,3100.0,3100.0,0.0,0.0,2015.0,13931.58,0.0,6577.98,6577.98,6903.12,0.0,5262.38,5262.38,5262.38,0.0,11840.36,11840.36,11840.36,0.0,20523.29
筹资活动产生的现金流量净额,-1028.76,4241.08,-6694.9,-8941.86,-218.39,-789.87,-5849.14,38539.73,0.0,-4650.0,-4650.0,-4650.0,0.0,-5425.0,-5425.0,-5425.0,0.0,-5425.0,-5425.0,-5425.0,0.0,0.0,-3100.0,-3100.0,0.0,0.0,-2015.0,-10295.33,0.0,-6577.98,-6577.98,-6903.12,0.0,-5262.38,-5262.38,-5115.21,0.0,-11840.36,-11840.36,-11840.36,0.0,-20523.29
四、汇率变动对现金及现金等价物的影响,-10.66,-15.91,-0.03,-15.4,0.0,-0.24,-1.21,4.18,0.0,8.7,8.52,5.16,0.0,0.0,-5.29,1.95,0.0,-22.98,-22.98,-23.19,0.0,0.0,0.0,-14.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,0.0,0.0
五、现金及现金等价物净增加额,-2484.19,194.85,1056.47,4431.99,-688.4,1490.67,-2759.09,45253.47,1387.84,-8257.19,-4912.24,-4671.33,-2150.93,-3172.69,336.81,577.99,-1001.85,-1673.33,3339.58,1312.33,-5214.23,-7411.5,-7875.8,-12797.41,5447.19,-134.14,-4735.54,-12373.28,2130.42,4962.6,11939.05,1177.83,-19306.54,-9400.04,8230.23,-12859.48,-1543.11,18168.66,85636.09,98600.25,-71434.78,-90891.56
加:期初现金及现金等价物余额,6455.3,3971.11,4165.96,4165.96,8597.95,8597.95,8597.95,8597.95,53851.37,53851.42,53851.42,53851.42,49180.09,49180.09,49180.09,49180.09,49758.07,49758.07,49758.07,49758.07,51070.4,51070.4,51070.4,51070.4,38272.99,38272.99,38272.99,38272.99,25899.71,25899.71,25899.71,25899.71,27077.54,27077.54,27077.54,27077.54,14218.06,14218.06,14218.06,14218.06,112818.32,112818.32
六、期末现金及现金等价物余额,3971.11,4165.96,5222.43,8597.95,7909.55,10088.61,5838.86,53851.42,55239.22,45594.22,48939.18,49180.09,47029.15,46007.39,49516.9,49758.07,48756.22,48084.74,53097.65,51070.4,45856.17,43658.91,43194.6,38272.99,43720.18,38138.85,33537.45,25899.71,28030.13,30862.32,37838.76,27077.54,7771.0,17677.5,35307.77,14218.06,12674.95,32386.73,99854.15,112818.32,41383.54,21926.76
净利润,2841.9,3377.76,0.0,4155.57,0.0,3083.33,0.0,5574.56,0.0,3811.31,0.0,8840.45,0.0,5808.59,0.0,12645.35,0.0,7522.23,0.0,14064.71,0.0,8697.22,0.0,13199.3,0.0,9097.87,0.0,15736.96,0.0,11588.46,0.0,25722.89,0.0,17195.16,0.0,41414.22,0.0,30524.61,0.0,66171.96,0.0,31482.28
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,19.04,95.38,0.0,1.65,0.0,-3.34,0.0,-2.55,0.0,22.33,0.0,-1.88,0.0,16.67,0.0,9.88,0.0,10.55,0.0,0.19,0.0,13.56,0.0,-14.01,0.0,5.69,0.0,14.86,0.0,14.58,0.0,35.63,0.0,27.93,0.0,267.85,0.0,79.89,0.0,288.21,0.0,58.46
固定资产折旧、油气资产折耗、生产性物资折旧,1851.66,1856.53,0.0,2073.29,0.0,1109.29,0.0,2306.89,0.0,1217.24,0.0,2567.2,0.0,1451.04,0.0,3057.65,0.0,1656.19,0.0,3205.04,0.0,1563.46,0.0,3215.46,0.0,1933.1,0.0,3943.92,0.0,2513.25,0.0,5317.24,0.0,2753.62,0.0,5615.27,0.0,2772.16,0.0,5481.06,0.0,3130.13
无形资产摊销,3.31,16.14,0.0,25.69,0.0,12.85,0.0,25.59,0.0,13.37,0.0,30.57,0.0,56.57,0.0,42.59,0.0,45.05,0.0,114.04,0.0,99.13,0.0,198.71,0.0,102.15,0.0,225.85,0.0,146.11,0.0,292.23,0.0,84.94,0.0,279.58,0.0,137.47,0.0,294.32,0.0,173.75
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,0.0,32.58,0.0,65.15,0.0,32.58,0.0,42.08,0.0,9.5,0.0,17.17,0.0,0.0,0.0,2.18,0.0,-3.72,0.0,7.43,0.0,3.72,0.0,7.43,0.0,2.84,0.0,3.0,0.0,0.16
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,2.04,-1.37,0.0,67.29,0.0,7.91,0.0,4.31,0.0,5.66,0.0,65.43,0.0,-0.32,0.0,-1.76,0.0,-0.01,0.0,-0.83,0.0,-589.92,0.0,-540.56,0.0,-1.43,0.0,11.91,0.0,-0.17,0.0,26.13,0.0,676.03,0.0,0.0,0.0,0.0,0.0,-9.58,0.0,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,0.0,11.95,0.0,0.07,0.0,5.05,0.0,11.14,0.0,17.29,0.0,3.05,0.0,196.11,0.0,34.4,0.0,215.03,0.0,2.17,0.0,375.9,0.0,972.77,0.0,1957.97,0.0,34.54,0.0,593.6,0.0,20.7
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,1339.42,1205.4,0.0,847.12,0.0,412.44,0.0,658.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.0,0.0,0.0,23.19,0.0,0.0,0.0,14.06,0.0,0.0,0.0,123.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.6,0.0,0.0
投资损失,-5.59,-44.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.84,0.0,-23.37,0.0,-228.55,0.0,-273.49,0.0,-508.03,0.0,-299.75,0.0,-834.98,0.0,-1056.25,0.0,-2410.03,0.0,-2615.83,0.0,-5338.58,0.0,-957.5
递延所得税资产减少,-5.98,-58.4,0.0,47.54,0.0,-53.5,0.0,30.65,0.0,0.18,0.0,-578.52,0.0,-15.68,0.0,1.07,0.0,12.56,0.0,-827.63,0.0,-17.11,0.0,-295.92,0.0,92.01,0.0,-145.05,0.0,104.34,0.0,180.9,0.0,50.18,0.0,-67.61,0.0,36.73,0.0,-509.48,0.0,38.98
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.28,0.0,0.0,0.0,-37.81,0.0,-19.32,0.0,-37.99,0.0,-18.54,0.0,-41.55,0.0,-18.44
存货的减少,-491.29,-1053.66,0.0,910.58,0.0,-3405.45,0.0,-4156.04,0.0,-1821.32,0.0,-2472.91,0.0,2438.3,0.0,1526.28,0.0,-958.28,0.0,-91.96,0.0,-7754.75,0.0,-2716.04,0.0,-4731.6,0.0,-3376.06,0.0,-3953.49,0.0,300.32,0.0,-7561.91,0.0,-7549.25,0.0,-7144.26,0.0,-8217.29,0.0,-6336.93
经营性应收项目的减少,-3203.26,1532.35,0.0,2694.77,0.0,-219.35,0.0,264.53,0.0,-1609.92,0.0,-213.47,0.0,-1498.99,0.0,686.32,0.0,-473.62,0.0,-1427.18,0.0,-360.47,0.0,259.59,0.0,65.98,0.0,1187.96,0.0,-607.4,0.0,360.83,0.0,-1382.22,0.0,-1388.39,0.0,-3870.4,0.0,220.28,0.0,-7721.48
经营性应付项目的增加,1891.94,-5471.56,0.0,3769.88,0.0,3818.16,0.0,6679.54,0.0,-308.28,0.0,3538.35,0.0,-1304.41,0.0,-2797.43,0.0,58.45,0.0,4882.5,0.0,-3016.96,0.0,-2384.17,0.0,-423.58,0.0,7041.66,0.0,3013.46,0.0,8536.27,0.0,7725.02,0.0,16005.89,0.0,-787.92,0.0,-2954.18,0.0,2843.86
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1816.67,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,4243.19,1454.16,0.0,14593.38,0.0,4762.34,0.0,11390.44,0.0,1330.56,0.0,11819.77,0.0,6984.41,0.0,15238.21,0.0,7916.84,0.0,19972.59,0.0,-1376.66,0.0,10921.14,0.0,5901.1,0.0,24464.37,0.0,12517.84,0.0,40282.97,0.0,19469.65,0.0,52278.27,0.0,19151.29,0.0,55938.18,0.0,22713.99
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,3971.11,4165.96,5222.43,8597.95,7909.55,10088.61,5838.86,53851.42,55239.22,45594.22,0.0,49180.09,0.0,46007.39,0.0,49758.07,0.0,48084.74,0.0,51070.4,0.0,43658.91,0.0,38272.99,0.0,38138.85,0.0,25899.71,0.0,30862.32,0.0,27077.54,0.0,17677.5,0.0,14218.06,0.0,32386.73,0.0,112818.32,0.0,21926.76
