报表日期,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31
投资活动产生的现金流量净额,-5180.87,-5878.88,-13358.9,-11508.14,-10237.73,-3275.11,-6829.71,-8732.99,-11855.83,-1859.07,-5964.54,-6616.46,-6007.17,-10066.59,-11027.11,-12394.17,-8413.12,-4607.59,-7808.02,-10029.37,-21786.07,-7510.0,-11287.95,-13568.62,-13882.11
吸收投资收到的现金,10698.0,5000.0,110.0,0.0,0.0,18850.0,0.0,0.0,0.0,13000.0,19540.0,19540.0,19540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2429.62,2429.62,2429.62,0.0
其中：子公司吸收少数股东投资收到的现金,378.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,4600.0,7300.0,17000.0,17840.0,33040.0,0.0,23350.0,26850.0,40750.0,0.0,20500.0,29258.0,47560.07,13630.0,28116.0,43637.0,53904.5,7000.0,20189.71,33189.71,52408.49,5000.0,13418.0,41582.83,50598.51
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,3595.52,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,518.94,28.71,3028.71,7828.71,8106.25,0.0,0.0,1484.0,1468.12,0.0,0.0,0.0,2429.62
筹资活动现金流入小计,18893.52,12300.0,17110.0,20840.0,33040.0,18850.0,23350.0,26850.0,40750.0,13027.3,40040.0,48798.0,67619.02,13658.71,31144.71,51465.71,62010.75,7000.0,20189.71,34673.71,53876.61,7429.62,15847.62,44012.45,53028.13
偿还债务支付的现金,2000.0,3100.0,11200.0,15300.0,19940.0,17500.0,18740.0,19740.0,34140.0,11950.0,33950.0,43108.0,52988.0,9630.0,21616.0,37134.0,60070.42,0.0,9265.0,26751.0,35185.0,2000.0,14168.36,31826.32,45426.82
分配股利、利润或偿付利息所支付的现金,265.67,413.04,534.07,1137.88,1356.61,301.53,782.19,1294.7,1608.93,296.65,807.32,1101.47,1407.14,517.98,869.2,4124.79,4327.34,308.66,4873.05,5403.83,5976.91,322.64,753.98,8665.28,9528.16
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,10305.28,4651.42,1913.3,3251.72,166.04,60.32,60.32,66.04,93.34,28.3,1436.43,1436.43,1360.18,68.33,130.33,3596.24,3834.19,0.0,3465.53,5043.51,5077.03,11729.62,11793.01,11884.04,11880.35
筹资活动现金流出小计,12570.95,8164.47,13647.37,19689.61,21462.65,17861.85,19582.51,21100.74,35842.27,12274.95,36193.75,45645.9,55755.32,10216.31,22615.52,44855.03,68231.96,308.66,17603.58,37198.34,46238.94,14052.26,26715.35,52375.64,66835.33
筹资活动产生的现金流量净额,6322.58,4135.53,3462.63,1150.39,11577.35,988.15,3767.49,5749.26,4907.73,752.35,3846.25,3152.1,11863.7,3442.4,8529.19,6610.68,-6221.21,6691.34,2586.13,-2524.63,7637.67,-6622.65,-10867.73,-8363.19,-13807.21
四、汇率变动对现金及现金等价物的影响,-0.08,1.5,-0.41,-0.16,2.85,0.34,1.4,1.4,1.35,0.21,1.29,1.77,-32.46,-1.85,-2.15,-1.11,-48.16,0.0,1.52,-3.4,18.44,0.36,-10.74,-30.84,-245.62
五、现金及现金等价物净增加额,2303.97,3171.62,-2222.31,-2491.5,2362.92,-3183.64,423.22,-1155.17,-1484.86,292.0,992.45,-1444.41,5379.26,-6382.21,-1762.4,-2805.35,-2946.17,3895.33,5400.45,6438.82,15146.3,-13040.15,-14592.86,-6284.71,6229.78
加:期初现金及现金等价物余额,484.65,2788.62,5960.23,3737.92,1246.42,3609.34,3609.34,3609.34,3609.34,2124.48,2124.48,2124.48,2124.48,7503.74,7503.74,7503.74,7503.74,4557.57,4557.57,4557.57,4557.57,19703.87,19703.87,19703.87,19703.87
六、期末现金及现金等价物余额,2788.62,5960.23,3737.92,1246.42,3609.34,425.7,4032.56,2454.17,2124.48,2416.48,3116.93,680.07,7503.74,1121.54,5741.35,4698.39,4557.57,8452.9,9958.02,10996.39,19703.87,6663.72,5111.01,13419.16,25933.65
净利润,0.0,0.0,0.0,3636.3,3461.03,0.0,2790.71,0.0,5016.52,0.0,3386.27,0.0,7706.84,0.0,4223.65,0.0,13754.99,0.0,11139.36,0.0,22518.32,0.0,9354.41,0.0,24618.53
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,0.0,0.0,-90.82,0.83,0.0,-5.16,0.0,6.67,0.0,77.51,0.0,293.12,0.0,-74.29,0.0,172.17,0.0,202.88,0.0,194.44,0.0,0.0,0.0,151.79
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,0.0,0.0,3002.52,3304.98,0.0,1960.29,0.0,4027.51,0.0,2085.3,0.0,4447.45,0.0,3836.62,0.0,8025.64,0.0,4342.59,0.0,10947.29,0.0,5040.56,0.0,10672.3
无形资产摊销,0.0,0.0,0.0,216.69,231.04,0.0,133.1,0.0,306.92,0.0,167.72,0.0,473.84,0.0,343.53,0.0,778.11,0.0,389.12,0.0,1007.61,0.0,694.77,0.0,2004.71
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,2.59,0.0,5.18,0.0,2.59,0.0,5.18,0.0,2.59,0.0,5.18
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,0.0,40.89,12.99,0.0,38.65,0.0,118.53,0.0,0.0,0.0,-0.21,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,-9.1,0.0,0.0,0.0,-5.69
固定资产报废损失,0.0,0.0,0.0,67.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,32.71,0.0,151.42,0.0,-8.06,0.0,25.63,0.0,37.9,0.0,185.18
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,0.0,0.0,1350.68,1286.84,0.0,545.36,0.0,1119.01,0.0,596.7,0.0,1367.1,0.0,1003.94,0.0,2355.1,0.0,718.58,0.0,1936.39,0.0,817.37,0.0,2858.18
投资损失,0.0,0.0,0.0,0.0,-44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.48,0.0,0.0,0.0,1.08
递延所得税资产减少,0.0,0.0,0.0,-13.84,-185.74,0.0,232.68,0.0,249.8,0.0,-60.32,0.0,-197.06,0.0,74.86,0.0,-119.17,0.0,91.45,0.0,-6.59,0.0,5.41,0.0,-314.2
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.46,0.0,168.08,0.0,301.77,0.0,30.85,0.0,-2.92
存货的减少,0.0,0.0,0.0,-402.57,-221.6,0.0,528.95,0.0,397.44,0.0,-371.88,0.0,-2353.9,0.0,-692.28,0.0,-705.15,0.0,-841.0,0.0,-2107.27,0.0,-1307.84,0.0,-491.44
经营性应收项目的减少,0.0,0.0,0.0,1657.14,-6328.01,0.0,-3476.83,0.0,-6459.28,0.0,-3943.94,0.0,-15656.81,0.0,-4197.62,0.0,-14135.31,0.0,-2029.62,0.0,-175.71,0.0,-7971.55,0.0,-9373.25
经营性应付项目的增加,0.0,0.0,0.0,-1621.88,-490.84,0.0,713.24,0.0,615.58,0.0,1172.09,0.0,3454.54,0.0,-3816.02,0.0,921.44,0.0,-3555.15,0.0,-5413.75,0.0,723.09,0.0,2333.32
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,23.92,-6.97,0.0,23.05,0.0,63.2,0.0,0.0,0.0,9.01,0.0,0.0,0.0,84.92,0.0,0.0,0.0,-75.43,0.0,0.0,0.0,1521.95
经营活动产生现金流量净额,0.0,0.0,0.0,7866.4,1020.46,0.0,3484.04,0.0,5461.89,0.0,3109.46,0.0,-444.8,0.0,737.68,0.0,11736.32,0.0,10620.81,0.0,29276.26,0.0,7573.56,0.0,34164.71
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,0.0,0.0,1246.42,3609.34,0.0,4032.56,0.0,2124.48,0.0,3116.93,0.0,7503.74,0.0,5741.35,0.0,4557.57,0.0,9958.02,0.0,19703.87,0.0,5111.01,0.0,25933.65
现金的期初余额,0.0,0.0,0.0,3737.92,1246.42,0.0,3609.34,0.0,3609.34,0.0,2124.48,0.0,2124.48,0.0,7503.74,0.0,7503.74,0.0,4557.57,0.0,4557.57,0.0,19703.87,0.0,19703.87
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,0.0,0.0,-2491.5,2362.92,0.0,423.22,0.0,-1484.86,0.0,992.45,0.0,5379.26,0.0,-1762.4,0.0,-2946.17,0.0,5400.45,0.0,15146.3,0.0,-14592.86,0.0,6229.78
