报表日期,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
流动资产合计,40178.38,33758.02,39346.93,43310.33,41488.97,40992.89,41085.74,60249.5,61556.21,65247.87,63449.28,60220.26,60518.23,61976.42,58721.4,52260.15,51071.11,50506.46,46255.6,39000.41,37194.94,41712.04,39310.71,38056.0,40924.17,47312.83,40205.53,32136.15,30865.7
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.37,407.04,398.72,390.39,382.07,373.74,365.42,357.09,348.77,340.44,332.12,3105.63,4137.56,4086.69
在建工程(合计),0.0,123.99,0.0,0.0,0.0,28.26,0.0,1098.45,1266.19,1289.81,0.0,1843.55,2230.96,2819.0,2939.68,1198.11,1942.93,1779.54,1916.69,2376.61,2584.14,2854.11,3690.67,0.0,0.0,0.0,0.0,124.41,184.41
在建工程,0.0,123.99,257.24,811.4,1077.59,28.26,150.69,1098.45,1266.19,1289.81,2222.89,1843.55,2230.96,2819.0,2939.68,1198.11,0.0,1779.54,0.0,2376.61,0.0,2854.11,0.0,0.0,0.0,0.0,0.0,124.41,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,3501.28,0.0,0.0,0.0,4476.07,0.0,4287.63,4162.85,4388.09,0.0,6691.92,6615.98,6569.91,6543.16,8081.32,7894.0,7901.89,7748.38,7567.93,7373.85,5299.81,5163.64,8724.7,8513.44,8303.01,6003.44,8936.94,8537.89
固定资产净额,3712.62,3501.28,3484.08,3324.07,3164.46,4476.07,4386.7,4287.63,4162.85,4388.09,4811.54,6691.92,6615.98,6569.91,6543.16,8081.32,0.0,7901.89,0.0,7567.93,0.0,5299.81,0.0,8724.7,0.0,8303.01,0.0,8936.94,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.24,430.61
无形资产,2092.22,2048.27,1997.79,1970.94,1944.1,1917.26,1905.49,1893.9,1900.76,1955.37,1936.66,1959.49,1936.81,1965.91,1938.3,1907.49,1879.89,1849.81,1842.56,1810.91,1782.25,1203.52,1184.4,1166.66,1151.52,1141.31,861.27,458.32,453.77
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期待摊费用,552.71,499.24,326.52,232.96,318.8,242.67,252.4,233.78,236.63,199.54,176.61,213.64,194.34,175.04,291.89,507.5,468.75,722.23,794.93,413.1,397.45,382.09,385.39,503.36,465.45,780.02,793.33,327.59,293.71
递延所得税资产,290.19,301.8,444.12,448.22,529.08,563.5,543.25,720.76,675.11,707.21,731.42,744.15,687.81,743.39,742.52,927.53,878.85,938.68,924.24,2189.72,2167.67,1935.55,1878.21,1305.28,1329.18,1339.78,1252.56,998.81,1016.56
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12,94.09,72.73,13.44,0.0,179.98,0.0,0.0,5800.0,5800.0,0.0,0.0,433.5,433.5
非流动资产合计,6647.74,6474.58,6509.74,6787.59,7034.03,7227.76,7549.53,8234.51,8241.53,8540.02,9879.12,11452.74,11665.9,12273.25,12455.55,13070.44,13565.54,13663.61,13630.64,14740.33,14859.08,12040.5,12659.4,17848.77,17600.03,11896.24,12016.22,15893.37,15437.13
资产总计,46826.13,40232.61,45856.66,50097.93,48522.99,48220.65,48635.27,68484.02,69797.74,73787.9,73328.4,71673.01,72184.13,74249.67,71176.95,65330.59,64636.65,64170.08,59886.24,53740.73,52054.01,53752.54,51970.12,55904.77,58524.21,59209.07,52221.76,48029.52,46302.82
短期借款,18.64,100.0,250.0,674.8,600.0,1000.0,1820.0,1820.0,1711.2,1746.9,1900.0,1900.0,1099.5,500.0,200.0,200.0,1600.0,1600.0,400.0,400.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,7922.74,0.0,0.0,0.0,8512.88,0.0,10632.47,10398.74,12589.81,0.0,9976.75,10170.54,10672.05,10148.13,8780.29,7111.46,6415.75,4793.8,4615.25,4109.96,4620.04,3260.1,4065.75,4300.46,5213.72,2813.73,1039.65,1564.74
应付票据,0.0,0.0,1157.06,2258.17,2411.61,777.62,2122.25,2501.17,2325.8,3061.19,2133.93,937.27,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,123.7,123.7,0.0,0.0,1434.35,1726.29,0.0,0.0,0.0
应付账款,10946.37,7922.74,8651.48,10528.27,7734.33,7735.26,6578.3,8131.3,8072.94,9528.62,8863.15,9039.49,10170.54,10672.05,0.0,8280.29,0.0,5915.75,4793.8,4615.25,3986.26,4496.34,3260.1,4065.75,2866.11,3487.43,2813.73,1039.65,1564.74
预收款项,13234.71,6109.58,6083.06,5954.88,4341.33,4772.92,3835.92,2991.66,5779.0,5960.88,7585.17,5995.73,8030.19,8703.34,7045.14,2047.53,2615.86,3497.27,3519.84,2256.04,2485.42,0.0,0.0,92.9,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,35.11,41.53,40.07,29.91,26.76,4.64,10.86,20.93,5.33,5.45,6.07,0.23,0.18,0.0,0.0,1.77,1.32,48.68,1.89,1.92,13.01,1.79,1.71,466.68,359.0,365.19,303.11,249.13,220.82
应交税费,1933.77,1536.69,1559.59,1072.6,1381.45,1137.22,826.1,1117.57,332.21,808.76,530.0,788.3,237.16,723.17,478.55,902.7,353.39,110.67,112.27,143.53,54.64,299.89,75.56,266.59,55.98,69.56,782.91,1055.73,537.32
其他应付款(合计),0.0,1000.62,0.0,0.0,0.0,133.9,0.0,144.12,128.54,620.97,0.0,214.03,154.0,407.88,106.0,219.03,196.53,274.58,147.21,148.55,142.12,122.83,71.49,5547.48,6443.34,6417.54,89.95,123.56,85.82
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款,1203.35,1000.62,521.47,782.19,485.58,133.9,122.86,144.12,128.54,120.97,111.32,214.03,154.0,147.88,106.0,219.03,0.0,174.58,0.0,148.55,0.0,122.83,0.0,5547.48,0.0,6417.54,0.0,123.56,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.59,177.14
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.16,499.86,896.38,295.53,335.03,93.57
流动负债合计,27371.96,16711.16,18262.73,21300.83,16981.06,15561.56,15316.3,16726.75,18355.02,21732.77,21129.63,18875.03,19691.58,21006.44,17977.81,12151.31,11878.56,11946.95,8975.02,7565.29,6805.15,6920.91,6681.46,15035.11,18635.16,20097.0,8470.45,5532.94,4936.56
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.14,259.63
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款(合计),0.0,438.37,0.0,0.0,0.0,448.76,0.0,449.68,446.02,450.66,0.0,448.57,449.92,445.49,442.72,446.54,443.79,454.86,453.54,438.7,446.45,446.28,442.8,260.8,256.16,251.51,255.95,259.94,264.81
长期应付款,431.72,438.37,445.82,442.87,450.92,448.76,438.75,449.68,446.02,450.66,440.67,448.57,449.92,445.49,442.72,446.54,0.0,454.86,0.0,438.7,0.0,446.28,0.0,260.8,0.0,251.51,0.0,259.94,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期递延收益,0.0,115.0,301.25,185.0,293.75,181.25,137.5,75.0,62.5,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.71,22.94,22.18,21.41,20.65,19.88,19.12,18.35,17.59,16.82
其他非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,431.72,553.37,747.07,627.87,744.67,630.01,576.25,524.68,508.52,475.66,453.17,448.57,449.92,445.49,442.72,446.54,443.79,454.86,453.54,462.41,469.39,468.46,464.22,281.45,276.04,270.63,274.3,580.67,541.27
负债合计,27803.68,17264.52,19009.79,21928.69,17725.73,16191.57,15892.55,17251.43,18863.53,22208.43,21582.8,19323.6,20141.5,21451.93,18420.53,12597.85,12322.35,12401.81,9428.55,8027.7,7274.54,7389.37,7145.67,15316.56,18911.2,20367.63,8744.75,6113.61,5477.83
实收资本(或股本),7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
资本公积,5612.69,5612.69,5612.69,5612.69,5612.69,5612.69,5612.69,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0,20526.0
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,219.46,306.93,447.41,447.41,566.77,566.77,566.77,674.51,674.51,674.51,674.51,764.6,764.6,764.6,764.6,856.14,856.14,856.14,856.14,862.2,862.2,862.2,862.2,862.2,862.2,862.2,862.2,1354.51,1354.51
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,5690.29,9548.46,13286.76,14609.13,17117.8,18349.62,19063.26,20032.07,19733.7,20378.95,20545.09,21058.8,20752.03,21507.14,21465.82,21350.6,20932.16,20386.13,19075.54,14324.83,13391.27,14974.97,13436.24,9200.01,8224.81,7453.24,12088.8,10035.38,8944.47
归属于母公司股东权益合计,19022.45,22968.08,26846.87,28169.24,30797.26,32029.08,32742.72,51232.58,50934.21,51579.47,51745.61,52349.41,52042.63,52797.74,52756.42,52732.74,52314.3,51768.27,50457.68,45713.03,44779.47,46363.17,44824.44,40588.21,39613.01,38841.44,43477.0,41915.9,40824.99
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
所有者权益(或股东权益)合计,19022.45,22968.08,26846.87,28169.24,30797.26,32029.08,32742.72,51232.58,50934.21,51579.47,51745.61,52349.41,52042.63,52797.74,52756.42,52732.74,52314.3,51768.27,50457.68,45713.03,44779.47,46363.17,44824.44,40588.21,39613.01,38841.44,43477.0,41915.9,40824.99
负债和所有者权益(或股东权益)总计,46826.13,40232.61,45856.66,50097.93,48522.99,48220.65,48635.27,68484.02,69797.74,73787.9,73328.4,71673.01,72184.13,74249.67,71176.95,65330.59,64636.65,64170.08,59886.24,53740.73,52054.01,53752.54,51970.12,55904.77,58524.21,59209.07,52221.76,48029.52,46302.82
