报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2020-03-31
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,5010.31,0.0,0.0,0.0,0.0
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4475.91,4475.91,0.0,0.0,3180.4,4361.59,0.0,0.0,0.0,0.0,0.0,0.0,198.56,549.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.0,0.0,0.0,268.13,0.0,19.23,19.23,22.19,17.22,30.58,0.0,44.23,217.98,217.98,217.98,280.78,8.53,65.47,166.94,115.65,0.0,6.5,280.7,78.51,6.3,52.99,14.89,2283.21,12.36,19.17,285.57,39.97,97.21,144.95,149.31,377.91,1.69,551.85,590.05,4973.78,26.02,59.19,89.19,1871.65,9.04,25.24,58.35,9967.5,20.27,2156.25,2161.84,2.63
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,29754.72,0.0,0.0,0.0,4450.84,0.0,0.0,0.0,3180.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,44.29,11.82,100.0,100.0,115.17,5.68,21.9,35.28,77.85,12.13,23.35,42.72,95.0,18.22,28.35,42.23,454.0,19.51,28.42,40.28,0.0,1696.63,61.95,34.98,0.0,18.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,9179.41,9636.56,1886.82,69124.89,154295.38,227135.61,343011.6,58584.91,140887.11,161210.23,192088.52,53194.72,192734.08,327845.6,73177.9
投资活动现金流入小计,0.0,0.0,0.0,312.42,11.82,119.23,119.23,137.36,22.91,52.48,69.07,208.48,230.11,241.34,260.7,375.79,26.75,93.82,209.17,569.65,19.51,34.92,720.98,29833.23,1702.93,4590.85,4525.78,6734.05,30.43,3199.57,4647.15,3220.36,97.21,144.95,149.31,377.91,801.69,9929.81,16776.27,6860.6,69290.91,154494.56,227364.8,345023.25,58593.95,140912.35,161268.58,207066.33,53214.99,194890.33,330007.44,73180.52
购建固定资产、无形资产和其他长期资产所支付的现金,779.3,945.27,1289.36,4172.07,283.21,2055.31,2731.02,6778.04,740.34,1434.55,2790.82,4013.41,3083.06,5496.68,7434.63,12305.36,2426.04,7491.08,10657.47,22692.4,1978.55,5946.32,10269.02,15806.35,7656.67,10258.97,13985.51,19665.68,4499.95,8822.55,15783.83,22354.48,7148.51,11138.62,14688.57,34248.97,8433.39,19192.3,32451.24,65051.03,20217.42,39765.49,54262.76,103859.69,27886.14,53407.85,70615.48,128552.47,24354.7,42884.43,57517.67,19538.73
投资所支付的现金,0.0,0.0,0.0,0.0,0.0,65.0,1012.06,0.0,0.0,0.0,0.0,33233.83,0.0,0.0,2834.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36661.43,0.0,0.0,924.35,1189.87,2400.0,3212.49,4000.0,6573.11,0.0,300.0,8650.0,9490.0,0.0,6704.53,4628.14,5197.45,1000.0,5180.0,13996.92,30041.47,0.0,3978.69,4963.93,14082.78,900.0,900.0,11151.53,0.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,3736.21,13748.27,28295.8,28435.8,28635.8,0.0,0.0,1349.0,1416.23,3773.35,0.0,0.0,4745.1,5174.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39854.22,39854.22,37871.93,0.0,64923.17,63622.25,66597.58,0.0,1038.0,87273.38,83019.77,111866.6,114743.49,115305.15,115145.88,0.0,0.0,6871.76,6824.94,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,670.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.44,0.0,200.03,379.16,669.14,0.0,0.0,0.0,0.0,800.0,3984.83,152850.0,114015.0,162000.0,46000.0,126000.0,183000.0,278000.0,58000.0,59000.0,59000.0,118006.07,50500.08,324000.0,422000.0,245421.04
投资活动现金流出小计,779.3,945.27,1289.36,4172.07,953.21,2220.31,7579.29,20526.31,29036.14,29870.34,31426.62,37247.24,3083.06,6845.68,11685.42,16078.72,2426.04,7491.08,15402.57,27867.2,1978.55,5946.32,10269.02,52467.78,7656.67,10258.97,14920.3,20855.56,7099.97,52268.41,60307.19,66799.52,7148.51,76361.78,86960.83,111136.55,12418.22,179784.83,238367.76,315268.24,179084.02,285688.98,366564.84,527047.03,85886.14,116386.53,141451.16,267466.26,75754.79,367784.43,490669.2,264959.78
投资活动产生的现金流量净额,-779.3,-945.27,-1289.36,-3859.65,-941.39,-2101.08,-7460.06,-20388.95,-29013.24,-29817.87,-31357.54,-37038.75,-2852.95,-6604.34,-11424.72,-15702.93,-2399.29,-7397.26,-15193.4,-27297.55,-1959.04,-5911.4,-9548.04,-22634.55,-5953.74,-5668.12,-10394.52,-14121.51,-7069.54,-49068.84,-55660.04,-63579.15,-7051.31,-76216.84,-86811.52,-110758.64,-11616.52,-169855.02,-221591.49,-308407.64,-109793.11,-131194.42,-139200.03,-182023.78,-27292.19,24525.82,19817.41,-60399.93,-22539.8,-172894.1,-160661.77,-191779.25
吸收投资收到的现金,0.0,0.0,0.0,0.0,0.0,90.0,90.0,682.05,23700.8,23700.8,23700.8,23700.8,0.0,60.0,60.0,60.0,475.0,475.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,206.0,230.0,416.87,0.0,192005.52,214379.46,215349.6,0.0,0.0,0.0,0.0,0.0,500.0,500.0,550.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,475.0,475.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,206.0,230.0,416.87,0.0,192005.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,550.0,0.0,0.0,0.0,0.0
取得借款收到的现金,0.0,8000.0,8000.0,8000.0,7710.37,11393.49,35562.76,41512.76,12400.0,16500.0,37500.0,46202.48,16070.34,27659.03,44263.06,57984.14,50626.15,79763.56,97584.24,82161.14,16282.22,39467.18,67378.11,100313.67,11314.57,41265.74,65131.86,89248.58,19120.56,77974.56,96221.19,135723.44,46113.89,152951.62,188868.67,263646.23,5983.45,64182.4,67249.53,73185.97,123979.3,286149.21,296663.5,357029.7,16961.92,46177.13,71684.0,156257.82,22525.67,63346.94,63934.16,98220.97
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28497.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118920.0,118920.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,19.64,54.99,1246.04,11.16,3590.04,1998.54,1900.0,0.0,5146.0,0.0,0.0,0.0,1090.84,1140.91,2000.0,0.0,0.0,1137.53,12842.43,72.21,500.0,42.97,500.0,8.83,0.0,97.12,1019.82,46.41,0.0,1071.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.05,0.0,5629.48,124720.44,400.01
筹资活动现金流入小计,0.0,8000.0,8000.0,8000.0,7710.37,11503.12,35707.75,43440.86,36111.96,43790.84,63199.34,71803.28,16070.34,32865.03,44323.06,58044.14,51101.15,81329.4,99200.16,112658.51,16282.22,39467.18,68515.64,113156.09,11386.78,41765.74,65174.83,89748.58,19129.39,77974.56,96318.31,136743.27,46360.3,153157.62,190170.52,264063.1,5983.45,256187.92,281628.99,288535.56,123979.3,286149.21,296663.5,357029.7,16961.92,46677.13,72184.0,157326.86,141445.67,187896.43,188654.59,98620.97
偿还债务支付的现金,5673.0,5773.0,8354.13,8002.67,7000.0,8826.47,13535.37,18240.42,18259.09,24013.69,40155.32,45233.36,5510.2,15712.31,32153.41,44150.06,17837.64,40671.89,56443.8,77078.13,9711.26,37488.78,68989.06,96655.14,10400.25,38981.19,72146.92,111468.89,20878.23,41798.43,66937.99,115754.96,34601.97,85762.55,136472.69,159901.32,4908.63,39183.3,50197.0,49923.19,1162.07,137763.34,172940.37,226312.97,19408.0,42541.98,55193.38,123319.2,19690.51,41259.85,43535.98,44535.14
分配股利、利润或偿付利息所支付的现金,88.0,182.46,269.89,436.91,1103.13,1806.17,2090.71,3379.41,465.85,2143.43,2778.4,3198.87,916.75,10270.15,11590.78,12161.18,792.23,4091.19,5111.22,7414.15,1131.35,2156.56,5092.93,5284.07,1157.59,6723.65,13058.91,14120.69,996.64,3668.56,9355.5,10384.89,606.89,7601.28,12801.92,9060.12,1640.92,16012.23,15487.78,16369.76,1477.28,16130.73,19032.43,23567.63,2023.77,5750.51,32258.01,38601.66,10257.35,37883.99,41783.96,3154.29
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,377.12,1127.12,0.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052.59,720.0,720.0,720.0,800.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,2.08,10.23,18.68,1140.0,455.58,277.0,317.86,5155.61,34.33,1155.15,148.74,4349.32,238.93,866.49,2055.74,654.45,42.67,62.61,92.92,0.0,24.15,10151.55,10109.42,10383.43,55.86,830.8,1521.8,855.55,848.07,1467.89,3205.56,5541.16,1553.9,3968.36,5365.26,3414.5,3338.28,9553.83,10040.93,11376.92,4731.08,13247.29,13669.06,30121.96,2936.75,3362.25,6092.97,3444.13
筹资活动现金流出小计,5761.0,5955.46,8624.02,8439.57,8105.21,10642.88,15644.76,22759.83,19180.52,26434.13,43251.59,53587.84,6461.28,27137.6,43892.93,60660.56,18868.8,45629.57,63610.76,85146.73,10885.28,39707.95,74174.91,101939.21,11581.99,55856.39,95315.24,135973.01,21930.73,46297.79,77815.3,126995.4,36056.93,94831.72,152480.17,174502.6,8103.45,59163.89,71050.04,69707.45,5977.63,163447.91,202013.73,261257.52,26162.85,61539.79,101120.46,192042.83,32884.61,82506.09,91412.9,51133.57
筹资活动产生的现金流量净额,-5761.0,2044.54,-624.02,-439.57,-394.83,860.25,20062.99,20681.03,16931.44,17356.71,19947.75,18215.44,9609.05,5727.43,430.14,-2616.41,32232.35,35699.83,35589.39,27511.78,5396.95,-240.77,-5659.27,11216.88,-195.22,-14090.65,-30140.41,-46224.43,-2801.34,31676.78,18503.01,9747.86,10303.37,58325.89,37690.35,89560.5,-2119.99,197024.03,210578.95,218828.12,118001.67,122701.3,94649.77,95772.18,-9200.94,-14862.66,-28936.46,-34715.97,108561.07,105390.34,97241.69,47487.41
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,351.98,-23.19,-34.15,-80.71,-47.05,-73.78,-60.74,-55.99,-85.13,-57.59,-184.86,-210.63,-264.28,-24.36,-136.8,-359.19,-164.43,-14.39,-145.02,-6.79,-132.93,-228.81,-1941.37,-953.58,-1187.47,115.09,70.61,-490.58,-1887.19,-207.37,4097.55,1580.18,534.76,1994.65,2670.88,2671.2,3707.93,155.19,839.07,125.95,-5512.81,-763.09,-631.94,2473.13,2624.5,-2493.14,132.94,1227.54,762.35
五、现金及现金等价物净增加额,-3020.44,4022.51,1941.39,1054.0,-1974.43,460.25,9199.12,1430.58,-941.22,2151.71,6902.19,3346.06,6483.93,3889.92,-978.41,-2552.4,23510.07,18984.69,15804.82,11229.9,4328.97,356.26,-12283.4,30344.76,-17124.51,-16040.39,-18597.83,-14513.85,-33.33,-898.27,1186.37,-978.85,12918.84,18228.48,21300.44,88403.3,51.21,62459.79,41891.31,5189.83,30183.78,36301.6,17507.62,23200.36,-16957.43,40192.52,48908.2,4810.21,105550.36,-14396.92,3194.65,-123627.62
加:期初现金及现金等价物余额,4445.07,3894.32,3894.32,3894.32,4948.32,4956.25,5178.21,6647.92,8926.03,8926.03,8926.03,8926.03,12418.09,12272.09,12272.09,12272.09,9719.7,9719.7,9719.7,9719.7,20949.6,20949.6,20949.6,20949.6,51294.36,51294.36,51294.36,51294.36,36780.51,36780.51,36780.51,36780.51,35801.67,35801.67,35801.67,35801.67,124204.97,124204.97,124204.97,124204.97,129394.79,129394.79,129394.79,129394.79,152595.15,152595.15,152595.15,152595.15,157405.36,157405.36,157405.36,291728.91
六、期末现金及现金等价物余额,1424.63,7916.83,5835.71,4948.32,2973.89,5416.5,14377.33,8078.5,7984.82,11077.74,15828.22,12272.09,18902.02,16162.01,11293.69,9719.7,33229.77,28704.39,25524.51,20949.6,25278.57,21305.86,8666.2,51294.36,34169.86,35253.98,32696.54,36780.51,36747.18,35882.24,37966.88,35801.67,48720.51,54030.14,57102.11,124204.97,124256.18,186664.76,166096.27,129394.79,159578.58,165696.39,146902.41,152595.15,135637.72,192787.67,201503.35,157405.36,262955.72,143008.44,160600.02,168101.3
净利润,0.0,4126.23,0.0,9786.6,0.0,5937.22,0.0,14660.08,0.0,9939.54,0.0,22762.67,0.0,17787.5,0.0,34097.12,0.0,19965.57,0.0,33351.02,0.0,22642.36,0.0,54869.74,0.0,26814.89,0.0,40366.55,0.0,29248.33,0.0,58766.28,0.0,40672.33,0.0,74993.04,0.0,48806.54,0.0,92879.56,0.0,64021.3,0.0,115357.45,0.0,71160.88,0.0,113791.22,0.0,46025.35,0.0,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,141.35,0.0,190.12,0.0,198.77,0.0,921.16,0.0,-167.3,0.0,806.86,0.0,814.67,0.0,2231.66,0.0,627.25,0.0,1415.39,0.0,819.96,0.0,3618.89,0.0,4297.96,0.0,3455.91,0.0,3183.16,0.0,5947.97,0.0,2545.22,0.0,3166.06,0.0,2015.74,0.0,9149.1,0.0,2211.61,0.0,4328.14,0.0,1924.29,0.0,6462.23,0.0,914.83,0.0,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,978.57,0.0,2288.74,0.0,1252.42,0.0,3672.45,0.0,2970.55,0.0,5325.77,0.0,3168.61,0.0,6472.58,0.0,4866.34,0.0,8515.94,0.0,5257.99,0.0,10033.2,0.0,5433.96,0.0,10498.87,0.0,6254.79,0.0,13774.59,0.0,11171.54,0.0,21121.71,0.0,11092.85,0.0,25464.05,0.0,13819.85,0.0,32718.53,0.0,19743.92,0.0,44166.45,0.0,21897.16,0.0,0.0
无形资产摊销,0.0,110.6,0.0,181.54,0.0,72.23,0.0,338.66,0.0,201.26,0.0,425.33,0.0,201.78,0.0,431.66,0.0,198.38,0.0,425.24,0.0,230.01,0.0,488.43,0.0,439.75,0.0,523.55,0.0,302.26,0.0,891.53,0.0,706.36,0.0,2257.1,0.0,2521.31,0.0,3123.01,0.0,1135.91,0.0,4171.09,0.0,1546.13,0.0,5235.81,0.0,1557.92,0.0,0.0
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,59.04,0.0,157.02,0.0,51.95,0.0,181.94,0.0,106.28,0.0,233.24,0.0,109.39,0.0,315.62,0.0,90.68,0.0,259.32,0.0,121.52,0.0,306.61,0.0,178.18,0.0,884.48,0.0,734.71,0.0,1465.06,0.0,1005.8,0.0,886.2,0.0,2021.49,0.0,3829.89,0.0,2843.28,0.0,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,-215.97,0.0,-10.02,0.0,0.12,0.0,124.56,0.0,0.0,0.0,-54.83,0.0,-133.64,0.0,270.85,0.0,37.86,0.0,-24.54,0.0,-68.31,0.0,-63.05,0.0,45.47,0.0,-666.94,0.0,-60.82,0.0,487.68,0.0,39.02,0.0,87.85,0.0,224.59,0.0,479.71,0.0,126.47,0.0,-42.74,0.0,-7.39,0.0,-2088.24,0.0,-812.54,0.0,0.0
固定资产报废损失,0.0,0.33,0.0,0.0,0.0,0.21,0.0,0.12,0.0,12.64,0.0,0.0,0.0,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.31,0.0,26.17,0.0,731.96,0.0,428.75,0.0,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.91,0.0,0.0,0.0,-146.4,0.0,121.7,0.0,-319.72,0.0,-410.95,0.0,-405.38,0.0,98.69,0.0,184.02,0.0,170.33,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,282.46,0.0,753.92,0.0,579.95,0.0,1306.56,0.0,1058.9,0.0,1866.5,0.0,1262.55,0.0,2571.42,0.0,2258.24,0.0,4811.23,0.0,2890.03,0.0,5601.56,0.0,4355.15,0.0,5604.37,0.0,2225.47,0.0,4269.2,0.0,2690.91,0.0,6778.4,0.0,3297.01,0.0,4639.98,0.0,4136.06,0.0,14301.82,0.0,5559.7,0.0,5313.83,0.0,6170.08,0.0,0.0
