报表日期,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.26,197.41,419.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.66,871.1,1145.01,1137.82,4113.01,0.0,512.29,512.29,2371.23,3558.97,3742.72,3742.72,6788.78,71.4,71.4,2384.05,30318.52
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,3.4,3.4,3.4,3.42,0.0,0.0,0.0,4.16,0.0,0.0,0.15,0.14,0.0,0.0,18.03,18.64,21.32,23.66,27.86,35.29,0.1,0.1,0.1,42.41,0.0,0.0,8.9,71.13,0.0,0.11,0.11,10.48
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.36,733.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,51.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,7.61,0.0,0.0,0.0,11521.73,0.0,80.62,80.62,80.62,0.0,0.0,0.0,931.9,0.0,0.0,0.0,0.0,50.0,50.0,50.0,53.0,0.0,40.0,40.0,40.0
投资活动现金流入小计,51.49,95.44,27354.23,2408.41,2408.41,2408.41,2408.41,0.01,5139.31,5190.14,23220.05,3.4,6037.31,12086.35,13084.98,0.0,94.26,6204.85,13574.14,0.0,1223.84,1248.76,16883.13,0.0,141.59,159.62,7449.02,1100.52,2217.77,26751.88,31701.21,1153.1,2265.39,4475.77,6609.0,4126.19,10398.43,12224.24,21708.89,13184.66,23589.87,29186.23,57311.3
购建固定资产、无形资产和其他长期资产所支付的现金,4.9,43.3,221.69,32.3,7670.68,8071.0,8322.12,518.14,1526.08,3145.35,2486.69,1609.39,2974.94,4253.62,8063.04,2263.05,6395.23,10719.02,17895.1,3178.42,7916.94,13798.99,18392.55,4989.92,11253.85,15967.01,18872.69,4549.84,14136.89,18808.22,18209.41,3134.2,5192.56,6959.55,5732.02,1047.59,3050.61,4521.89,5377.8,91.45,1001.2,1235.53,3669.57
投资所支付的现金,0.0,82.82,27213.01,2400.0,2400.0,2400.0,2400.0,0.0,10931.77,10931.77,23091.7,240.0,13580.0,14632.06,14800.0,9613.46,27419.01,25475.61,47044.11,6626.69,9745.29,21905.26,52813.04,16050.0,34693.92,151428.01,156713.08,795.88,2351.2,3563.34,3568.85,23.47,118.48,202.61,17296.37,0.0,3555.65,3591.45,5184.35,47.99,5047.97,5047.05,5094.17
取得子公司及其他营业单位支付的现金净额,0.0,318.45,1289.9,113.7,413.7,413.7,413.7,0.0,0.0,0.0,0.0,0.0,0.0,14407.87,14408.33,0.0,32745.28,55943.54,58405.23,2502.4,41434.64,45881.93,45881.93,33287.15,64897.69,70432.16,58321.75,13441.65,27886.05,27886.05,27786.05,1942.09,2220.92,3135.82,3135.82,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.03,240.03,240.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,4.9,444.57,28724.6,2546.0,10484.38,10884.7,11135.82,518.14,12457.85,14077.12,25578.39,1849.39,16554.94,33293.55,37271.37,11876.51,66559.52,92138.17,123344.44,12307.51,59096.87,81586.18,117087.52,54327.06,111085.49,238067.22,234147.66,18787.36,44374.14,50257.62,49564.3,5099.75,7531.96,10297.98,26164.2,1047.59,6606.26,8128.34,10577.15,139.43,6049.17,6282.58,8763.74
投资活动产生的现金流量净额,46.59,-349.13,-1370.37,-137.59,-8075.97,-8476.3,-8727.42,-518.13,-7318.54,-8886.98,-2358.35,-1845.99,-10517.63,-21207.2,-24186.39,-11876.51,-66465.25,-85933.32,-109770.31,-12307.51,-57873.03,-80337.42,-100204.39,-54327.06,-110943.9,-237907.6,-226698.64,-17686.84,-42156.37,-23505.74,-17863.09,-3946.65,-5266.57,-5822.21,-19555.21,3078.6,3792.18,4095.89,11131.74,13045.22,17540.7,22903.65,48547.56
吸收投资收到的现金,0.0,0.0,9297.8,0.0,0.0,0.0,0.0,0.0,60864.0,60864.0,60864.0,0.0,0.0,26503.0,26503.0,0.0,83900.0,83900.0,83900.0,0.0,0.0,2705.06,2865.05,148844.92,148844.92,148844.92,148884.02,100.0,100.0,100.0,0.0,0.0,0.0,90.0,300.0,210.0,210.0,210.0,4.41,0.0,30.0,30.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,300.0,0.0,210.0,210.0,0.0,0.0,30.0,30.0,0.0
取得借款收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13461.8,0.0,0.0,0.0,10000.0,0.0,0.0,6000.0,94453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79600.0,79600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,14560.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10587.88
筹资活动现金流入小计,0.0,0.0,9297.8,0.0,0.0,0.0,0.0,0.0,60864.0,60864.0,60864.0,0.0,0.0,26503.0,26703.0,0.0,83900.0,83900.0,98261.8,0.0,0.0,2705.06,27425.35,148844.92,228444.92,234444.92,243337.02,100.0,100.0,100.0,0.0,0.0,0.0,90.0,300.0,210.0,210.0,210.0,4.41,0.0,30.0,30.0,10587.88
偿还债务支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13873.86,0.0,0.0,0.0,10000.0,0.0,0.0,22000.0,30000.0,0.0,0.0,77622.11,77622.11,0.0,2377.89,2377.89,2377.89,0.0,0.0,0.0,0.0
分配股利、利润或偿付利息所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454.9,0.0,1636.6,1636.6,1636.6,0.0,4321.16,4321.16,4321.16,1680.0,5906.01,5998.8,6070.57,2109.96,4215.81,9034.05,9124.74,0.0,7624.0,12888.66,12888.66,0.0,5024.0,9464.76,9464.76,0.0,5149.33,5149.33,7149.33,0.0,0.0,0.0,0.0
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,0.0,4000.0,0.0,2600.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,80.0,86.6,140.0,0.0,693.23,693.23,753.23,78.5,436.0,809.68,1283.5,0.0,725.9,794.9,15150.21,0.0,0.0,0.0,1059.05,0.0,211.32,211.32,212.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.12,10094.58,10457.77,10567.94,0.0,2585.66,19850.31,20002.33
筹资活动现金流出小计,0.0,0.0,0.0,0.0,80.0,86.6,140.0,0.0,693.23,693.23,3208.13,78.5,2072.6,2446.28,2920.1,0.0,5047.06,5116.06,19471.37,1680.0,5906.01,5998.8,21003.48,2109.96,4427.13,9245.37,19337.19,0.0,7624.0,34888.66,42888.66,0.0,5024.0,87086.87,87086.87,747.12,17621.8,17984.99,20095.16,0.0,2585.66,19850.31,20002.33
筹资活动产生的现金流量净额,0.0,0.0,9297.8,0.0,-80.0,-86.6,-140.0,0.0,60170.77,60170.77,57655.87,-78.5,-2072.6,24056.72,23782.9,0.0,78852.94,78783.94,78790.43,-1680.0,-5906.01,-3293.74,6421.87,146734.97,224017.8,225199.55,223999.83,100.0,-7524.0,-34788.66,-42888.66,0.0,-5024.0,-86996.87,-86786.87,-537.12,-17411.8,-17774.99,-20090.75,0.0,-2555.66,-19820.31,-9414.45
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-1.33,-0.55,-6.76,-11.95,-28.52,8.9,-19.4,-19.71,2.42,16.14,-5.95,109.89,125.04,-99.18,89.88,-385.22,3436.45,-279.92,-1623.26,-3753.56,-3925.76,-3608.12,994.34,5032.98,4785.58,-2163.56,-110.95,2229.46,1211.45,1724.74,1770.71,-3145.21,-8905.98
五、现金及现金等价物净增加额,108.23,1192.13,12120.57,-745.03,-6571.12,-5955.73,-3406.68,-165.73,54894.6,54361.72,60524.59,-764.75,-8874.98,7077.18,13613.84,-8935.05,21337.74,11756.46,9888.73,-9938.08,-47696.74,-57402.78,-45190.16,113011.21,158279.61,56751.69,88328.96,-1025.4,-26327.9,-21563.22,2264.74,-2060.57,42295.56,-13700.35,-16966.25,880.47,-2.57,20329.29,43739.98,16879.04,39974.83,28070.73,78196.04
加:期初现金及现金等价物余额,70.51,178.75,1370.88,13491.45,13491.45,13491.45,13491.45,10084.77,10084.77,10084.77,10084.77,70609.36,70609.36,70609.36,70609.36,84223.2,84223.2,84223.2,84223.2,94111.93,94111.93,94111.93,94111.93,48921.77,48921.77,48921.77,48921.77,137250.72,137250.72,137250.72,137250.72,139515.46,139515.46,139515.46,139515.46,122549.22,122549.22,122549.22,122549.22,166289.19,166289.19,166289.19,166289.19
六、期末现金及现金等价物余额,178.75,1370.88,13491.45,12746.42,6920.34,7535.72,10084.77,9919.04,64979.37,64446.5,70609.36,69844.61,61734.38,77686.54,84223.2,75288.15,105560.94,95979.66,94111.93,84173.85,46415.19,36709.15,48921.77,161932.98,207201.37,105673.45,137250.72,136225.33,110922.83,115687.5,139515.46,137454.9,181811.02,125815.11,122549.22,123429.69,122546.65,142878.51,166289.19,183168.24,206264.03,194359.93,244485.24
净利润,0.0,1372.44,4133.48,0.0,0.0,0.0,5568.67,0.0,3191.3,0.0,8230.0,0.0,4500.67,0.0,15361.94,0.0,11510.62,0.0,35045.27,0.0,18022.18,0.0,50119.4,0.0,44201.51,0.0,55719.62,0.0,28065.32,0.0,29223.03,0.0,42217.93,0.0,-309544.83,0.0,20927.25,0.0,36003.67,0.0,44148.7,0.0,31242.35
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,46.54,-52.53,0.0,0.0,0.0,10.68,0.0,20.55,0.0,32.44,0.0,29.76,0.0,224.06,0.0,104.53,0.0,-5.22,0.0,67.76,0.0,1646.58,0.0,208.32,0.0,18271.52,0.0,629.93,0.0,51218.33,0.0,204.58,0.0,368154.52,0.0,74.57,0.0,8095.51,0.0,307.36,0.0,34256.37
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,11.49,32.26,0.0,0.0,0.0,65.02,0.0,146.13,0.0,302.53,0.0,96.47,0.0,335.35,0.0,360.68,0.0,718.62,0.0,458.29,0.0,860.9,0.0,538.74,0.0,987.5,0.0,1633.09,0.0,1096.33,0.0,596.55,0.0,1152.71,0.0,529.17,0.0,1002.69,0.0,510.58,0.0,970.51
无形资产摊销,0.0,0.14,1.18,0.0,0.0,0.0,50.91,0.0,41.26,0.0,211.21,0.0,337.07,0.0,1679.3,0.0,2521.88,0.0,6102.81,0.0,3969.83,0.0,9350.46,0.0,8627.27,0.0,20188.1,0.0,4628.85,0.0,10858.9,0.0,4953.69,0.0,10944.31,0.0,3835.06,0.0,12649.92,0.0,3200.86,0.0,6372.73
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,0.0,93.04,0.0,168.54,0.0,120.6,0.0,239.11,0.0,101.36,0.0,250.28,0.0,247.89,0.0,481.39,0.0,357.95,0.0,1031.34,0.0,231.84,0.0,527.53,0.0,302.68,0.0,586.37
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.36,0.0,2.7,0.0,8.78,0.0,0.74,0.0,24.73,0.0,0.0,0.0,5.4,0.0,21.81,0.0,60.27,0.0,24.56,0.0,20.53,0.0,0.62,0.0,1888.53,0.0,0.0,0.0,231.97,0.0,0.0,0.0,1.05
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2636.24,0.0,0.0,0.0,95.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78
公允价值变动损失,0.0,0.11,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.82,0.0,0.0,0.0,-2844.75,0.0,0.0,0.0,-5243.55,0.0,-70.48,0.0,-6104.49,0.0,0.0,0.0,-16748.21,0.0,0.0,0.0,0.0,0.0,5910.07,0.0,7417.56,0.0,-21760.43,0.0,2102.6
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,6.76,0.0,22.69,0.0,26.71,0.0,226.86,0.0,84.54,0.0,280.84,0.0,730.37,0.0,3263.32,0.0,3184.66,0.0,6252.51,0.0,2532.97,0.0,3446.4,0.0,58.93,0.0,503.39,0.0,0.0,0.0,271.11
投资损失,0.0,73.01,-125.37,0.0,0.0,0.0,-8.41,0.0,-9.48,0.0,-178.34,0.0,7.88,0.0,48.47,0.0,252.83,0.0,712.31,0.0,534.03,0.0,881.94,0.0,359.8,0.0,-973.17,0.0,-6383.62,0.0,-12831.75,0.0,-4081.53,0.0,-8668.44,0.0,-6149.03,0.0,-12125.33,0.0,-2488.86,0.0,-40813.61
递延所得税资产减少,0.0,3.95,5.5,0.0,0.0,0.0,-1.38,0.0,-2.57,0.0,-4.44,0.0,-8.85,0.0,-107.73,0.0,-162.54,0.0,-422.9,0.0,-218.02,0.0,-638.63,0.0,0.0,0.0,-347.64,0.0,0.0,0.0,-14316.37,0.0,49.12,0.0,-82.67,0.0,1425.46,0.0,2053.52,0.0,3196.27,0.0,7685.93
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-219.05,0.0,-164.29,0.0,-262.92,0.0,-267.82,0.0,-457.97,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1490.02,0.0,-1867.48,0.0,5430.11,0.0,-535.65
存货的减少,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93,0.0,-614.5
经营性应收项目的减少,0.0,1022.35,891.12,0.0,0.0,0.0,-886.02,0.0,-1420.71,0.0,-3852.12,0.0,-1042.88,0.0,-264.18,0.0,-5633.29,0.0,-4729.91,0.0,-8669.22,0.0,-14594.8,0.0,-4055.92,0.0,-14147.71,0.0,-12400.6,0.0,-4038.34,0.0,-1966.48,0.0,-18652.05,0.0,-2255.07,0.0,12134.6,0.0,-8522.74,0.0,-207.46
经营性应付项目的增加,0.0,-979.27,-705.15,0.0,0.0,0.0,661.26,0.0,75.88,0.0,485.44,0.0,-207.57,0.0,-3253.62,0.0,-105.74,0.0,3338.64,0.0,1882.56,0.0,3723.24,0.0,-5279.12,0.0,10375.46,0.0,5346.0,0.0,13191.64,0.0,6726.38,0.0,37544.08,0.0,-9370.22,0.0,-16425.25,0.0,-1178.37,0.0,6042.9
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,-9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.22,0.0,0.0,0.0,2099.32,0.0,0.0,0.0,506.22,0.0,0.0,0.0,-101.99,0.0,0.0,0.0,-2719.36,0.0,0.0,0.0,-109.41,0.0,-2.0,0.0,-6.04
经营活动产生现金流量净额,0.0,1541.26,4193.14,0.0,0.0,0.0,5460.73,0.0,2042.37,0.0,5228.39,0.0,3722.02,0.0,14045.85,0.0,8969.46,0.0,40866.18,0.0,16088.25,0.0,48467.31,0.0,45115.83,0.0,87591.32,0.0,24975.73,0.0,66942.25,0.0,51591.78,0.0,84590.25,0.0,13728.01,0.0,51487.54,0.0,23219.09,0.0,47968.9
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
