报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31
收回投资所收到的现金,0.0,2850.58,2850.58,3.4,0.0,0.0,0.0,0.0,0.0,930.38,930.38,930.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.37,459.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产所收回的现金净额,118.0,135.18,129.94,193.11,0.06,0.12,2.97,170.9,0.0,72.43,77.83,78.85,0.0,0.66,1.12,47.24,0.55,16.08,16.08,82.91,1.1,1.1,241.1,287.94,0.0,0.69,92.58,163.84,0.0,19.55,19.74,12.56,2.38,2.59,24.89,26.39,19.4,22.54,23.59,50.72,3.42,3.99,71.6,60.97,23.09,38.91,55.46,73.18,0.1,182.84,189.73,1180.6
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,2724.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3186.2,0.0,0.0,0.0,1474.66,0.0,0.0,0.0,3277.7,0.0,0.0,0.0,2354.0,0.0,0.0,0.0,1486.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,118.0,2985.76,2980.52,2921.39,0.06,0.12,2.97,170.9,0.0,1002.81,1008.22,1009.24,0.0,0.66,1.12,1610.74,0.55,16.08,16.08,82.91,1.1,1.1,241.1,287.94,0.0,0.69,92.58,3350.04,0.0,19.55,19.74,1487.22,2.38,2.59,24.89,3304.09,19.4,22.54,23.59,2404.72,3.42,3.99,357.97,2006.5,23.09,722.91,55.46,73.18,0.1,182.84,189.73,1180.6
购建固定资产、无形资产和其他长期资产所支付的现金,3454.1,11305.48,20234.19,30215.41,5295.91,18855.77,34300.38,47630.83,6006.12,10495.78,17562.99,26703.6,6299.72,15718.73,29896.75,32272.87,12549.27,21234.07,31491.6,50944.89,15444.09,55079.17,82369.96,128098.85,21932.82,31183.71,50034.47,69447.13,9838.03,14297.77,23295.02,41522.41,10635.56,19820.38,23555.31,27639.12,16100.18,31892.18,57342.21,79737.59,21488.2,42324.03,62991.58,92670.43,16032.61,34074.31,56887.11,101245.47,11540.67,23615.73,43916.5,82699.25
投资所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.42,453.42,453.42,0.0,0.0,0.0,3640.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-380.02,158.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,3454.1,11305.48,20234.19,30215.41,5295.91,18855.77,34300.38,47630.83,6006.12,10949.2,18016.41,27157.02,6299.72,15338.71,30055.04,35913.23,12549.27,21234.07,31491.6,50944.89,15444.09,55079.17,82369.96,128098.85,21932.82,31183.71,50034.47,69447.13,9838.03,14297.77,23295.02,41522.41,10635.56,19820.38,23555.31,27639.12,16100.18,31892.18,57342.21,79737.59,21488.2,42324.03,62991.58,92670.43,16032.61,34074.31,56887.11,101245.47,11540.67,23615.73,43916.5,82699.25
投资活动产生的现金流量净额,-3336.1,-8319.72,-17253.67,-27294.01,-5295.85,-18855.65,-34297.41,-47459.93,-6006.12,-9946.4,-17008.19,-26147.78,-6299.72,-15338.06,-30053.92,-34302.5,-12548.72,-21217.99,-31475.52,-50861.98,-15442.99,-55078.07,-82128.86,-127810.92,-21932.82,-31183.02,-49941.89,-66097.09,-9838.03,-14278.22,-23275.28,-40035.19,-10633.19,-19817.79,-23530.42,-24335.03,-16080.78,-31869.64,-57318.62,-77332.88,-21484.78,-42320.04,-62633.61,-90663.93,-16009.52,-33351.41,-56831.64,-101172.29,-11540.57,-23432.89,-43726.77,-81518.65
吸收投资收到的现金,1500.0,1500.0,1500.0,1500.0,0.0,2511.18,2511.18,2511.18,0.0,0.0,215.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79771.01,80491.01,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,11492.17,24244.65,37119.55,61279.87,26290.91,45447.01,73265.0,85616.1,34710.0,22774.85,32480.0,115460.0,40607.59,80869.72,143575.44,199553.2,40957.8,72401.29,116163.41,165507.56,94049.83,140089.97,302613.32,398782.5,116074.56,233029.49,364768.61,311837.5,138681.61,192069.6,314542.2,434408.53,49306.87,75629.31,183593.61,309413.23,121352.37,175289.01,301389.41,391401.04,205177.58,325389.42,373819.02,390051.78,113626.75,200140.25,282252.35,328156.06,135440.0,315518.23,315955.64,379713.48
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,32412.77,29100.0,32600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.36,0.0,0.0,0.0,595.36,0.0,0.0,1721.85,10031.6,39871.16,39871.16,39865.66,39871.16,0.0,0.0,0.0,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19272.0
筹资活动现金流入小计,12992.17,25744.65,38619.55,63079.87,26290.91,47958.19,75776.18,88127.28,34710.0,55187.62,61795.75,148060.0,40607.59,80869.72,143575.44,199553.2,40957.8,72401.29,195934.42,245998.57,94049.83,140089.97,302613.32,400541.86,166074.56,233029.49,364768.61,362432.87,138681.61,192069.6,316264.05,444440.13,89178.04,115500.47,223459.27,349284.39,121352.37,175289.01,301389.41,396501.04,205177.58,325389.42,373819.02,390051.78,113626.75,200140.25,282252.35,328156.06,135440.0,315518.23,315955.64,398985.48
偿还债务支付的现金,7916.71,16130.09,23019.89,37639.84,16982.26,22755.86,52120.68,62112.63,27200.24,47775.15,56550.93,133234.23,35230.59,60281.59,91914.16,147962.2,18050.0,43180.0,102252.57,164833.91,55209.16,113718.15,227483.7,299185.08,113197.81,196475.43,336402.09,307431.37,113657.95,173829.26,324942.41,446514.82,57695.15,97981.68,218033.27,354658.84,90434.47,154055.81,273928.23,367822.01,181994.55,283154.93,339091.99,364970.45,99399.0,158385.46,236152.33,300412.41,140447.56,224661.94,290339.3,379489.45
分配股利、利润或偿付利息所支付的现金,2331.54,6305.33,6698.51,6773.76,3251.37,8847.5,8816.47,9738.86,1190.81,7762.88,8824.79,9055.23,782.11,7783.09,9297.47,10743.42,911.03,6799.14,7952.86,10945.93,1769.64,8540.9,11161.16,11739.7,1985.88,9096.5,13801.52,13918.36,4276.0,11054.93,19028.75,19058.72,4158.66,12225.97,16280.81,17502.72,4287.11,17966.35,19495.28,22444.33,1407.48,31145.88,33614.03,35148.71,2469.87,34799.63,40986.54,41387.26,2475.22,35703.39,38012.44,40019.31
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2734.05,0.0,2446.5,0.0,2518.5,0.0,3124.88,0.0,3586.58,0.0,0.0,0.0,540.0,0.0,715.0,0.0,715.0,0.0,0.0,0.0,841.5,0.0,1597.5,1597.5,1597.5,0.0,1942.5,1942.5,1942.5,0.0,2646.19,2646.19,2646.19,0.0,3792.5,3920.0,3920.0,0.0,795.0,3345.0,3345.0,0.0,795.0,2835.0,2835.0
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.54,0.0,0.0,0.0,43.5,25369.52,34499.07,0.0,194.4,403.57,1924.31,294.53,294.53,444.53,150.0,188.99,188.99,804.47,50150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1200.0,1200.0,1200.0,22220.0
筹资活动现金流出小计,10248.25,22435.42,29718.4,44413.61,20233.63,31603.36,60937.15,71851.5,28391.04,61538.57,65375.71,142289.45,36012.7,68108.18,126581.14,193204.7,18961.03,50173.54,110609.0,177704.16,57273.33,122553.58,239089.39,311074.78,115372.68,205760.91,351008.08,371499.73,117933.95,184884.19,343971.17,465573.54,61853.81,110207.65,234314.08,372161.56,94721.58,172022.16,293423.52,390266.34,183402.03,314300.81,372706.03,400119.17,101868.87,193185.1,277138.87,341819.66,144122.78,261565.34,329551.74,441728.76
筹资活动产生的现金流量净额,2743.92,3309.23,8901.15,18666.27,6057.28,16354.84,14839.03,16275.78,6318.96,-6350.95,-3579.96,5770.55,4594.89,12761.54,16994.3,6348.51,21996.77,22227.74,85325.42,68294.41,36776.5,17536.38,63523.93,89467.09,50701.89,27268.58,13760.54,-9066.86,20747.66,7185.41,-27707.12,-21133.41,27324.23,5292.82,-10854.81,-22877.17,26630.79,3266.85,7965.89,6234.7,21775.55,11088.62,1113.0,-10067.39,11757.88,6955.16,5113.49,-13663.6,-8682.78,53952.89,-13596.1,-42743.28
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-286.37,0.0,-266.22,-419.73,134.95,0.0,0.0,0.0,-26.23,-8.73,0.0,0.0,-1654.44,0.0,0.0,0.0,-1595.22,0.0,0.0,0.0,261.62,-406.37,0.0,0.0,-3779.08,323.21,103.6,1121.26,-3066.27,-98.97,-1224.17,-864.72,-3814.37,-140.76,87.28,458.27,2362.18
五、现金及现金等价物净增加额,-4955.23,-1406.32,-2707.66,1624.38,-4677.45,2643.37,-2300.3,-3197.4,4347.85,44.36,2241.47,4493.04,-3187.1,4741.45,1322.29,6643.15,973.04,-4351.21,51292.27,32434.57,14860.28,-37193.0,-18462.96,-7108.49,17236.4,-8398.57,-27441.97,-28000.33,4396.55,1510.91,737.5,7165.37,6124.13,-4719.19,3608.65,10103.05,8561.88,-6230.4,3302.93,3151.22,-493.77,3176.65,8422.89,8387.23,-16236.73,-9897.63,2475.7,-4264.09,-17651.11,48094.87,17826.61,7698.36
加:期初现金及现金等价物余额,5969.86,5969.86,5969.86,5969.86,7594.24,7594.24,7594.24,7594.24,4396.84,4396.84,4396.84,4396.84,8889.88,8889.88,8889.88,8889.88,15533.03,15533.03,15533.03,15533.03,47967.6,47967.6,47967.6,47967.6,40859.11,40859.11,40859.11,40859.11,12858.78,12858.78,12858.78,12858.78,20024.14,20024.14,20024.14,20024.14,30127.2,30127.2,30127.2,30127.2,33278.42,33278.42,33278.42,33278.42,41665.65,41665.65,41665.65,41665.65,37401.56,37401.56,37401.56,37401.56
六、期末现金及现金等价物余额,1014.63,4563.54,3262.2,7594.24,2916.79,10237.61,5293.94,4396.84,8744.68,4441.2,6638.3,8889.88,5702.78,13631.33,10212.17,15533.03,16506.07,11181.82,66825.3,47967.6,62827.88,10774.6,29504.63,40859.11,58095.51,32460.53,13417.13,12858.78,17255.32,14369.68,13596.27,20024.14,26148.27,15304.95,23632.79,30127.2,38689.08,23896.8,33430.13,33278.42,32784.65,36455.07,41701.31,41665.65,25428.92,31768.02,44141.35,37401.56,19750.45,85496.43,55228.17,45099.92
净利润,2733.85,8360.79,0.0,12139.22,0.0,7531.85,0.0,14311.66,0.0,13775.74,0.0,29930.89,0.0,17772.06,0.0,33574.58,0.0,19091.92,0.0,32928.49,0.0,17865.84,0.0,28020.52,0.0,11764.32,0.0,18202.87,0.0,9946.79,0.0,17682.35,0.0,15835.99,0.0,31871.07,0.0,27898.43,0.0,57758.17,0.0,44641.81,0.0,89266.59,0.0,51957.91,0.0,89970.77,0.0,48164.63,0.0,93988.03
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,34.18,-715.61,0.0,-770.36,0.0,188.36,0.0,149.81,0.0,135.19,0.0,592.44,0.0,163.45,0.0,363.15,0.0,875.27,0.0,1716.16,0.0,1030.17,0.0,715.77,0.0,305.82,0.0,-191.06,0.0,294.83,0.0,1885.67,0.0,780.37,0.0,1912.01,0.0,-2569.42,0.0,-2459.68,0.0,-801.81,0.0,2556.18,0.0,-145.61,0.0,3242.38,0.0,1641.84,0.0,1629.63
固定资产折旧、油气资产折耗、生产性物资折旧,1724.74,3454.67,0.0,6896.98,0.0,4266.83,0.0,8675.88,0.0,5220.31,0.0,11546.46,0.0,6995.22,0.0,13094.81,0.0,7760.57,0.0,15972.86,0.0,8217.66,0.0,16602.38,0.0,14230.12,0.0,24917.05,0.0,14928.92,0.0,29736.17,0.0,17423.81,0.0,30759.38,0.0,16674.11,0.0,32099.77,0.0,16921.22,0.0,33608.23,0.0,20634.81,0.0,40779.37,0.0,22745.53,0.0,44643.36
无形资产摊销,45.11,92.62,0.0,204.84,0.0,134.8,0.0,281.78,0.0,187.37,0.0,394.99,0.0,220.55,0.0,461.11,0.0,268.7,0.0,547.92,0.0,295.46,0.0,667.45,0.0,411.75,0.0,871.11,0.0,475.55,0.0,955.57,0.0,573.04,0.0,1032.73,0.0,568.91,0.0,1110.91,0.0,727.24,0.0,1566.13,0.0,695.68,0.0,1377.12,0.0,722.18,0.0,1450.76
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,8.18,0.0,7.84,0.0,15.68,0.0,7.84,0.0,14.26,0.0,7.84,0.0,10.0,0.0,5.0,0.0,250.42,0.0,289.44,0.0,579.67,0.0,296.24,0.0,614.94,0.0,660.7,0.0,798.75,0.0,264.77,0.0,369.22,0.0,211.64,0.0,382.77,0.0,450.65,0.0,833.83
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,-156.73,0.0,-138.59,0.0,-7.54,0.0,93.17,0.0,3.04,0.0,19.1,0.0,4.2,0.0,75.25,0.0,92.06,0.0,105.85,0.0,1.61,0.0,-184.1,0.0,-0.22,0.0,-163.84,0.0,-94.24,0.0,97.03,0.0,2.95,0.0,127.0,0.0,182.46,0.0,163.56,0.0,-177.34,0.0,-1.51,0.0,-35.14,0.0,80.11,0.0,-55.84,0.0,-15.12
固定资产报废损失,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.51,0.0,-231.19,0.0,-6.93,0.0,-121.21,0.0,219.37
公允价值变动损失,-234.47,-216.83,0.0,-502.74,0.0,508.62,0.0,629.9,0.0,66.23,0.0,66.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-701.2,0.0,-7.14,0.0,0.0,0.0,0.0,0.0,-381.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,315.02,814.73,0.0,1884.01,0.0,1673.99,0.0,3476.61,0.0,1314.44,0.0,2927.52,0.0,1518.07,0.0,3915.49,0.0,2303.74,0.0,4957.5,0.0,2825.36,0.0,5936.32,0.0,4245.61,0.0,9706.47,0.0,6551.56,0.0,12543.68,0.0,6085.24,0.0,10615.74,0.0,5085.56,0.0,8573.2,0.0,3223.77,0.0,6556.27,0.0,6619.31,0.0,8952.85,0.0,5224.24,0.0,9482.08
