报表日期,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
投资活动现金流出小计,57204.48,70798.58,7842.23,97816.61,71247.2,82294.7,1570.28,51324.24,108752.62,138300.15,698.43,107832.53,144269.4,344697.46,168282.4,262535.2,383905.66,536661.23,57346.16,110366.26,204460.73,225605.48,41403.59,94626.9
投资活动产生的现金流量净额,-1951.33,6929.13,7103.83,-25122.8,-30738.9,-18773.2,22106.02,6726.08,-33051.14,-17330.46,34479.39,-43042.66,-78102.56,-86137.77,912.97,1358.75,-41829.67,-25210.59,6757.42,10245.95,-48005.15,-10105.57,-1843.08,14447.76
吸收投资收到的现金,195.21,9932.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,5336.54,0.0,13000.0,15000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58562.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,5531.74,9932.48,13000.0,15000.0,4000.0,4000.0,0.0,0.0,0.0,58562.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
偿还债务支付的现金,2446.64,647.1,13315.32,18419.98,4457.57,4457.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
分配股利、利润或偿付利息所支付的现金,5460.97,26088.04,9780.38,12148.46,5003.48,5005.01,0.0,7710.74,7710.88,7711.02,21.74,5520.15,5520.15,5520.0,0.0,11040.0,11040.0,11040.0,0.0,5946.73,15840.0,15840.0,0.0,28800.0
其中：子公司支付给少数股东的股利、利润,73.74,33.52,38.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,11526.44,1414.19,10499.77,460.95,280.26,348.32,0.0,24.72,43.41,164.0,24.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流出小计,19434.04,28149.33,33595.47,31029.39,9741.31,9810.89,0.0,7735.45,7754.29,7875.02,46.59,5520.15,5520.15,5520.0,0.0,11040.0,11040.0,11040.0,0.0,5946.73,15840.0,15840.0,0.0,28800.0
筹资活动产生的现金流量净额,-13902.3,-18216.85,-20595.47,-16029.39,-5741.31,-5810.89,0.0,-7735.45,-7754.29,50687.54,-46.59,-5520.15,-5520.15,-5520.0,0.0,-11040.0,-11040.0,-11040.0,0.0,-5946.73,-15840.0,-15840.0,0.0,-28800.0
四、汇率变动对现金及现金等价物的影响,-89.56,9.81,-229.54,-214.39,12.99,5.94,0.0,39.36,105.62,96.34,0.0,0.0,0.0,17.94,0.0,0.0,0.0,19.93,0.0,0.0,0.0,140.22,0.0,0.0
五、现金及现金等价物净增加额,2227.77,9436.13,8765.37,-19558.25,347.61,4459.41,14974.98,2630.88,6537.38,62007.09,31122.44,-42740.32,-39770.81,-59165.0,-2325.95,3364.26,2533.69,298.98,1311.27,12155.82,-498.86,8314.6,-5205.31,-907.3
加:期初现金及现金等价物余额,6111.08,8338.86,17774.99,26540.36,6982.11,6982.11,11441.52,11441.52,11441.52,11441.52,73448.61,73448.61,73448.61,73448.61,14283.6,14283.6,14283.6,14283.6,14582.58,14582.58,14582.58,14582.58,22897.18,22897.18
六、期末现金及现金等价物余额,8338.86,17774.99,26540.36,6982.11,7329.71,11441.52,26416.5,14072.39,17978.89,73448.61,104571.05,30708.29,33677.79,14283.6,11957.66,17647.87,16817.3,14582.58,15893.85,26738.41,14083.72,22897.18,17691.88,21989.89
净利润,0.0,0.0,12365.32,8153.63,0.0,11442.65,0.0,-3077.04,0.0,12494.8,0.0,340.75,0.0,20345.65,0.0,2102.75,0.0,24162.52,0.0,3553.04,0.0,24783.36,0.0,2540.38
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,0.0,3473.44,4867.13,0.0,2408.12,0.0,562.91,0.0,1441.72,0.0,353.53,0.0,3239.9,0.0,259.47,0.0,1769.31,0.0,817.37,0.0,2562.36,0.0,335.83
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,0.0,2810.41,2594.92,0.0,2759.0,0.0,1485.96,0.0,3244.54,0.0,1707.12,0.0,3848.26,0.0,1881.28,0.0,3667.12,0.0,1721.64,0.0,3551.7,0.0,1839.78
无形资产摊销,0.0,0.0,161.37,165.49,0.0,212.02,0.0,333.75,0.0,647.16,0.0,256.18,0.0,398.85,0.0,157.16,0.0,302.55,0.0,163.98,0.0,316.73,0.0,132.66
长期待摊费用摊销,0.0,0.0,2219.26,2688.73,0.0,3091.67,0.0,1630.02,0.0,3103.55,0.0,1483.14,0.0,3132.25,0.0,1769.75,0.0,3260.82,0.0,1809.86,0.0,3555.4,0.0,1815.37
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,-1281.94,42.45,0.0,100.26,0.0,233.14,0.0,396.02,0.0,448.53,0.0,578.13,0.0,126.21,0.0,681.31,0.0,486.79,0.0,-897.92,0.0,47.49
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-670.53,0.0,-1665.15,0.0,-1020.2
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,0.0,135.77,3.67,0.0,-71.68,0.0,-29.97,0.0,-86.79,0.0,-67.7,0.0,-187.97,0.0,16.7,0.0,-119.48,0.0,-1.1,0.0,-184.24,0.0,-28.19
投资损失,0.0,0.0,-218.4,-453.0,0.0,-489.7,0.0,-359.53,0.0,-860.74,0.0,-822.77,0.0,-2731.53,0.0,-1511.4,0.0,-3622.2,0.0,-778.85,0.0,-1051.66,0.0,267.75
递延所得税资产减少,0.0,0.0,-383.23,-86.75,0.0,1108.39,0.0,-844.07,0.0,-442.79,0.0,-36.78,0.0,262.38,0.0,-95.85,0.0,-209.31,0.0,105.39,0.0,-83.44,0.0,72.38
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.14,0.0,13.1
存货的减少,0.0,0.0,-5344.05,-2061.38,0.0,-2890.26,0.0,-68.55,0.0,-819.99,0.0,724.9,0.0,406.38,0.0,-32.9,0.0,-2583.07,0.0,-479.43,0.0,-3573.87,0.0,1908.56
经营性应收项目的减少,0.0,0.0,-249.95,-112.36,0.0,2062.29,0.0,-1957.74,0.0,-852.4,0.0,-3638.09,0.0,-2235.06,0.0,-6063.16,0.0,-1006.31,0.0,-10295.64,0.0,-3021.52,0.0,-10044.49
经营性应付项目的增加,0.0,0.0,8556.26,5764.25,0.0,9067.22,0.0,5573.31,0.0,10288.59,0.0,5073.67,0.0,5417.57,0.0,14435.51,0.0,10226.36,0.0,11424.08,0.0,9442.06,0.0,15555.26
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,0.0,0.0,22486.55,21808.33,0.0,29037.57,0.0,3600.89,0.0,28553.67,0.0,5822.49,0.0,32474.82,0.0,13045.51,0.0,36529.64,0.0,7856.6,0.0,34119.95,0.0,13444.94
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,0.0,26540.36,6982.11,0.0,11441.52,0.0,14072.39,0.0,73448.61,0.0,30708.29,0.0,14283.6,0.0,17647.87,0.0,14582.58,0.0,26738.41,0.0,22897.18,0.0,21989.89
现金的期初余额,0.0,0.0,14581.83,26540.36,0.0,6982.11,0.0,11441.52,0.0,11441.52,0.0,73448.61,0.0,73448.61,0.0,14283.6,0.0,14283.6,0.0,14582.58,0.0,14582.58,0.0,22897.18
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,3193.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,0.0,8765.37,-19558.25,0.0,4459.41,0.0,2630.88,0.0,62007.09,0.0,-42740.32,0.0,-59165.0,0.0,3364.26,0.0,298.98,0.0,12155.82,0.0,8314.6,0.0,-907.3
