报表日期,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
投资所支付的现金,161.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,3100.0,750.0,6398.14,17802.94,7910.73,75.0,2950.0,6950.0,8450.0,6600.0,6600.0,13600.0,15969.0,8047.13,16213.0,26382.55,38199.55,5021.0,13933.46,25387.46,20181.0,4000.0,13000.0
取得子公司及其他营业单位支付的现金净额,0.0,29.07,0.0,0.0,0.0,0.0,0.0,0.0,-66.94,852.06,612.06,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12179.34,0.0,0.0,0.0,0.0,12827.57,18570.19,18570.19,18570.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5494.24,0.0,0.0
支付的其他与投资活动有关的现金,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.35,1012.31,10000.0,10000.0,10023.01,10023.0,0.0,0.0,68.3,227.51,0.38,26.88,26.88,0.0,0.0,0.0
投资活动现金流出小计,830.19,780.78,3239.93,21.22,2014.47,2167.42,5074.08,477.55,1702.18,3579.96,3709.02,25.6,232.54,2189.47,1728.44,4541.99,6507.25,7041.8,12220.86,931.57,7171.21,18889.92,21293.86,128.41,3661.65,15650.8,17347.15,29510.72,36086.37,44139.69,47094.27,8236.75,16875.93,27317.45,39353.6,5533.3,14526.53,26042.26,28406.12,4023.29,16544.51
投资活动产生的现金流量净额,-794.41,-571.09,-2630.12,-21.22,-2014.47,-2167.42,-5074.08,-477.55,-1702.18,-3579.96,-3709.02,-22.1,-229.04,-2185.97,-1724.94,-4541.99,-6493.15,-7027.7,-12206.76,-860.69,-6550.32,-7266.35,-19220.49,-128.41,-3456.22,-15445.08,-11613.13,-25500.48,-19332.52,-27362.84,-22992.71,-2702.56,-8245.82,-9834.85,4400.29,9661.63,16625.74,8224.52,6297.17,-258.56,385.07
吸收投资收到的现金,0.0,0.0,2412.5,0.0,0.0,0.0,0.0,0.0,23108.0,23108.0,23850.0,0.0,0.0,0.0,0.0,0.0,0.0,3001.89,3001.89,0.0,1793.24,21478.24,21478.24,0.0,0.0,0.0,2500.0,1000.0,1400.0,1400.0,3900.0,0.0,5624.74,5624.74,6015.69,0.0,0.0,5000.0,776.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,1000.0,1400.0,1400.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0,0.0,0.0
取得借款收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.2,0.0,30.8,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15000.0,27000.0,27500.0,0.0,18000.0,26000.0,27800.0,3000.0,6000.0,11000.0,11000.0,6500.0,17000.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.84,0.0,13.55,12.54,12.54,12.54,0.0,0.0
筹资活动现金流入小计,0.0,0.0,2412.5,0.0,0.0,0.0,0.0,0.0,23108.0,23108.0,24119.2,0.0,30.8,30.8,0.0,0.0,0.0,3001.89,3001.89,0.0,2293.24,21478.24,21478.24,0.0,0.0,0.0,2500.0,11000.0,16400.0,28400.0,31400.0,0.0,23624.74,31757.58,33815.69,3013.55,6012.54,16012.54,11788.54,6500.0,17000.0
偿还债务支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,68.58,94.78,215.32,0.0,21.81,21.81,21.81,0.0,0.0,125.0,125.0,0.0,0.0,0.0,772.5,0.0,0.0,2000.0,10000.0,0.0,6000.0,17500.0,30300.0,250.0,8250.0,13000.0,19000.0,1000.0,7000.0
分配股利、利润或偿付利息所支付的现金,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.64,0.0,777.7,803.08,795.54,0.0,707.0,707.0,707.0,0.0,635.67,623.44,627.32,0.0,1028.13,1029.21,1112.21,11.28,175.49,2561.31,2921.25,230.83,1890.31,2138.62,2820.57,182.94,2466.77,2655.15,2797.7,112.47,1284.66
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0,644.89,0.0,9.61,0.0,432.0,0.0,0.0,0.0,0.0,0.0,1.16,500.0,500.0,0.0,193.05,193.05,193.05,158.52,158.52,158.58,16752.66,0.0,0.0,10.83,400.0,124.17,548.98,796.15,785.13,97.4,97.4
筹资活动现金流出小计,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0,1429.45,0.0,855.89,897.87,1442.87,0.0,728.81,728.81,728.81,0.0,636.83,1248.44,1252.32,0.0,1221.18,1222.26,2077.76,169.8,334.0,4719.9,29673.91,230.83,7890.31,19649.45,33520.57,557.11,11265.75,16451.31,22582.82,1209.87,8382.06
筹资活动产生的现金流量净额,0.0,0.0,1412.5,0.0,0.0,0.0,0.0,0.0,23108.0,22130.0,22689.75,0.0,-825.09,-867.07,-1442.87,0.0,-728.81,2273.08,2273.08,0.0,1656.41,20229.8,20225.92,0.0,-1221.18,-1222.26,422.24,10830.2,16066.0,23680.1,1726.09,-230.83,15734.43,12108.13,295.12,2456.44,-5253.21,-438.77,-10794.28,5290.13,8617.94
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.2,0.0,0.0
五、现金及现金等价物净增加额,1212.54,407.04,2422.9,-215.23,-656.48,-387.05,-995.77,-1517.72,21279.96,19030.39,26500.23,-1189.83,-2952.24,-2788.65,414.33,-6548.02,-8320.17,-3348.51,-6803.41,-3889.96,-8353.61,7891.1,8522.24,-4770.71,-6041.3,-18258.65,-2020.79,-22045.46,-6806.48,-2824.47,-1104.34,-15565.12,-1453.92,-13974.24,-2291.65,-3281.48,-3114.61,-10977.91,-4035.29,-4379.95,-1307.62
加:期初现金及现金等价物余额,2842.21,4054.75,4461.79,6884.7,6884.7,6884.7,6884.7,5888.93,5888.93,5888.93,5888.93,32389.16,32389.16,32389.16,32389.16,32803.49,32803.49,32803.49,32803.49,26278.79,26278.79,26000.09,26000.09,34522.32,34522.32,34522.32,34522.32,32501.53,32501.53,32501.53,32501.53,31397.19,31397.19,31397.19,31397.19,29105.54,29105.54,29105.54,29105.54,25070.25,25070.25
六、期末现金及现金等价物余额,4054.75,4461.79,6884.7,6669.47,6228.22,6497.65,5888.93,4371.21,27168.89,24919.32,32389.16,31199.33,29436.92,29600.52,32803.49,26255.47,24483.33,29454.98,26000.09,22388.82,17925.18,33891.18,34522.32,29751.61,28481.02,16263.67,32501.53,10456.08,25695.05,29677.07,31397.19,15832.08,29943.28,17422.95,29105.54,25824.06,25990.93,18127.63,25070.25,20690.31,23762.63
净利润,1811.88,2225.85,3004.75,0.0,1294.59,1901.81,3856.61,0.0,1323.21,0.0,3720.73,0.0,626.43,0.0,2229.31,0.0,1132.91,0.0,3744.2,0.0,1205.67,0.0,5707.93,0.0,5621.78,0.0,12517.36,0.0,4930.98,0.0,15195.75,0.0,7485.86,0.0,13811.42,0.0,7214.24,0.0,-10116.37,0.0,-6157.74
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,75.09,45.37,60.95,0.0,1.52,74.43,102.52,0.0,8.32,0.0,407.63,0.0,6.32,0.0,485.96,0.0,69.02,0.0,927.45,0.0,467.62,0.0,1284.92,0.0,527.44,0.0,1959.38,0.0,0.0,0.0,22694.96,0.0,600.58,0.0,20764.21,0.0,808.44,0.0,30587.21,0.0,170.84
固定资产折旧、油气资产折耗、生产性物资折旧,75.12,71.95,195.69,0.0,146.83,240.56,348.07,0.0,300.68,0.0,781.3,0.0,507.65,0.0,1104.92,0.0,737.9,0.0,1159.55,0.0,719.81,0.0,1575.2,0.0,855.59,0.0,1782.55,0.0,929.46,0.0,1739.23,0.0,689.11,0.0,1653.56,0.0,695.98,0.0,1546.45,0.0,739.68
无形资产摊销,2.27,3.33,27.33,0.0,17.0,26.36,35.73,0.0,20.47,0.0,42.83,0.0,29.16,0.0,66.1,0.0,40.76,0.0,73.37,0.0,25.97,0.0,155.12,0.0,153.62,0.0,341.23,0.0,154.51,0.0,641.48,0.0,355.44,0.0,708.92,0.0,101.8,0.0,742.54,0.0,259.37
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24,0.0,5.03,0.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.73,0.0,39.26,0.0,131.23,0.0,168.94,0.0,367.05,0.0,189.05,0.0,921.56,0.0,133.61
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,-19.52,27.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,-6.83,0.0,7.42,0.0,27.11,0.0,43.52,0.0,34.47,0.0,0.99,0.0,54.5,0.0,4.74,0.0,-8.29,0.0,-6.89,0.0,-5.33,0.0,2.61,0.0,2.82,0.0,-112.6
固定资产报废损失,0.0,-33.42,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.38,0.0,16.88
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.35,0.0,7.35
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.64,0.0,31.25,0.0,17.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.11,0.0,168.79,0.0,712.8,0.0,834.35,0.0,765.4,0.0,459.85,0.0,1000.5,0.0,407.23
投资损失,-12.78,-10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.23,0.0,35.82,0.0,83.6,0.0,44.63,0.0,110.75,0.0,86.63,0.0,4.05,0.0,-205.0,0.0,-793.43,0.0,-203.66,0.0,-168.37,0.0,-352.45,0.0,-15037.95,0.0,-2738.4,0.0,-2975.49,0.0,53.22
递延所得税资产减少,-44.26,-2.79,-146.54,0.0,-5.93,-86.84,-149.03,0.0,34.66,0.0,-139.43,0.0,-52.1,0.0,-95.47,0.0,-75.45,0.0,-260.0,0.0,-68.95,0.0,-159.32,0.0,0.0,0.0,-409.49,0.0,0.0,0.0,-1596.79,0.0,0.0,0.0,-681.75,0.0,0.0,0.0,-1067.45,0.0,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.55,0.0,0.0,0.0,-35.89,0.0,-17.94,0.0,133.95,0.0,-40.59,0.0,-81.18,0.0,-40.59,0.0,1.1,0.0,-37.74
存货的减少,14.16,-26.54,-239.7,0.0,-264.24,-298.04,-1534.19,0.0,192.39,0.0,369.37,0.0,-2823.02,0.0,-866.22,0.0,-466.05,0.0,-312.5,0.0,-1530.86,0.0,-3149.07,0.0,-3549.6,0.0,-2687.67,0.0,-493.49,0.0,-8196.36,0.0,-385.46,0.0,816.27,0.0,-524.1,0.0,2395.29,0.0,-5116.48
经营性应收项目的减少,-161.7,-904.0,255.21,0.0,53.45,-1244.65,-873.75,0.0,-1146.61,0.0,-3574.98,0.0,-517.93,0.0,159.34,0.0,527.1,0.0,-2599.97,0.0,-6458.95,0.0,-7168.12,0.0,-6458.22,0.0,-8640.96,0.0,-11935.15,0.0,-21527.13,0.0,-15031.51,0.0,-20924.63,0.0,-10450.86,0.0,28441.03,0.0,-703.03
经营性应付项目的增加,266.7,-418.58,492.64,0.0,114.78,1166.73,2292.35,0.0,-858.97,0.0,5779.95,0.0,253.95,0.0,396.56,0.0,-3116.44,0.0,260.31,0.0,2049.85,0.0,9088.06,0.0,1689.49,0.0,4844.67,0.0,2882.55,0.0,30550.74,0.0,-2098.21,0.0,-2743.8,0.0,-7459.2,0.0,-41226.5,0.0,-1569.89
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20140.92,0.0,-1161.71,0.0,-6399.25,0.0,-2745.95,0.0,-10400.1,0.0,1598.66
经营活动产生现金流量净额,2006.95,978.13,3640.52,0.0,1357.99,1780.37,4078.32,0.0,-125.86,0.0,7519.5,0.0,-1898.1,0.0,3582.14,0.0,-1098.2,0.0,3130.27,0.0,-3459.7,0.0,7516.8,0.0,-1363.9,0.0,9170.1,0.0,-3539.96,0.0,20162.27,0.0,-8942.53,0.0,-6987.06,0.0,-14487.14,0.0,354.62,0.0,-10310.64
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,4461.79,6884.7,0.0,6228.22,0.0,5888.93,0.0,27168.89,0.0,32389.16,0.0,29436.92,0.0,32803.49,0.0,24483.33,0.0,26000.09,0.0,17925.18,0.0,34522.32,0.0,28481.02,0.0,32501.53,0.0,25695.05,0.0,31397.19,0.0,29943.28,0.0,29105.54,0.0,25990.93,0.0,25070.25,0.0,23762.63
现金的期初余额,0.0,4054.75,4461.79,0.0,6884.7,0.0,6884.7,0.0,5888.93,0.0,5888.93,0.0,32389.16,0.0,32389.16,0.0,32803.49,0.0,32803.49,0.0,0.0,0.0,26000.09,0.0,34522.32,0.0,34522.32,0.0,32501.53,0.0,32501.53,0.0,31397.19,0.0,31397.19,0.0,29105.54,0.0,29105.54,0.0,25070.25
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
