报表日期,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15700.0,34500.0,40178.0,19700.0,34200.0,75800.0,82300.0,33600.0,61600.0,81600.0,113600.0,21000.0,63017.86,101789.41,133539.41,6500.0
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.42,536.53,676.51,374.07,648.54,989.95,1097.53,385.06,634.28,836.87,1216.02,122.04,430.04,588.27,656.56,29.66
处置固定资产、无形资产和其他长期资产所收回的现金净额,3.25,32.76,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,4.6,16.6,21.6,0.0,0.2,172.91,173.09,0.0,0.0,3.8,9.02,5.0
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,265.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,3.25,32.76,6.8,0.0,0.0,0.0,0.0,0.0,16115.42,35301.53,41182.72,20074.07,34853.14,76806.55,83419.13,33985.06,62234.48,82609.78,114989.11,21122.04,63447.9,102381.48,134204.99,6834.66
购建固定资产、无形资产和其他长期资产所支付的现金,4476.88,4691.98,4306.23,1364.16,2583.04,3336.96,5148.64,615.9,1099.11,2453.88,3698.17,2373.02,3657.7,4607.05,6893.33,1830.21,2442.42,3562.57,7111.87,1203.5,2816.5,4640.26,7866.29,1659.66
投资所支付的现金,1238.0,175.0,0.0,0.0,0.0,0.0,0.0,30000.0,41000.0,65378.0,72878.0,7255.39,29555.39,76255.39,84737.51,31000.0,54516.34,72516.34,110115.97,22450.0,65469.05,107301.58,109758.63,6500.0
取得子公司及其他营业单位支付的现金净额,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48040.67,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,6314.88,4866.98,4306.23,1364.16,2583.04,3336.96,5413.64,30615.9,42099.11,67831.88,76576.17,9628.41,33213.09,80862.44,91630.85,32830.21,56958.76,76078.91,117227.84,23653.5,68285.55,111941.84,165665.59,8159.66
投资活动产生的现金流量净额,-6311.63,-4834.23,-4299.43,-1364.16,-2583.04,-3336.96,-5413.64,-30615.9,-25983.69,-32530.35,-35393.45,10445.66,1640.05,-4055.9,-8211.72,1154.85,5275.73,6530.87,-2238.73,-2531.46,-4837.65,-9560.35,-31460.6,-1325.0
吸收投资收到的现金,7560.0,245.0,0.0,0.0,0.0,0.0,0.0,34714.0,35752.0,35752.0,35752.0,0.0,0.0,200.0,600.0,0.0,480.0,480.0,650.0,400.0,1020.0,1355.0,1355.0,50.0
其中：子公司吸收少数股东投资收到的现金,0.0,-245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,600.0,0.0,0.0,0.0,650.0,400.0,1020.0,1355.0,1355.0,50.0
取得借款收到的现金,12500.0,0.0,4500.0,0.0,3000.0,3000.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0,5000.0,26000.0,0.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0
筹资活动现金流入小计,20060.0,245.0,4500.0,0.0,3000.0,3000.0,4500.0,34714.0,35752.0,35752.0,35752.0,0.0,0.0,200.0,600.0,0.0,480.0,480.0,650.0,400.0,4820.0,6355.0,27355.0,530.0
偿还债务支付的现金,5000.0,1775.0,5700.0,675.0,1350.0,5568.58,6525.0,4500.0,4500.0,4500.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2000.0
分配股利、利润或偿付利息所支付的现金,8289.94,1922.01,403.13,1149.9,1241.3,1244.87,1404.21,66.03,66.03,2302.29,3066.03,0.0,0.0,0.0,0.0,0.0,2460.93,3000.0,3000.0,0.0,2982.68,3045.2,3270.91,330.71
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,1142.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,562.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流出小计,14431.97,3697.01,6103.13,1824.9,2591.3,6813.45,7929.21,4566.03,5128.03,7364.29,8128.03,0.0,0.0,0.0,0.0,0.0,2460.93,3000.0,3000.0,0.0,2982.68,3045.2,3520.91,2330.71
筹资活动产生的现金流量净额,5628.03,-3452.01,-1603.13,-1824.9,408.7,-3813.45,-3429.21,30147.97,30623.97,28387.71,27623.97,0.0,0.0,200.0,600.0,0.0,-1980.93,-2520.0,-2350.0,400.0,1837.32,3309.8,23834.09,-1800.71
四、汇率变动对现金及现金等价物的影响,-83.16,31.69,-199.94,24.49,8.79,49.76,-14.06,16.88,11.63,278.87,299.12,15.59,171.92,190.39,417.35,-31.72,-120.36,-330.73,-529.25,-283.41,-80.16,114.76,85.44,-59.73
五、现金及现金等价物净增加额,3640.84,68.86,1182.81,-2076.54,2153.97,-945.48,1877.44,985.17,6178.91,-363.63,676.25,11562.58,4267.48,-312.61,1340.43,792.86,4962.94,6336.85,2316.4,-3737.25,-496.26,-3668.11,1447.82,-2098.39
加:期初现金及现金等价物余额,2355.71,5996.55,6065.41,7248.22,7248.22,7248.22,7248.22,9125.66,9125.66,9390.66,9125.66,9787.72,9801.9,9801.9,9801.9,11142.34,11142.34,11142.34,11142.34,13458.74,13458.74,13458.74,13458.74,14907.35
六、期末现金及现金等价物余额,5996.55,6065.41,7248.22,5171.68,9402.19,6302.74,9125.66,10110.83,15304.56,9027.02,9801.9,21350.3,14069.39,9489.29,11142.34,11935.2,16105.28,17479.19,13458.74,9721.49,12962.48,9790.63,14906.56,12808.96
净利润,0.0,5526.21,6350.19,0.0,0.0,0.0,6781.45,0.0,4309.51,0.0,9132.29,0.0,3513.53,0.0,7866.34,0.0,3829.3,0.0,6026.27,0.0,2134.2,0.0,5644.39,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,163.87,-46.62,0.0,0.0,0.0,119.1,0.0,-10.2,0.0,102.27,0.0,-4.34,0.0,95.04,0.0,11.84,0.0,136.32,0.0,84.07,0.0,94.99,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,947.42,1017.79,0.0,0.0,0.0,1335.0,0.0,767.18,0.0,1524.36,0.0,803.59,0.0,1640.34,0.0,897.26,0.0,1854.35,0.0,1054.3,0.0,2481.63,0.0
无形资产摊销,0.0,125.06,138.55,0.0,0.0,0.0,142.03,0.0,71.49,0.0,171.7,0.0,120.87,0.0,251.79,0.0,148.12,0.0,305.65,0.0,150.01,0.0,409.39,0.0
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.32,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,127.89,0.0,0.0,0.0,0.0,0.0
固定资产报废损失,0.0,2.95,15.89,0.0,0.0,0.0,2.64,0.0,7.51,0.0,17.33,0.0,0.3,0.0,26.23,0.0,1.79,0.0,18.7,0.0,98.04,0.0,146.74,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,68.84,0.0,-73.12,0.0,-68.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,242.54,376.55,0.0,0.0,0.0,423.08,0.0,40.31,0.0,-240.43,0.0,-171.92,0.0,-417.35,0.0,120.36,0.0,594.5,0.0,20.11,0.0,224.54,0.0
投资损失,0.0,0.0,0.0,0.0,0.0,0.0,-58.6,0.0,-391.43,0.0,-1059.97,0.0,-531.93,0.0,-1029.48,0.0,-514.59,0.0,-742.86,0.0,-273.46,0.0,-270.46,0.0
递延所得税资产减少,0.0,-106.17,-68.84,0.0,0.0,0.0,-195.26,0.0,320.16,0.0,305.64,0.0,143.06,0.0,148.55,0.0,-2.11,0.0,-25.18,0.0,-13.1,0.0,-105.28,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,69.83,0.0,-4.55,0.0,1.53,0.0,-4.74,0.0,-10.91,0.0,-5.39,0.0,-18.42,0.0
存货的减少,0.0,-696.82,-1309.23,0.0,0.0,0.0,794.0,0.0,-1447.58,0.0,-369.67,0.0,-1452.41,0.0,-1559.49,0.0,-957.05,0.0,-179.7,0.0,-463.17,0.0,-2021.31,0.0
经营性应收项目的减少,0.0,1047.88,-952.51,0.0,0.0,0.0,-717.2,0.0,-1092.87,0.0,-653.79,0.0,1597.42,0.0,1372.6,0.0,-1922.64,0.0,-1256.96,0.0,-859.44,0.0,-2070.89,0.0
经营性应付项目的增加,0.0,1070.47,1763.55,0.0,0.0,0.0,2039.24,0.0,-974.61,0.0,-784.1,0.0,-1558.11,0.0,138.7,0.0,181.17,0.0,586.3,0.0,658.07,0.0,4404.25,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,0.0,8323.41,7285.31,0.0,0.0,0.0,10734.35,0.0,1526.99,0.0,8146.61,0.0,2455.52,0.0,8534.8,0.0,1788.51,0.0,7434.38,0.0,2584.23,0.0,8988.89,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,6065.41,7248.22,0.0,0.0,0.0,9125.66,0.0,15304.56,0.0,9801.9,0.0,14069.39,0.0,11142.34,0.0,16105.28,0.0,13458.74,0.0,12962.48,0.0,14906.56,0.0
现金的期初余额,0.0,5996.55,6065.41,0.0,0.0,0.0,7248.22,0.0,9125.66,0.0,9125.66,0.0,9801.9,0.0,9801.9,0.0,11142.34,0.0,11142.34,0.0,13458.74,0.0,13458.74,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,68.86,1182.81,0.0,0.0,0.0,1877.44,0.0,6178.91,0.0,676.25,0.0,4267.48,0.0,1340.43,0.0,4962.94,0.0,2316.4,0.0,-496.26,0.0,1447.82,0.0
