报表日期,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
收回投资所收到的现金,0.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,75.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得投资收益所收到的现金,0.0,0.0,50.73,50.81,0.0,210.6,274.96,274.96,0.0,273.78,273.78,332.84,0.0,23.05,96.17,96.17,0.0,91.26,91.26,111.51,0.0,91.26,91.26,104.15,0.0,82.13,82.13,82.13,15022.53,15104.66,15142.51,15142.51,0.0,109.51,109.51,150.59,0.0,54.76,75.15
处置固定资产、无形资产和其他长期资产所收回的现金净额,49.87,384.29,557.82,1079.21,14.42,166.05,212.2,633.18,69.98,849.99,1040.14,1336.42,172.08,280.82,485.17,677.26,155.38,930.0,1166.6,1492.2,106.05,596.11,1010.03,1583.81,187.74,517.06,1098.89,1829.11,132.62,949.22,1668.11,2267.41,632.58,869.09,1496.08,2498.07,525.21,783.25,985.12
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,196.53,460.19,516.09,1033.54,204.85,392.51,347.11,887.15,165.22,432.43,646.13,1990.08,132.27,8836.32,31853.78,90871.62,464.22,30082.39,81271.75,126123.25,11720.71,35520.43,36611.22,38468.92,5.18,2000.0,0.0,5166.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,246.4,844.47,1124.64,2600.56,219.26,769.16,834.27,1795.29,235.19,1556.2,1960.05,3659.33,304.35,9140.19,32435.11,91645.04,619.6,31103.65,82529.61,127726.96,11826.75,36207.8,37714.27,40232.56,192.92,2599.19,1181.03,7077.86,15155.15,16053.88,16810.62,17409.92,632.58,978.61,1605.59,2648.66,525.21,838.0,1060.27
购建固定资产、无形资产和其他长期资产所支付的现金,628.35,5417.62,6395.45,9165.32,1933.0,4132.98,8982.93,13562.94,214.49,2573.01,3419.25,6104.0,1257.06,3352.6,20667.62,23292.11,2039.42,2504.35,4425.85,13092.85,8697.31,10727.06,15898.78,9540.74,14450.88,18390.56,30045.83,34971.2,312.66,3690.17,6938.74,14355.08,622.86,5275.33,7929.76,15860.56,1686.13,6274.81,10062.19
投资所支付的现金,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,305.98,7212.06,0.0,0.0,0.0,0.0,0.0,0.0,3566.81,600.0,0.0,53.29,1363.29,400.0,0.0,0.0,0.0,0.0,2348.97,2348.97,2348.97,2348.97,0.0,0.0,0.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,90.0,90.0,83090.0,1000.0,13000.0,86876.11,93000.0,500.0,24000.0,24000.0,24001.08,0.0,0.0,0.0,0.0,8638.41,7714.66,7714.66,7714.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,628.35,5417.62,6395.45,9165.32,1933.0,24132.98,28982.93,33562.94,214.49,2573.01,3419.25,76104.0,1257.06,3442.6,21063.6,113954.38,3039.42,15504.35,91301.95,106092.85,9197.31,34727.06,43465.59,34141.82,14450.88,18443.85,31409.12,35371.2,8951.06,11404.83,14653.4,22069.74,2971.83,7624.31,10278.74,18209.53,1686.13,6274.81,10062.19
投资活动产生的现金流量净额,-381.95,-4573.15,-5270.8,-6564.77,-1713.74,-23363.82,-28148.67,-31767.65,20.7,-1016.82,-1459.21,-72444.67,-952.72,5697.59,11371.52,-22309.33,-2419.82,15599.3,-8772.34,21634.11,2629.44,1480.74,-5751.31,6090.74,-14257.96,-15844.66,-30228.09,-28293.35,6204.09,4649.05,2157.21,-4659.82,-2339.25,-6645.7,-8673.14,-15560.87,-1160.92,-5436.81,-9001.92
吸收投资收到的现金,0.0,0.0,0.0,0.0,0.0,2450.0,2450.0,2450.0,0.0,550.0,795.0,917.5,0.0,3000.0,3450.0,4490.0,0.0,548.46,550.0,538.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,2450.0,2450.0,2450.0,0.0,550.0,795.0,917.5,0.0,3000.0,3450.0,4490.0,0.0,548.46,550.0,538.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,550.0,650.0,950.0,1050.0,290.0,290.0,290.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0,0.0,33826.0,47326.0,44711.55,20728.02,27196.43,59099.21,67021.33,7146.48,37763.8,54264.55,52979.72,13173.37,26189.5,37709.5,48018.03,12804.08,35668.16,57376.02
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69300.0,69300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.56,514.6,100.0,810.24,300.0,0.0,0.0,100.0,810.0,125.0,340.0,1990.0,4116.54,1800.0,1900.0,1900.0,20187.34,3516.08,16780.0,16780.0,21780.0,0.0,0.0,855.0,16705.0,0.0,524.25,754.25,3343.73,450.0,500.0,685.0
筹资活动现金流入小计,550.0,650.0,950.0,1050.0,290.0,2740.0,2740.0,2980.56,514.6,650.0,70905.24,70517.5,0.0,3000.0,3550.0,5300.0,125.0,2888.46,4540.0,6655.19,1800.0,35726.0,49226.0,64898.88,24244.11,43976.43,75879.21,89171.33,7146.48,37763.8,56119.55,70684.72,13173.37,26713.75,38463.75,51361.76,13254.08,36168.16,58061.02
偿还债务支付的现金,0.0,550.0,650.0,950.0,100.0,390.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2000.0,71400.0,79602.82,5373.13,38850.17,45005.88,68984.09,4160.64,37757.13,73509.38,71956.5,12000.34,25780.43,39369.65,48569.57,10339.53,23949.86,39319.2
分配股利、利润或偿付利息所支付的现金,49.48,5524.11,11584.6,12465.19,51.93,912.06,12178.63,12487.46,537.0,11999.57,12112.54,12667.0,98.42,3757.57,11042.47,11497.01,399.01,378.58,8652.5,12145.72,0.19,1056.6,13153.85,12287.56,724.06,1244.89,11181.11,15774.12,4276.54,6562.95,11444.53,8139.36,3655.98,5354.55,9792.98,10910.71,4357.69,2722.59,9662.34
其中：子公司支付给少数股东的股利、利润,0.0,734.0,734.0,1000.15,0.0,402.46,532.4,726.79,378.69,403.89,288.28,752.2,0.0,301.52,301.52,740.44,373.42,373.42,694.11,4157.58,0.0,348.33,0.0,348.33,0.0,0.0,641.54,930.13,0.0,0.0,212.65,212.65,0.0,0.0,0.0,1071.76,0.0,62.0,106.31
支付其他与筹资活动有关的现金,89.61,216.84,332.45,716.65,104.54,255.87,376.92,1532.77,173.28,469.75,977.72,898.42,366.24,574.84,1347.87,1647.99,415.46,1556.43,2545.66,4372.02,401.0,3092.57,5864.67,24744.68,14534.36,23641.86,32275.63,37046.23,11651.57,16610.37,19039.66,35842.74,6857.74,12122.55,19667.05,25518.63,11163.47,13170.62,20902.12
筹资活动现金流出小计,139.09,6290.95,12567.05,14131.83,256.46,1557.93,12945.54,14410.22,710.28,12469.32,13090.26,13565.42,464.65,4332.42,12390.34,13145.0,914.48,1935.01,11198.16,16517.74,401.18,6149.17,90418.52,116635.07,20631.56,63736.91,88462.62,121804.45,20088.74,60930.46,103993.58,115938.59,22514.06,43257.53,68829.69,84998.91,25860.69,39843.08,69883.66
筹资活动产生的现金流量净额,410.91,-5640.95,-11617.05,-13081.83,33.54,1182.07,-10205.54,-11429.66,-195.68,-11819.32,57814.97,56952.08,-464.65,-1332.42,-8840.34,-7845.0,-789.48,953.46,-6658.16,-9862.55,1398.82,29576.83,-41192.52,-51736.18,3612.55,-19760.48,-12583.42,-32633.12,-12942.26,-23166.66,-47874.02,-45253.88,-9340.69,-16543.77,-30365.93,-33637.15,-12606.61,-3674.92,-11822.65
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
五、现金及现金等价物净增加额,-1685.5,33.77,-6917.26,-1722.88,8346.08,2742.63,-13836.64,-6253.69,6418.06,5313.54,82710.15,11975.85,2357.47,14615.44,19243.78,-8728.28,396.1,22890.15,-10914.2,30879.72,-4302.65,36697.89,-27048.38,-15347.46,-7946.01,-23225.19,-15285.25,-10422.7,-10720.79,-12818.2,-21670.33,-9594.39,-14670.47,-10216.06,-10577.74,28.53,-13681.32,-4363.79,2910.56
加:期初现金及现金等价物余额,97043.14,86741.39,86741.39,86741.39,85018.51,85018.51,85018.51,85018.51,78764.82,78764.82,78764.82,78764.82,90740.68,90740.68,90740.68,90740.68,82012.4,82012.4,82012.4,82012.4,112892.11,112892.11,112892.11,112892.11,97786.84,97544.65,97544.65,97544.65,87121.95,87121.95,78483.55,87121.95,77527.56,77527.56,77527.56,77527.56,77556.09,77556.09,77556.09
六、期末现金及现金等价物余额,95357.64,86775.16,79824.13,85018.51,93364.6,87761.14,71181.88,78764.82,85182.88,84078.36,161474.97,90740.68,93098.15,105356.12,109984.46,82012.4,82408.5,104902.55,71098.19,112892.11,108589.46,149590.01,85843.73,97544.65,89840.84,74319.45,82259.39,87121.95,76401.16,74303.75,56813.22,77527.56,62857.1,67311.51,66949.82,77556.09,63874.77,73192.3,80466.66
净利润,0.0,8417.16,0.0,18152.7,0.0,9476.8,0.0,19999.67,0.0,9740.6,0.0,16492.32,0.0,5376.53,0.0,12546.26,0.0,4701.74,0.0,11813.31,0.0,5534.74,0.0,13075.71,0.0,5333.35,0.0,10365.09,0.0,-1249.14,0.0,7219.24,0.0,6780.14,0.0,18932.71,0.0,482.9,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,285.33,0.0,95.53,0.0,211.63,0.0,117.06,0.0,398.87,0.0,285.63,0.0,392.71,0.0,105.39,0.0,131.89,0.0,1756.35,0.0,-275.16,0.0,99.13,0.0,0.56,0.0,2394.11,0.0,0.0,0.0,514.79,0.0,0.0,0.0,138.76,0.0,0.0,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,2621.68,0.0,5456.99,0.0,2978.32,0.0,5979.5,0.0,3220.21,0.0,6299.06,0.0,3239.6,0.0,6549.52,0.0,3626.85,0.0,7800.42,0.0,5876.0,0.0,11995.28,0.0,6993.36,0.0,14227.73,0.0,6384.12,0.0,13201.52,0.0,9749.72,0.0,15603.15,0.0,7979.45,0.0
无形资产摊销,0.0,3278.7,0.0,6557.71,0.0,3279.82,0.0,6559.53,0.0,3283.72,0.0,6573.08,0.0,3290.25,0.0,6633.16,0.0,3368.95,0.0,6747.08,0.0,2992.78,0.0,6096.04,0.0,2994.5,0.0,6258.92,0.0,3150.89,0.0,6566.69,0.0,3139.09,0.0,6624.47,0.0,3506.04,0.0
长期待摊费用摊销,0.0,363.91,0.0,723.24,0.0,361.22,0.0,666.52,0.0,416.44,0.0,804.69,0.0,486.65,0.0,1152.93,0.0,591.16,0.0,1139.33,0.0,522.76,0.0,1331.08,0.0,706.94,0.0,3187.8,0.0,1031.8,0.0,2147.53,0.0,894.68,0.0,1832.06,0.0,1091.68,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,-140.94,0.0,-90.69,0.0,12.03,0.0,5.26,0.0,-59.75,0.0,-229.39,0.0,-116.8,0.0,-145.7,0.0,-188.93,0.0,-287.53,0.0,-242.23,0.0,-332.91,0.0,-171.03,0.0,219.98,0.0,-205.37,0.0,101.88,0.0,-176.17,0.0,-398.5,0.0,-156.65,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.97,0.0,18.75,0.0,304.51,0.0,2.98,0.0,42.21,0.0,1.42,0.0,4.82,0.0,1.39,0.0,-20.59,0.0,4.28,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,785.64,0.0,1555.81,0.0,861.64,0.0,1424.88,0.0,470.91,0.0,1988.62,0.0,1250.42,0.0,4072.74,0.0,1838.02,0.0,3660.07,0.0,4831.26,0.0,9800.99,0.0,3982.06,0.0,9642.63,0.0,4134.64,0.0,8202.1,0.0,3868.61,0.0,8392.8,0.0,4004.43,0.0
投资损失,0.0,0.08,0.0,-245.79,0.0,-185.38,0.0,-198.33,0.0,-273.78,0.0,2179.62,0.0,-526.67,0.0,-1185.75,0.0,-799.6,0.0,-161.53,0.0,-550.13,0.0,1002.1,0.0,-82.13,0.0,2015.11,0.0,-104.66,0.0,1168.61,0.0,-109.51,0.0,307.43,0.0,-54.76,0.0
递延所得税资产减少,0.0,0.0,0.0,24.67,0.0,2.37,0.0,-34.49,0.0,-44.72,0.0,42.86,0.0,-0.08,0.0,16.72,0.0,0.0,0.0,-447.43,0.0,-306.68,0.0,48.54,0.0,0.0,0.0,-611.46,0.0,120.12,0.0,-1030.57,0.0,72.93,0.0,527.51,0.0,0.0,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货的减少,0.0,-2718.32,0.0,-5240.28,0.0,-1603.75,0.0,114.64,0.0,5583.97,0.0,-720.76,0.0,2377.18,0.0,66.12,0.0,-8573.41,0.0,-11108.7,0.0,-12413.81,0.0,-11303.08,0.0,9972.43,0.0,3289.47,0.0,5221.08,0.0,5505.99,0.0,3650.6,0.0,13001.88,0.0,-8215.44,0.0
经营性应收项目的减少,0.0,-1474.36,0.0,2563.93,0.0,-3537.33,0.0,-684.21,0.0,-2279.16,0.0,337.27,0.0,-9268.1,0.0,-5083.53,0.0,-4538.46,0.0,-3534.0,0.0,94.63,0.0,-4496.67,0.0,-15867.97,0.0,-4662.83,0.0,-10619.29,0.0,13167.37,0.0,-11198.97,0.0,-950.46,0.0,-1293.82,0.0
经营性应付项目的增加,0.0,-2314.36,0.0,-4223.25,0.0,11206.87,0.0,2993.59,0.0,-6539.97,0.0,-6584.55,0.0,2964.79,0.0,-3312.04,0.0,-4330.59,0.0,1655.8,0.0,-3255.07,0.0,2677.25,0.0,-1485.11,0.0,3177.83,0.0,-2433.24,0.0,-18042.46,0.0,-3834.8,0.0,-19538.63,0.0,-5706.11,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,1143.35,0.0,-7406.84,0.0,1860.13,0.0,0.0,0.0,4232.33,0.0,0.0,0.0,783.79,0.0,10.24,0.0,10509.77,0.0,0.0,0.0,2812.47,0.0,0.0,0.0,0.0,0.0,957.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,0.0,10247.87,0.0,17923.73,0.0,24924.38,0.0,36943.63,0.0,18149.68,0.0,27468.45,0.0,10250.27,0.0,21426.05,0.0,6337.39,0.0,19108.15,0.0,5640.32,0.0,30297.98,0.0,12379.95,0.0,50503.77,0.0,5699.41,0.0,40319.31,0.0,12973.42,0.0,49226.56,0.0,4747.93,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22169.74,0.0,13088.79,0.0,38569.25,0.0,62424.12,0.0,21770.98,0.0,6594.15,0.0,15268.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,86775.16,0.0,85018.51,0.0,87761.14,0.0,78764.82,0.0,84078.36,0.0,90740.68,0.0,105356.12,0.0,82012.4,0.0,104902.55,0.0,112892.11,0.0,149590.01,0.0,97544.65,0.0,74319.45,0.0,87121.95,0.0,74303.75,0.0,77527.56,0.0,67311.51,0.0,77556.09,0.0,73192.3,0.0
现金的期初余额,0.0,86741.39,0.0,86741.39,0.0,85018.51,0.0,85018.51,0.0,78764.82,0.0,78764.82,0.0,90740.68,0.0,90740.68,0.0,82012.4,0.0,82012.4,0.0,112892.11,0.0,112892.11,0.0,97544.65,0.0,97544.65,0.0,87121.95,0.0,87121.95,0.0,77527.56,0.0,77527.56,0.0,77556.09,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,33.77,0.0,-1722.88,0.0,2742.63,0.0,-6253.69,0.0,5313.54,0.0,11975.85,0.0,14615.44,0.0,-8728.28,0.0,22890.15,0.0,30879.72,0.0,36697.89,0.0,-15347.46,0.0,-23225.19,0.0,-10422.7,0.0,-12818.2,0.0,-9594.39,0.0,-10216.06,0.0,28.53,0.0,-4363.79,0.0
