报表日期,2007-12-31,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.48,637.5,637.5,0.0,0.0
其他应收款,1892.05,838.34,252.25,690.45,1119.11,1795.97,2146.44,2965.59,3462.92,3135.32,3380.17,3483.92,2412.17,2841.35,2927.21,3224.63,3241.61,6566.62,5388.91,6022.58,6204.49,8722.45,7022.79,8452.79,10071.11,11662.76,8665.18,10231.18,13812.23,14222.37,12425.38,22404.59,15164.36,14664.81,14208.88,0.0,14969.13,0.0,14636.43,0.0,15231.77
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,0.0,0.08,230.77,35.94,36.0,31.62,851.04,329.07,1830.18,2714.95,2615.08,3705.76,3089.06,1561.69,685.94,1875.22,1166.76,2953.48,2825.98,5284.15,5487.92,6085.05,4162.5,5627.09,6792.08,6320.48,9182.58,10828.61,12251.37,12379.76,10039.94,11728.22,14746.78,15297.76,15787.33,17523.11,17687.08,16659.77,17512.06,19371.43,16436.82
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.66,486.57,492.6,498.68,504.89,544.53,517.56,537.43,530.6,537.25,544.03,550.89,558.24,558.24,283.31,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61,0.0,0.0,14.5,9.96,54.25,60.13,80.41,71.48,13.06,5.17,216.32,83.66,1866.86,1497.5,1032.39,2279.01,3898.45,2346.38,2223.64,3199.95,3146.89,2885.23,4725.06,5348.41,4721.69
流动资产合计,5584.58,7090.38,9049.52,11279.53,13419.82,48640.2,50351.59,49144.01,51325.28,54678.9,58578.79,56716.32,57175.0,59012.65,67883.01,66675.13,69290.1,73427.51,83531.69,67225.94,68922.96,81013.59,91390.64,154031.48,135921.01,129395.19,152297.79,156581.98,150388.3,156054.09,171015.22,159426.16,168116.56,179960.16,206682.46,191825.14,206297.69,224633.04,260595.37,242618.31,257258.18
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,500.0,500.0,500.0,3423.0,5665.0,7465.0,7465.0,11566.32,14266.32,14266.32,14266.32,15516.32,16278.32,17445.95,18695.95,18695.95,18695.95,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2531.43,2563.7,2305.7,2333.2,1593.36,1328.61,1344.66,1076.58,1088.47,791.05,826.48,551.71,557.87,279.56,282.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,341.09,2350.57,4038.44,54285.04,55856.17,50883.95,50548.2,51300.09,52413.21,54411.18,53891.68,53338.93,52060.96,54104.8,55562.56,54410.79,54059.16,58856.57,57733.21,56762.98
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6655.68,6619.01,6582.33,6545.65,8985.06,6543.08,8892.41,8846.09,8799.76,8753.44,8656.51
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43377.7,0.0,45350.83,0.0,13820.82,0.0,9677.33,9699.31,9749.47,9733.2,55.49,56.63,56.63,25.17,0.0,0.0,0.0
在建工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11909.59,11909.59,11968.99,19958.24,39857.09,43377.7,48669.29,45350.83,13309.81,13820.82,13820.3,9677.33,9699.31,9749.47,9733.2,55.49,0.0,56.63,0.0,0.0,0.0,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2066.55,0.0,6563.64,0.0,38829.27,0.0,37130.88,36857.51,36705.82,36688.23,43537.04,45463.52,42884.71,43121.78,42979.59,42610.81,42252.52
固定资产净额,45.37,170.02,170.93,346.11,364.32,362.54,1441.47,1427.86,1753.88,1724.41,2358.99,3184.04,3048.92,3051.13,3026.65,2865.88,2827.32,2794.47,2653.18,2712.99,2679.76,2566.31,2392.86,2241.9,2066.55,1950.08,6563.64,39636.82,38829.27,38529.87,37130.88,36857.51,36705.82,36688.23,43537.04,0.0,42884.71,0.0,42979.59,0.0,42252.52
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,0.0,1.44,26.28,24.29,31.59,32.92,39.3,38.25,121.98,211.77,216.28,210.38,204.47,203.93,197.99,193.13,190.36,219.34,1116.67,3457.35,3384.3,3474.67,3517.84,3458.72,3403.33,3282.37,2862.26,2754.34,10144.71,9841.87,9535.4,9230.86,9919.99,9600.97,11691.79,11302.54,35012.95,39318.76,38185.69,37066.29,36030.0
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.44,519.34,845.76,1346.12,1712.32,2192.76,2655.71,2297.46,595.1,1397.9,2271.83,3138.77,4055.97,3846.63,4581.57,7265.34,9484.52,5671.31,9311.0,12700.53,16203.83,19926.24,23204.28,24797.68,28060.88,7303.85,6854.55,12880.47,18616.78,24761.27
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26383.87,27540.42,29514.31,32371.94,37921.36,37829.62,37829.62,44488.99,44699.91,48759.58,48759.58,47489.59,47489.59,47489.71,47489.71,47489.71,47489.71,47489.71,47489.71,47489.59,47489.59,47489.59,47489.59,47489.59
长期待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.67,425.33,406.0,402.5,491.41,495.5,416.41,322.86,265.58,198.15,225.02,329.23,291.48,253.32,258.14,160.84,155.12,236.18,117.41,127.79,243.55,330.89,299.37,307.79,383.52,441.61,454.64
递延所得税资产,62.96,98.55,78.99,129.77,154.71,159.08,290.32,316.48,476.33,670.57,612.17,614.63,602.65,672.12,732.72,636.91,759.3,991.22,1140.09,1311.07,1501.53,2437.45,3033.03,2540.62,1476.52,1599.81,5041.26,5023.26,4454.49,4939.51,5623.01,6239.62,6847.28,7804.83,7448.28,8628.73,9685.67,10730.55,10046.17,11060.34,12168.69
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.08,0.0,2350.0,2880.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.2,2564.43,138.23
非流动资产合计,108.33,270.01,276.2,500.17,550.62,554.55,1771.08,2432.58,2852.61,3107.16,3687.45,4596.5,4875.39,5272.94,6248.14,6333.57,6875.75,33947.11,38270.67,53059.61,56842.2,67060.76,82094.87,105894.56,161979.46,173611.33,182373.13,184827.22,187061.21,192574.21,200215.04,204193.21,209655.57,211951.57,217049.35,230854.37,235151.8,241119.28,251294.94,257849.5,260227.86
资产总计,5692.91,7360.39,9325.72,11779.7,13970.44,49194.74,52122.67,51576.59,54177.89,57786.06,62266.23,61312.82,62050.39,64285.59,74131.16,73008.69,76165.84,107374.61,121802.36,120285.55,125765.16,148074.35,173485.5,259926.03,297900.47,303006.52,334670.92,341409.21,337449.51,348628.3,371230.26,363619.37,377772.13,391911.73,423731.81,422679.51,441449.49,465752.31,511890.31,500467.81,517486.04
短期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,300.0,101.0,1.0,15001.0,15001.0,22001.0,27000.0,24000.0,24000.0,13000.0,13000.0,25000.0,19000.0,16000.0,26500.0,17500.0,15113.5,13113.5,21400.0,25400.0,22427.11,19818.48,33225.39
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.37,3632.57,0.0,0.0,8334.89,0.0,0.0,0.0,0.0,0.0,0.0,9546.05,0.0,16826.81,0.0,13124.89,0.0,20676.49,14741.75,18374.28,16655.65,19699.9,16561.2,18164.2,19411.15,28766.84,23017.1,23903.1
应付票据,0.0,743.87,0.0,79.0,0.0,0.0,532.22,532.22,0.0,0.0,0.0,0.0,0.0,0.0,322.21,184.12,0.0,0.0,0.0,0.0,0.0,13.02,842.07,791.99,31.32,118.0,360.85,0.0,0.0,91.4,145.5,227.9,205.0,0.0,224.44,0.0,0.0,0.0,92.0,92.0,0.0
应付账款,1068.84,369.71,480.48,269.54,949.17,979.33,986.95,53.37,1235.98,1718.96,2676.93,2190.64,1865.88,1763.37,3310.36,3498.08,2913.35,8334.89,8181.25,7164.28,8336.5,10161.96,10939.71,8766.22,9514.73,13462.05,16465.97,14591.87,13124.89,17634.41,20530.99,14513.85,18169.28,0.0,19475.46,0.0,18164.2,19411.15,28674.84,22925.1,23903.1
预收款项,264.36,538.57,560.38,1073.19,975.75,1330.88,1429.85,1906.76,2406.55,2763.76,4260.88,4711.4,4187.39,2778.68,3440.88,3194.84,4232.78,3792.0,5563.18,5326.27,3916.68,3867.01,6382.64,6254.56,5969.44,6555.86,7714.79,6907.21,7408.62,7730.49,9630.87,8978.15,10592.09,12714.71,20492.96,19107.35,15471.05,16706.93,17650.27,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,0.0,42.46,68.42,171.11,94.92,57.54,441.72,50.46,110.15,142.04,723.39,72.48,204.47,211.59,1615.09,583.92,842.95,228.02,1459.74,375.85,280.3,287.98,1886.87,484.01,663.84,558.44,3938.77,1384.65,617.43,851.19,4465.55,1041.82,1193.68,1406.06,6698.71,1580.03,1771.19,1783.14,7041.28,2151.25,2284.46
应交税费,241.61,154.66,53.3,385.21,472.02,513.96,187.6,-75.46,361.94,766.35,-588.24,-1309.05,-1065.37,-110.59,329.71,-557.73,464.16,2404.35,3980.82,3599.34,4106.74,6120.83,13907.79,13768.66,7206.75,8740.78,14083.74,15876.35,14792.74,8116.05,12544.89,9768.62,8953.78,9878.54,9852.04,8329.24,8424.72,11432.01,13342.69,12726.55,11452.44
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.23,1376.23,0.0,0.0,6394.25,0.0,0.0,0.0,0.0,0.0,0.0,8704.08,0.0,9884.54,0.0,24655.8,0.0,23804.75,16616.58,13891.33,14376.5,14544.06,8612.73,12616.42,17814.68,21244.25,20455.64,18083.38
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,18.97,46.53,75.62,102.3,23.93,32.03,21.61,14.62,11.99,27.65,28.48,25.31,0.0,19.96,39.15,23.67,98.48,0.0,0.0,0.0
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3245.8,0.0,0.0,0.0,0.0
其他应付款,874.89,129.1,30.02,134.69,102.49,141.16,538.56,446.84,69.63,219.06,978.83,638.77,580.08,1002.23,1376.23,959.54,1689.16,6394.25,8206.63,6884.9,7303.16,7622.46,6814.59,6061.15,8601.78,7725.72,9852.5,10592.7,24641.18,20551.92,23777.1,16588.1,13866.02,14376.5,14524.1,0.0,9346.94,0.0,21244.25,0.0,18083.38
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.0,4700.0,5450.0,1700.0,5440.0,5440.0,6445.0,6445.0,6445.0,6445.0,8268.0,6523.0,5523.0,4888.88,1824.0,1824.0,1824.0,1824.0,1971.0,147.0,147.0,147.0,126.0
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
流动负债合计,2449.71,1978.36,1192.6,2112.74,2594.36,3022.87,4116.9,2914.19,4184.24,5610.18,8051.79,6304.25,5772.45,5645.28,10394.47,7862.78,10142.39,21353.51,32391.62,28156.15,29394.39,44793.23,61261.2,63643.21,65535.16,67629.77,82893.65,68819.39,81867.49,86510.43,95645.55,72035.8,81329.16,74355.46,88225.18,69128.05,79818.58,92694.9,110619.44,94204.12,104365.72
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.33,0.0,3647.0,0.0,1824.0,0.0,1824.0,1824.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14100.0,9400.0,9400.0,11140.0,11890.0,6450.0,6450.0,1833.33,5480.33,3647.0,3647.0,1824.0,1824.0,1824.0,1824.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,52.13,100.3,142.82,114.73,85.81,183.94,206.79,279.53,326.41,244.71,244.07,267.14,305.9,374.54,344.86,380.6,622.66,625.6,733.43,826.26,981.94,849.45,876.07,935.74,956.13,924.65,816.69,906.14,792.93,1272.79,1377.0,1367.97,1499.84,1584.04,1608.07,1825.45,2094.53,1913.24,1973.83,2019.57
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.62,3957.2,6130.58,6130.58,6130.58,6130.58,6130.58,6130.58,6130.58,6130.58,6130.58,6130.58,6130.58,6130.58,7784.81,7786.25,7788.0
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,157.25,100.5,157.51,0.0,112.5,176.25,401.19,329.94,228.69,182.44,458.69,428.69,398.69,368.69,338.69,26.19,333.48,388.17,637.35,545.35,479.54
