报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
收回投资所收到的现金,6420.01,17258.75,39316.07,39835.04,2751.87,6580.78,6628.92,12156.58,566.74,4588.82,10559.18,14365.91,8125.22,14129.01,26870.19,36057.35,6351.06,23053.33,24636.62,25762.8,1564.27,4598.95,17108.5,32090.15,44227.3,125263.96,396815.83,737669.9,562384.04,674301.75,1087214.86,1338049.19,71762.97,227509.34,348918.12,484019.59,20773.14,35311.43,172310.93,191775.58,1426.78,4313.27,7385.53,48842.36,94421.67,121761.17,130451.18,135883.22,79258.83,79309.81,96864.31,98904.48,711.14,1976.51,25924.11,29929.81,1271.33,3075.4,4203.53,5872.21,1274.4,2313.96,3691.73
取得投资收益所收到的现金,50.97,8832.52,11698.72,195.5,0.0,4275.58,4275.58,5341.65,0.0,9029.23,9138.5,9038.53,0.0,0.0,5698.26,5839.91,0.0,13342.11,13487.1,14537.19,1.04,40630.26,63109.48,62423.66,71.28,242.66,42678.31,41820.8,13.18,14765.94,14773.69,88465.57,12002.28,12047.39,30916.31,30628.52,11688.11,33351.71,55518.3,55386.6,25.6,1078.55,43454.64,45409.12,483.67,2318.24,16496.11,17286.47,0.0,1293.75,64371.04,64630.55,129.48,129.48,72973.59,72973.59,0.0,39610.81,49343.31,50040.68,28000.0,73459.39,73459.39
处置固定资产、无形资产和其他长期资产所收回的现金净额,566.15,661.17,717.12,1632.13,69.7,155.15,319.37,1171.33,171.33,285.06,596.07,3030.75,540.64,721.2,4095.69,6016.48,169.88,1493.09,2925.2,12095.63,709.02,1143.87,1735.63,10778.27,948.42,3421.8,4565.07,15949.11,810.63,3086.74,4231.61,16106.62,1198.56,9156.82,11086.9,19628.64,2992.57,8147.58,12224.49,28049.41,2324.35,5579.79,8162.35,36746.41,3329.87,12557.77,15211.26,30433.18,3428.35,4829.59,5115.29,52508.13,6957.63,37239.16,41036.54,83978.21,3842.17,10864.43,18183.91,67413.85,6205.99,12555.51,17477.2
处置子公司及其他营业单位收到的现金净额,0.0,2586.69,2686.54,2642.65,0.0,0.0,0.0,695.3,3.09,3.09,3.09,1697.09,0.0,0.0,0.0,11.39,0.0,0.0,19675.32,8018.5,0.0,0.0,0.0,112.44,0.0,0.0,55.0,5114.79,0.0,0.0,0.0,0.0,0.0,567.0,733.67,3740.08,0.0,0.0,1988.77,0.0,0.0,441.9,561.82,1480.98,663.09,663.09,11052.14,14474.71,0.0,2543.09,2543.09,2543.09,0.0,46.48,46.48,46.48,0.0,568.05,568.05,568.05,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.4,221.4,211.39,0.0,0.0,0.0,388.23,0.0,0.0,1073.37,526.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.08,1181.08,1483.11,485.91,0.0,0.0,739.24,206.35,456.08,603.38,745.18,173.94,331.56,1612.91,12224.76,963.62,1098.37,2038.26,7614.99,5550.16,10856.3,18214.93
投资活动现金流入小计,7037.13,29339.13,54418.45,44305.32,2821.57,11011.51,11223.87,19364.86,741.16,13906.2,20296.84,28132.29,8665.86,14971.61,36885.54,48136.51,6520.94,37888.53,60724.25,60802.33,2274.33,46373.07,83026.98,105931.08,45247.01,128928.42,444114.21,800554.59,563207.85,692154.43,1106220.16,1442621.39,84963.81,249280.55,391655.0,538016.82,35453.83,76810.72,242042.5,275211.59,3776.74,12594.58,60745.41,133961.97,99384.22,137300.28,173210.69,198816.81,82893.53,88432.32,169497.12,219331.43,7972.18,39723.18,141593.62,199152.85,6077.11,55217.05,74337.06,131509.79,41030.55,99185.16,112843.25
购建固定资产、无形资产和其他长期资产所支付的现金,8135.02,15342.85,23843.47,31248.48,3701.89,11716.0,18732.69,27074.07,3640.72,9303.97,12852.44,20171.02,3931.92,9563.54,13101.41,33382.1,7000.2,16096.45,24704.91,171651.4,15565.49,64473.27,85598.91,203824.29,30023.24,65906.06,95806.43,235360.84,31738.42,64109.27,136681.56,219921.38,39443.94,78492.73,114253.31,176730.57,17415.65,78052.0,124749.14,210317.52,34310.19,80794.92,131529.66,249621.22,74738.27,160127.5,257303.75,370745.86,124712.86,280933.61,545644.17,934589.25,496029.7,1501381.55,2588396.9,3425009.41,668629.15,1037832.77,1404277.23,1744599.09,335953.63,426192.73,495293.22
投资所支付的现金,2500.0,124044.37,127319.02,119295.2,0.0,0.0,0.0,8413.26,6918.76,11272.36,18114.93,26175.9,3822.93,12537.39,26971.79,42773.51,8648.6,24569.09,25994.31,34227.02,3803.35,18344.29,38017.62,45734.61,164336.9,280905.66,548382.9,838502.43,450477.88,602891.35,1177575.32,1322703.87,66153.71,114319.8,343074.19,517167.83,12612.61,28773.65,56487.56,84899.15,50750.06,55606.72,55606.72,125537.93,46474.49,62500.43,64880.04,66924.2,25037.5,28006.38,64068.78,68912.23,21654.32,78036.37,87293.35,129039.98,8087.3,14799.33,15339.27,21315.34,82174.41,83106.95,88823.09
取得子公司及其他营业单位支付的现金净额,0.0,6142.07,6796.68,1843.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,28.06,0.0,0.0,0.0,0.0,4525.29,0.0,0.0,0.0,0.0,0.0,1729.69,0.0,1723.21,0.0,1319.61,1319.61,2343.32,0.0,240.28,240.28,240.28,0.0,0.0,22164.55,26893.3,11614.05,12795.13,14241.13,14241.13,0.0,0.0,0.0,0.0,0.0,0.0,15502.57,83525.88,10746.0,12732.42,17837.31,39701.83,4400.55,41622.42,47791.07,47940.63,3222.91,4244.32,4244.32
支付的其他与投资活动有关的现金,12443.24,3341.77,4664.28,402.55,0.0,200.2,200.0,0.0,1005.67,0.0,3000.38,0.0,3119.44,3356.67,27.77,0.0,3785.21,2219.7,5500.14,0.0,0.0,1582.77,5336.95,0.0,0.0,88.69,207.65,0.0,0.0,3.15,31.89,68.75,0.64,7387.56,537.56,0.0,5961.83,8940.0,551.42,7013.29,0.0,607.17,2254.95,255.01,411.08,1325.33,1304.64,306.11,1578.82,2440.03,3055.45,6032.95,2245.4,4309.77,4248.31,6852.95,16971.98,6897.56,6620.06,12416.13,4122.1,12258.25,19247.79
投资活动现金流出小计,23078.26,148871.05,162623.44,152790.15,3701.89,11916.19,18932.69,35487.33,11565.15,20576.33,33967.76,46358.92,10874.29,25457.6,40129.03,76155.62,19434.01,42885.24,56199.36,210403.71,19368.84,84400.34,128953.48,249558.9,194360.14,348630.11,644396.97,1075586.48,482216.3,668323.37,1315608.38,1545037.31,105598.29,200440.37,458105.34,694138.68,35990.09,115765.66,203952.66,329123.25,96674.31,149803.93,203632.46,389655.29,121623.83,223953.25,323488.43,437976.17,151329.19,311380.02,628270.97,1093060.31,530675.43,1596460.11,2697775.87,3600604.17,698088.97,1101152.08,1474027.63,1826271.19,425473.05,525802.25,607608.42
投资活动产生的现金流量净额,-16041.13,-119531.92,-108204.99,-108484.82,-880.32,-904.68,-7708.82,-16122.47,-10823.99,-6670.13,-13670.91,-18226.63,-2208.43,-10485.99,-3243.49,-28019.11,-12913.07,-4996.72,4524.88,-149601.38,-17094.51,-38027.26,-45926.5,-143627.82,-149113.13,-219701.69,-200282.76,-275031.89,80991.55,23831.06,-209388.22,-102415.92,-20634.48,48840.18,-66450.34,-156121.85,-536.26,-38954.94,38089.83,-53911.66,-92897.57,-137209.36,-142887.05,-255693.32,-22239.61,-86652.97,-150277.73,-239159.36,-68435.66,-222947.7,-458773.85,-873728.88,-522703.24,-1556736.93,-2556182.25,-3401451.33,-692011.86,-1045935.02,-1399690.57,-1694761.4,-384442.5,-426617.1,-494765.17
吸收投资收到的现金,0.0,0.0,0.0,7133.34,0.0,5.2,201.02,490.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,612.71,255.0,291.22,291.22,11348.62,7329.0,7329.0,9915.5,13557.97,1949.0,5972.0,8855.0,10479.29,750.0,2413.0,306545.0,307368.0,0.0,6895.55,10863.55,15770.21,256.71,456.71,456.71,506.71,781.8,870.0,1000.8,1958.31,572.63,371.3,1361.3,1711.4,76.91,76.91,1276.91,2917.61,34250.0,104600.0,513292.0,1233896.1,12049.0,191419.0,228425.85,444747.42,50620.0,71110.0,129650.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,612.71,255.0,291.22,291.22,11348.62,7329.0,7329.0,9915.5,13557.97,1949.0,5972.0,8855.0,10479.29,750.0,2413.0,6545.0,7368.0,0.0,6895.55,10863.55,15770.21,256.71,456.71,456.71,506.71,781.8,870.0,1000.8,1958.31,572.63,371.3,1361.3,1711.4,76.91,76.91,1276.91,2917.61,34250.0,104600.0,113692.0,554296.1,12049.0,15499.0,23938.36,243827.42,30620.0,51110.0,109650.0
取得借款收到的现金,56150.0,174250.0,217983.06,306950.8,75308.37,161962.09,180107.1,283079.94,129807.19,263524.9,389310.15,392801.31,85810.89,115619.7,140659.99,182688.1,74303.52,138768.9,154475.44,412002.79,149807.78,352931.91,503945.8,661638.81,327417.9,467203.93,710171.02,873038.43,247948.83,567957.62,685424.27,828649.63,61623.87,216599.49,548789.45,654222.08,96189.62,178184.02,568334.46,529722.55,153770.56,405063.38,440419.67,717417.84,310738.21,637239.15,799323.1,1175672.61,181100.58,609122.42,1619280.8,2344471.96,1277319.09,2623032.42,3933848.01,5020822.63,2142614.93,3468130.09,4444022.42,5990718.63,1611690.51,2349854.17,3022156.5
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,38000.0,43970.0,43970.0,38000.0,0.0,14500.0,14500.0,0.0,6928.3,6928.3,6928.3,0.0,0.0,10000.0,62800.0,62138.23,3000.0,15540.0,34620.0,34620.0,0.0,0.0,0.0,1034.7,0.0,0.0,3210.37,1830.57,0.0,0.0,0.0,441.2,2229.33,3228.75,3228.75,4800.95,0.0,0.0,0.0,0.0,0.0,829.93,829.93,681.77,0.0,2156.32,2000.0,2000.0,0.0,659.0,5959.6,9059.6,598360.0,828515.0,828515.0,828515.0,199760.0,199760.0,199760.0,0.0,0.43,6343.7,80058.22
筹资活动现金流入小计,94150.0,218220.0,261953.06,352084.14,75308.37,176467.3,194808.12,283569.94,136735.49,270453.2,396238.44,472801.31,85810.89,125619.7,203859.99,245439.04,77558.52,154600.12,189386.66,457971.41,157136.78,360260.91,513861.3,676231.48,329366.9,473175.93,722236.39,885348.28,248698.83,570370.62,991969.27,1136458.83,63853.2,226723.79,562881.75,674793.24,96446.32,178640.72,568791.17,729909.25,154552.36,406763.31,442250.4,720057.91,311310.84,639766.78,802684.41,1179384.02,181177.49,609858.32,1626517.31,2356449.17,1909929.09,3556147.42,5275655.0,7083233.73,2354423.93,3859309.09,4872208.27,6435466.05,1662310.94,2427307.87,3231864.72
偿还债务支付的现金,9600.0,86850.0,117750.0,175069.19,53222.55,115194.6,142155.94,268058.84,110482.54,261975.64,326279.71,441202.71,53227.19,84227.19,158067.48,177908.48,56950.61,76950.61,104350.61,362976.11,159962.57,268334.97,394157.28,560698.79,136138.16,281527.64,515034.98,659919.48,293060.83,441987.82,711562.93,991111.38,90603.3,369837.54,531430.77,680984.35,112146.01,211340.64,641795.52,856694.31,51671.08,190326.74,291856.97,448252.55,172587.14,450779.78,559280.95,902881.14,242944.99,525589.97,1229122.43,1735269.69,919591.97,1507691.9,2217245.71,3558553.61,805470.02,1731423.46,2526665.22,3666241.24,1108579.47,1733026.14,2830557.44
分配股利、利润或偿付利息所支付的现金,1705.24,4057.26,7534.22,18590.46,3503.68,8110.81,14030.2,23596.04,4206.19,7186.28,13874.31,20345.31,3079.23,5958.6,20609.6,29814.52,5318.99,12755.6,17066.15,55140.48,9073.88,33999.89,80551.63,91744.62,9610.33,29759.9,67136.5,92681.19,14711.62,77398.88,95103.5,151233.52,10427.4,28026.02,89879.22,106187.55,7508.28,141111.95,161108.83,183123.32,9080.41,27898.17,264241.74,275244.57,6894.96,22959.47,120965.98,118079.07,11291.48,43838.73,88280.68,97517.07,21804.28,123379.41,202829.08,224826.3,49848.91,121323.32,227871.79,284991.98,86762.66,171582.91,235374.69
其中：子公司支付给少数股东的股利、利润,0.0,79.79,567.61,3772.07,0.0,296.27,0.0,0.0,0.0,50.38,50.38,0.0,0.0,0.0,1389.15,2958.39,1996.66,5380.78,5380.78,21416.61,1881.42,16789.05,23907.68,21554.66,801.34,15085.89,20339.66,33120.1,30.0,9451.13,14702.89,18042.57,4228.0,8591.64,13023.66,24655.62,1224.54,17341.01,19157.39,40108.08,5211.76,12960.13,25537.78,34784.34,633.98,6038.4,20180.74,11206.38,2504.28,18600.54,40043.39,33394.69,2356.4,16809.94,60341.57,55837.14,1575.35,16538.83,28898.58,53432.98,10297.6,35506.17,42160.19
支付其他与筹资活动有关的现金,5000.0,5012.5,41012.5,43000.0,2500.0,2572.09,2572.09,0.0,99.2,100.57,7100.57,0.0,0.0,400.0,826.9,3551.74,8000.0,16150.0,34330.0,51307.14,0.0,0.0,0.0,200.0,0.0,0.0,415.85,667.31,0.0,4861.27,6503.67,9590.09,160.0,1211.58,2500.7,5110.25,595.76,983.4,1771.96,7794.57,1550.16,2637.2,3038.65,13240.22,414.15,2969.67,4552.41,18161.58,44711.75,44906.49,45771.77,54204.57,1215.93,1806.03,69003.22,186509.18,176351.1,214920.57,235246.6,255904.35,25338.72,337883.84,380243.7
筹资活动现金流出小计,16305.24,95919.76,166296.72,236659.65,59226.22,125877.5,158758.22,291654.89,114787.92,269262.49,347254.59,461548.02,56306.43,90585.79,179503.98,211274.74,70269.6,105856.21,155746.76,469423.73,169036.45,302334.86,474708.92,652643.42,145748.49,311287.54,582587.33,753267.98,307772.45,524247.97,813170.11,1151934.98,101190.69,399075.14,623810.69,792282.16,120250.05,353435.99,804676.31,1047612.2,62301.65,220862.11,559137.35,736737.33,179896.25,476708.91,684799.34,1039121.79,298948.22,614335.19,1363174.88,1886991.32,942612.18,1632877.34,2489078.01,3969889.09,1031670.02,2067667.35,2989783.62,4207137.57,1220680.84,2242492.89,3446175.83
筹资活动产生的现金流量净额,77844.76,122300.24,95656.34,115424.49,16082.14,50589.8,36049.9,-8084.95,21947.57,1190.71,48983.85,11253.29,29504.47,35033.91,24356.01,34164.3,7288.92,48743.91,33639.9,-11452.32,-11899.68,57926.06,39152.38,23588.06,183618.42,161888.39,139649.07,132080.3,-59073.62,46122.66,178799.16,-15476.15,-37337.5,-172351.35,-60928.94,-117488.92,-23803.72,-174795.27,-235885.14,-317702.95,92250.71,185901.2,-116886.96,-16679.42,131414.59,163057.86,117885.07,140262.23,-117770.74,-4476.87,263342.43,469457.85,967316.92,1923270.08,2786577.0,3113344.63,1322753.9,1791641.73,1882424.66,2228328.48,441630.1,184814.98,-214311.11
四、汇率变动对现金及现金等价物的影响,-0.75,-659.0,-924.21,-1145.75,-557.78,496.8,-145.5,-1687.65,-270.21,-246.3,-525.58,112.73,-231.11,51.59,-270.43,-1650.08,-480.76,-783.74,-1012.68,-3800.28,-819.86,-1794.17,-805.63,-1310.17,266.98,-2348.33,-1598.94,-574.25,421.16,626.37,293.53,-2704.13,-248.94,-222.47,254.48,-212.52,-960.83,1169.38,1389.48,1805.48,-507.13,-2045.82,-5712.62,-9424.23,-2195.26,1247.18,692.31,-271.02,-692.19,-213.44,1056.1,-7282.17,1396.07,-69.83,-1071.34,3978.41,-173.83,-2084.83,-3877.83,-5356.87,-5233.71,-4892.36,-3121.34
五、现金及现金等价物净增加额,61130.86,12872.22,-1274.79,11280.47,5654.74,44300.13,29851.15,-6132.22,17549.02,4497.03,45892.91,8777.12,17442.06,5418.53,12286.75,5720.03,-20933.28,29597.18,39845.6,47346.57,34076.41,69031.26,54888.69,83847.44,8963.17,-73255.1,-1482.11,14838.24,-15993.22,47608.71,37343.71,13798.93,-21762.1,33028.14,115029.57,44953.13,46562.36,-73096.67,9469.06,-58663.42,8653.02,145316.22,-77569.03,-10577.8,108050.96,201561.45,173607.07,234530.53,-184857.05,-173269.6,22058.02,32136.1,461766.76,432322.65,457454.27,281688.67,287927.25,283961.22,385710.67,578356.53,-124834.69,-360047.19,-347368.86
加:期初现金及现金等价物余额,50133.79,50133.79,50133.79,50133.79,61414.25,61414.25,61414.25,61414.25,55282.04,55282.04,55282.04,55282.04,64059.16,64059.16,64059.16,64059.16,69779.19,69779.19,69779.19,167023.51,214370.08,214370.08,214370.08,214370.08,298217.52,298217.52,298217.52,298217.52,313055.76,313055.76,313055.76,313055.76,326854.69,326854.69,326854.69,326854.69,371807.82,371807.82,371807.82,371807.82,313144.4,313144.4,313144.4,313144.4,302566.6,302566.6,302566.6,302566.6,537097.13,537097.13,537097.13,537097.13,569233.22,569233.22,569233.22,569233.22,850921.89,850921.89,850921.89,850921.89,1429278.42,1429278.42,1429278.42
六、期末现金及现金等价物余额,111264.64,63006.0,48858.99,61414.25,67068.99,105714.38,91265.41,55282.04,72831.06,59779.06,101174.95,64059.16,81501.22,69477.68,76345.91,69779.19,48845.91,99376.37,109624.79,214370.08,248446.49,283401.34,269258.77,298217.52,307180.69,224962.42,296735.41,313055.76,297062.54,360664.47,350399.48,326854.69,305092.59,359882.83,441884.26,371807.82,418370.18,298711.15,381276.88,313144.4,321797.42,458460.62,235575.37,302566.6,410617.56,504128.05,476173.67,537097.13,352240.08,363827.53,559155.15,569233.22,1030999.98,1001555.88,1026687.49,850921.89,1138849.14,1134883.11,1236632.56,1429278.42,1304443.73,1069231.24,1081909.56
净利润,0.0,21424.71,0.0,38195.93,0.0,23906.66,0.0,28887.23,0.0,33910.07,0.0,53087.55,0.0,38050.65,0.0,79739.97,0.0,66474.25,0.0,334439.21,0.0,125246.56,0.0,219398.88,0.0,111661.68,0.0,249145.49,0.0,125738.5,0.0,261341.29,0.0,158225.28,0.0,295966.31,0.0,183216.57,0.0,313243.87,0.0,145102.19,0.0,293221.0,0.0,141161.44,0.0,272180.33,0.0,207874.02,0.0,618055.62,0.0,382890.33,0.0,584767.75,0.0,-295540.2,0.0,-950276.01,0.0,-516510.89,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
