报表日期,2010-12-31,2011-12-31,2012-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31
收回投资所收到的现金,0.0,0.0,0.0,9825.77,27842.57,55206.49,45000.0,17955.11,18006.95,18121.22,57220.76,7304.38,10255.77,10361.04,27643.68,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,31707.16,1625.67,1625.67,801622.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得投资收益所收到的现金,0.0,0.0,0.0,959.31,15403.15,23871.08,44753.72,482.21,35159.67,40890.86,48493.61,2908.21,61794.4,69830.27,92815.64,1800.64,2307.72,27700.72,43118.49,0.0,1938.3,18299.73,47282.63,13211.06,13351.95,67492.49,148775.24,1816.27,5198.24,57546.72,82867.9,1073.93,2251.96,49583.32,89871.25,788.38,2125.15,69480.0,91499.12,27173.09
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.0,0.0,0.0,1.02,221.78,176.05,22212.56,16.26,19.76,85.38,1740.99,59.68,3620.68,3686.56,10953.23,250.19,266.31,294.22,563.96,23.69,49.68,71.57,330.01,16.37,38.14,53.23,75.78,301.98,339.91,395.43,804.86,528.14,568.09,603.63,766.75,27.25,111.04,4082.33,5107.48,836.51
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,-5726.86,7073.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23935.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70830.68,70830.68,70830.68,70830.68,0.0,0.0,957.72,957.72,0.0,0.0,0.0,0.0,0.0,0.0,5186.19,5105.43,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,8163.32,25382.11,28178.68,12493.15,2681.96,20555.41,37018.47,523519.54,18114.88,32136.38,19195.53,162436.31,16459.07,41034.21,61110.23,58235.54,11018.35,92329.77,171989.6,264809.38,75740.59,92103.8,189459.05,475168.96,200010.99,333448.16,333502.04,430203.28,5804.27,318835.52,377143.29,517043.65,152962.31,243537.61,356342.64,602860.04,166461.87
投资活动现金流入小计,204000.0,928300.0,109500.0,18949.41,68849.62,101705.44,131532.58,21135.55,73741.8,96115.94,630974.91,28387.15,107807.23,103073.4,317783.95,18509.9,43608.24,89105.17,102357.99,11042.04,94317.74,190360.89,312422.02,191505.86,177950.24,329461.12,1496473.51,202129.24,338986.32,392401.91,514833.76,7406.35,321655.57,427330.25,607681.66,153777.94,245773.79,435091.17,704572.08,194471.47
购建固定资产、无形资产和其他长期资产所支付的现金,712700.0,1139500.0,874400.0,195325.5,860877.31,1136106.4,1245796.91,306108.17,732838.97,1072786.83,1802296.86,364755.83,709137.49,970769.16,1790545.68,470955.92,849994.42,1378071.14,1914294.55,390491.71,807805.15,1116642.37,1663059.26,415692.46,832279.02,1096772.48,1565327.99,245214.21,578658.8,832842.95,1350317.73,388931.6,673397.42,978042.74,1444081.59,224537.13,424568.48,717836.26,1183968.31,328614.18
投资所支付的现金,571100.0,423400.0,213600.0,9078.17,53492.24,110000.69,80713.22,683563.11,47411.64,53651.13,65587.79,7725.79,49489.04,56471.04,86496.9,3960.0,3977.88,32437.61,49873.74,0.0,25821.32,35799.59,55469.63,0.0,27800.17,643011.76,873054.72,0.0,19853.63,28759.02,43246.04,1266.88,2829.54,12009.36,17529.28,0.0,80975.45,81002.18,86975.52,6000.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970019.56,970019.56,961219.01,0.0,0.0,0.0,300000.0,0.0,240000.0,240000.0,553632.97,0.0,23268.05,23268.05,23501.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,147.79,1867.48,2034.36,214556.45,454.94,6184.56,7147.86,472735.86,775.29,29218.38,29292.98,65018.97,8023.1,21819.57,24458.27,37302.99,10334.99,30417.62,92586.55,208595.99,75897.16,89013.81,207953.63,521774.63,12.38,67565.48,69201.68,297187.42,3093.32,152437.81,434206.63,602962.09,11843.93,182001.27,335650.27,871564.8,29568.96
投资活动现金流出小计,1289100.0,1566800.0,1098500.0,204551.47,916237.02,1248141.45,1541066.58,990126.22,1756454.73,2103605.39,3301839.52,373256.92,787844.9,1056533.18,2242061.55,482939.02,1115791.87,1674967.03,2555104.24,400826.71,887312.14,1268296.56,1950626.53,491589.62,949093.01,1947737.87,2960157.33,245226.6,666077.92,930803.65,1690751.2,393291.8,828664.76,1424258.73,2064572.96,236381.05,687545.2,1134488.71,2142508.63,364183.14
投资活动产生的现金流量净额,-1085137.27,-638528.83,-988942.32,-185602.05,-847387.41,-1146436.01,-1409534.01,-968990.67,-1682712.93,-2007489.45,-2670864.61,-344869.76,-680037.67,-953459.78,-1924277.6,-464429.12,-1072183.63,-1585861.86,-2452746.25,-389784.67,-792994.4,-1077935.67,-1638204.51,-300083.75,-771142.77,-1618276.75,-1463683.83,-43097.36,-327091.6,-538401.74,-1175917.44,-385885.45,-507009.19,-996928.49,-1456891.3,-82603.11,-441771.41,-699397.54,-1437936.56,-169711.67
吸收投资收到的现金,0.0,311900.0,125600.0,0.0,1102405.94,1125884.1,3237630.77,25272.0,37107.13,209865.63,278865.63,80976.0,96337.32,112653.17,114185.02,980.0,21620.0,108209.08,110318.78,303994.07,308428.42,310645.59,313352.76,400.0,5746.93,1375489.4,1378162.86,0.0,3957.6,6426.41,8405.21,0.0,0.0,60422.58,102089.58,0.0,0.0,21923.93,40437.86,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,43405.94,66884.1,64906.5,25272.0,37107.13,209865.63,236775.63,80976.0,96337.32,112653.17,114185.02,980.0,21620.0,108209.08,110318.78,303994.07,308428.42,310645.59,313352.76,400.0,5746.93,134420.39,137093.85,0.0,3957.6,6426.41,8405.21,0.0,0.0,60422.58,102089.58,0.0,0.0,21923.93,40437.86,0.0
取得借款收到的现金,4440400.0,4607800.0,3785500.0,547250.0,2041266.02,2509500.0,2914631.97,100800.85,1189314.68,1614834.99,4343238.05,1461797.83,2244095.49,2669967.52,5810088.98,1205022.18,3137315.47,4652299.32,6811090.63,936866.71,2303931.22,3337379.42,4640367.49,1398902.88,3147963.45,4243454.28,5198169.51,967612.66,2835570.9,3982361.44,5304084.69,1237046.07,2918909.62,4668080.77,6808947.63,2744505.6,4665912.19,6091357.85,7840526.45,1890717.26
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,94875.84,94875.84,354114.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57500.0,14301.14,26391.14,26391.14,526391.14,0.0,42190.2,42190.2,57720.0,48816.14,78900.46,78900.46,131550.46,0.0,10000.0,27183.0,27183.0,27183.0,58383.0,0.0,0.0,14.81,14.81,114.81,114.81,0.0
筹资活动现金流入小计,5036100.0,5117600.0,4326300.0,547250.0,3238547.81,3730259.94,6506376.88,126072.85,1226421.81,1824700.62,4822103.69,1542773.83,2340432.81,2782620.69,6231774.0,1220303.32,3185326.61,4786899.55,7447800.55,1240860.78,2654549.84,3690215.21,5011440.26,1448119.02,3232610.83,5697844.14,6707882.83,967612.66,2849528.51,4015970.84,5339672.9,1264229.07,2977292.62,4728503.34,6911037.21,2744520.4,4665927.0,6113396.58,7881079.11,1890717.26
偿还债务支付的现金,3890100.0,3381200.0,1736600.0,457319.88,1996819.1,2388727.46,2793100.97,387071.11,938739.55,1828270.23,3845282.43,1337796.8,1943725.44,2548779.54,5017829.53,1196874.82,2775321.44,3943530.12,6003612.97,1026323.25,2185094.57,3253814.27,4451934.38,1506239.19,3037471.32,4419430.73,6161295.59,1078007.17,3803899.36,5158055.78,6028178.77,1361111.09,3107648.06,5027207.55,6945752.36,2647307.34,4627057.61,6414870.84,8249875.27,1620178.05
分配股利、利润或偿付利息所支付的现金,0.0,357400.0,2016800.0,109539.05,742134.83,833306.1,1002260.89,97091.29,746533.7,943136.86,1339398.55,132019.99,388337.05,741091.37,1271649.49,217949.34,648142.29,1153270.1,1467014.87,229488.77,677607.01,1311521.11,1613479.28,226701.39,1045349.68,1386358.76,1747574.99,219701.44,558229.75,1206447.95,1714440.51,196607.4,534158.57,1298086.09,1682292.54,198214.78,519614.52,1319250.64,1682861.89,231892.62
其中：子公司支付给少数股东的股利、利润,422200.0,357400.0,2016800.0,0.0,72911.38,96883.88,107268.58,0.0,62915.26,87442.24,99398.59,0.0,99858.08,123993.99,138542.75,0.0,173058.9,221285.66,238816.01,0.0,177902.2,259362.68,290715.01,0.0,222289.41,322411.39,420465.0,0.0,88829.56,146584.12,440599.61,0.0,120136.05,267766.11,434423.02,905.33,115585.99,291452.13,463963.42,64678.22
支付其他与筹资活动有关的现金,0.0,0.0,0.0,91.86,211497.96,433774.38,450003.02,1055.25,2620.02,4902.9,1634.52,46.25,6856.71,434.7,1118.78,1196.62,1360.68,1588.03,2195.65,207.69,1008.31,1763.61,37028.96,56705.74,62850.12,60942.3,81342.94,7078.4,17853.87,23447.76,33743.98,9654.12,15969.42,25747.48,32091.37,9305.43,14454.9,23917.76,37981.47,6349.07
筹资活动现金流出小计,5366200.0,4184700.0,4283100.0,730740.18,2950451.9,3655807.94,4458900.75,485217.66,1687893.27,2776309.99,5186315.5,1469863.04,2338919.21,3290305.61,6290597.8,1416020.78,3424824.4,5098388.25,7472823.48,1256019.72,2863709.9,4567098.99,6102442.63,1789646.32,4145671.11,5866731.8,7990213.53,1304787.01,4379982.99,6387951.48,7776363.26,1567372.62,3657776.05,6351041.12,8660136.28,2854827.55,5161127.03,7758039.24,9970718.63,1858419.74
筹资活动产生的现金流量净额,-330121.86,932936.89,43262.17,-183490.18,288095.91,74452.0,2047476.13,-359144.82,-461471.46,-951609.37,-364211.81,72910.79,1513.61,-507684.92,-58823.81,-195717.46,-239497.79,-311488.7,-25022.93,-15158.93,-209160.06,-876883.78,-1091002.37,-341527.29,-913060.28,-168887.66,-1282330.69,-337174.34,-1530454.48,-2371980.64,-2436690.36,-303143.55,-680483.43,-1622537.77,-1749099.07,-110307.14,-495200.04,-1644642.66,-2089639.52,32297.52
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,54.71,-812.0,-201.6,-1423.01,8491.77,8915.05,12171.46,15020.59,-1839.47,707.9,2807.13,15351.64,-3541.01,-2761.69,-10288.68,-16039.23,-12671.47,-3754.33,11724.12,16775.69,-6308.35,-888.97,9366.92,7764.5,5756.85,4118.62,-3283.2,-16373.62,-830.91,-1019.57,-1945.23,149.74,-665.66,-2365.0,-4471.97,-10688.32,5319.96
五、现金及现金等价物净增加额,-195485.74,410621.8,-461349.14,-149510.69,-117239.08,-251575.52,1731940.56,-1106707.09,-1749083.74,-2060244.95,-2189769.32,68263.83,99761.44,-77986.13,-292476.24,-82238.04,-33068.24,158821.7,185918.08,198522.2,404662.02,339347.18,128525.86,-22638.27,-203092.59,677974.04,321639.88,224971.46,-352741.75,-401271.6,-613497.37,53942.88,385035.39,57400.17,285269.51,200913.21,354315.14,84366.57,-401423.55,313947.69
加:期初现金及现金等价物余额,0.0,0.0,0.0,939276.42,939276.42,939276.42,939276.42,2671216.99,2904344.83,2904344.83,3327898.95,931645.14,717859.33,931645.14,1138129.63,845653.39,845653.39,845653.39,845653.39,1031571.47,1035246.02,1035246.02,1035246.02,1163771.88,1163771.88,1163771.88,1163771.88,1485411.76,1485411.76,1485411.76,1485411.76,871914.39,871914.39,871914.39,871914.39,1157183.9,1157183.9,1157183.9,1157183.9,755760.36
六、期末现金及现金等价物余额,0.0,0.0,0.0,789765.73,822037.35,687700.9,2671216.99,1564509.89,1155261.09,844099.88,1138129.63,999908.96,817620.77,853659.0,845653.39,763415.35,812585.15,1004475.09,1031571.47,1230093.67,1439908.04,1374593.2,1163771.88,1141133.61,960679.29,1841745.92,1485411.76,1710383.22,1132670.01,1084140.16,871914.39,925857.28,1256949.79,929314.56,1157183.9,1358097.11,1511499.04,1241550.48,755760.36,1069708.04
净利润,0.0,0.0,0.0,159576.27,0.0,0.0,676356.56,0.0,0.0,0.0,761654.13,0.0,0.0,0.0,917034.29,0.0,0.0,0.0,1279690.59,0.0,0.0,0.0,1368167.73,0.0,0.0,0.0,1478524.01,0.0,786145.16,0.0,1487563.67,0.0,867041.06,0.0,1568394.5,0.0,885210.83,0.0,1524275.04,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,0.0,0.0,2324.8,0.0,0.0,4528.59,0.0,0.0,0.0,4350.62,0.0,0.0,0.0,15627.86,0.0,0.0,0.0,29861.62,0.0,0.0,0.0,10718.9,0.0,0.0,0.0,3015.18,0.0,0.0,0.0,19946.94,0.0,1.99,0.0,14809.41,0.0,4752.75,0.0,2240.1,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,0.0,0.0,55338.84,0.0,0.0,287834.55,0.0,0.0,0.0,304726.26,0.0,0.0,0.0,424767.54,0.0,0.0,0.0,669741.21,0.0,0.0,0.0,738705.59,0.0,0.0,0.0,973466.35,0.0,526475.07,0.0,1035583.62,0.0,515338.88,0.0,1056316.88,0.0,474694.48,0.0,984257.27,0.0
无形资产摊销,0.0,0.0,0.0,3386.46,0.0,0.0,15348.65,0.0,0.0,0.0,17010.66,0.0,0.0,0.0,28533.16,0.0,0.0,0.0,30374.28,0.0,0.0,0.0,36645.04,0.0,0.0,0.0,40695.62,0.0,21139.85,0.0,44716.19,0.0,24069.95,0.0,55047.57,0.0,26930.14,0.0,54496.21,0.0
长期待摊费用摊销,0.0,0.0,0.0,977.58,0.0,0.0,7994.03,0.0,0.0,0.0,9160.36,0.0,0.0,0.0,14257.58,0.0,0.0,0.0,21135.52,0.0,0.0,0.0,20265.38,0.0,0.0,0.0,12790.37,0.0,5481.63,0.0,8766.01,0.0,3287.87,0.0,6860.14,0.0,1966.14,0.0,3944.03,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,0.0,329.9,0.0,0.0,2522.27,0.0,0.0,0.0,1228.06,0.0,0.0,0.0,1489.37,0.0,0.0,0.0,623.81,0.0,0.0,0.0,3353.76,0.0,0.0,0.0,2731.27,0.0,-20.91,0.0,129.38,0.0,0.0,0.0,-7.87,0.0,-216.08,0.0,-622.96,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419.35,0.0,1052.35,0.0,2889.45,0.0,1302.01,0.0,5304.51,0.0
公允价值变动损失,0.0,0.0,0.0,10524.28,0.0,0.0,35415.73,0.0,0.0,0.0,-1500.65,0.0,0.0,0.0,-12040.91,0.0,0.0,0.0,-20744.37,0.0,0.0,0.0,-1607.61,0.0,0.0,0.0,-447.1,0.0,-1796.76,0.0,-526.69,0.0,952.92,0.0,10324.55,0.0,-5862.07,0.0,-5554.84,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,0.0,0.0,65998.36,0.0,0.0,313573.61,0.0,0.0,0.0,271541.79,0.0,0.0,0.0,379812.86,0.0,0.0,0.0,626518.23,0.0,0.0,0.0,598623.63,0.0,0.0,0.0,781269.21,0.0,428942.63,0.0,789373.47,0.0,328722.91,0.0,648033.41,0.0,324784.81,0.0,676166.15,0.0
投资损失,0.0,0.0,0.0,6903.98,0.0,0.0,-60263.16,0.0,0.0,0.0,-51688.56,0.0,0.0,0.0,-112771.98,0.0,0.0,0.0,-231213.82,0.0,0.0,0.0,-104455.87,0.0,0.0,0.0,-130705.82,0.0,-42224.6,0.0,-114357.64,0.0,-64851.66,0.0,-136691.17,0.0,-69177.55,0.0,-167712.67,0.0
递延所得税资产减少,0.0,0.0,0.0,-219.23,0.0,0.0,-772.05,0.0,0.0,0.0,-861.7,0.0,0.0,0.0,-18917.23,0.0,0.0,0.0,13166.5,0.0,0.0,0.0,-24190.38,0.0,0.0,0.0,-12518.27,0.0,18233.01,0.0,-27309.58,0.0,-12715.24,0.0,-13477.25,0.0,-14419.08,0.0,-9578.82,0.0
递延所得税负债增加,0.0,0.0,0.0,4638.79,0.0,0.0,7701.61,0.0,0.0,0.0,5194.28,0.0,0.0,0.0,-28389.68,0.0,0.0,0.0,-2140.15,0.0,0.0,0.0,1660.27,0.0,0.0,0.0,2410.39,0.0,-2119.64,0.0,1180.04,0.0,3451.49,0.0,5529.08,0.0,7828.26,0.0,12776.78,0.0
存货的减少,0.0,0.0,0.0,-50065.31,0.0,0.0,-65489.56,0.0,0.0,0.0,-134877.32,0.0,0.0,0.0,-224888.92,0.0,0.0,0.0,-314322.29,0.0,0.0,0.0,-181766.77,0.0,0.0,0.0,357841.96,0.0,-84068.07,0.0,342416.84,0.0,105029.08,0.0,-27285.3,0.0,35468.54,0.0,-255072.68,0.0
经营性应收项目的减少,0.0,0.0,0.0,-68477.05,0.0,0.0,-45708.55,0.0,0.0,0.0,-158888.88,0.0,0.0,0.0,6737.53,0.0,0.0,0.0,8498.39,0.0,0.0,0.0,153234.88,0.0,0.0,0.0,-677244.29,0.0,-34904.88,0.0,-764805.31,0.0,-281720.52,0.0,-144271.15,0.0,-135325.53,0.0,-244571.53,0.0
经营性应付项目的增加,0.0,0.0,0.0,27857.07,0.0,0.0,-89117.74,0.0,0.0,0.0,45114.8,0.0,0.0,0.0,281223.89,0.0,0.0,0.0,566353.06,0.0,0.0,0.0,327646.85,0.0,0.0,0.0,159620.0,0.0,-327249.02,0.0,47369.26,0.0,-164717.81,0.0,272457.42,0.0,-232012.33,0.0,603962.33,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68441.0,0.0,205869.77,0.0,115552.57,0.0,234399.08,0.0,139722.1,0.0,-25586.22,0.0,-75705.82,0.0
经营活动产生现金流量净额,0.0,0.0,0.0,219526.83,0.0,0.0,1095421.45,0.0,0.0,0.0,1078613.74,0.0,0.0,0.0,1675273.53,0.0,0.0,0.0,2679726.49,0.0,0.0,0.0,2840957.06,0.0,0.0,0.0,3059889.89,0.0,1500685.71,0.0,3015484.05,0.0,1573547.59,0.0,3491110.13,0.0,1293651.59,0.0,3136840.85,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
