报表日期,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.01,0.0,4848.97,6927.1,6927.1,0.0,0.0,0.0,178.09,0.0,2852.18,4157.13,8653.12,2312.94,3748.54,6284.52
筹资活动现金流出小计,44813.67,73636.66,56602.42,58386.44,4541.37,18060.15,45113.15,0.0,13.1,13.1,24634.22,11854.57,41864.2,57200.44,57200.44,20.22,24925.1,35997.71,37285.73,0.0,27803.4,41200.08,45715.22,2312.94,28649.69,43411.56
筹资活动产生的现金流量净额,-15711.17,-26215.91,-46387.42,-53386.44,-4316.37,-6239.6,-44663.15,0.0,1938.11,68193.63,43493.5,-11854.57,-41851.84,-57095.44,-56158.09,-20.22,-24858.34,-35492.96,-36782.23,0.0,-27803.4,-40900.08,-45415.22,-2312.94,-28649.69,-43411.56
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
五、现金及现金等价物净增加额,-11316.35,31927.52,-56790.6,-7092.91,-1617.88,-3246.82,47865.24,-32301.1,-73556.74,7007.25,-19019.1,11269.31,9823.31,25489.41,19140.54,-28114.29,18665.6,23747.72,75112.71,-7565.85,97710.47,163931.9,81720.65,-2471.07,-21335.03,60827.39
加:期初现金及现金等价物余额,177369.76,166053.41,198454.1,141663.49,132117.34,134570.59,134570.59,182435.82,182435.82,182435.82,182435.82,163416.73,163416.73,163416.73,163416.73,182557.26,182557.26,182557.26,182557.26,257669.97,257669.97,257669.97,257669.97,347003.75,339390.62,347003.75
六、期末现金及现金等价物余额,166053.41,197980.93,141663.49,134570.59,130499.46,131323.77,182435.82,150134.72,108879.09,189443.07,163416.73,174686.03,173240.04,188906.14,182557.26,154442.97,201222.87,206304.99,257669.97,250104.12,355380.45,421601.87,339390.62,344532.68,318055.59,407831.14
净利润,50761.84,57069.24,59400.29,61150.0,32200.98,0.0,61491.98,16411.08,33762.73,0.0,63003.8,0.0,48533.92,0.0,91648.04,0.0,43580.45,0.0,92671.65,0.0,57354.15,0.0,112466.52,0.0,56763.35,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,3261.89,7035.77,7284.52,3612.85,4739.23,0.0,8120.62,1563.43,4283.96,0.0,8066.12,0.0,3979.02,0.0,8075.31,0.0,5416.19,0.0,14110.28,0.0,5949.7,0.0,6091.72,0.0,3132.38,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,7985.27,8589.75,11949.8,9591.65,5845.98,0.0,10848.02,2368.25,4865.41,0.0,9586.12,0.0,4552.72,0.0,8943.93,0.0,4476.66,0.0,8665.02,0.0,4091.96,0.0,17809.41,0.0,4248.9,0.0
无形资产摊销,1169.31,1693.2,1814.23,1900.64,1044.59,0.0,2161.67,559.81,1131.69,0.0,2277.89,0.0,1066.59,0.0,2136.02,0.0,855.63,0.0,1966.45,0.0,1235.96,0.0,3482.06,0.0,7420.99,0.0
长期待摊费用摊销,520.97,1076.96,1167.03,1167.58,667.14,0.0,1237.95,486.56,608.72,0.0,966.83,0.0,295.48,0.0,1811.06,0.0,378.5,0.0,1786.02,0.0,509.86,0.0,1622.23,0.0,789.89,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,47.27,-203.7,-371.47,26.67,-1356.64,0.0,-1844.75,-2.52,75.76,0.0,88.0,0.0,-4.45,0.0,-20.83,0.0,-141.24,0.0,-143.02,0.0,-312.7,0.0,-387.01,0.0,-18.89,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,0.0,-1.03,0.0,1265.49,0.0,3818.1,0.0,1647.8,0.0,-3798.01,0.0,-12716.28,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,1130.7,971.19,1697.51,551.22,70.12,0.0,39.07,-60.99,-430.37,0.0,-171.77,0.0,-184.22,0.0,-1376.01,0.0,-401.26,0.0,-1442.4,0.0,472.15,0.0,177.73,0.0,229.4,0.0
投资损失,-4458.35,-23483.6,-7640.59,-4828.11,-6424.8,0.0,-7589.53,-252.39,-4093.32,0.0,-6486.6,0.0,-20237.51,0.0,-27215.48,0.0,-7873.36,0.0,-12688.22,0.0,-12275.63,0.0,-20890.2,0.0,-10498.35,0.0
递延所得税资产减少,-40.98,-49.57,-119.86,-183.17,88.79,0.0,189.11,181.44,65.56,0.0,-48.28,0.0,-21.47,0.0,-142.89,0.0,101.37,0.0,-141.77,0.0,48.9,0.0,-444.94,0.0,-357.37,0.0
递延所得税负债增加,-152.13,-95.14,-361.46,-85.05,-57.89,0.0,-3040.75,-20.87,-39.93,0.0,-85.06,0.0,-42.38,0.0,-184.83,0.0,-597.77,0.0,-1139.01,0.0,1567.07,0.0,2272.73,0.0,2589.11,0.0
存货的减少,-30136.39,7300.26,-46141.96,5220.7,6754.67,0.0,-21920.18,6666.6,18596.38,0.0,-10928.26,0.0,7300.55,0.0,-38378.52,0.0,470.55,0.0,-19791.7,0.0,24261.6,0.0,-29682.08,0.0,836.28,0.0
经营性应收项目的减少,-11917.09,-15365.99,-12433.02,15497.87,-7599.53,0.0,7262.69,-64946.34,-36924.98,0.0,-32405.11,0.0,-9729.08,0.0,-63468.65,0.0,-50136.64,0.0,-42072.87,0.0,-31439.6,0.0,-47489.47,0.0,-26586.87,0.0
经营性应付项目的增加,30121.32,43907.7,11588.51,-4169.95,-4739.04,0.0,46112.22,17370.59,-11928.83,0.0,34878.29,0.0,-39207.03,0.0,52677.39,0.0,46932.27,0.0,53445.79,0.0,8892.61,0.0,83769.18,0.0,-9565.41,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.25,0.0,0.0,0.0,58.68,0.0,0.0,0.0,300.73,0.0,4396.41,0.0,-2.58,0.0,125.74,0.0
经营活动产生现金流量净额,48368.06,87987.37,26893.92,87598.4,30481.58,0.0,101665.02,-19813.14,9972.78,0.0,68342.73,0.0,-3700.43,0.0,34562.19,0.0,44326.85,0.0,99345.03,0.0,66400.25,0.0,136441.05,0.0,26843.23,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,0.0,141663.49,134570.59,0.0,0.0,182435.82,150134.72,108879.09,0.0,163416.73,0.0,173240.04,0.0,182557.26,0.0,201222.87,0.0,257669.97,0.0,355380.45,0.0,339390.62,0.0,318055.59,0.0
现金的期初余额,0.0,0.0,198454.1,141663.49,0.0,0.0,134570.59,182435.82,182435.82,0.0,182435.82,0.0,163416.73,0.0,163416.73,0.0,182557.26,0.0,182557.26,0.0,257669.97,0.0,257669.97,0.0,339390.62,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,0.0,-56790.6,-7092.91,0.0,0.0,47865.24,-32301.1,-73556.74,0.0,-19019.1,0.0,9823.31,0.0,19140.54,0.0,18665.6,0.0,75112.71,0.0,97710.47,0.0,81720.65,0.0,-21335.03,0.0
