报表日期,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
取得投资收益所收到的现金,0.0,0.0,63.32,70.94,80.37,80.81,178.54,0.54,2.56,5.5,5.5,132.83,657.25,805.85,1043.88,129.61,567.5,778.04,816.09,390.3,140.3,140.3,159.48,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.0,0.0,23.43,114.39,11.28,17.65,24.35,101.87,136.86,136.86,209.25,4.59,1.66,13.68,21.48,1.7,1.7,1.7,1.8,0.0,2.16,32.33,70.04,0.0,547.28,141.14
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.81,109.81,109.81
投资活动现金流入小计,0.0,0.0,86.75,5042.34,13191.65,12540.46,13829.89,602.41,4769.42,10167.36,10239.75,7237.42,8258.91,10999.53,32755.36,11631.31,26669.2,36279.74,40317.89,8390.3,5142.46,5172.64,5229.53,109.81,657.09,250.94
购建固定资产、无形资产和其他长期资产所支付的现金,3218.93,1885.69,2391.61,7084.53,8118.14,9420.04,9929.18,2268.67,4579.5,6158.77,7672.38,1392.78,3310.1,79671.93,112968.23,1779.46,63432.73,80190.83,139101.15,28383.81,107015.28,151539.5,211918.81,43982.47,114088.6,103934.02
投资所支付的现金,9904.17,404.34,0.0,4857.0,13100.0,12442.0,13627.0,500.0,4630.0,10025.0,10025.0,30000.0,31600.0,38491.5,61690.0,5500.0,5500.0,5500.0,9500.0,6600.0,5000.0,37000.0,87000.0,0.0,541.53,4158.05
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6498.74,0.0,1468.91,1468.91,13705.56,51070.98,73921.95,70305.43
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,13123.1,2290.03,2391.61,11941.53,21218.14,21862.04,23556.18,2768.67,9209.5,16183.77,17697.38,31392.78,34910.1,118879.43,174658.23,7279.46,68932.73,85715.83,155099.89,34983.81,113484.19,190008.41,312624.38,95053.46,188552.08,178397.5
投资活动产生的现金流量净额,-13123.1,-2290.03,-2304.86,-6899.19,-8026.49,-9321.58,-9726.29,-2166.26,-4440.09,-6016.41,-7457.63,-24155.37,-26651.19,-107879.9,-141902.87,4351.85,-42263.53,-49436.09,-114782.01,-26593.51,-108341.73,-184835.77,-307394.85,-94943.65,-187894.99,-178146.55
吸收投资收到的现金,16598.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75900.34,78376.68,0.0,7363.05,12340.37,12340.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,169000.0,667257.12
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4977.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0
取得借款收到的现金,50786.31,63798.09,30598.62,55134.94,23681.14,36980.47,45695.99,21580.33,34188.08,41181.08,41368.08,0.0,0.0,15981.74,96924.04,11310.74,77049.37,113013.3,168822.45,68740.42,190844.88,371818.02,542709.78,152679.83,294763.36,305295.28
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159000.0,0.0,0.0
收到其他与筹资活动有关的现金,720.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,68104.56,66498.09,30598.62,55134.94,23681.14,36980.47,45695.99,21580.33,34188.08,117081.42,119744.76,0.0,7363.05,28322.11,109264.41,11312.23,77049.37,113013.3,168822.45,68740.42,190844.88,371818.02,542709.78,321679.83,463763.36,972552.41
偿还债务支付的现金,51983.66,64670.54,37834.68,51435.68,19862.36,33882.83,45282.83,13500.0,28400.0,63195.82,62882.82,0.0,0.0,5725.39,19640.46,6459.67,21658.8,39036.06,68046.28,22654.88,72468.37,143295.51,221442.63,93264.6,216781.39,242729.78
分配股利、利润或偿付利息所支付的现金,8185.39,8615.52,4318.69,7029.76,9693.78,10752.58,10976.96,150.22,8322.63,8613.45,8302.07,0.0,7824.02,10183.41,10988.42,291.47,15758.75,16904.64,22297.86,1256.76,3364.08,27128.17,33765.81,6283.55,17196.26,20051.45
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,6820.0,2750.0,270.47,37.74,0.0,0.0,46.93,25.0,23.58,94.37,3173.76,110.0,0.0,0.0,0.0,0.0,0.0,0.0,79.93,0.0,5429.2,175.32,9431.82,211.8,26619.31,49043.46
筹资活动现金流出小计,66989.05,76036.06,42423.84,58503.18,29556.15,44635.41,56306.73,13675.22,36746.21,71903.64,74358.66,110.0,7824.02,15908.79,30628.87,6751.14,37417.55,55940.7,90424.08,23911.63,81261.65,170599.01,264640.26,99759.94,260596.97,311824.69
筹资活动产生的现金流量净额,1115.52,-9537.97,-11825.22,-3368.24,-5875.0,-7654.94,-10610.73,7905.11,-2558.14,45177.78,45386.1,-110.0,-460.97,12413.32,78635.54,4561.08,39631.82,57072.6,78398.38,44828.79,109583.23,201219.01,278069.52,221919.88,203166.39,660727.71
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,-54.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.67,0.0,0.0
五、现金及现金等价物净增加额,1814.28,-988.74,482.43,4676.15,-7816.95,-8692.27,-1652.8,1960.0,-7868.28,42334.25,49031.79,-27886.3,-23664.49,-38861.83,-37274.45,-11248.8,-13901.94,-21018.81,-19281.54,10652.45,12948.62,36929.19,47004.37,130408.28,35367.66,508835.14
加:期初现金及现金等价物余额,5453.42,7267.7,6278.96,6761.39,11437.54,11437.54,11437.54,9349.52,9784.74,9784.74,9784.74,58816.52,58816.52,81117.2,81117.2,44335.2,43842.76,43842.76,43842.76,26339.31,24561.22,24561.22,24561.22,71565.59,71565.59,71565.59
六、期末现金及现金等价物余额,7267.7,6278.96,6761.39,11437.54,3620.59,2745.27,9784.74,11309.52,1916.46,52118.98,58816.52,30930.22,35152.03,42255.37,43842.76,33086.39,29940.81,22823.94,24561.22,36991.76,37509.84,61490.41,71565.59,201973.87,106933.25,580400.73
净利润,9267.53,11887.71,12483.16,12780.94,6284.91,0.0,15005.25,0.0,7548.58,0.0,16539.19,0.0,6544.05,0.0,54931.8,0.0,26360.68,0.0,68034.39,0.0,42941.47,0.0,93556.88,0.0,34970.01,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,129.79,275.71,77.29,177.76,71.39,0.0,146.86,0.0,-128.44,0.0,365.9,0.0,27.73,0.0,299.32,0.0,438.54,0.0,994.77,0.0,532.13,0.0,3153.56,0.0,-1387.69,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,4156.68,4285.38,4565.75,4727.81,2391.02,0.0,4512.75,0.0,2014.08,0.0,4420.98,0.0,2627.87,0.0,10562.91,0.0,7130.41,0.0,16144.11,0.0,11864.52,0.0,29645.55,0.0,25076.29,0.0
无形资产摊销,95.45,109.12,109.31,109.31,65.95,0.0,154.5,0.0,88.55,0.0,177.09,0.0,88.55,0.0,340.85,0.0,181.49,0.0,365.07,0.0,212.24,0.0,670.58,0.0,449.39,0.0
长期待摊费用摊销,7.62,1.34,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,74.13,0.0,73.13,0.0,267.78,0.0,75.62,0.0,167.86,0.0,93.09,0.0,118.39,0.0,105.14,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,-4.11,0.0,-0.56,-0.78,-11.1,0.0,-9.5,0.0,-54.5,0.0,-50.74,0.0,7.26,0.0,8.43,0.0,11.73,0.0,10.8,0.0,-0.35,0.0,-0.21,0.0,145.35,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.61,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,1808.13,1553.42,1334.47,1003.37,490.94,0.0,969.93,0.0,380.51,0.0,597.34,0.0,0.0,0.0,1578.24,0.0,1180.73,0.0,2975.49,0.0,3095.36,0.0,9828.69,0.0,9587.82,0.0
投资损失,-61.36,-67.92,-74.77,-99.98,-53.87,0.0,-125.22,0.0,-78.66,0.0,-136.34,0.0,-588.95,0.0,-936.91,0.0,-702.66,0.0,-934.98,0.0,-66.22,0.0,-167.64,0.0,-93.78,0.0
递延所得税资产减少,56.74,-66.75,-8.13,46.95,-131.83,0.0,20.63,0.0,98.33,0.0,20.06,0.0,14.63,0.0,-1654.98,0.0,1031.79,0.0,-398.2,0.0,-517.58,0.0,-6708.09,0.0,-8074.05,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.3,0.0,1437.13,0.0,4744.4,0.0,739.76,0.0
存货的减少,-1616.15,-923.27,-3538.49,553.4,-1244.78,0.0,1056.34,0.0,-4494.15,0.0,-2112.14,0.0,589.06,0.0,-8411.4,0.0,-13431.72,0.0,-14140.03,0.0,-14120.17,0.0,-29229.21,0.0,-45806.87,0.0
经营性应收项目的减少,-1104.61,-6140.54,-2316.29,-8212.9,-1553.56,0.0,-3345.03,0.0,-4346.85,0.0,-6415.71,0.0,338.05,0.0,-53398.02,0.0,-36450.99,0.0,-59351.84,0.0,-16049.96,0.0,-68370.68,0.0,-52940.46,0.0
经营性应付项目的增加,-1533.15,-74.95,1980.77,3857.69,-224.53,0.0,297.72,0.0,-1903.19,0.0,-2376.46,0.0,-6273.71,0.0,18296.84,0.0,1689.29,0.0,-6227.49,0.0,-22534.74,0.0,35987.92,0.0,56007.41,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,2619.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3894.19,0.0,1214.87,0.0,8135.13,0.0,4820.22,0.0,3099.57,0.0,1317.95,0.0
经营活动产生现金流量净额,13821.87,10839.26,14612.51,14943.57,6084.54,0.0,18684.22,0.0,-870.05,0.0,11103.31,0.0,3447.67,0.0,26047.66,0.0,-11270.23,0.0,17102.09,0.0,11707.12,0.0,76329.7,0.0,20096.26,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,7267.7,6278.96,6761.39,11437.54,3620.59,0.0,9784.74,0.0,1916.46,0.0,58816.52,0.0,35152.03,0.0,43842.76,0.0,29940.81,0.0,24561.22,0.0,37509.84,0.0,71565.59,0.0,92545.52,0.0
现金的期初余额,5453.42,7267.7,6278.96,6761.39,11437.54,0.0,11437.54,0.0,9784.74,0.0,9784.74,0.0,58816.52,0.0,81117.2,0.0,43842.76,0.0,43842.76,0.0,24561.22,0.0,24561.22,0.0,71565.59,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14387.72,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,1814.28,-988.74,482.43,4676.15,-7816.95,0.0,-1652.8,0.0,-7868.28,0.0,49031.79,0.0,-23664.49,0.0,-37274.45,0.0,-13901.94,0.0,-19281.54,0.0,12948.62,0.0,47004.37,0.0,35367.66,0.0
