报表日期,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
财务费用,0.0,631.59,166.63,0.0,229.0,0.0,217.87,0.0,356.14,0.0,38.79,0.0,38.79,0.0,2639.82,0.0,13161.28,0.0,7421.51,0.0
投资损失,0.0,-31.93,-3.77,0.0,-11.87,0.0,-7.12,0.0,-7.12,0.0,-1289.98,0.0,-1554.07,0.0,-156.4,0.0,-156.4,0.0,-4.23,0.0
递延所得税资产减少,0.0,-12.38,-19.98,0.0,-31.31,0.0,-11.09,0.0,-34.28,0.0,-9.29,0.0,-45.92,0.0,-15.1,0.0,-15.27,0.0,-193.39,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.95,0.0,5678.22,0.0
存货的减少,0.0,-451.59,505.74,0.0,557.46,0.0,-542.71,0.0,-196.13,0.0,-2146.41,0.0,-1143.97,0.0,335.69,0.0,746.82,0.0,-399.81,0.0
经营性应收项目的减少,0.0,-1200.44,-1991.49,0.0,-8494.68,0.0,-4543.49,0.0,-1408.61,0.0,-2094.65,0.0,5454.48,0.0,-684.34,0.0,-19046.37,0.0,-33593.02,0.0
经营性应付项目的增加,0.0,4881.06,2013.64,0.0,3248.33,0.0,456.72,0.0,979.7,0.0,-3901.03,0.0,-6093.78,0.0,-4613.31,0.0,28596.4,0.0,8713.5,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,775.22,278.18,0.0,798.64,0.0,331.5,0.0,353.73,0.0,140.11,0.0,137.96,0.0,870.69,0.0,-11701.66,0.0,152.72,0.0
经营活动产生现金流量净额,0.0,29032.08,27310.12,0.0,21371.54,0.0,6730.16,0.0,26241.38,0.0,4838.18,0.0,29201.09,0.0,11702.59,0.0,68425.85,0.0,35730.3,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,13458.44,11104.12,0.0,23256.26,0.0,16226.35,0.0,39945.43,0.0,117837.82,0.0,97418.83,0.0,279940.21,0.0,203362.26,0.0,195833.84,0.0
现金的期初余额,0.0,8775.79,13458.44,0.0,11104.12,0.0,23256.26,0.0,23256.26,0.0,39945.43,0.0,39945.43,0.0,97418.83,0.0,97418.83,0.0,203362.26,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,4682.65,-2354.33,0.0,12152.15,0.0,-7029.91,0.0,16689.17,0.0,77892.39,0.0,57473.4,0.0,182521.37,0.0,105943.42,0.0,-7528.42,0.0
