报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,7800.0,15100.0,37983.69,19000.0,37000.0,43966.31,43966.31,0.0,10000.0,10000.0,10000.0,0.0,0.0,34000.0,59000.0,40199.9,166802.1,196702.1,237891.82,116420.9,162628.9,260378.9,286628.9,79620.0,170395.0,276445.0,427685.0,122479.23,201494.26,253470.98,408886.35,57058.0,142897.66,265511.49,412786.12,66778.86,221565.66,337568.71,474217.83,68828.52,254836.2,353387.06,446431.06,64563.29
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,87.44,385.71,812.53,159.74,485.52,734.12,924.04,68.04,1343.75,1383.99,1214.98,0.0,0.0,391.41,717.62,1172.31,6452.95,7260.59,10260.5,2149.56,4552.73,9322.53,10536.12,1673.4,5536.76,9861.04,11865.96,1135.87,3514.78,4284.02,10232.01,1165.51,4980.09,9717.79,15170.99,1953.78,6090.57,8907.93,13510.42,1153.11,4461.87,7158.15,9080.65,504.48
处置固定资产、无形资产和其他长期资产所收回的现金净额,58.0,132.02,132.02,133.13,80.0,129.55,155.85,172.83,0.0,8.07,14.69,51.22,0.0,0.9,6.46,8.54,0.0,0.25,2.47,31.4,0.0,3.24,34.9,985.54,0.0,0.72,1.47,957.63,0.3,1.45,4.3,11.06,0.05,0.97,15.32,44.39,1.28,1.68,2.55,44.35,23.25,58.21,61.28,61.13,50.41,19.69,65.08,60.18,17.68,18.83,19.3,20.89,0.6,566.38,937.31,1135.67,110.27
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.69,901.69,815.37,0.0,-2.26,-2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3373.95,3438.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,58.0,132.02,132.02,133.13,80.0,129.55,155.85,172.83,0.0,8.07,14.69,309.4,1108.87,7888.34,15492.17,38804.77,19159.74,37485.77,44702.9,44921.74,68.04,11346.99,14792.83,15638.81,0.0,0.72,34392.88,60675.25,41372.51,173256.5,203966.99,248163.38,118570.52,167182.6,269716.76,297209.42,81294.68,176835.13,287210.28,440410.68,123638.35,205065.0,257814.03,419179.49,58273.93,147897.44,275294.36,428017.29,68750.32,227675.06,346495.94,487749.13,69982.23,259864.45,361482.51,456647.38,65178.04
购建固定资产、无形资产和其他长期资产所支付的现金,1499.2,4692.18,6748.15,11979.12,4969.17,11479.58,23467.52,28423.17,2589.82,2478.51,8380.78,15722.1,8525.17,15190.66,20310.27,40996.39,5116.55,27463.96,34782.87,46262.29,3123.05,9200.05,12725.48,18502.97,5317.28,8654.59,10858.29,12745.22,2232.5,6040.5,9108.38,13328.76,3321.63,6407.48,10189.8,15483.35,2883.55,4604.67,7754.35,12629.27,3041.27,5818.06,9159.76,13701.45,3007.5,4812.51,7384.2,12143.69,3301.43,5847.48,10066.07,13614.38,2324.31,6951.83,9202.64,12738.93,3359.4
投资所支付的现金,0.0,350.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18900.0,3200.0,20200.0,33700.0,54700.0,8000.0,24008.68,24183.68,18175.0,0.0,0.0,175.0,175.0,9000.0,112500.0,136500.0,173500.0,64299.9,158602.1,216602.1,286231.0,118169.4,175528.75,240242.18,326694.75,93964.0,209092.43,290715.04,523730.49,118094.46,202697.99,341268.59,493028.69,78016.0,128423.87,216401.25,493482.22,97845.13,242914.76,396452.29,540684.56,123783.12,269344.91,333954.41,457343.25,76788.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6008.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7497.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15052.45,0.0,7850.51,8139.3,7548.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3137.0,3357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,1499.2,5042.18,7098.15,12329.12,4969.17,11479.58,23467.52,28423.17,2589.82,2478.51,8380.78,34622.1,11725.17,35390.66,54010.27,95696.39,13116.55,51472.65,62103.55,73802.98,3123.05,9200.05,12900.48,18677.97,14317.28,121154.59,147358.29,186245.22,66532.4,164642.6,225710.48,307057.45,121491.03,181936.23,250431.97,342178.1,96847.55,213697.11,298469.39,536359.77,121135.73,208516.05,350428.35,521784.85,81023.5,141086.89,231924.75,513173.96,101146.56,248762.24,406518.37,554298.94,126107.43,276296.73,343157.04,470082.18,80147.4
投资活动产生的现金流量净额,-1441.2,-4910.15,-6966.13,-12195.98,-4889.17,-11350.03,-23311.67,-28250.34,-2589.82,-2470.44,-8366.09,-34312.7,-10616.3,-27502.32,-38518.1,-56891.63,6043.18,-13986.88,-17400.65,-28881.24,-3055.01,2146.94,1892.35,-3039.16,-14317.28,-121153.87,-112965.4,-125569.97,-25159.89,8613.9,-21743.49,-58894.07,-2920.51,-14753.63,19284.78,-44968.68,-15552.87,-36861.98,-11259.11,-95949.08,2502.62,-3451.05,-92614.33,-102605.36,-22749.57,6810.55,43369.61,-85156.67,-32396.23,-21087.18,-60022.43,-66549.81,-56125.2,-16432.29,18325.47,-13434.8,-14969.36
吸收投资收到的现金,0.0,1003.45,1003.45,59485.01,0.0,60.37,180.37,180.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176599.56,178587.24,178587.24,0.0,0.0,0.0,0.0,0.0,400.0,400.0,700.0,0.0,0.0,150.0,170.0,40.0,885.0,885.0,905.04,0.0,0.0,0.0,0.0,249.0,249.0,249.0,249.0,0.0,200.0,200.0,200.0,40.0,40.0,40.0,40.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,1003.45,1003.45,0.0,60.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,700.0,0.0,0.0,150.0,170.0,40.0,885.0,885.0,905.04,0.0,0.0,0.0,0.0,249.0,249.0,249.0,249.0,0.0,200.0,200.0,200.0,40.0,40.0,40.0,40.0,0.0
取得借款收到的现金,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000.0,15000.0,0.0,0.0,0.0,3960.0,0.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,147.78,0.0,0.0,0.0,767.0,1126.05,12256.36,9756.36,6772.41,777.05,1597.05,1597.05,1597.05,1112.47,21355.47,31405.47,36405.47,1652.76,2900.97,12900.97,12862.57,1501.2,108292.4,108292.4,106655.43,5724.2,109785.05,119662.02,124603.52,71000.33,169919.79,169919.79,174919.79,8852.76,50686.09,106543.19,131443.19,6670.37,10452.15,60074.93,126858.31,7581.25,10785.13,13219.95,84743.33,16451.58,37790.91,84225.37,115629.99,65383.4,87369.8,103369.8,147788.8,37638.34
筹资活动现金流入小计,0.0,5003.45,5003.45,63632.79,0.0,60.37,180.37,947.37,1126.05,12256.36,9756.36,6772.41,777.05,1597.05,1597.05,1597.05,1112.47,21355.47,38905.47,47905.47,1652.76,179500.53,191488.21,191449.81,1501.2,108292.4,108292.4,106655.43,5724.2,110185.05,120062.02,135303.52,71000.33,169919.79,180069.79,185089.79,8892.76,51571.09,107428.19,132348.22,6670.37,10452.15,60074.93,146858.31,7830.25,11034.13,13468.95,84992.33,16451.58,52990.91,99425.37,130829.99,65423.4,87409.8,103409.8,151788.8,37638.34
偿还债务支付的现金,0.0,0.0,1600.0,8600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6104.76,0.0,10000.0,10000.0,10000.0,0.0,0.0,10450.0,10000.0,0.0,0.0,0.0,0.0,0.0,15000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000.0,15000.0,0.0
分配股利、利润或偿付利息所支付的现金,63.34,1193.54,1292.55,1364.94,0.0,0.0,0.0,0.0,0.0,2711.91,2711.91,2851.04,0.0,5658.0,5658.0,5658.0,0.0,5905.28,6105.73,6503.31,462.23,6283.47,6492.46,6532.4,0.0,6674.77,7184.77,5547.8,1348.77,11318.62,11318.62,11411.55,144.2,12633.88,12633.88,12633.88,590.0,8762.22,10629.78,11627.57,0.0,8416.32,8416.32,11498.38,63.74,9091.37,9133.87,10927.95,255.82,8321.06,12104.98,13063.91,1321.4,1826.1,12017.63,13016.3,595.16
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.77,1361.92,1361.92,1361.92,0.0,3062.5,3062.5,3062.5,0.0,615.52,615.52,615.52,0.0,859.62,859.62,859.62,0.0,1340.0,1346.89,1408.91,0.0,0.0,2320.62,2441.36,0.0,24.0,2450.08,2601.83,0.0
支付其他与筹资活动有关的现金,0.0,0.0,115.49,307.5,116.7,432.74,430.99,2207.4,1622.77,2817.59,3494.68,1797.65,666.33,6433.0,6115.3,7823.29,833.5,3235.4,19719.44,25902.69,7251.55,13046.98,18742.03,20532.28,1635.7,57543.44,70229.54,72171.15,4974.87,159846.49,162765.39,175331.19,63079.35,142172.47,142881.55,165776.14,15741.7,54262.98,111299.93,118309.82,8372.32,8137.91,60121.51,110814.41,7073.61,12122.22,27251.56,72788.89,9213.1,20203.97,30919.77,87066.9,9455.48,30986.13,88720.06,158556.22,42008.17
筹资活动现金流出小计,63.34,1193.54,3008.04,10272.44,116.7,432.74,430.99,2207.4,1622.77,5529.5,6206.59,4648.69,666.33,12091.0,11773.3,13481.29,833.5,9140.68,25825.16,32405.99,7713.78,19330.45,36734.49,38564.67,1635.7,64218.22,77414.32,77718.95,6323.64,171165.11,174084.01,192847.51,63223.55,164806.34,165515.43,188410.01,16331.7,63025.21,132379.71,139937.39,8372.32,16554.22,68537.82,122312.8,7137.35,36213.59,56385.43,103716.84,9468.92,28525.03,43024.75,100130.81,10776.87,47812.23,115737.69,186572.52,42603.33
筹资活动产生的现金流量净额,-63.34,3809.91,1995.41,53360.35,-116.7,-372.37,-250.62,-1260.03,-496.72,6726.85,3549.77,2123.72,110.72,-10493.95,-10176.25,-11884.24,278.97,12214.79,13080.31,15499.48,-6061.02,160170.07,154753.71,152885.13,-134.5,44074.18,30878.08,28936.48,-599.44,-60980.06,-54021.99,-57543.99,7776.79,5113.45,14554.36,-3320.22,-7438.93,-11454.12,-24951.52,-7589.17,-1701.95,-6102.07,-8462.89,24545.51,692.9,-25179.46,-42916.48,-18724.5,6982.66,24465.89,56400.62,30699.19,54646.53,39597.57,-12327.89,-34783.72,-4965.0
四、汇率变动对现金及现金等价物的影响,0.0,-5.84,-6.05,-7.88,-1.27,-4.42,-2.62,-3.81,-0.99,-2.34,-2.56,-4.57,-1.93,1.43,1.41,-3.0,-3.86,-5.97,-9.95,-16.68,-8.44,-12.6,-11.23,-21.75,-25.52,-38.7,-46.49,-55.31,-0.75,-75.51,21.63,11.65,-0.36,-1.12,-1.11,-24.81,0.05,15.47,15.48,67.85,-6.48,-14.71,-16.83,-18.42,-63.59,304.15,598.05,10.26,-5.25,-0.08,1.83,33.84,75.84,74.13,-111.63,-311.36,-10.42
五、现金及现金等价物净增加额,873.03,10041.83,822.78,61895.68,-618.63,-3756.93,-23208.99,-12101.72,16364.85,19834.39,19149.31,-2098.45,-5416.88,-35377.14,-40782.26,-42869.83,19479.59,2324.28,3390.3,11827.75,14708.22,175744.05,174982.67,193641.33,23481.16,-48599.08,-40449.94,-28367.92,-12776.41,-19619.53,-26445.58,-39738.67,15100.02,4155.38,53639.16,15785.28,-10524.37,-39708.96,-13531.05,-44544.37,17067.76,-3345.33,-68722.3,-13017.44,-19780.48,-29492.22,-16879.08,-73410.88,-18359.84,-14017.72,-19092.07,-3060.94,-2014.03,4745.25,-3619.47,9563.84,-5920.53
加:期初现金及现金等价物余额,8990.76,8990.76,8990.76,8990.76,70886.45,70886.45,70886.45,70119.45,58017.73,58017.73,58017.73,58017.73,55919.28,55919.28,55919.28,55919.28,13049.44,13049.44,13049.44,13049.44,24877.19,24877.19,24877.19,24877.19,218518.52,218518.52,218518.52,218518.52,190150.6,190150.6,190150.6,190150.6,150411.93,150411.93,150411.93,150411.93,166197.21,166197.21,166197.21,166197.21,121652.85,121652.85,121652.85,121652.85,108635.41,108635.41,108635.41,108635.41,35224.53,35224.53,35224.53,35224.53,32163.58,32163.58,32163.58,32163.58,41727.43
六、期末现金及现金等价物余额,9863.79,19032.59,9813.54,70886.45,70267.82,67129.51,47677.46,58017.73,74382.58,77852.12,77167.04,55919.28,50502.4,20542.14,15137.02,13049.44,32529.03,15373.72,16439.74,24877.19,39585.41,200621.24,199859.86,218518.52,241999.68,169919.44,178068.58,190150.6,177374.19,170531.07,163705.02,150411.93,165511.95,154567.31,204051.09,166197.21,155672.84,126488.26,152666.17,121652.85,138720.61,118307.51,52930.54,108635.41,88854.93,79143.18,91756.32,35224.53,16864.69,21206.8,16132.46,32163.58,30149.56,36908.83,28544.11,41727.43,35806.9
净利润,0.0,0.0,0.0,10120.45,0.0,9202.88,0.0,16427.59,0.0,9971.89,0.0,21717.55,0.0,12515.81,0.0,28909.96,0.0,17333.65,0.0,41465.12,0.0,24566.07,0.0,56581.92,0.0,25428.39,0.0,37747.51,0.0,15078.28,0.0,29439.16,0.0,11303.67,0.0,28008.38,0.0,10577.8,0.0,27760.91,0.0,12646.05,0.0,34324.54,0.0,13569.51,0.0,36454.41,0.0,12164.9,0.0,35342.16,0.0,3252.88,0.0,23525.62,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,0.0,0.0,235.99,0.0,309.1,0.0,1455.22,0.0,476.72,0.0,4832.08,0.0,2228.39,0.0,6039.83,0.0,-884.9,0.0,2381.32,0.0,851.26,0.0,5827.86,0.0,3394.52,0.0,13888.5,0.0,4073.04,0.0,10007.66,0.0,6720.52,0.0,12768.51,0.0,2612.45,0.0,4040.89,0.0,1412.63,0.0,-760.27,0.0,-2222.33,0.0,2181.5,0.0,2411.7,0.0,2620.4,0.0,2506.45,0.0,5863.11,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,0.0,0.0,1692.87,0.0,1268.78,0.0,2546.49,0.0,1533.14,0.0,3255.53,0.0,1842.07,0.0,3686.96,0.0,2297.46,0.0,5091.07,0.0,2968.3,0.0,7113.61,0.0,4234.26,0.0,7692.72,0.0,4035.85,0.0,8279.47,0.0,4535.56,0.0,9018.04,0.0,4506.27,0.0,8918.95,0.0,4405.03,0.0,8642.0,0.0,4450.13,0.0,9153.14,0.0,4477.06,0.0,9022.27,0.0,4690.18,0.0,9288.0,0.0
无形资产摊销,0.0,0.0,0.0,23.97,0.0,11.99,0.0,23.97,0.0,14.18,0.0,48.19,0.0,109.53,0.0,275.16,0.0,168.22,0.0,381.29,0.0,251.42,0.0,606.57,0.0,3127.11,0.0,671.11,0.0,465.22,0.0,1029.29,0.0,582.59,0.0,1124.9,0.0,507.18,0.0,955.29,0.0,354.8,0.0,634.38,0.0,321.05,0.0,589.26,0.0,305.9,0.0,834.59,0.0,444.33,0.0,887.63,0.0
长期待摊费用摊销,0.0,0.0,0.0,1195.83,0.0,1617.42,0.0,4585.6,0.0,6548.78,0.0,8707.03,0.0,2231.7,0.0,4547.24,0.0,660.24,0.0,2077.92,0.0,1085.87,0.0,4647.08,0.0,3691.79,0.0,8181.32,0.0,5294.42,0.0,11240.06,0.0,5464.28,0.0,11112.49,0.0,4683.29,0.0,9292.53,0.0,4224.46,0.0,9238.77,0.0,5274.41,0.0,11529.76,0.0,6530.64,0.0,12927.8,0.0,6368.26,0.0,14089.24,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-898.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
