报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,1076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-535.35,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4484.01,8984.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91,0.0,0.0,7183.96,7183.96,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4840.4,0.0,0.0,42.92,0.0,0.0,0.0,0.0,4729.72,0.0,0.0,0.0,3357.0,0.0,500.0,5500.0,5500.0,0.0,0.0,2700.0,2700.0,3373.86,3786.73,3786.73,3786.73,0.0,0.0,0.0,270.0,0.0,0.0,0.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,0.0,660.2,660.2,1167.57,0.0,1009.69,2904.57,4304.93,1248.5,1626.13,6482.69,6678.34,104.62,1155.36,1543.37,2317.03,2680.71,27132.1,67580.82,72630.82,10052.03,29329.34,34588.47,45877.93,1513.92,13635.38,39233.42,67960.49,5836.73,32544.71,35310.19,37822.82,11270.62,26537.2,33206.96,48776.85,9996.5,31623.3,43851.77,59822.27,13157.83,35319.54,35322.59,36316.81,196.05,196.05,196.05,196.05,0.0,92.85,92.85,92.85,0.0,104.46,104.46,175.68,10.09,2607.6
购建固定资产、无形资产和其他长期资产所支付的现金,2970.74,4639.54,5242.45,7490.36,1898.3,3226.31,4660.97,4996.87,1657.64,3918.76,5585.6,6259.83,3875.07,10089.95,17972.21,39640.44,8992.8,34132.19,58176.73,85952.1,11185.49,17626.83,23265.17,29263.42,4475.71,9507.55,5987.97,10262.1,2171.9,3218.16,4142.99,4792.42,1778.25,8424.66,9685.64,10348.92,410.78,1091.64,3419.16,4025.79,746.49,1177.12,2851.84,4060.96,1433.89,2083.33,2662.88,3371.06,886.9,1878.77,8327.22,15740.79,3262.97,13705.19,23505.77,28989.19,8693.13,13003.09
投资所支付的现金,0.0,1000.0,1700.0,329.09,1535.72,1536.85,1538.26,2950.2,0.0,0.0,61.66,160.65,178.65,4342.89,6324.01,743.4,160.47,15662.47,66444.69,70445.97,6599.59,14894.32,27471.88,29761.4,4053.44,10428.01,28583.6,49130.8,3084.8,10538.66,9772.7,13240.54,18727.33,24463.81,33916.38,54926.19,11454.06,18021.07,28411.45,44911.45,14000.0,20400.0,20400.0,20400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1887.32,0.0,0.0,0.0,9336.21,929.62,929.62,929.62,929.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2236.19,11553.81,11553.81,11553.81,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.84,335.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8127.79,8127.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,0.0,0.0
投资活动现金流出小计,2970.74,5639.54,6942.45,7819.45,3434.02,4763.16,6199.23,7947.07,1657.64,3918.76,5647.26,6420.48,4053.73,14432.84,24331.06,42606.51,9153.27,49794.66,124621.42,165734.28,18714.7,33450.77,51666.67,59954.43,8529.15,19935.56,42699.36,67520.69,5256.7,13756.82,13915.69,18032.96,20505.58,32888.47,43602.02,65275.11,11864.84,19112.71,31830.6,48937.23,14746.49,21577.12,23251.84,24460.96,1433.89,2083.33,2662.88,3371.06,-1349.29,13432.58,19881.03,27294.6,3262.97,13705.19,23505.77,29007.53,8693.13,13003.09
投资活动产生的现金流量净额,-2970.74,-4979.33,-6282.25,-6651.88,-3434.02,-3753.47,-3294.66,-3642.14,-409.14,-2292.64,835.43,257.86,-3949.11,-13277.48,-22787.7,-40289.48,-6472.56,-22662.57,-57040.59,-93103.46,-8662.67,-4121.43,-17078.21,-14076.5,-7015.23,-6300.18,-3465.94,439.81,580.03,18787.9,21394.5,19789.86,-9234.95,-6351.27,-10395.07,-16498.26,-1868.34,12510.59,12021.17,10885.04,-1588.66,13742.42,12070.75,11855.85,-1237.84,-1887.28,-2466.84,-3175.01,1349.29,-13339.73,-19788.18,-27201.75,-3262.97,-13600.73,-23401.31,-28831.85,-8683.04,-10395.49
吸收投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,2017.0,2250.0,7500.0,7500.0,5925.0,0.0,39510.47,39510.47,39510.47,3202.87,5188.12,5188.12,5188.12,0.0,0.0,3009.0,3009.0,0.0,0.0,0.0,35680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15920.25,15920.25,15920.25,0.0,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2017.0,2250.0,0.0,7500.0,5925.0,0.0,0.0,2451.47,2451.47,0.0,5188.12,5188.12,5188.12,0.0,0.0,3009.0,3009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,8807.33,18037.45,30421.05,40887.57,10221.08,13949.81,23132.81,32041.79,14531.91,14531.91,17531.91,23231.91,17200.0,22000.0,28000.0,48263.56,37327.1,43327.1,61327.1,76752.1,9247.0,10247.0,23575.0,30875.0,19900.0,24400.0,39228.0,45328.0,8000.0,24000.0,31000.0,31000.0,7000.0,10000.0,18000.0,19800.0,2000.0,8000.0,14000.0,14000.0,3900.0,17700.0,20700.0,31100.0,6300.0,11800.0,16000.0,17000.0,4600.0,9900.0,17100.0,26270.0,13850.0,34536.04,44904.42,48516.92,10991.04,21188.61
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63350.0,63350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.92,184.4,184.4,188.36,3.96,3.96,3.96,3.96,187.2,187.2,187.2,187.2,0.0,0.0,0.0,0.0,0.0,5.28,5.28,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,8807.33,18037.45,30421.05,40887.57,10221.08,13949.81,23132.81,32081.79,14531.91,14531.91,17623.91,25248.91,19450.0,29500.0,35500.0,54188.56,37327.1,82837.57,164187.57,179612.57,12571.79,15619.52,28947.52,36251.48,19903.96,24403.96,42240.96,48340.96,8187.2,24187.2,31187.2,66867.2,7000.0,10000.0,18000.0,19800.0,2000.0,8005.28,14005.28,14005.28,3900.0,17700.0,20700.0,31100.0,6300.0,11800.0,16000.0,17000.0,4600.0,25820.25,33020.25,42190.25,13850.0,34536.04,44904.42,48516.92,10991.04,21188.61
偿还债务支付的现金,8300.0,16607.59,20277.05,34429.09,10000.0,16419.63,27326.73,39976.73,11400.0,22481.19,29481.19,36431.19,10200.0,12250.0,18250.0,24200.0,19059.62,31036.72,60206.72,63376.72,8670.0,10340.0,12482.0,18602.0,10680.0,12830.0,31991.71,39891.71,4570.0,9570.0,41559.2,60659.2,8670.0,11670.0,20090.0,20090.0,3100.0,6100.0,25774.24,27574.24,2100.0,8100.0,41316.56,41316.56,11210.0,18710.0,21820.0,24020.0,6410.0,12910.0,17220.0,18220.0,11500.0,29800.0,37170.0,46270.0,3674.35,12224.35
分配股利、利润或偿付利息所支付的现金,542.95,1172.33,2997.6,3833.81,806.32,1648.14,2510.54,3246.5,1033.6,1570.93,1968.73,2307.83,340.4,8591.19,9048.6,9537.19,671.67,1364.51,1998.35,2470.33,441.55,875.19,5047.04,5881.93,722.42,1545.26,6043.51,6364.66,338.05,821.34,5167.8,5776.38,231.51,491.0,3623.86,3871.31,256.31,498.84,3633.13,3849.98,200.57,462.55,2813.68,3215.99,424.41,806.09,1161.97,1533.93,357.63,696.44,1030.18,1361.61,399.51,740.13,1104.97,1650.41,360.84,838.84
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.26,0.0,0.0,0.0,182.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流出小计,8842.95,17779.92,23274.65,38262.9,10806.32,18067.77,29837.28,43223.23,12433.6,24052.12,31449.92,38739.02,10540.4,20841.19,27298.6,33747.45,19731.29,32401.23,62205.06,66029.1,9111.55,11215.19,17529.04,24483.93,11402.42,14375.26,38035.21,46443.56,4908.05,10391.34,46727.0,66435.58,8901.51,12161.0,23713.86,23966.59,3356.31,6598.84,29407.37,31424.22,2300.57,8562.55,44130.24,44532.55,11634.41,19516.09,22981.97,25553.93,6767.63,13606.44,18250.18,19581.61,11899.51,30540.13,38274.97,47920.41,4035.2,13063.19
筹资活动产生的现金流量净额,-35.62,257.53,7146.4,2624.67,-585.24,-4117.96,-6704.47,-11141.44,2098.31,-9520.21,-13826.01,-13490.11,8909.6,8658.81,8201.4,20441.11,17595.81,50436.34,101982.5,113583.47,3460.24,4404.32,11418.48,11767.55,8501.54,10028.7,4205.75,1897.4,3279.15,13795.86,-15539.8,431.62,-1901.51,-2161.0,-5713.86,-4166.59,-1356.31,1406.44,-15402.09,-17418.94,1599.43,9137.45,-23430.24,-13432.55,-5334.41,-7716.09,-6981.97,-8553.93,-2167.63,12213.81,14770.07,22608.64,1950.49,3995.92,6629.45,596.51,6955.84,8125.41
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
五、现金及现金等价物净增加额,-1432.1,-3056.99,3799.62,4200.57,-2881.86,-4547.66,-2678.27,109.86,7192.35,4673.47,9086.86,18440.61,14014.79,8180.52,3772.85,-9385.38,11531.07,40312.99,55858.06,27068.4,-10298.1,-15684.27,-26833.3,-29910.75,888.28,-519.17,-2441.18,-478.99,-2018.79,25355.19,-201.61,18199.04,-9659.57,-4845.99,-14187.61,-20390.32,-3084.82,17542.62,-662.0,-2416.96,-1140.45,25780.35,-7544.81,2428.3,-5475.87,-8863.02,-9042.5,-6660.31,5570.33,12682.29,12956.51,16723.8,2055.61,10.89,-4244.41,-3236.77,-315.19,-1668.3
加:期初现金及现金等价物余额,8563.91,8563.91,8563.91,8563.91,12764.48,12764.48,12764.48,12764.48,12874.34,12874.34,12874.34,12874.34,31314.95,31314.95,31314.95,31314.95,21939.83,21939.83,21939.83,21929.57,48997.97,48997.97,48997.97,48997.97,19087.22,19087.22,19087.22,19087.22,18608.23,18608.23,18608.23,18608.23,36807.27,36807.27,36807.27,36807.27,16416.95,16416.95,16416.95,16416.95,14000.0,14000.0,14000.0,14000.0,16428.3,16428.3,16428.3,16428.3,9767.99,9767.99,9767.99,9767.99,26491.79,26491.79,26491.79,26491.79,23255.02,23255.02
六、期末现金及现金等价物余额,7131.81,5506.92,12363.53,12764.48,9882.63,8216.82,10086.22,12874.34,20066.69,17547.82,21961.2,31314.95,45329.75,39495.47,35087.8,21929.57,33470.9,62252.82,77797.89,48997.97,38699.87,33313.69,22164.67,19087.22,19975.5,18568.05,16646.04,18608.23,16589.44,43963.42,18406.62,36807.27,27147.7,31961.28,22619.66,16416.95,13332.13,33959.57,15754.95,14000.0,12859.55,39780.34,6455.19,16428.3,10952.43,7565.28,7385.8,9767.99,15338.31,22450.28,22724.5,26491.79,28547.4,26502.68,22247.38,23255.02,22939.83,21586.72
净利润,0.0,610.25,0.0,-13858.96,0.0,1326.01,0.0,2816.27,0.0,5183.73,0.0,22368.11,0.0,16971.26,0.0,28262.8,0.0,10761.48,0.0,7962.75,0.0,-5417.14,0.0,-20785.73,0.0,-6283.31,0.0,451.99,0.0,-14931.73,0.0,-36081.86,0.0,-10797.53,0.0,-42236.44,0.0,-1818.94,0.0,2430.62,0.0,-4102.37,0.0,-15827.32,0.0,1655.58,0.0,4228.03,0.0,7710.6,0.0,14955.24,0.0,8364.68,0.0,14871.03,0.0,7602.66
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,84.39,0.0,9533.76,0.0,31.52,0.0,-238.84,0.0,-18.13,0.0,1106.63,0.0,246.9,0.0,163.3,0.0,220.69,0.0,1108.86,0.0,1360.73,0.0,6382.3,0.0,2656.31,0.0,7355.4,0.0,6875.9,0.0,13230.29,0.0,891.14,0.0,20631.89,0.0,-1959.67,0.0,1996.8,0.0,-297.05,0.0,9855.65,0.0,330.77,0.0,1983.86,0.0,-216.95,0.0,1175.58,0.0,-196.4,0.0,883.26,0.0,-1656.83
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,3368.08,0.0,6798.79,0.0,3769.06,0.0,7794.62,0.0,4141.49,0.0,8380.75,0.0,4115.06,0.0,8087.96,0.0,3950.37,0.0,7950.42,0.0,5200.99,0.0,12668.51,0.0,7318.84,0.0,14300.29,0.0,6885.32,0.0,13820.09,0.0,6426.83,0.0,11996.74,0.0,3814.82,0.0,7477.95,0.0,3736.39,0.0,7447.38,0.0,3672.38,0.0,7460.26,0.0,3907.86,0.0,7850.87,0.0,3967.95,0.0,7839.41,0.0,4325.98
无形资产摊销,0.0,269.71,0.0,538.05,0.0,284.71,0.0,549.86,0.0,267.66,0.0,532.18,0.0,260.23,0.0,493.33,0.0,302.44,0.0,729.26,0.0,598.49,0.0,1182.21,0.0,592.54,0.0,1073.83,0.0,454.83,0.0,894.91,0.0,365.06,0.0,730.12,0.0,349.73,0.0,646.84,0.0,248.73,0.0,494.73,0.0,235.9,0.0,470.03,0.0,412.57,0.0,882.87,0.0,475.24,0.0,953.28,0.0,454.45
长期待摊费用摊销,0.0,44.86,0.0,88.76,0.0,39.04,0.0,78.09,0.0,39.04,0.0,84.42,0.0,46.64,0.0,101.15,0.0,61.27,0.0,116.03,0.0,54.76,0.0,109.52,0.0,54.76,0.0,111.18,0.0,64.73,0.0,123.12,0.0,57.12,0.0,127.79,0.0,42.07,0.0,86.65,0.0,49.36,0.0,104.2,0.0,66.96,0.0,132.55,0.0,108.29,0.0,105.37,0.0,34.65,0.0,57.7,0.0,26.2
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
