报表日期,2007-12-31,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
购建固定资产、无形资产和其他长期资产所支付的现金,1370.52,3215.68,6147.94,1539.84,3164.97,5286.99,13567.68,1546.22,7195.02,18842.0,22347.8,6689.07,11347.31,15764.75,25259.95,3384.76,6478.7,12147.54,28674.87,22338.31,28613.42,38365.16,42720.27,10369.44,13200.08,16543.62,20065.43,3056.12,9461.07,15863.46,23556.94,4385.1,10454.45,16491.35,24505.7,4886.59,16093.72,24558.07,33166.83,11196.09,16930.79,23396.91,33286.96,7559.92,19719.72,31320.12,45718.6,25558.29
投资所支付的现金,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,12000.0,17000.0,17000.0,17000.0,0.0,0.0,0.0,150.0,0.0,0.0,10000.0,20000.0,100.0,20200.0,60200.0,74600.0,62387.5,77387.5,107698.31,75250.0,700.0,3130.0,3130.0,31284.06,123354.22,147354.22,247954.22,319790.61,98212.0,124423.56,211555.57,279592.56,81364.26,138018.85,199711.46,238907.18,41291.4
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20271.95,0.0,0.0,0.0,41423.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21389.61,21389.61,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,116.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,1370.52,3215.68,9647.94,1539.84,3164.97,5403.13,13567.68,1546.22,7195.02,18842.0,27347.8,18689.07,28347.31,32764.75,42259.95,3384.76,6478.7,12147.54,28824.87,22338.31,28613.42,48365.16,62720.27,10469.44,33400.08,76743.62,114937.38,65443.62,86848.57,123561.77,140230.7,5085.1,13584.45,19621.35,55789.76,128240.81,163447.94,272512.29,352957.43,109408.09,141354.35,256342.09,334269.13,88924.18,157738.57,231031.57,284625.78,66849.69
投资活动产生的现金流量净额,-1180.52,-3215.68,-6141.38,-1539.84,-3164.97,-5403.13,-13267.68,-1546.22,-7195.02,-18842.0,-22310.41,-13667.21,-16278.66,-15659.42,-25154.62,-3384.76,-6477.2,-12146.04,-28823.22,-22338.31,-28612.52,-48364.26,-62719.18,-10468.93,-23138.51,-45787.47,-43281.9,-43657.99,-25531.02,-62238.52,-44587.76,-3074.06,-10851.59,-16872.53,-53000.34,-87574.21,-38810.07,-102476.91,-120332.57,-18037.78,31020.89,-82198.12,-93302.35,-6847.94,-26893.87,-12694.09,-21230.61,-55933.53
吸收投资收到的现金,0.0,0.0,0.0,0.0,100.0,115353.71,115565.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.29,120.0,102.62,3803.98,4053.98,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4053.98,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,3600.0,1500.0,4200.0,3500.0,9500.0,9500.0,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5115.27,18196.35,28018.31,0.0,9400.0,12400.0,12400.0,18019.75
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,810.0,0.0,480.0,480.0,480.0,0.0,193.43,481.42,0.0,186.21,341.89,557.74,644.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,33.5,0.0,635.0,635.0,635.0,0.0,1115.0,1115.0,2681.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,3600.0,1500.0,5010.0,3500.0,10080.0,125333.71,125545.31,0.0,193.43,481.42,0.0,186.21,341.89,557.74,644.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,33.5,0.0,635.0,635.0,635.0,0.0,1115.0,1115.0,4266.16,120.0,5217.89,22000.33,32072.29,0.0,9400.0,12400.0,12400.0,18019.75
偿还债务支付的现金,1613.0,1475.0,3175.0,2750.0,6460.0,13920.0,13920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,1500.0,0.0,5616.19,5737.39,7450.26,0.0,500.0,1795.99,3770.4,1500.0
分配股利、利润或偿付利息所支付的现金,3071.83,161.25,232.82,62.2,168.15,261.99,277.45,0.0,3228.25,4850.0,11350.0,0.0,7620.0,7620.0,13620.0,0.0,16344.0,16344.0,16344.0,0.0,30508.8,30508.8,30508.8,0.0,12560.27,39225.6,39225.6,0.0,45763.2,45763.2,45884.46,96.61,20445.22,20542.89,20639.5,0.0,115924.2,116013.73,116102.11,71.66,83840.4,83947.21,84345.24,359.96,84409.1,84764.78,85275.45,351.83
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,1092.2,253.6,605.6,0.0,25.0,556.65,1237.95,37.91,0.0,0.0,359.75,0.0,195.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6313.3,14019.39
筹资活动现金流出小计,5777.03,1889.85,4013.42,2812.2,6653.15,14738.63,15435.4,37.91,3228.25,4850.0,11709.75,0.0,7815.0,7815.0,13815.0,0.0,16344.0,16344.0,16344.0,0.0,30508.8,30508.8,30508.8,0.0,12560.27,39225.6,39229.1,0.0,45763.2,45763.2,45884.46,96.61,20445.22,20542.89,20639.5,0.0,116424.2,116513.73,117602.11,71.66,89456.58,89684.59,91795.5,359.96,84909.1,86560.77,95359.14,15871.22
筹资活动产生的现金流量净额,-2177.03,-389.85,996.58,687.8,3426.85,110595.08,110109.91,-37.91,-3034.82,-4368.58,-11709.75,186.21,-7473.11,-7257.26,-13170.83,0.0,-16344.0,-16344.0,-16344.0,0.0,-30508.8,-30508.8,-30508.8,0.0,-12560.27,-39225.6,-39229.1,0.0,-45759.7,-45759.7,-45850.96,-96.61,-19810.22,-19907.89,-20004.5,0.0,-115309.2,-115398.73,-113335.95,48.34,-84238.69,-67684.26,-59723.21,-359.96,-75509.1,-74160.77,-82959.14,2148.53
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.37,-35.36,-57.66,-2.9,-16.63,-48.96,-73.75,-1.45,-9.51,1.48,-24.79,-10.4,-45.35,-60.51,-77.53,25.99,24.68,15.94,1.08,5.98,-16.28,207.51,270.15,-24.4,107.17,151.57,358.03,-141.08,-432.12,-1266.48,-588.88,-407.5,224.62,409.45,578.14,-99.6,11.75,248.46,208.35,81.83
五、现金及现金等价物净增加额,1917.8,634.57,2644.52,636.38,7093.78,114378.63,110270.43,-1310.95,-6376.56,-13607.24,-15412.88,-11919.19,-14065.57,-5673.21,-11167.33,8087.12,691.17,8739.18,6929.36,-11884.5,-37894.71,-31898.2,-26453.31,9314.15,9606.99,-17158.33,15714.99,-24322.2,-32178.9,-40928.6,15434.32,27506.63,36962.28,74953.5,70834.39,-44761.54,-79844.95,-110460.51,-88485.17,12430.47,3918.76,-37119.63,-18381.07,36946.68,-19676.99,39626.66,46683.07,7870.02
加:期初现金及现金等价物余额,665.1,2582.91,2582.91,5227.43,5227.43,5227.43,5227.43,115497.85,115497.85,115497.85,115497.85,100084.98,100084.98,100084.98,100084.98,88917.64,88917.64,88917.64,88917.64,95847.0,95847.0,95847.0,95847.0,69393.69,69393.69,69393.69,69393.69,85108.68,85108.68,85108.68,85108.68,100469.23,100543.0,100543.0,100543.0,171377.39,171377.39,171377.39,171377.39,82892.22,82892.22,82892.22,82892.22,64511.15,64511.15,64511.15,64511.15,111194.22
六、期末现金及现金等价物余额,2582.91,3217.48,5227.43,5863.8,12321.2,119606.05,115497.85,114186.91,109121.29,101890.61,100084.98,88165.79,86019.41,94411.76,88917.64,97004.76,89608.82,97656.82,95847.0,83962.5,57952.29,63948.81,69393.69,78707.84,79000.68,52235.36,85108.68,60786.48,52929.78,44180.08,100543.0,127975.86,137505.27,175496.5,171377.39,126615.84,91532.44,60916.87,82892.22,95322.69,86810.98,45772.59,64511.15,101457.83,44834.15,104137.81,111194.22,119064.24
净利润,7313.77,0.0,11694.18,0.0,8763.89,0.0,21567.9,0.0,17738.88,0.0,35550.97,0.0,19586.32,0.0,40544.85,0.0,25215.23,0.0,63555.2,0.0,39351.07,0.0,83326.04,0.0,49868.5,0.0,104338.42,0.0,62041.32,0.0,126967.37,0.0,69251.58,0.0,139003.88,0.0,72340.86,0.0,143688.05,0.0,78813.09,0.0,145458.09,0.0,63021.61,0.0,68184.08,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,-16.44,0.0,86.46,0.0,254.98,0.0,329.83,0.0,353.02,0.0,793.16,0.0,240.94,0.0,635.37,0.0,292.72,0.0,814.15,0.0,515.31,0.0,507.2,0.0,201.31,0.0,421.0,0.0,465.03,0.0,695.54,0.0,649.54,0.0,360.6,0.0,222.92,0.0,25.07,0.0,264.5,0.0,241.75,0.0,392.97,0.0,920.37,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,625.64,0.0,762.9,0.0,612.94,0.0,1320.73,0.0,937.79,0.0,1922.96,0.0,1234.62,0.0,2808.77,0.0,1689.3,0.0,3559.0,0.0,2340.14,0.0,4787.43,0.0,2554.97,0.0,5712.68,0.0,3329.92,0.0,6934.02,0.0,3894.55,0.0,8955.37,0.0,4157.83,0.0,8013.31,0.0,4183.87,0.0,8413.6,0.0,4692.95,0.0,9933.28,0.0
无形资产摊销,42.43,0.0,42.43,0.0,0.0,0.0,4.51,0.0,12.38,0.0,67.72,0.0,67.12,0.0,364.67,0.0,301.74,0.0,590.74,0.0,297.26,0.0,597.26,0.0,303.11,0.0,621.53,0.0,314.05,0.0,633.28,0.0,343.18,0.0,2317.8,0.0,2127.58,0.0,4584.12,0.0,4303.73,0.0,8322.55,0.0,5937.73,0.0,13002.88,0.0
长期待摊费用摊销,0.0,0.0,0.0,0.0,38.99,0.0,0.0,0.0,1.21,0.0,0.0,0.0,58.86,0.0,140.86,0.0,83.56,0.0,176.16,0.0,110.73,0.0,222.14,0.0,130.24,0.0,304.16,0.0,259.34,0.0,683.1,0.0,443.41,0.0,911.74,0.0,547.49,0.0,1163.12,0.0,648.68,0.0,1394.39,0.0,801.31,0.0,1727.2,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,60.07,0.0,0.0,0.0,3.94,0.0,-0.5,0.0,-0.54,0.0,0.0,0.0,-0.22,0.0,0.0,0.0,1.67,0.0,125.65,0.0,217.61,0.0,24.34,0.0,-1348.37,0.0,5.76,0.0,8.56,0.0,-0.02,0.0,111.09,0.0
固定资产报废损失,0.0,0.0,10.95,0.0,0.0,0.0,88.6,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.54,0.0,0.0,0.0,639.44,0.0,62.12,0.0,72.98,0.0,19.94,0.0,26.24,0.0,8.22,0.0,0.0,0.0,0.81,0.0,106.43,0.0,31.89,0.0,65.85,0.0,51.22,0.0,161.08,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,98.97,0.0,177.34,0.0,180.71,0.0,277.45,0.0,3.37,0.0,67.47,0.0,7.24,0.0,0.0,0.0,5.69,0.0,0.0,0.0,44.52,0.0,77.53,0.0,-40.92,0.0,29.24,0.0,73.47,0.0,-83.32,0.0,-103.43,0.0,-224.76,0.0,-43.2,0.0,30.58,0.0,-81.73,0.0,-45.84,0.0,-39.77,0.0,1450.36,0.0
投资损失,0.0,0.0,-6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.4,0.0,-94.75,0.0,-100.73,0.0,0.0,0.0,0.24,0.0,4.87,0.0,-272.77,0.0,-681.42,0.0,-1993.48,0.0,-471.0,0.0,-1318.26,0.0,8.93,0.0,126.34,0.0,-639.74,0.0,-2276.64,0.0,-1258.38,0.0,-2504.62,0.0,436.16,0.0,3119.54,0.0
递延所得税资产减少,-8.01,0.0,-316.0,0.0,-124.96,0.0,-144.77,0.0,-369.67,0.0,-234.61,0.0,-227.85,0.0,-287.29,0.0,689.02,0.0,-1100.04,0.0,-637.99,0.0,-1811.47,0.0,-2222.22,0.0,-3294.73,0.0,-67.12,0.0,1300.07,0.0,856.16,0.0,887.83,0.0,-416.27,0.0,-612.68,0.0,1115.18,0.0,-35.17,0.0,-121.29,0.0,-591.85,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.97,0.0,-92.36,0.0,-184.72,0.0
存货的减少,-2898.39,0.0,-2508.99,0.0,-127.71,0.0,-5129.48,0.0,-5103.51,0.0,-7491.67,0.0,-1018.15,0.0,5554.06,0.0,-2133.41,0.0,-5667.21,0.0,-1772.65,0.0,6525.7,0.0,-622.0,0.0,1022.7,0.0,-10659.62,0.0,-18874.34,0.0,9684.88,0.0,1710.16,0.0,-11882.95,0.0,-15440.43,0.0,-2605.46,0.0,-8693.18,0.0,582.56,0.0,6754.96,0.0
经营性应收项目的减少,-3681.61,0.0,-3751.22,0.0,-3449.77,0.0,-7175.46,0.0,-15910.15,0.0,-28752.62,0.0,-12916.25,0.0,-25222.28,0.0,-14190.67,0.0,-18913.05,0.0,-18759.11,0.0,-32361.08,0.0,-5468.05,0.0,-16550.67,0.0,-15059.07,0.0,-15845.29,0.0,-9224.09,0.0,-3299.57,0.0,5841.3,0.0,1688.45,0.0,-6522.73,0.0,-6110.03,0.0,19310.56,0.0,35635.13,0.0
