报表日期,2011-12-31,2012-12-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4410.91,0.0,0.0,0.0,-6741.8,0.0,12077.87,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,284.12,217.48,165.51,168.93,0.0,108.28,131.97,212.03,0.0,61.97,0.0,319.57,0.0,183.35,0.0,331.69,0.0,279.32,0.0,877.75,0.0,966.88,0.0,1125.76,0.0,988.19,0.0
投资损失,-5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-792.58,0.0,-372.21,0.0,-1686.58,0.0,-153.12,0.0,-509.84,0.0,0.0,0.0,-2495.22,0.0,-11976.15,0.0
递延所得税资产减少,-26.24,7.09,6.89,8.47,0.0,-13.98,-145.08,33.12,0.0,3.97,0.0,-100.03,0.0,-275.83,0.0,-1540.78,0.0,-338.07,0.0,-542.77,0.0,29.58,0.0,374.27,0.0,61.86,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.57,0.0,170.95,0.0,692.57,0.0,-43.4,0.0,974.99,0.0,-1825.36,0.0
存货的减少,248.39,-1383.59,-2438.98,-2477.69,0.0,993.91,-204.96,-637.18,0.0,-409.28,0.0,-1304.11,0.0,-2414.54,0.0,-13376.74,0.0,-11780.6,0.0,-5321.18,0.0,-8656.51,0.0,-3091.59,0.0,-553.87,0.0
经营性应收项目的减少,-3934.03,-1394.72,-1667.39,-3336.76,0.0,-3758.17,-4993.39,-3838.1,0.0,-3792.52,0.0,-9693.88,0.0,-3720.37,0.0,-12268.07,0.0,-13640.2,0.0,-25582.26,0.0,-19226.81,0.0,-4789.51,0.0,-4293.86,0.0
经营性应付项目的增加,544.41,-338.35,1507.97,2507.92,0.0,348.77,778.48,220.51,0.0,-169.45,0.0,2735.47,0.0,5385.14,0.0,23987.41,0.0,16290.9,0.0,6747.31,0.0,14516.2,0.0,7621.25,0.0,-2885.3,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.42,0.0,191.9,0.0,319.02,0.0,0.0,0.0
经营活动产生现金流量净额,1801.49,2174.13,565.91,969.06,0.0,1.29,-1140.47,-153.11,0.0,-2016.13,0.0,-3453.42,0.0,1736.1,0.0,5144.43,0.0,797.79,0.0,-256.58,0.0,1082.13,0.0,21678.79,0.0,-2239.65,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,4083.17,5288.99,3042.65,4282.98,0.0,3728.59,2096.26,16708.38,0.0,12338.74,0.0,13169.38,0.0,10636.77,0.0,11788.26,0.0,17811.23,0.0,18736.09,0.0,14488.03,0.0,19305.39,0.0,21359.73,0.0
现金的期初余额,5384.81,4083.17,5288.99,5288.99,0.0,4282.98,4282.98,4282.98,0.0,16708.38,0.0,16708.38,0.0,13169.38,0.0,13169.38,0.0,11788.26,0.0,11788.26,0.0,18736.09,0.0,18736.09,0.0,19305.39,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,-1301.64,1205.82,-2246.34,-1006.01,0.0,-554.39,-2186.72,12425.4,0.0,-4369.64,0.0,-3539.0,0.0,-2532.61,0.0,-1381.12,0.0,6022.97,0.0,6947.84,0.0,-4248.06,0.0,569.29,0.0,2054.35,0.0
