报表日期,2016-12-31,2017-12-31,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
取得借款收到的现金,6455216.0,8718140.0,11997022.0,8344555.0,9523471.0,9697385.8,9704298.0,0.0,0.0,8759565.3
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,1863573.0,1473486.0,1184243.0,67675.0,671961.0,1519899.0,1858377.0,0.0,0.0,1857827.8
筹资活动现金流入小计,8400996.0,10364395.0,13197132.0,8412821.0,10197125.0,11219211.1,11573235.0,0.0,0.0,10619850.0
偿还债务支付的现金,5997459.0,7214116.0,9327068.0,7968089.0,8510053.0,9496760.1,9670887.0,0.0,0.0,7902104.9
分配股利、利润或偿付利息所支付的现金,238780.0,266057.0,286194.0,70484.0,147175.0,263657.7,356890.0,0.0,0.0,210946.9
其中：子公司支付给少数股东的股利、利润,6645.0,8151.0,12407.0,0.0,4138.0,11738.0,41344.0,0.0,0.0,40227.6
支付其他与筹资活动有关的现金,1473783.0,1190402.0,2609612.0,8704.0,1281558.0,2222129.3,2916064.0,0.0,0.0,1699568.3
筹资活动现金流出小计,7710022.0,8670575.0,12222874.0,8047277.0,9938786.0,11982547.1,12943841.0,0.0,0.0,9812620.1
筹资活动产生的现金流量净额,690974.0,1693820.0,974258.0,365544.0,258339.0,-763336.0,-1370606.0,0.0,0.0,807229.9
四、汇率变动对现金及现金等价物的影响,7422.0,-7144.0,5574.0,-3777.0,199.0,2782.7,1590.0,0.0,0.0,-2154.8
五、现金及现金等价物净增加额,150120.0,793806.0,1200306.0,-124874.0,-340483.0,31962.0,-161980.0,782456.0,988530.0,1081485.1
加:期初现金及现金等价物余额,291620.0,441740.0,1235546.0,2435852.0,2435852.0,2435851.8,2435852.0,0.0,0.0,2273871.7
六、期末现金及现金等价物余额,441740.0,1235546.0,2435852.0,2310978.0,2095369.0,2467813.8,2273872.0,0.0,0.0,3355356.8
净利润,85375.0,528366.0,551694.0,83068.0,158863.0,0.0,556364.0,0.0,0.0,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,18413.0,26821.0,108337.0,72828.0,176180.0,0.0,210215.0,0.0,0.0,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,170081.0,181196.0,188238.0,47860.0,101098.0,0.0,213904.0,0.0,0.0,0.0
无形资产摊销,8244.0,8233.0,9223.0,2535.0,7902.0,0.0,18236.0,0.0,0.0,0.0
长期待摊费用摊销,6854.0,6487.0,6307.0,1702.0,3408.0,0.0,7452.0,0.0,0.0,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,5922.0,5771.0,2010.0,68.0,886.0,0.0,2637.0,0.0,0.0,0.0
固定资产报废损失,0.0,0.0,4175.0,536.0,1204.0,0.0,6381.0,0.0,0.0,0.0
公允价值变动损失,5557.0,40995.0,-25363.0,12998.0,13798.0,0.0,-26154.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,24449.0,83895.0,53844.0,-17395.0,-19216.0,0.0,42087.0,0.0,0.0,0.0
投资损失,296354.0,-347608.0,-94810.0,-43477.0,-43158.0,0.0,-101277.0,0.0,0.0,0.0
递延所得税资产减少,-32282.0,-20580.0,-7131.0,-31407.0,-15174.0,0.0,13870.0,0.0,0.0,0.0
递延所得税负债增加,37054.0,-19178.0,44583.0,-22256.0,-12618.0,0.0,4559.0,0.0,0.0,0.0
存货的减少,-367355.0,-585490.0,-414813.0,780333.0,627582.0,0.0,133217.0,0.0,0.0,0.0
经营性应收项目的减少,-275215.0,42086.0,-253691.0,205518.0,158116.0,0.0,131776.0,0.0,0.0,0.0
经营性应付项目的增加,181773.0,106768.0,51797.0,-354550.0,-309148.0,0.0,136237.0,0.0,0.0,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,90.0,-1408.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,165314.0,56354.0,225496.0,738306.0,849643.0,0.0,1352818.0,0.0,0.0,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
