报表日期,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,290.0,350.11,1643.39,1724.86,11179.58,25789.78,5937.82,6486.47,6587.8,6641.19,16772.03,6590.79,6366.54,8486.55,129539.41,118686.54,118703.73,117688.69,115692.81,111999.24,110107.45,116985.32,123530.43,111945.82,110574.35
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6481.48,6430.5,6379.51,6328.52,6277.54,6226.55,6175.57,6124.58
固定资产净额,25.88,77.61,284.87,344.77,7991.69,7967.38,7957.84,7913.53,7898.12,7879.15,7871.85,8612.69,8566.9,9777.25,10625.95,10752.86,10640.04,10478.84,10497.28,10841.8,10918.19,10794.61,10659.43,10493.17,10781.31,10577.77,3927.42,3829.09,3874.65,3829.77,3710.05,3553.65,3292.77,0.0
在建工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,1.46,2.13,13.67,320.14,146.38,133.11,376.12,353.69,2553.33,2416.62,3193.98,5664.31,9323.8,9513.83,14705.73,13233.43,13041.18,12553.7,12497.77,12233.14,23394.63,22253.47,21469.05,17482.84,11601.16,12076.95,15847.53,15759.64,7847.27,10136.45,9364.8,6927.84,9123.68,7510.11
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,502.59,1136.78,1771.76,2709.59,3128.71,5500.8,4051.89,4861.36,5538.52,8680.41,9872.38,12709.66,14753.53,17033.83,9548.41,11200.02,15679.68,19471.25,17686.12,18407.83,16157.12,13658.09,12555.65,10909.88,10251.53,12124.39,6709.39,7150.22
商誉,288.62,1009.89,2507.71,2507.71,2507.71,2507.71,2507.71,2507.71,2151.71,2151.71,2151.71,73652.04,74117.86,74117.86,299889.43,299889.43,299021.37,299021.37,299021.37,299021.37,560013.7,560013.7,560013.7,560013.7,560883.61,560883.61,560883.61,559511.56,539179.68,539179.68,539179.68,539179.68,201144.12,201144.12
长期待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.46,379.23,346.07,340.9,259.02,196.01,163.64,144.62,125.61,235.09,157.81,183.15,151.94,1501.11,1381.16,1323.56,1182.81,2134.05,1967.58,1837.83,1683.53,1180.33,1078.8
递延所得税资产,12.19,8.23,2.73,4.17,4.11,4.11,6.68,6.68,8.56,8.56,17.41,242.27,361.43,242.93,198.9,199.71,784.33,780.11,1002.36,1064.17,1422.96,1413.32,1422.96,1422.93,1770.6,1770.6,1770.6,1770.6,16086.96,16086.96,16037.85,15979.89,16169.63,15158.95
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.3,1450.0,1761.51,3960.93,4597.5,4493.46,5730.37,7631.15,5605.58,6382.37,4696.82,4134.77,2927.39,3201.55,8474.1,9243.73,8708.11,8224.31,7483.97,7445.08,1067.77,1067.77
非流动资产合计,328.15,1097.87,2808.99,3176.79,10649.9,10612.32,11350.94,11918.39,14433.48,15455.64,16713.77,95703.96,100025.26,111488.89,358850.7,364553.07,381647.84,390086.2,395223.3,412463.38,703037.41,719846.57,757606.37,874792.02,850696.96,852114.35,842705.74,837017.12,797099.33,793962.87,792878.6,797170.68,426152.63,456540.29
资产总计,2586.06,5012.16,17984.9,20231.46,23874.48,24547.45,87264.02,89347.59,91376.41,92407.97,93784.23,186138.83,192740.78,198038.51,489718.81,475054.71,502308.92,508121.29,479091.27,485064.86,787824.93,924930.88,1006108.07,1020563.06,1040141.63,1049391.97,1037013.55,1011407.23,988403.37,980710.37,1027177.36,967134.75,585725.62,627291.92
短期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13461.8,13512.84,13449.92,13994.86,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12379.24,14011.41,24133.69,24530.94,20019.19,22662.45
应付票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付账款,158.16,588.7,285.08,686.3,926.43,449.6,871.69,1232.59,1284.46,1176.51,1357.8,1404.03,888.36,2837.01,3588.05,2074.11,1772.11,2779.02,4140.2,3796.87,7710.18,11126.49,9146.55,10242.61,18423.1,24146.68,21709.42,12590.0,12379.24,14011.41,24133.69,0.0,20019.19,0.0
预收款项,0.0,0.0,3.98,0.14,0.0,20.02,19.41,56.98,39.77,30.24,20.28,249.37,226.95,220.39,666.46,530.48,1481.88,1178.07,1376.38,515.87,373.15,489.3,1369.39,1677.99,1096.82,983.72,2824.04,2752.85,1292.99,1488.43,6422.86,5048.0,5726.91,5386.19
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,7.7,29.39,62.32,104.96,81.96,132.44,112.48,-136.74,167.16,178.59,171.42,1457.16,1391.5,898.49,1724.48,1501.72,1774.58,1622.1,1679.75,1578.95,3912.39,2262.65,2447.9,2439.25,6681.76,3160.33,3684.35,3444.83,8092.37,4378.59,3908.15,3990.74,11074.06,4871.91
应交税费,22.04,259.98,135.66,-37.96,45.88,102.86,284.3,274.01,584.02,389.05,433.44,1383.06,1627.05,1326.26,2643.84,3994.14,4803.72,3379.02,3775.9,2850.26,4045.08,2498.62,1926.25,2362.03,16053.03,5830.4,7619.48,8291.02,19629.92,5569.02,7820.8,7652.96,8550.8,9152.44
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.27,12.79,12.94,13.35,10.88,12.08,520.76,1787.08,3041.93,4280.72,509.28,1775.61,3041.93,4280.72,509.28,0.0,90.4,127.22
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,2000.0,0.0,4715.6,0.0,0.0,0.0,5264.66,0.0,0.0,0.0,10757.99,0.0,7000.0,7000.0
其他应付款,384.46,447.96,680.43,447.55,434.11,368.43,369.98,369.1,954.72,603.69,607.76,34970.25,678.63,664.02,806.77,424.56,626.15,167.55,474.77,409.81,1153.97,996.85,18526.86,18564.78,1013.73,1227.24,666.05,831.0,401.24,303.3,633.9,9882.98,12917.1,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20717.7,20717.7,72728.58,48073.72,45355.53,45355.53,26228.19,21880.93,73238.4,39951.25,22143.54,16018.86,15887.49,15887.49,17847.65,17847.65,1193.73,1193.73,914.9,0.0,2377.89,2377.89
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.67,25.25,18.67,16.41,381.74,381.74,731.98,747.67,618.3,796.73,1119.51,1119.59,1720.29,1516.94,1461.6,1200.0,1188.28,996.3,1690.28,1287.45,1694.93,1339.89,1157.65,1449.17,2217.05,1965.64
流动负债合计,572.36,1326.03,1167.48,1201.0,1488.39,1073.35,1657.87,1795.94,3063.79,2403.33,2609.38,39480.28,25911.92,27045.61,82890.16,57346.4,72014.34,68803.65,52257.55,46160.5,104164.33,68854.18,72258.44,64292.62,63386.14,56512.88,61815.21,48820.4,47726.35,32565.1,56259.22,52554.79,69973.4,66866.59
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79588.53,79609.27,79630.02,79650.31,79670.82,79693.76,79714.91,79735.61,79756.53,2377.89,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13755.05,13755.05,26866.63,26866.63,25496.06,25496.06,3942.43,3942.43,38795.63,38795.63,22776.76,22776.76,17847.65,17847.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.52,64.52,64.52,64.52,329.04,329.04
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.57,220.43,138.28,83.14,457.97,312.61,190.14,76.06,5.31,5.31,4.95,0.0,0.0,0.0,0.0,0.0,0.0,8330.91
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.34,1054.78,1010.24,953.84,969.12,837.17,547.09,432.81,318.52,318.52,189.95,159.0,144.72,130.43,135.29,125.42,115.55,105.68
其他非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.66,122.66,120.82,602.6,642.47,524.18,648.01,547.4,263.75,412.52,492.32,426.26,1185.14,1149.88,1563.65,7461.23,31132.04,30845.83,30751.64,8553.11,684.75,405.83,2310.41,1657.51,2501.46,2195.93
非流动负债合计,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.66,122.66,120.82,602.6,14397.52,14279.24,27514.64,27414.03,27226.72,27183.78,5583.27,5405.66,41407.86,41095.3,104666.18,110356.13,128933.53,128667.61,110617.36,88405.88,80608.9,80336.39,82266.75,4225.34,2946.05,10961.57
负债合计,572.36,1326.03,1167.48,1201.0,1488.39,1073.35,1657.87,1795.94,3186.45,2525.98,2730.2,40082.87,40309.44,41324.84,110404.8,84760.43,99241.05,95987.43,57840.81,51566.16,145572.18,109949.48,176924.62,174648.74,192319.67,185180.5,172432.57,137226.28,128335.26,112901.49,138525.97,56780.13,72919.45,77828.16
实收资本(或股本),1000.0,1000.0,12274.5,12274.5,12274.5,12274.5,16366.0,16366.0,16366.0,16366.0,36005.2,70505.75,70505.75,70505.75,129760.84,129760.84,129760.84,129760.84,246760.68,246773.28,265837.74,277388.38,277388.38,277087.49,277087.49,277087.49,277087.49,275799.29,275799.29,275799.29,275799.29,275748.42,275748.42,275748.42
资本公积,100.0,400.0,1112.36,1112.36,1112.36,1112.36,57049.62,57049.62,57049.62,57049.62,37410.42,53242.51,53442.51,53442.51,209739.16,210608.75,212215.0,212786.68,99149.45,99721.88,270786.5,408409.87,408675.49,409058.41,409042.19,409501.72,409904.03,411427.85,410900.69,410900.69,410900.69,410951.55,383738.72,383737.76
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.12
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.38,16.97,-26.15,372.52,1347.23,1182.89,1352.4,2563.21,8404.03,7485.41,4100.54,97.93,-1278.49,-7892.14,-4155.15,3242.07,3341.75,-38033.54
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,21.55,103.01,272.33,272.33,543.46,543.46,809.62,809.62,1072.56,1072.56,1072.56,1072.56,2230.73,2230.73,2230.73,2230.73,6626.93,6626.93,6626.93,6626.93,11781.75,11781.75,11781.75,11781.75,12201.45,12201.45,12201.45,12201.45,12773.03,12773.03,12773.03,12773.03,12773.03,12773.03
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,892.15,2183.13,3158.24,5371.28,8455.77,9543.79,11380.91,13326.41,13701.77,15393.8,16565.84,21236.79,26268.94,30551.27,32989.99,42292.64,50610.76,58430.44,63696.26,74060.91,88734.23,110869.3,125868.69,139984.44,134460.48,150645.29,155907.7,168623.12,155013.68,168170.89,190290.92,203890.49,-162737.68,-84068.3
归属于母公司股东权益合计,2013.7,3686.14,16817.42,19030.47,22386.09,23474.1,85606.16,87551.65,88189.96,89881.98,91054.03,146055.96,152431.33,156713.67,374708.89,384881.2,399198.16,407621.87,416207.18,427555.53,638487.45,809632.19,825066.7,840475.3,841195.63,856921.35,859201.21,868149.63,853208.19,859751.75,885608.77,906605.56,512864.24,549410.24
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4605.11,5413.08,3869.71,4511.99,5043.27,5943.16,3765.3,5349.21,4116.75,5439.01,6626.34,7290.13,5379.77,6031.32,6859.93,8057.13,3042.62,3749.07,-58.07,53.52
所有者权益(或股东权益)合计,2013.7,3686.14,16817.42,19030.47,22386.09,23474.1,85606.16,87551.65,88189.96,89881.98,91054.03,146055.96,152431.33,156713.67,379314.0,390294.28,403067.87,412133.86,421250.45,433498.7,642252.75,814981.4,829183.45,845914.31,847821.96,864211.48,864580.98,874180.95,860068.12,867808.88,888651.39,910354.63,512806.17,549463.76
负债和所有者权益(或股东权益)总计,2586.06,5012.16,17984.9,20231.46,23874.48,24547.45,87264.02,89347.59,91376.41,92407.97,93784.23,186138.83,192740.78,198038.51,489718.81,475054.71,502308.92,508121.29,479091.27,485064.86,787824.93,924930.88,1006108.07,1020563.06,1040141.63,1049391.97,1037013.55,1011407.23,988403.37,980710.37,1027177.36,967134.75,585725.62,627291.92
