报表日期,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,0.0,0.27,9.3,5.81,4.38,5.84,6.56,16.89,3.82,4.01,5.43,6.95,6.06,6.06,0.0,83.06,0.0,35.39,72.22,84.69,83.71,81.62,72.48,72.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,10.06,12.46,0.0,25.65,23.52,12.83,6.41,110.87,110.87,473.23,561.66,780.6,705.33,690.15,668.98,841.68,767.5,713.77,643.44,1155.59,1044.96,845.93,620.6,103.76,99.94,15.81,141.45,668.86,329.17,422.49,437.32,78.28,103.19,129.93,239.99,296.61,341.69,500.25,845.26,721.46,617.19
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.08,210.66,87.67,63.48,1205.14,97.26,302.28,248.9,127.78,125.82,339.24,214.43,150.42,138.59,1969.55,1962.26,7416.87,5430.96,6178.9,2134.89,9707.35,6618.95,1836.34,3793.23,4781.66,4202.05
流动资产合计,1657.23,15628.38,11231.3,11454.78,11980.54,82485.82,80471.99,79886.29,80289.55,78692.01,70557.03,71434.89,67187.91,64422.21,63171.23,59155.87,57548.47,54413.52,55039.13,40634.7,51368.23,51369.04,36060.59,46606.55,47671.15,45010.39,46131.84,44052.39,56700.17,47462.75,45474.47,32600.77,40814.22,40038.88,46611.66,38080.14,52676.64,46678.58,49004.74,51085.59,53082.2,68224.08
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,1920.0,3727.5,3815.5,19320.25,19320.25,19320.25,22370.25,22570.25,22670.25,23978.25,23978.25,25205.21,29405.21,27605.21,29705.34,36143.2,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.76,33.52,35.75,3686.67,20.09,33.66,30.64,3.22,55.01,15.51,20.12,35.79,44482.64,19.17,0.0,0.0,1200.0,2646.39,3577.05,4136.54,4392.25,4381.62,5073.32,6918.61,7198.47,6920.01,7134.44,6248.39,6375.26,9442.73,9314.42,9329.67,9889.49,5263.31,5255.57
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产净额,115.01,1159.03,1571.75,1599.83,1749.86,1748.47,1821.24,1963.44,2738.27,2741.29,3166.14,3535.73,4038.54,3894.52,4239.97,5237.7,5101.95,4886.06,4574.38,4148.68,4361.34,4494.38,4380.78,4211.73,5060.65,4854.29,4602.05,4357.46,2706.13,2475.16,2272.69,2039.86,1713.04,1561.06,12419.78,11792.92,12654.89,12185.12,11653.98,11159.83,10940.47,0.0
在建工程,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358.75,1375.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.88,616.14,1442.13,2382.1,2506.3,4024.19,6138.46,7071.3,8015.79,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,959.75,1242.44,1827.99,1788.41,2338.84,2268.1,2259.78,2187.47,2851.6,2739.44,2661.46,3153.34,4740.94,5470.72,7405.89,6752.29,9039.97,8687.34,11413.96,11179.78,22819.68,20128.52,19142.34,20485.18,13315.59,12285.86,14870.9,12303.61,10347.2,9685.06,8346.19,7457.55,5797.51,5172.58,4699.99,4388.31,2472.8,2228.03,1985.47,1411.67,1550.49,1290.73
开发支出,0.0,347.62,1038.89,1667.26,2340.6,3178.58,3916.26,5200.09,6982.19,8491.32,10581.61,12665.49,15817.76,18383.38,19330.06,20966.17,21113.68,24396.75,22503.51,23964.36,12910.55,15103.75,15370.87,12490.99,11611.45,12996.8,10138.21,9260.09,1404.85,1185.3,1886.32,2145.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2507.66,2196.16,2196.16,2345.32,2345.32,2345.32,2345.32,2345.32,2345.32,43841.85,43841.85,43841.85,43841.85,41872.07,41872.07,41872.07,41872.07,23202.62,23202.62,23202.62,23202.62,15788.02,15788.02,15788.02,3739.42,3451.64,3451.64,3451.64,3451.64,2572.84,2572.84
长期待摊费用,0.0,38.56,41.53,114.51,82.58,78.3,82.58,298.45,181.74,179.86,883.11,978.08,1024.48,941.01,765.18,616.56,599.94,470.01,343.16,493.12,1688.09,3445.14,4559.89,5118.8,6277.94,5814.13,3628.96,3382.83,440.82,630.55,524.94,608.56,112.82,372.24,300.89,457.38,451.36,365.47,955.29,900.64,992.05,875.57
递延所得税资产,17.9,93.43,125.02,125.02,167.51,168.21,218.41,247.15,626.74,710.01,904.04,1017.37,1119.36,1114.13,1332.7,1632.2,2141.12,2293.88,2490.12,2461.01,2731.73,2809.46,2883.46,3010.3,4299.29,4380.44,4547.91,4878.13,4875.56,4695.44,4313.17,4221.47,3074.37,2954.3,2488.38,2525.12,2519.88,2586.2,2624.08,2549.14,2424.83,2375.38
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.31,401.31,742.98,1647.36,4552.67,20675.83,19442.83,22366.92,20670.83,20610.53,2206.6,2962.08,3261.34,14747.16,13219.89,13289.89,1261.59,14816.01,2603.89,4202.24,3958.41,6062.63,1803.63,7168.05
非流动资产合计,1092.66,2881.07,4617.79,5295.03,6679.39,7441.66,8298.27,9936.35,13414.07,14897.67,21883.04,23877.76,28970.91,32030.55,35422.33,37605.24,40357.48,43099.48,44107.54,89476.2,89115.39,91470.46,96090.59,112410.57,105846.2,110067.55,108194.97,104872.47,68885.66,69229.78,70046.13,83991.5,69667.77,69558.91,68627.4,70454.76,61308.69,67762.52,67702.2,72201.66,69706.59,74205.1
资产总计,2749.89,18509.44,15849.08,16749.82,18659.93,89927.48,88770.25,89822.65,93703.62,93589.68,92440.06,95312.66,96158.82,96452.76,98593.56,96761.11,97905.95,97513.0,99146.66,130110.91,140483.61,142839.49,132151.18,159017.11,153517.35,155077.94,154326.81,148924.85,125585.83,116692.53,115520.6,116592.27,110481.99,109597.79,115239.07,108534.91,113985.34,114441.1,116706.94,123287.25,122788.79,142429.18
短期借款,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,7000.0,30000.0,28000.0,31000.0,31000.0,25000.0,10000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,8000.0,6000.0,32950.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524.44,3349.48,4660.74,4196.13,5337.31,5070.84
应付票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付账款,0.0,0.0,225.19,18.55,364.23,293.19,205.45,376.95,417.42,381.59,1243.6,832.28,1580.23,1346.57,2190.09,1470.72,922.37,911.08,1266.23,3136.13,1001.53,1437.84,1908.88,2770.63,4238.48,3272.71,1956.55,2587.11,2660.11,1830.27,1726.96,2450.1,3232.49,3699.53,2969.47,2343.14,2524.44,3349.48,4660.74,0.0,5337.31,0.0
预收款项,1.25,294.14,28.29,4.39,16.39,4.39,4.39,14.61,5.05,28.74,207.26,114.39,244.35,89.93,299.29,120.98,73.88,70.84,93.57,118.58,422.31,1629.46,1574.26,1222.43,78.73,350.45,487.57,348.31,151.87,143.61,296.05,350.88,328.24,582.39,793.32,437.45,147.68,168.51,224.75,274.23,297.94,263.44
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,98.13,182.4,202.12,230.65,327.75,276.5,306.21,362.88,785.1,587.98,640.67,786.52,1209.32,787.8,686.33,734.47,1079.95,687.03,775.49,875.61,1722.65,1093.64,1120.24,1320.91,1588.38,1057.38,979.69,1008.08,1267.8,823.42,831.02,807.2,1256.77,752.96,547.65,399.87,777.63,424.33,417.54,443.12,542.33,428.72
应交税费,361.57,398.35,148.87,214.05,523.1,292.62,248.5,223.16,639.54,338.36,350.73,364.6,391.17,493.23,587.52,247.51,421.09,253.08,492.64,640.92,1975.16,1393.8,531.83,609.65,515.23,290.09,340.86,388.36,1329.82,1810.97,1628.52,2662.32,1353.26,1099.66,826.55,922.61,919.67,1921.73,969.61,1089.54,2266.73,2291.09
应付利息,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,0.0
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款,31.2,61.27,4.12,1.74,24.08,169.59,143.16,88.63,45.45,53.75,77.91,965.95,397.28,53.49,130.4,111.15,113.94,133.42,280.76,88.77,14809.71,13207.78,410.14,1182.98,369.0,455.63,348.97,242.46,294.57,312.81,297.38,783.37,209.39,308.73,248.15,668.74,27158.01,24582.22,21972.8,24542.52,27959.75,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.2,187.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动负债,172.28,534.95,560.21,580.91,379.85,293.79,309.18,334.63,1884.73,1649.5,1728.25,2095.3,1690.36,2199.54,2600.14,2566.14,980.64,1090.11,794.42,918.54,2662.34,3054.19,1228.84,1198.28,748.69,598.72,843.86,1033.34,1794.66,1239.27,1374.11,1389.14,2708.01,1497.34,1432.2,1105.86,998.2,902.25,888.46,900.48,1012.39,1097.2
流动负债合计,664.43,4471.78,1168.8,1050.29,1635.41,1330.08,1216.89,1400.86,3777.29,3039.92,4248.42,5159.06,5512.71,4970.55,6493.75,5250.98,3591.88,3925.56,3703.11,5778.56,22593.7,25336.71,13961.39,38492.08,35601.23,37024.99,35957.49,30607.66,17498.81,8160.35,8154.04,8443.0,9088.17,7940.61,6817.33,5877.68,32525.62,31348.53,33133.89,39446.02,43428.41,62349.11
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,702.0,655.2,795.6,748.8,702.0,655.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699.73,2699.73,2699.73,2699.73,2699.73,2699.73,2699.73,2699.73,2699.73,2699.73,2699.73,2699.73,2699.73,2699.73
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3855.07,3502.55,3310.37,3572.94,1924.11,2037.32,1320.49,1081.53,1073.98,828.99,853.45,533.81,402.99,336.03,271.91,208.5,164.33,133.33
其他非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381.51,2077.92,2333.23,30371.41,17552.05,15433.0,14980.18,15793.16,13333.95,13333.95,13333.95,13333.95,0.0,0.0,0.0,0.0,0.0,0.0,37500.0,24500.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381.51,2077.92,2333.23,30371.41,17552.05,16369.0,15682.18,16448.36,17984.62,17585.3,17346.32,17562.09,4623.84,4737.06,4020.22,3781.27,3773.72,3528.73,41053.18,27733.54,3102.72,3035.77,2971.65,2908.23,2864.07,2833.07
负债合计,664.43,4471.78,1168.8,1050.29,1635.41,1330.08,1216.89,1400.86,3777.29,3039.92,4248.42,5159.06,5512.71,4970.55,6493.75,5250.98,5973.39,6003.48,6036.34,36149.97,40145.75,41705.71,29643.57,54940.43,53585.85,54610.29,53303.81,48169.75,22122.66,12897.41,12174.26,12224.26,12861.89,11469.33,47870.52,33611.22,35628.34,34384.3,36105.53,42354.25,46292.47,65182.18
实收资本(或股本),1000.0,7500.0,7500.0,7500.0,7500.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26103.86,26103.86,26103.86,26103.86,26103.86,26103.86,26103.86,26103.86,26103.86,26103.86,26103.86,26470.86,26470.86,26470.86
资本公积,0.0,3796.88,3796.88,3796.88,3796.69,71721.25,68721.25,68721.25,69372.19,69372.19,69372.19,69372.19,69372.19,69372.19,69372.19,69372.19,69391.97,69427.73,69751.23,56932.6,57328.96,57779.67,58230.39,58596.51,57693.08,57789.49,57585.75,57469.32,59149.58,59149.58,59149.58,59130.63,59703.69,59990.23,26873.91,33192.08,33431.27,33431.27,33437.24,35345.64,32253.21,32253.21
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2275.4,2275.4,2275.4
