报表日期,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
投资所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12,14.12,14.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2970.61,829.35,2200.0,17000.0,310479.35,49359.47,64077.49,96477.49,122509.32,19114.17,22190.88,34318.25,34422.03,4678.8,9233.59,16608.32,22702.49,2564.19,7806.85,13149.78,17667.43,3584.01,8602.06,27821.03,39619.06,14645.85
取得子公司及其他营业单位支付的现金净额,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18680.52,0.0,3154.35,29254.35,0.0,0.0,0.0,0.0,0.0,0.0,-3345.26,53918.99,45000.99,0.0,0.0,0.0,15507.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11350.0,17380.0,32030.0,46780.0,95580.0,10000.0,110000.0,140000.0,212236.9,58639.58,112655.78,190155.78,359117.87,73000.0,243000.0,313799.68,508278.55,296850.0,485479.0,587878.74,613481.96,60000.0
投资活动现金流出小计,1826.92,2778.18,3641.72,6930.65,8861.97,14897.82,5043.44,8352.28,12973.63,12662.97,2010.43,4367.14,4470.87,4908.96,640.52,1201.64,2046.0,1964.06,1344.69,1670.8,2283.85,26653.62,3161.33,10785.63,52259.45,337588.05,74954.3,118211.65,158709.78,239011.98,50624.33,186408.22,327616.9,393542.04,71439.05,135080.6,229795.19,429776.27,77703.97,256771.37,336128.7,562768.45,389539.07,590920.81,717479.4,760268.57,81372.51
投资活动产生的现金流量净额,-1823.92,-1771.48,-3641.72,-6930.65,-8861.97,-14897.82,-5042.44,-8351.28,-12972.63,-12661.97,-2010.43,-4367.14,-4240.17,-4813.96,-616.01,-1176.72,-2018.65,-1856.65,-1344.69,-1670.8,-2283.85,-23851.59,6127.36,-1398.33,-42835.98,-324958.8,-73738.08,-93290.52,-132006.2,-151753.32,-20902.6,-68008.36,-146071.45,-136793.82,-20779.13,-7200.56,-16223.47,-5510.78,75814.34,47613.83,5198.42,-104342.77,-128157.6,-95241.98,-127175.53,-60965.01,11994.91
吸收投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,55561.61,55561.61,55561.61,56182.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47350.0,1620.0,15773.64,15851.01,282210.26,2.31,2.31,17.31,1600.29,12.21,42694.02,43148.48,43386.25,1978.95,1978.95,1978.95,1978.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292903.28
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,1620.0,2173.64,2251.01,2210.26,2.31,2.31,15.0,0.0,12.21,52.21,506.67,490.0,1978.95,1978.95,1978.95,1978.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,2200.0,8980.8,300.0,13000.0,15000.0,19683.2,3700.0,5500.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.8,0.0,0.0,2442.01,5072.03,0.0,30000.0,30000.0,40660.08,10000.0,56000.0,91040.0,91040.0,28000.0,64900.0,64900.0,64900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88932.43,24812.55
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2685.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,11.87,4.96,1.81,4.3,4.37,6.51,620.92,889.59,889.65,651.26,179.78,196.74,179.78,340.05,0.0,87.62,124.7,211.96,0.0,74.77,75.99,155.93,1.29,230.0,232.15,233.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66332.43,88932.43,88932.43,0.0,0.0
筹资活动现金流入小计,2211.87,8985.76,301.81,13004.3,15004.37,19689.71,59882.53,61951.2,62451.26,62833.76,179.78,196.74,179.78,340.05,0.0,87.62,124.7,211.96,0.0,74.77,75.99,48071.72,1621.29,16003.64,18525.17,287516.08,2.31,30002.31,30017.31,44946.33,10012.21,98694.02,134188.48,134426.25,29978.95,66878.95,66878.95,66878.95,0.0,0.0,0.0,0.0,66332.43,88932.43,88932.43,88932.43,317715.83
偿还债务支付的现金,4300.0,6200.0,3000.0,11000.0,11000.0,11000.0,16500.91,19583.2,20083.2,20383.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.8,565.8,565.8,2498.36,1874.5,2158.57,2352.32,6511.7,0.0,30000.0,40470.0,57250.68,689.47,38593.3,39300.7,68017.24,725.79,38360.96,39105.28,39859.92,764.03,28117.61,28117.61,28117.61,66332.43
分配股利、利润或偿付利息所支付的现金,510.72,288.0,49.12,132.73,212.68,325.66,147.15,1073.63,1537.03,1513.32,0.0,402.0,402.0,402.0,0.0,4020.0,4020.0,4020.0,0.0,2680.0,2680.0,2680.47,8778.38,13841.49,13894.35,12226.22,10163.4,20753.65,21124.66,21552.57,10328.4,34737.57,35589.68,36801.64,9907.23,10925.67,54326.31,55741.99,13017.98,13835.95,87375.84,88154.97,14579.33,78832.93,150653.83,150852.01,441.73
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,10500.0,10500.0,1700.0,10093.1,10093.1,10093.1,10093.1,9800.0,12800.0,12800.0,12800.0,9000.0,9000.0,9000.0,9000.0,12200.0,12200.0,22200.0,22200.0,12000.0,12000.0,20000.0,20000.0,0.0
支付其他与筹资活动有关的现金,102.36,17.6,2.83,34.97,34.99,37.43,459.26,467.88,467.88,487.72,45.63,62.6,45.63,62.0,0.0,0.0,0.0,60.0,0.0,0.0,100.0,303.2,0.0,0.0,1121.0,4894.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9349.33,84000.0,112031.72,112046.72,140046.72,0.0,30200.73,30200.73,32205.28,0.0,0.0,0.0,172797.73,58093.43
筹资活动现金流出小计,4913.08,6505.6,3051.95,11167.7,11247.67,11363.1,17107.32,21124.7,22088.11,22384.24,45.63,464.6,447.63,464.0,0.0,4020.0,4020.0,4080.0,0.0,2680.0,2780.0,2983.67,9344.18,14407.29,15581.15,19619.43,12037.9,22912.22,23476.98,28064.26,10328.4,64737.57,76059.68,103401.66,94596.71,161550.69,205673.74,263805.96,13743.78,82397.65,156681.85,160220.16,15343.36,106950.54,178771.44,351767.35,124867.6
筹资活动产生的现金流量净额,-2701.2,2480.16,-2750.14,1836.6,3756.7,8326.62,42775.21,40826.5,40363.15,40449.52,134.14,-267.86,-267.86,-123.95,0.0,-3932.38,-3895.3,-3868.04,0.0,-2605.23,-2704.01,45088.05,-7722.88,1596.35,2944.01,267896.65,-12035.59,7090.09,6540.33,16882.06,-316.19,33956.45,58128.8,31024.59,-64617.76,-94671.74,-138794.79,-196927.01,-13743.78,-82397.65,-156681.85,-160220.16,50989.08,-18018.11,-89839.01,-262834.92,192848.24
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,-0.91,0.0,0.0,0.0,-5.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.04,0.0,0.0,0.0,16.38,-52.19,-166.03,-435.22,-40.83,-93.27,178.98,661.2,1019.71,724.59,-462.57,-1292.97,-1250.57,-1751.23,-76.43,1555.65,477.37,-902.2,-12.81,1436.36,758.54,925.25,1077.77,-1132.41,-5111.69,413.87
五、现金及现金等价物净增加额,-301.92,3759.95,-2813.26,-1565.17,-3892.08,-3284.97,36899.37,35227.17,32106.11,31641.48,-3177.31,-5211.09,-2989.06,-2512.51,1118.01,-3419.61,-3116.53,-846.81,285.58,-2110.53,-3222.04,30411.53,13997.23,38135.03,35286.89,51020.85,-77283.1,-40132.74,-59254.19,-28657.6,43376.14,75170.25,52361.58,76169.79,-30936.06,-4225.13,-14606.32,-6517.06,76971.43,26838.86,39687.45,61952.01,99151.65,132840.34,26273.72,-36117.89,272548.55
加:期初现金及现金等价物余额,691.31,389.39,4149.34,4149.34,4149.34,4149.34,864.37,864.37,864.37,864.37,32505.84,32505.84,32505.84,32505.84,29993.33,29993.33,29993.33,29993.33,29146.52,29146.52,29146.52,29146.52,59558.05,59558.05,59558.05,59558.05,110578.9,110578.9,110578.9,110578.9,81921.3,81921.3,81921.3,81921.3,158091.09,158091.09,158091.09,158091.09,153296.52,151574.03,151574.03,151574.03,213526.04,213526.04,213526.04,213526.04,177408.15
六、期末现金及现金等价物余额,389.39,4149.34,1336.08,2584.17,257.26,864.37,37763.74,36091.54,32970.48,32505.84,29328.53,27294.76,29516.78,29993.33,31111.34,26573.72,26876.8,29146.52,29432.1,27035.99,25924.49,59558.05,73555.29,97693.08,94844.94,110578.9,33295.8,70446.16,51324.71,81921.3,125297.44,157091.55,134282.88,158091.09,127155.04,153865.96,143484.77,151574.03,230267.95,178412.9,191261.48,213526.04,312677.69,346366.38,239799.76,177408.15,449956.7
净利润,2190.5,3866.21,0.0,0.0,0.0,4922.22,0.0,3065.91,0.0,4069.2,0.0,785.72,0.0,1287.05,0.0,337.34,0.0,368.12,0.0,259.67,0.0,5860.7,0.0,38980.11,0.0,92173.71,0.0,53845.31,0.0,121666.86,0.0,95168.17,0.0,183649.97,0.0,88280.86,0.0,115142.98,0.0,115925.56,0.0,241684.08,0.0,188254.76,0.0,303583.13,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,-15.99,133.39,0.0,0.0,0.0,56.37,0.0,-5.4,0.0,-67.75,0.0,125.02,0.0,33.88,0.0,-44.3,0.0,38.46,0.0,-4.41,0.0,168.85,0.0,1098.53,0.0,4797.88,0.0,1474.26,0.0,4945.74,0.0,-12.96,0.0,35129.59,0.0,214.17,0.0,104935.51,0.0,-1830.53,0.0,7439.06,0.0,5157.3,0.0,18805.35,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,1317.16,1399.69,0.0,0.0,0.0,1516.77,0.0,1097.98,0.0,2576.34,0.0,243.52,0.0,2905.97,0.0,1951.71,0.0,3957.23,0.0,2079.03,0.0,4324.79,0.0,3088.78,0.0,5934.27,0.0,3148.04,0.0,6037.32,0.0,2892.08,0.0,5491.39,0.0,2504.07,0.0,4731.94,0.0,721.67,0.0,1634.45,0.0,1991.83,0.0,4343.1,0.0
无形资产摊销,5.71,12.3,0.0,0.0,0.0,61.1,0.0,32.58,0.0,65.11,0.0,27.8,0.0,65.26,0.0,32.87,0.0,71.8,0.0,37.36,0.0,257.67,0.0,846.13,0.0,1573.61,0.0,520.39,0.0,1045.0,0.0,661.53,0.0,1908.31,0.0,441.83,0.0,795.93,0.0,178.73,0.0,396.96,0.0,331.22,0.0,2257.08,0.0
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.84,0.0,1537.84,0.0,4675.78,0.0,3113.37,0.0,10268.17,0.0,4296.09,0.0,8601.35,0.0,2933.72,0.0,6238.3,0.0,3924.2,0.0,9060.92,0.0,1881.8,0.0,5126.65,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,-1.01,111.67,0.0,0.0,0.0,-34.3,0.0,0.0,0.0,6.71,0.0,0.0,0.0,-12.38,0.0,2.3,0.0,-59.55,0.0,0.0,0.0,-16.75,0.0,45.85,0.0,-55.74,0.0,13.84,0.0,-131.62,0.0,62.53,0.0,-105.53,0.0,55.91,0.0,-128.98,0.0,7.77,0.0,-5.25,0.0,-7.54,0.0,-30.5,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.8,0.0,0.0,0.0,-12.53,0.0,-5.08,0.0,5.64,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14753.73,0.0,-11513.04,0.0,-19562.96,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,601.2,310.95,0.0,0.0,0.0,370.89,0.0,-68.23,0.0,-478.7,0.0,-34.01,0.0,-340.05,0.0,-87.62,0.0,-211.96,0.0,-74.77,0.0,0.47,0.0,249.66,0.0,184.42,0.0,-155.87,0.0,-59.69,0.0,1746.82,0.0,4536.46,0.0,1583.72,0.0,2242.8,0.0,1290.68,0.0,2927.16,0.0,3465.56,0.0,4450.7,0.0
投资损失,0.0,-12.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.89,0.0,-643.88,0.0,-509.46,0.0,-2657.18,0.0,-5466.85,0.0,-20936.9,0.0,-25603.02,0.0,-2374.77,0.0,-8054.4,0.0,-6053.64,0.0,-11061.32,0.0,-10809.33,0.0,-15525.48,0.0
递延所得税资产减少,12.72,-20.01,0.0,0.0,0.0,-8.46,0.0,0.81,0.0,10.16,0.0,-18.75,0.0,-4.52,0.0,6.64,0.0,-23.32,0.0,0.66,0.0,-35.95,0.0,-16.19,0.0,-237.64,0.0,-597.85,0.0,-304.0,0.0,156.16,0.0,-335.07,0.0,-1.98,0.0,-2360.02,0.0,1806.09,0.0,-71.53,0.0,-19.98,0.0,1659.89,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-473.59,0.0,-431.33,0.0,68.01,0.0,-3.09,0.0
存货的减少,-382.77,-519.75,0.0,0.0,0.0,-1592.23,0.0,-408.4,0.0,-585.9,0.0,11978.19,0.0,887.85,0.0,-131.54,0.0,169.88,0.0,-706.1,0.0,-1194.46,0.0,-2239.6,0.0,-1136.92,0.0,1008.28,0.0,-602.21,0.0,-3186.59,0.0,-3041.31,0.0,3035.68,0.0,2448.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营性应收项目的减少,745.06,-2653.56,0.0,0.0,0.0,166.65,0.0,-2249.12,0.0,2644.9,0.0,-5642.8,0.0,174.91,0.0,-1366.25,0.0,-1257.92,0.0,-1089.82,0.0,-3923.71,0.0,-27791.63,0.0,-42573.9,0.0,-9235.85,0.0,-47433.36,0.0,4573.61,0.0,-24434.26,0.0,-6150.48,0.0,-48225.46,0.0,-65662.16,0.0,-41685.73,0.0,9359.25,0.0,-18449.49,0.0
经营性应付项目的增加,-249.39,423.01,0.0,0.0,0.0,-2171.86,0.0,1285.5,0.0,-4380.83,0.0,-8040.77,0.0,-2573.55,0.0,988.33,0.0,1832.18,0.0,1663.51,0.0,3244.12,0.0,22956.22,0.0,43042.38,0.0,-4586.59,0.0,14882.95,0.0,16009.61,0.0,27054.14,0.0,8026.74,0.0,62180.8,0.0,11807.0,0.0,93816.66,0.0,48094.62,0.0,-7652.87,0.0
