报表日期,2008-12-31,2009-06-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,85000.0,85000.0,147960.0,137760.0,279040.0,2130.0,15560.0,0.0,0.0,389370.0,389370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8052.07,5.58,10132.25
取得投资收益所收到的现金,0.0,0.0,38.0,0.0,0.0,95.18,95.18,0.0,0.53,0.53,0.53,0.0,0.0,42.29,2933.6,0.0,1708.93,3828.42,6593.5,1417.07,2127.36,2986.47,5863.36,3712.94,7481.5,9844.69,11179.02,383.79,750.35,1013.79,1123.89,33.21,35.29,92.82,94.31,0.51,27.77,86.46,0.0,0.0,11.64
处置固定资产、无形资产和其他长期资产所收回的现金净额,166.12,0.0,16.41,0.0,166.41,166.41,166.41,0.0,70.92,95.1,95.1,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,25.25,29858.21,0.0,5.87,5.87,166.21,71.98,71.98,71.98,0.0,0.0,11.7,11.7,36.76,0.0,0.07,8.56,8.86,13.66,284.81
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8052.07,8052.07,0.0,0.0,0.0
收到的其他与投资活动有关的现金,46354.07,2448.0,15150.0,0.0,0.0,0.0,3524.41,0.0,0.0,0.0,73295.0,0.0,23868.39,23868.39,26946.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58022.77,82500.0,0.0,0.0,390390.0,175027.0,175027.0,175027.0,319727.0,3000.0,4500.0,4500.0,4500.0,0.0,200.0,0.0,200.0,0.0,990.0
投资活动现金流入小计,46520.19,2448.0,15204.41,0.0,166.41,261.59,3786.0,0.0,71.45,95.62,75404.56,200000.0,223868.39,223910.68,229883.56,85000.0,86708.93,151788.42,144353.5,280457.07,4257.36,18571.72,93744.34,86212.94,396857.37,399220.56,401735.23,175482.77,175849.33,176112.77,320850.89,3033.21,4546.99,4604.52,4631.07,0.51,8279.91,8147.09,8260.92,19.24,11418.7
购建固定资产、无形资产和其他长期资产所支付的现金,124319.69,43003.49,90771.68,14583.99,55878.55,79769.52,90258.89,25355.38,38717.07,77858.8,105437.67,13923.67,41706.33,50073.92,67808.27,23629.25,7918.48,11432.36,30941.78,10966.49,9254.88,22821.37,41509.92,9962.45,10199.27,21374.68,16262.54,1899.59,9362.3,11839.69,50799.13,5420.33,30635.22,43002.98,44361.9,12275.39,13267.29,28905.27,41144.4,12726.16,20087.86
投资所支付的现金,0.0,0.0,1200.0,0.0,56140.0,56140.0,0.0,0.0,0.0,0.0,200000.0,15000.0,0.0,170000.0,85000.0,91000.0,119160.0,119160.0,55390.0,277000.0,75570.0,87600.0,1200.0,0.0,299570.0,176000.0,2228.86,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4378.09,4378.09,3391.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.86,1228.86,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,47258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442409.35,0.0,0.0,0.0,175027.0,37300.0,72300.0,44570.0,147700.0,4700.0,0.0,0.0,0.0,0.0,13040.0,0.0,990.0,0.0,0.0
投资活动现金流出小计,171577.69,43003.49,91971.68,14583.99,112018.55,135909.52,90258.89,25355.38,43095.17,82236.9,308829.24,28923.67,41856.73,220073.92,152808.27,114629.25,127078.48,130592.36,86331.78,287966.49,84824.88,110421.37,485119.27,9962.45,310998.13,198603.54,193518.4,39199.59,81681.3,56409.69,198518.13,10120.33,30635.22,43002.98,44361.9,12275.39,26307.29,28905.27,42134.4,12726.16,20087.86
投资活动产生的现金流量净额,-125057.5,-40555.49,-76767.27,-14583.99,-111852.14,-135647.93,-86472.89,-25355.38,-43023.71,-82141.27,-233424.68,171076.33,182011.66,3836.77,77075.29,-29629.25,-40369.56,21196.06,58021.72,-7509.42,-80567.52,-91849.65,-391374.93,76250.49,85859.24,200617.02,208216.84,136283.18,94168.04,119703.08,122332.76,-7087.12,-26088.24,-38398.46,-39730.83,-12274.89,-18027.39,-20758.18,-33873.48,-12706.91,-8669.17
吸收投资收到的现金,100000.0,46140.0,92140.0,1122820.0,1122820.0,1122820.0,1126720.0,0.0,0.0,1500.0,6000.0,0.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155094.72,0.0,0.0,409.15,409.15,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,10000.0,56000.0,0.0,0.0,0.0,3900.0,0.0,0.0,0.0,6000.0,0.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.15,409.15,0.0,0.0
取得借款收到的现金,709333.96,350014.0,883493.22,80500.0,204444.93,253444.93,597944.93,57650.0,477777.49,595127.63,1246726.87,59500.02,426454.8,812745.0,1049445.0,107600.0,341915.0,620615.0,775185.0,78300.0,330145.0,678745.0,992845.0,1800.0,190445.0,280425.0,565645.0,174700.0,315205.0,538005.0,948599.72,45000.0,225844.51,425844.51,564944.79,66339.0,56339.49,167086.36,838821.36,102330.6,144924.6
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,3927.0,3927.0,0.0,0.0,719.0,1243.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,809333.96,396154.0,975633.22,1203320.0,1331191.93,1380191.93,1724664.93,57650.0,478496.49,597871.25,1252726.87,59500.02,427954.8,814245.0,1050945.0,107600.0,341915.0,620615.0,775185.0,78300.0,330145.0,678745.0,992870.0,1800.0,190445.0,280425.0,585635.2,174700.0,315205.0,538005.0,948599.72,45000.0,225844.51,425844.51,720039.51,66339.0,56339.49,167495.51,839230.51,102330.6,144924.6
偿还债务支付的现金,459366.68,264330.2,645526.49,702464.28,833409.22,912739.22,1259145.36,6000.0,311845.0,441860.0,883810.0,57697.61,431636.67,593226.81,798521.87,105000.0,338845.0,642845.0,845115.0,36200.0,197615.0,420015.0,432615.0,36800.0,247445.0,386445.0,650645.0,106800.0,261445.0,495894.0,1078054.83,45000.0,83980.0,335980.0,658075.0,14100.0,38465.0,123891.51,905909.51,25500.0,23500.0
分配股利、利润或偿付利息所支付的现金,37383.04,21344.1,45683.07,9761.6,14558.67,19517.66,24685.58,5146.3,11288.43,31394.06,40971.19,8081.92,15889.93,26184.34,46453.94,7059.73,14267.63,34978.21,55812.33,6674.91,13732.47,36021.95,66095.96,13587.46,26913.82,50293.08,75116.72,10442.95,23291.76,45945.34,68837.28,11781.53,26866.6,47981.79,67393.98,13316.68,27667.88,41765.38,56285.39,12556.7,26341.88
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,0.0,0.0,0.0,103.82,0.0,0.0,0.0,70.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,71000.0,36140.0,37989.73,463.29,463.29,463.29,56603.29,0.0,332.5,337.5,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7822.56,0.0,0.0
筹资活动现金流出小计,567749.72,321814.3,729199.29,712689.17,848431.18,932720.17,1340434.23,11146.3,323465.93,473591.56,924781.19,65779.53,447526.6,620661.15,846225.81,112059.73,353112.63,677823.21,900927.33,42874.91,211347.47,456036.95,498710.96,50387.46,274358.82,436738.08,775761.72,117242.95,284736.76,541839.34,1146892.11,56781.53,110846.6,383961.79,725468.98,27416.68,66132.88,165656.89,970017.47,38056.7,49841.88
筹资活动产生的现金流量净额,241584.24,74339.7,246433.93,490630.83,482760.76,447471.77,384230.71,46503.7,155030.56,124279.69,327945.67,-6279.51,-19571.8,193583.85,204719.19,-4459.73,-11197.63,-57208.21,-125742.33,35425.09,118797.53,222708.05,494159.04,-48587.46,-83913.82,-156313.08,-190126.52,57457.05,30468.24,-3834.34,-198292.39,-11781.53,114997.91,41882.72,-5429.47,38922.32,-9793.39,1838.62,-130786.96,64273.9,95082.72
四、汇率变动对现金及现金等价物的影响,-1346.28,124.56,-5.25,0.0,-2653.59,-1878.37,-1015.16,413.59,301.43,-786.88,-1161.95,365.01,255.82,-627.14,716.67,-489.73,-781.76,-590.22,-489.77,275.91,218.4,-537.28,-2144.16,-1101.75,-1027.21,913.34,2693.49,-72.2,797.47,669.91,1276.95,-24.06,131.28,103.88,29.17,-53.54,-53.2,-250.91,-149.64,-268.42,-49.19
五、现金及现金等价物净增加额,1115.86,-64629.36,-6544.34,409155.32,244418.76,158415.31,125994.49,-76082.2,-13231.12,-79416.34,-71067.88,108064.01,47408.66,27984.33,95092.25,-105648.55,-67680.2,-83105.93,80255.28,-45287.01,-46925.13,-54173.09,-128804.95,-3710.08,-39888.28,14131.15,-22102.91,42129.52,-45891.95,-41525.28,-24648.61,-22575.5,188603.94,84841.67,53211.95,23727.52,-90587.17,-56364.58,-96366.35,7715.14,20506.1
加:期初现金及现金等价物余额,228880.26,229996.12,229996.12,223451.78,228041.78,238041.78,223451.78,349446.27,349446.27,349446.27,349446.27,278378.38,278378.38,278378.38,278378.38,373470.63,373470.63,373470.63,373470.63,453725.91,453725.91,453725.91,453725.91,324920.97,324920.97,324920.97,324920.97,302818.05,302818.05,302818.05,302818.05,278169.44,278169.44,278169.44,278169.44,331381.39,331381.39,331381.39,331381.39,235015.05,235015.05
六、期末现金及现金等价物余额,229996.12,165366.76,223451.78,632607.1,472460.54,396457.09,349446.27,273364.06,336215.14,270029.93,278378.38,386442.4,325787.04,306362.72,373470.63,267822.08,305790.43,290364.7,453725.91,408438.91,406800.78,399552.82,324920.97,321210.89,285032.68,339052.12,302818.05,344947.57,256926.1,261292.78,278169.44,255593.95,466773.38,363011.11,331381.39,355108.91,240794.22,275016.81,235015.05,242730.19,255521.14
净利润,99936.82,50190.84,118445.92,0.0,29887.56,0.0,80043.65,0.0,6064.86,0.0,43242.9,0.0,5282.4,0.0,2653.76,0.0,-39223.49,0.0,1380.85,0.0,-67725.37,0.0,1929.09,0.0,-52554.08,0.0,-181432.23,0.0,-69650.57,0.0,-579001.73,0.0,1216.22,0.0,7555.24,0.0,3699.86,0.0,6601.0,0.0,4766.42
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,17721.2,12239.77,34317.22,0.0,1546.82,0.0,13128.99,0.0,2649.81,0.0,24255.27,0.0,4554.39,0.0,18803.65,0.0,-3112.78,0.0,-34551.17,0.0,-2267.76,0.0,-9289.89,0.0,8201.91,0.0,47029.72,0.0,-1655.64,0.0,295939.6,0.0,-5102.78,0.0,2686.66,0.0,-5973.63,0.0,35111.95,0.0,-10493.69
固定资产折旧、油气资产折耗、生产性物资折旧,27833.85,17244.39,38297.89,0.0,23114.79,0.0,46798.32,0.0,30126.92,0.0,53267.87,0.0,38931.41,0.0,64711.6,0.0,26075.7,0.0,47511.72,0.0,24123.38,0.0,44645.43,0.0,22747.12,0.0,45968.23,0.0,22253.92,0.0,44940.95,0.0,21973.73,0.0,44120.19,0.0,18694.85,0.0,36703.54,0.0,25843.6
无形资产摊销,1107.02,877.99,2514.22,0.0,1599.31,0.0,3208.36,0.0,1593.09,0.0,3430.87,0.0,1934.48,0.0,5295.55,0.0,2939.08,0.0,6662.06,0.0,5340.45,0.0,7463.31,0.0,3604.92,0.0,7229.83,0.0,3619.29,0.0,7295.93,0.0,3588.86,0.0,6574.85,0.0,4219.82,0.0,11521.05,0.0,3344.71
长期待摊费用摊销,188.15,40.0,80.0,0.0,0.0,0.0,81.15,0.0,0.0,0.0,85.0,0.0,45.84,0.0,113.3,0.0,65.21,0.0,134.56,0.0,65.26,0.0,155.32,0.0,74.72,0.0,491.22,0.0,166.55,0.0,562.36,0.0,210.45,0.0,80.0,0.0,40.0,0.0,84.22,0.0,191.92
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,-144.95,80.05,728.04,0.0,-166.41,0.0,1429.68,0.0,0.56,0.0,-234.94,0.0,-13.82,0.0,-176.11,0.0,7.78,0.0,25.67,0.0,-22.09,0.0,-42093.89,0.0,-2.63,0.0,-292.84,0.0,-90.37,0.0,1450.42,0.0,29.03,0.0,343.45,0.0,0.0,0.0,-39.43,0.0,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.13,0.0,0.0,0.0,-6.24,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,41819.63,19452.06,42855.56,0.0,14558.67,0.0,24907.03,0.0,11288.43,0.0,27326.65,0.0,21142.28,0.0,46907.73,0.0,26994.53,0.0,56094.7,0.0,30119.91,0.0,62834.77,0.0,39144.36,0.0,72250.76,0.0,34371.94,0.0,71176.85,0.0,32551.77,0.0,65618.71,0.0,28961.56,0.0,53897.45,0.0,27747.16
投资损失,-22.8,-38.0,-36.86,0.0,0.0,0.0,-74.35,0.0,-0.53,0.0,629.3,0.0,24.85,0.0,-2598.57,0.0,-1649.58,0.0,-6626.1,0.0,-2132.79,0.0,-5805.14,0.0,-7164.99,0.0,-11334.78,0.0,-179.54,0.0,-986.89,0.0,155.83,0.0,-14206.76,0.0,-338.44,0.0,-19682.23,0.0,-11.64
递延所得税资产减少,14497.75,2432.06,-10655.79,0.0,-1577.14,0.0,11833.63,0.0,671.59,0.0,-3455.84,0.0,429.78,0.0,-2387.28,0.0,1862.57,0.0,7886.22,0.0,549.45,0.0,2322.44,0.0,-1280.13,0.0,-5231.78,0.0,-163.42,0.0,22170.98,0.0,-449.83,0.0,-1606.99,0.0,149.6,0.0,-359.45,0.0,-114.4
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货的减少,-162101.25,-1611.95,70441.43,0.0,-70813.33,0.0,-31281.36,0.0,-169177.1,0.0,-187051.33,0.0,-72333.15,0.0,-45797.17,0.0,-22467.38,0.0,2960.57,0.0,-49182.11,0.0,98367.17,0.0,-23538.02,0.0,22207.52,0.0,-38975.12,0.0,84600.7,0.0,-20030.86,0.0,67318.63,0.0,-68473.92,0.0,-51303.17,0.0,-60768.42
经营性应收项目的减少,-202566.84,-94134.46,-311903.51,0.0,-53363.2,0.0,-232649.02,0.0,-56139.12,0.0,-207809.67,0.0,-75093.53,0.0,-153257.37,0.0,-16248.03,0.0,81778.03,0.0,-32985.16,0.0,-237429.45,0.0,13570.86,0.0,-80291.28,0.0,-40876.81,0.0,170069.47,0.0,-237373.46,0.0,-155052.8,0.0,-113658.14,0.0,-93244.23,0.0,-78784.2
经营性应付项目的增加,47666.81,-105310.87,-161289.88,0.0,-68623.34,0.0,-88174.26,0.0,47382.09,0.0,81886.98,0.0,-40191.96,0.0,-121628.3,0.0,9425.13,0.0,-14791.47,0.0,8743.28,0.0,-152544.09,0.0,-43610.54,0.0,40518.92,0.0,-80145.91,0.0,-68221.71,0.0,302794.04,0.0,74918.13,0.0,69965.23,0.0,89153.04,0.0,22420.27
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,-114064.6,-98538.12,-176205.75,0.0,-123836.27,0.0,-170748.18,0.0,-125539.4,0.0,-164426.93,0.0,-115287.02,0.0,-187418.91,0.0,-15331.26,0.0,148465.67,0.0,-85373.55,0.0,-229444.9,0.0,-40806.49,0.0,-42886.72,0.0,-171325.7,0.0,50034.07,0.0,99562.98,0.0,98343.08,0.0,-62713.19,0.0,68443.73,0.0,-65858.27
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,229996.12,165366.76,223451.78,632607.1,472460.54,396457.09,349446.27,273364.06,336215.14,0.0,278378.38,0.0,325787.04,0.0,373470.63,0.0,305790.43,0.0,453725.91,0.0,406800.78,0.0,324920.97,0.0,285032.68,0.0,302818.05,0.0,256926.1,0.0,278169.44,0.0,466773.38,0.0,331381.39,0.0,240794.22,0.0,235015.05,0.0,255521.14
