报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,156.19,135.07,351.45,0.0,-193.58,0.0,563.83,0.0,103.84,0.0,1229.6,0.0,459.28,0.0,1958.36,0.0,1620.37,0.0,-1151.97,0.0,452.33,0.0,-2.63,0.0,273.88,0.0,391.3,0.0,47.08,0.0,614.6,0.0,226.29,0.0,2266.36,0.0,297.31,0.0,6866.29,0.0,2255.52,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,2682.36,3826.29,6480.38,0.0,4697.34,0.0,10626.89,0.0,7411.14,0.0,16244.6,0.0,11475.38,0.0,25353.49,0.0,14701.43,0.0,30682.63,0.0,17659.58,0.0,37466.43,0.0,19796.17,0.0,43209.74,0.0,23261.76,0.0,49540.86,0.0,26543.79,0.0,54717.56,0.0,27751.4,0.0,68343.67,0.0,36473.31,0.0
无形资产摊销,81.35,74.89,188.27,0.0,266.43,0.0,626.65,0.0,360.09,0.0,981.93,0.0,541.22,0.0,1463.33,0.0,1582.28,0.0,3046.8,0.0,1447.95,0.0,3039.56,0.0,1548.81,0.0,3430.91,0.0,2186.29,0.0,5060.63,0.0,2865.76,0.0,5834.76,0.0,2593.51,0.0,5596.15,0.0,2922.17,0.0
长期待摊费用摊销,1822.96,2367.92,4702.9,0.0,4823.65,0.0,10963.48,0.0,8245.73,0.0,14043.46,0.0,9096.21,0.0,19980.89,0.0,13004.32,0.0,27133.88,0.0,15136.72,0.0,29743.82,0.0,18992.29,0.0,34464.23,0.0,18826.04,0.0,39464.22,0.0,21628.45,0.0,47003.98,0.0,30240.62,0.0,57029.0,0.0,29783.76,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,8.79,387.51,153.45,0.0,-14.18,0.0,73.39,0.0,0.29,0.0,219.36,0.0,-0.38,0.0,446.99,0.0,91.41,0.0,322.1,0.0,276.81,0.0,4132.4,0.0,-12.73,0.0,8484.43,0.0,1181.07,0.0,6789.06,0.0,862.37,0.0,3757.41,0.0,1573.63,0.0,3256.99,0.0,719.05,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2780.67,0.0,472.5,0.0,675.43,0.0,0.0,0.0
公允价值变动损失,-72.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.4,0.0,1051.32,0.0,203.07,0.0,-1789.22,0.0,-9999.56,0.0,-191.45,0.0,-3526.91,0.0,-1520.38,0.0,1509.79,0.0,-749.15,0.0,3148.19,0.0,8055.29,0.0,-6576.33,0.0,-3314.58,0.0,17169.14,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,1326.54,2001.37,3273.93,0.0,2614.39,0.0,6110.02,0.0,1053.05,0.0,5001.74,0.0,7511.76,0.0,13780.0,0.0,3374.82,0.0,5818.98,0.0,3761.0,0.0,7521.32,0.0,1935.05,0.0,2058.79,0.0,-724.81,0.0,-36.96,0.0,223.0,0.0,-10253.96,0.0,574.63,0.0,6242.72,0.0,11818.27,0.0
投资损失,-100.78,24.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2157.88,0.0,1.25,0.0,-1348.03,0.0,0.0,0.0,83.74,0.0,-518.77,0.0,-21956.81,0.0,-858.28,0.0,7335.64,0.0,1273.34,0.0,-16746.96,0.0,-6816.5,0.0,-14508.56,0.0,-17477.24,0.0,-54825.69,0.0,-25325.68,0.0
递延所得税资产减少,-24.5,-112.13,-403.41,0.0,-148.29,0.0,-154.43,0.0,-247.21,0.0,-1549.02,0.0,124.76,0.0,-1045.77,0.0,292.32,0.0,710.99,0.0,-33.54,0.0,-3790.5,0.0,-748.86,0.0,-972.79,0.0,322.63,0.0,1589.6,0.0,1455.11,0.0,-10592.19,0.0,-5843.27,0.0,-12029.47,0.0,-11046.15,0.0
递延所得税负债增加,18.19,-18.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.92,0.0,1836.18,0.0,3987.63,0.0,871.9,0.0,368.63,0.0,-387.27,0.0,158.29,0.0,-796.87,0.0,-584.06,0.0,175.5,0.0,8221.61,0.0,2762.52,0.0
存货的减少,-9299.54,-15174.77,-37421.76,0.0,2872.12,0.0,-60285.94,0.0,18633.84,0.0,-104528.35,0.0,45782.37,0.0,-48568.89,0.0,46834.66,0.0,-47872.64,0.0,67539.78,0.0,-34037.12,0.0,50923.4,0.0,-54905.54,0.0,68372.01,0.0,-112044.25,0.0,191274.99,0.0,-20381.98,0.0,82961.11,0.0,-269150.44,0.0,177251.26,0.0
经营性应收项目的减少,-4181.54,-12537.3,-25832.31,0.0,5465.29,0.0,-117.14,0.0,-32742.38,0.0,-51272.83,0.0,-40464.24,0.0,-40607.48,0.0,8432.19,0.0,-13497.42,0.0,-11682.74,0.0,-28276.48,0.0,-37629.16,0.0,21764.65,0.0,-45992.21,0.0,-75548.8,0.0,-27447.5,0.0,-166347.93,0.0,-15899.88,0.0,-227959.73,0.0,-150785.94,0.0
经营性应付项目的增加,-157.17,15425.39,43361.65,0.0,-912.03,0.0,69345.86,0.0,16120.29,0.0,131620.29,0.0,-14465.14,0.0,161572.88,0.0,-8491.89,0.0,101488.43,0.0,-71245.95,0.0,119132.33,0.0,-9457.66,0.0,29718.97,0.0,-11531.58,0.0,173354.99,0.0,-54390.23,0.0,193888.11,0.0,-79139.83,0.0,420988.3,0.0,-44201.07,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.0,0.0,1322.0,0.0,0.0,0.0,-1101.32,0.0,0.0,0.0,-351.42,0.0,0.0,0.0,-427.92,0.0,2660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34448.46,0.0,66410.45,0.0,13616.62,0.0
经营活动产生现金流量净额,5403.51,18063.88,20541.5,0.0,33272.1,0.0,68260.96,0.0,47230.3,0.0,57911.59,0.0,39502.02,0.0,183240.53,0.0,120607.79,0.0,176927.81,0.0,59979.3,0.0,201609.38,0.0,98156.51,0.0,153835.57,0.0,124725.35,0.0,192818.66,0.0,260546.33,0.0,264102.86,0.0,130827.39,0.0,176090.93,0.0,199990.68,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
