报表日期,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,325.0,974.78,28296.22,28569.37,51076.94,38126.07,94.95,551.43,1084.77
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.5,0.0,0.0,0.0,0.0,0.0,5.39,0.31,0.0,0.0,20.99,10.64,0.0,6.43,12.04,3212.88,639.81,3317.17,4757.2
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.45,7.32,115.34,80.68,52.99,59.07,72.38,92.34,32.73,40.16,55.97,208.46,0.0,0.0,0.0,250.46,0.0,0.0,628.52,1664.28,141.16,291.32,323.39,603.26,0.0,158.35,1.07
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.49,824.49,824.49,0.0,0.0,0.0,0.0,13735.93,13678.07,39753.91
收到的其他与投资活动有关的现金,0.0,0.0,9000.0,1673.6,0.0,0.0,0.0,0.0,1179.88,1179.88,1179.88,2991.6,0.0,161.5,161.5,28436.54,0.0,0.0,5202.33,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0
投资活动现金流入小计,0.45,7.32,9115.34,1754.28,52.99,59.07,72.38,92.34,1199.11,1220.04,1235.85,3200.06,0.0,161.5,166.89,28687.31,0.0,1149.48,7001.32,3474.18,28437.38,28867.12,51412.37,41942.21,14480.78,17705.02,45596.95
购建固定资产、无形资产和其他长期资产所支付的现金,5542.51,6462.34,2567.35,2713.97,746.34,7659.64,8299.88,8823.72,513.29,1035.98,1135.59,6133.26,518.82,2730.59,3886.41,8768.35,1104.68,5632.2,23175.44,74331.03,22409.09,58977.35,88968.35,113323.82,18319.52,45738.99,76088.07
投资所支付的现金,0.0,0.0,8445.32,750.35,0.0,33.44,33.44,33.44,0.0,0.0,0.0,2937.0,2500.0,3506.5,48858.67,144843.55,0.0,82686.71,85533.54,10248.11,7490.51,29221.01,30071.01,75474.81,52831.79,61095.78,138364.37
取得子公司及其他营业单位支付的现金净额,0.0,7108.53,2215.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.92,0.0,82851.96,0.0,0.0,81353.77,0.0,118989.64,118989.64,116279.32,32203.3,57693.38,30203.3
支付的其他与投资活动有关的现金,0.0,0.0,1911.53,1756.02,0.0,0.0,0.0,560.27,115.72,242.23,250.0,0.0,0.0,0.0,0.0,29657.4,0.0,2171.0,5858.41,10325.38,1500.0,0.0,2000.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,5542.51,13570.88,15140.03,5220.34,746.34,7693.08,8333.32,9417.43,629.01,1278.22,1385.59,9070.26,3018.82,6237.09,52934.01,183269.31,83956.64,90489.91,114567.4,176258.29,31399.59,207188.0,240029.0,305077.95,103354.61,164528.15,244655.74
投资活动产生的现金流量净额,-5542.06,-13563.55,-6024.69,-3466.06,-693.35,-7634.0,-8260.94,-9325.09,570.1,-58.18,-149.74,-5870.2,-3018.82,-6075.59,-52767.12,-154582.0,-83956.64,-89340.43,-107566.08,-172784.11,-2962.21,-178320.87,-188616.62,-263135.74,-88873.83,-146823.12,-199058.79
吸收投资收到的现金,0.0,14260.0,5281.2,1200.0,0.0,0.0,0.0,75.0,0.0,29203.2,29203.2,102230.05,250.88,245.0,245.0,925.0,0.0,245.0,36930.6,38009.71,1100.0,26444.72,26444.72,68331.88,244324.43,255267.07,262102.67
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,684.92,250.88,245.0,245.0,925.0,0.0,245.0,245.0,245.0,0.0,26444.72,26444.72,26493.72,0.0,0.0,800.0
取得借款收到的现金,30145.49,49081.12,67960.31,93172.72,26753.88,62261.61,96147.2,134129.21,28590.83,59058.21,101737.71,141849.4,9817.92,51635.7,117538.11,231095.11,60370.25,127148.78,268548.38,357222.11,113483.55,201058.64,310510.53,469761.66,102327.22,203539.76,329734.61
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,2832.0,667.59,3267.5,10996.58,705.99,4069.28,2448.24,8373.15,1404.49,7619.13,4235.72,9775.34,0.0,1285.59,2775.73,21956.85,92326.34,97468.23,7816.51,6262.57,0.0,0.0,1151.65,1459.98,655.48,2320.1,2920.87
筹资活动现金流入小计,32977.49,64008.71,76509.02,105369.3,27459.87,66330.89,98595.44,142577.36,30095.33,95880.55,135176.63,253854.79,10068.79,53166.28,120558.84,253976.96,152696.59,224862.02,313295.49,401494.39,114583.55,227503.36,338106.9,539553.52,347307.13,461126.92,594758.15
偿还债务支付的现金,21357.15,38792.95,60665.83,81141.69,23824.71,56879.59,87098.15,127471.55,29778.95,68481.7,106020.52,140923.09,5000.0,42708.17,86238.8,122157.87,39373.64,97119.69,143351.43,255481.05,55098.59,93198.78,164369.55,313037.15,80337.26,187627.7,246781.79
分配股利、利润或偿付利息所支付的现金,1558.87,12004.78,2414.6,4126.08,921.45,1572.43,2643.22,3140.25,866.73,1428.19,2240.04,3088.5,505.89,1614.69,5022.8,7443.26,3331.27,7653.88,23558.89,31886.49,6122.03,13351.04,25873.93,41327.96,6978.25,41503.94,47855.85
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.63,67.63,68.13,0.0,59.38,60.89,59.29,0.0,123.43,123.43,120.59,0.0,165.33,165.33
支付其他与筹资活动有关的现金,1036.68,2874.08,6563.63,8168.13,1409.0,4095.51,3290.48,10571.97,3682.05,13960.64,5816.25,12752.2,0.0,5618.24,7258.84,8069.2,16926.48,17901.14,1047.12,2116.13,3800.51,6599.24,9672.18,1730.61,709.14,9203.83,74956.88
筹资活动现金流出小计,23952.69,53671.8,69644.06,93435.9,26155.17,62547.52,93031.85,141183.77,34327.72,83870.53,114076.81,156763.79,5505.89,49941.1,98520.44,137670.33,59631.38,122674.71,167957.44,289483.67,65021.14,113149.06,199915.66,356095.72,88024.65,238335.47,369594.52
筹资活动产生的现金流量净额,9024.79,10336.91,6864.96,11933.41,1304.7,3783.37,5563.59,1393.59,-4232.4,12010.01,21099.82,97091.0,4562.9,3225.18,22038.4,116306.63,93065.21,102187.31,145338.04,112010.72,49562.41,114354.3,138191.24,183457.8,259282.48,222791.45,225163.63
四、汇率变动对现金及现金等价物的影响,32.72,-297.92,-75.57,187.39,160.72,-137.42,-138.38,-430.7,-47.18,-178.18,-398.57,-275.54,-201.99,125.24,-477.9,-328.29,33.67,-234.38,2162.89,-223.34,2739.94,3181.63,-4819.68,-24143.56,3651.55,-2447.67,-2474.49
五、现金及现金等价物净增加额,756.32,949.91,2756.36,3975.58,1488.17,-2961.5,3468.04,-1350.55,3258.36,14437.23,8748.43,63749.82,-17991.2,-31913.04,-50146.56,-38063.47,3403.61,9217.34,15475.42,19536.8,40656.95,-39848.3,-17420.96,230637.91,222301.89,184521.64,274713.4
加:期初现金及现金等价物余额,2996.39,3752.71,4702.62,7458.98,11434.56,11434.56,11434.56,11434.56,10084.0,10084.0,10084.0,10084.0,73833.82,73833.82,73833.82,73833.82,35770.35,35770.35,292078.93,292078.93,311615.73,311615.73,311615.73,311615.73,542253.64,542253.64,542253.64
六、期末现金及现金等价物余额,3752.71,4702.62,7458.98,11434.56,12922.73,8473.06,14902.6,10084.0,13342.36,24521.23,18832.43,73833.82,55842.62,41920.79,23687.27,35770.35,39173.97,44987.69,307554.35,311615.73,352272.68,271767.43,294194.77,542253.64,764555.53,726775.28,816967.03
净利润,8629.91,12732.11,9797.2,10782.67,0.0,6531.65,0.0,13144.02,0.0,5252.1,0.0,12340.4,0.0,14447.08,0.0,11568.15,0.0,1380.38,0.0,70527.65,0.0,97646.7,0.0,268312.17,0.0,231649.44,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,683.55,1347.91,174.2,1507.68,0.0,964.61,0.0,1892.68,0.0,-246.98,0.0,2330.75,0.0,3675.21,0.0,9010.49,0.0,-1921.88,0.0,31247.26,0.0,13708.88,0.0,28328.95,0.0,6881.54,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,188.73,341.86,440.72,1116.87,0.0,623.29,0.0,1290.36,0.0,701.92,0.0,1646.69,0.0,1709.75,0.0,2190.94,0.0,1560.9,0.0,18419.58,0.0,6540.25,0.0,24720.63,0.0,14110.27,0.0
无形资产摊销,23.61,39.24,87.26,199.12,0.0,291.28,0.0,627.0,0.0,332.62,0.0,849.68,0.0,440.93,0.0,1765.24,0.0,943.64,0.0,35964.58,0.0,18197.7,0.0,47066.63,0.0,28269.71,0.0
长期待摊费用摊销,21.05,13.03,5.94,20.91,0.0,6.02,0.0,12.03,0.0,1.48,0.0,11.19,0.0,5.49,0.0,67.1,0.0,194.34,0.0,3395.44,0.0,1686.86,0.0,4739.51,0.0,2713.84,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,4.83,8.26,-44.52,-24.55,0.0,-23.73,0.0,-41.19,0.0,-40.16,0.0,-60.58,0.0,0.0,0.0,-92.57,0.0,-120.19,0.0,233.24,0.0,113.9,0.0,142.22,0.0,-41.57,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,100.7,0.0,41.71,0.0,360.73,0.0,33.69,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.33,0.0,-191.0,0.0,-6053.84,0.0,-3280.77,0.0,-45085.59,0.0,-16364.06,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,900.4,1785.22,2132.1,2578.66,0.0,1699.77,0.0,3549.87,0.0,1768.91,0.0,3419.83,0.0,1545.07,0.0,5932.15,0.0,5500.11,0.0,30526.62,0.0,13146.5,0.0,28113.83,0.0,18772.37,0.0
投资损失,0.0,0.0,0.0,-2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-279.01,0.0,-4612.33,0.0,-78.33,0.0,140.61,0.0,-2107.7,0.0,-17461.57,0.0
递延所得税资产减少,226.0,-183.64,-8.13,-478.5,0.0,-232.57,0.0,-813.57,0.0,-237.79,0.0,-809.95,0.0,-2802.03,0.0,-6618.52,0.0,-5070.0,0.0,-10279.05,0.0,153.98,0.0,-2279.44,0.0,-2991.87,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.99,0.0,-117.99,0.0,-117.99,0.0,0.0,0.0,-118.21,0.0,0.0,0.0,-1134.88,0.0,3702.37,0.0,18195.09,0.0,9315.04,0.0
存货的减少,-7089.76,-374.78,-11007.49,-831.33,0.0,-7088.71,0.0,-5870.9,0.0,-8776.38,0.0,-22710.76,0.0,-38231.0,0.0,-41161.0,0.0,1531.79,0.0,-59055.36,0.0,-207884.05,0.0,-127473.53,0.0,-86184.34,0.0
经营性应收项目的减少,-14105.12,-6183.38,-7783.16,-21392.4,0.0,-7821.98,0.0,-9263.66,0.0,-1041.86,0.0,-25975.61,0.0,-44817.64,0.0,-74575.54,0.0,7048.75,0.0,-173982.91,0.0,-76285.67,0.0,33824.18,0.0,-145140.15,0.0
经营性应付项目的增加,7182.32,-4620.92,8454.03,1258.62,0.0,5703.61,0.0,1131.45,0.0,6391.9,0.0,2517.65,0.0,21846.64,0.0,67239.19,0.0,-6676.04,0.0,109753.72,0.0,83531.49,0.0,24501.57,0.0,46363.97,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,575.35,-430.43,-256.49,586.04,0.0,373.31,0.0,1235.56,0.0,-1324.19,0.0,-636.73,0.0,12992.62,0.0,25543.34,0.0,-2963.63,0.0,30949.11,0.0,69776.19,0.0,31115.1,0.0,14739.69,0.0
经营活动产生现金流量净额,-2759.13,4474.48,1991.66,-4679.16,0.0,1026.55,0.0,7011.65,0.0,2663.57,0.0,-27195.43,0.0,-29187.88,0.0,540.19,0.0,-3395.16,0.0,80533.52,0.0,20936.65,0.0,334459.41,0.0,111000.98,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,0.0,7458.98,11434.56,0.0,8473.06,0.0,10084.0,0.0,24521.23,0.0,73833.82,0.0,41920.79,0.0,35770.35,0.0,44987.69,0.0,311615.73,0.0,271767.43,0.0,542253.64,0.0,726775.28,0.0
现金的期初余额,0.0,0.0,4702.62,7458.98,0.0,11434.56,0.0,11434.56,0.0,10084.0,0.0,10084.0,0.0,73833.82,0.0,73833.82,0.0,35770.35,0.0,292078.93,0.0,311615.73,0.0,311615.73,0.0,542253.64,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,0.0,2756.36,3975.58,0.0,-2961.5,0.0,-1350.55,0.0,14437.23,0.0,63749.82,0.0,-31913.04,0.0,-38063.47,0.0,9217.34,0.0,19536.8,0.0,-39848.3,0.0,230637.91,0.0,184521.64,0.0
