报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,66.38,3150.62,183701.37,43.09,3391.52,7652.81,11315.95,11007.85,11076.79,14354.05,117545.74,50240.05,150043.75,150550.66,207109.88,70019.11,120036.24,225051.15,265989.66,54002.69,110004.59,181239.43,286239.72,69002.81,69005.34,70205.62,70430.43,4500.0,5007.58,25010.92,221098.3,134.21,132.71,135.96,113853.97,4.17,7.52,12.25,110602.25,1137.54,1137.54,1136.38,147948.52,25299.08
筹资活动现金流入小计,2421415.43,3323926.93,5060749.15,1493719.41,3655619.29,5181238.44,7649848.2,2283571.64,4053297.29,5104844.03,6734475.54,961004.2,2825420.5,3462213.66,5188739.59,741217.05,2011219.9,3167736.81,4858628.44,759010.4,2027654.74,3499836.9,4944648.92,480794.19,2777467.07,3346586.39,5143287.83,542531.52,2414852.26,3873129.6,5665301.31,575828.95,2125732.49,3577960.48,5143795.1,848004.57,2091023.87,3183549.88,4521400.64,1072533.9,3104151.04,3773189.55,5160560.09,968234.91
偿还债务支付的现金,2240163.39,2528767.97,4154878.04,815892.12,2542428.05,3692861.59,5575801.68,884380.74,2081428.12,2723389.36,3521007.69,850259.3,1942694.35,2405406.19,3286098.0,218797.94,987858.79,1547245.24,2565973.99,304693.35,964648.04,1942124.17,2387967.5,226344.17,966423.93,1455687.94,2156284.08,698086.02,2031016.22,3041859.89,4349396.96,544991.23,1192946.07,2293693.75,3277226.16,491417.35,1456009.87,2250513.4,3289667.89,773826.76,1846669.61,2683817.09,3297582.83,849940.46
分配股利、利润或偿付利息所支付的现金,302339.85,355318.82,392650.23,216546.76,270674.44,660133.46,682259.12,463496.48,857684.78,965872.2,1218096.19,81327.07,430530.41,548252.37,851250.08,86097.12,335253.19,400115.63,977447.85,89656.32,358759.79,527466.05,1053036.04,144921.92,594768.43,704000.4,1205731.37,95353.83,530764.16,848122.25,1182988.84,80902.83,548355.84,805669.94,1294690.68,80179.5,594489.6,869916.32,1404932.81,128261.01,638017.26,918156.01,1489814.69,76904.19
其中：子公司支付给少数股东的股利、利润,50800.0,108700.0,155033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211300.0,0.0,0.0,0.0,221440.0,0.0,0.0,0.0,249539.0,0.0,0.0,0.0,241097.63,0.0,298583.32,298583.32,298583.32,0.0,325255.0,325255.0,325255.0,0.0,298740.0,298740.0,342840.0,43234.0,389611.55,389611.55,358731.0,0.0
支付其他与筹资活动有关的现金,251.06,1920.77,154701.02,108779.68,112320.62,112385.26,134234.89,5148.16,10512.51,15483.28,21543.71,8775.59,9572.46,9716.15,25155.02,4714.33,9820.18,13485.9,19284.78,4206.4,8837.81,14704.79,20736.57,3773.5,11822.4,15872.31,18364.11,4397.06,18170.34,23142.99,95259.73,7676.07,15412.56,24800.76,80903.84,7784.53,19072.94,30346.7,57601.19,7487.35,14661.09,19723.31,41158.99,11723.16
筹资活动现金流出小计,2542754.3,2886007.56,4702229.29,1141218.56,2925423.1,4465380.31,6392295.69,1353025.38,2949625.41,3704744.84,4760647.59,940361.95,2382797.23,2963374.71,4162503.11,309609.39,1332932.16,1960846.77,3562706.61,398556.07,1332245.63,2484295.01,3461740.11,375039.6,1573014.76,2175560.65,3380379.57,797836.91,2579950.71,3913125.14,5627645.53,633570.13,1756714.47,3124164.44,4652820.68,579381.38,2069572.4,3150776.43,4752201.89,909575.11,2499347.96,3621696.41,4828556.52,938567.81
筹资活动产生的现金流量净额,-121338.87,437919.37,358519.86,352500.85,730196.19,715858.13,1257552.51,930546.26,1103671.87,1400099.19,1973827.94,20642.25,442623.27,498838.94,1026236.48,431607.66,678287.74,1206890.04,1295921.83,360454.32,695409.11,1015541.89,1482908.82,105754.59,1204452.31,1171025.73,1762908.26,-255305.39,-165098.46,-39995.53,37655.77,-57741.19,369018.01,453796.04,490974.43,268623.19,21451.47,32773.45,-230801.25,162958.79,604803.08,151493.15,332003.57,29667.11
四、汇率变动对现金及现金等价物的影响,-415.9,-1969.16,-382.39,-41.21,-2257.54,-2096.18,-3179.62,-213.23,-1003.97,-1174.73,-2514.55,192.34,-409.43,-286.45,308.36,-24.9,1895.32,2018.87,2160.01,22.31,-934.65,-3747.84,-3917.15,-899.71,-1570.18,-1717.69,-2004.46,-318.31,-6214.35,-6856.55,-7063.64,5.23,-103.95,-395.08,-564.84,157.03,-184.57,110.42,-333.16,-280.68,-656.69,-794.0,130.13,-98.22
五、现金及现金等价物净增加额,69492.15,159112.91,-224112.87,165310.67,388633.82,46669.34,177483.94,483503.54,297551.59,259140.8,320017.28,-49018.18,-5607.1,-44048.15,-116019.48,39721.66,166434.09,224457.4,-112796.44,36358.88,108046.13,183164.84,92529.77,44589.6,1157547.57,1077105.53,795062.38,-325424.65,-262021.22,-187000.17,-500760.7,-142801.38,147827.9,234845.68,41532.73,282911.47,176035.84,270550.06,-165552.45,194583.71,911890.94,815963.7,308866.71,277478.18
加:期初现金及现金等价物余额,140160.89,209653.04,368765.95,0.0,0.0,0.0,149015.42,0.0,0.0,0.0,326499.35,0.0,0.0,0.0,646516.63,0.0,0.0,0.0,530497.15,417700.71,417700.71,417700.71,417700.71,510230.48,510230.48,510230.48,510230.48,1305292.87,1305292.87,1305292.87,1305292.87,804532.16,804532.16,804532.16,804532.16,874663.7,873334.35,873334.35,873334.35,707781.9,707781.9,707781.9,707781.9,1016648.62
六、期末现金及现金等价物余额,209653.04,368765.95,144653.08,0.0,0.0,0.0,326499.35,0.0,0.0,0.0,646516.63,0.0,0.0,0.0,530497.15,0.0,0.0,0.0,417700.71,454059.59,525746.85,600865.55,510230.48,554820.09,1667778.05,1587336.02,1305292.87,979868.21,1043271.64,1118292.69,804532.16,661730.78,952360.07,1039377.84,846064.89,1157575.17,1049370.19,1143884.41,707781.9,902365.61,1619672.84,1523745.6,1016648.62,1294126.8
净利润,171310.0,301882.65,364170.2,0.0,0.0,0.0,437111.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457251.28,0.0,0.0,0.0,512091.58,0.0,0.0,0.0,515696.55,0.0,448315.3,0.0,710876.36,0.0,444905.18,0.0,810836.13,0.0,448900.24,0.0,803614.61,0.0,467759.72,0.0,853641.02,0.0,477585.27,0.0,840737.65,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,105.69,107.08,-858.35,0.0,0.0,0.0,8546.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.97,0.0,0.0,0.0,8859.09,0.0,0.0,0.0,-387.4,0.0,88.28,0.0,2203.39,0.0,386.51,0.0,1110.12,0.0,444.78,0.0,8666.93,0.0,466.32,0.0,11438.11,0.0,552.57,0.0,18156.51,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,273363.6,328523.48,327391.01,0.0,0.0,0.0,346611.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409482.79,0.0,0.0,0.0,415874.73,0.0,0.0,0.0,420524.91,0.0,264090.07,0.0,557504.49,0.0,307103.48,0.0,686364.67,0.0,368059.9,0.0,792872.39,0.0,433955.02,0.0,956246.46,0.0,565499.37,0.0,1101338.62,0.0
无形资产摊销,2106.65,2730.52,16867.87,0.0,0.0,0.0,432.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.78,0.0,0.0,0.0,651.46,0.0,0.0,0.0,1044.64,0.0,971.52,0.0,2768.18,0.0,2039.37,0.0,4482.44,0.0,4155.14,0.0,8536.39,0.0,4183.83,0.0,9313.96,0.0,5549.75,0.0,11750.39,0.0
长期待摊费用摊销,32187.82,55148.62,17445.96,0.0,0.0,0.0,15833.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15794.14,0.0,0.0,0.0,15839.11,0.0,0.0,0.0,15979.18,0.0,8566.16,0.0,16752.21,0.0,9686.05,0.0,18436.81,0.0,10554.25,0.0,19226.85,0.0,6857.51,0.0,8621.61,0.0,2876.51,0.0,713.26,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,-151.24,1558.15,2200.63,0.0,0.0,0.0,3421.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167.02,0.0,0.0,0.0,2432.14,0.0,0.0,0.0,470.53,0.0,-13.41,0.0,3231.02,0.0,1560.42,0.0,1804.05,0.0,1032.44,0.0,2045.68,0.0,0.0,0.0,-338.72,0.0,-138.75,0.0,-328.22,0.0
固定资产报废损失,46.33,217.93,18696.42,0.0,0.0,0.0,3736.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.35,0.0,0.0,0.0,1671.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4690.53,0.0,0.0,0.0,4504.96,0.0,471.38,0.0,-3359.96,0.0,4066.18,0.0,3389.35,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,2802.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,214110.79,253076.64,176716.17,0.0,0.0,0.0,101087.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256725.81,0.0,0.0,0.0,205531.9,0.0,0.0,0.0,198772.26,0.0,147720.9,0.0,394065.33,0.0,218042.79,0.0,427413.11,0.0,205657.58,0.0,422953.04,0.0,230228.93,0.0,535888.6,0.0,358532.49,0.0,733006.44,0.0
投资损失,-2750.72,-4979.73,-4814.02,0.0,0.0,0.0,-3948.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3853.98,0.0,0.0,0.0,-24629.42,0.0,0.0,0.0,-8769.77,0.0,-7640.38,0.0,-19788.96,0.0,-5535.61,0.0,-12137.05,0.0,-6402.83,0.0,-15448.54,0.0,-6484.28,0.0,-12404.72,0.0,-11596.39,0.0,-17356.38,0.0
递延所得税资产减少,842.62,-8377.85,4550.34,0.0,0.0,0.0,-6591.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4321.62,0.0,0.0,0.0,-2636.86,0.0,0.0,0.0,-582.92,0.0,-493.71,0.0,-827.48,0.0,2681.31,0.0,5820.09,0.0,-209.09,0.0,-1174.69,0.0,-32.39,0.0,893.0,0.0,295.94,0.0,-4272.71,0.0
递延所得税负债增加,30.84,3914.09,-86.09,0.0,0.0,0.0,-2031.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11552.91,0.0,0.0,0.0,-5324.84,0.0,0.0,0.0,-7635.54,0.0,4099.28,0.0,1113.51,0.0,-926.74,0.0,-14493.27,0.0,-77.0,0.0,-565.44,0.0,-77.0,0.0,565.44,0.0,283.45,0.0,-305.21,0.0
存货的减少,-36967.87,-98102.86,-119991.58,0.0,0.0,0.0,-225287.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12062.61,0.0,0.0,0.0,-242602.91,0.0,0.0,0.0,-138877.98,0.0,33112.08,0.0,-176002.45,0.0,154663.38,0.0,166082.87,0.0,-83851.55,0.0,-154840.47,0.0,-127362.27,0.0,-244757.7,0.0,-95051.26,0.0,-165179.17,0.0
经营性应收项目的减少,-128160.79,-21468.22,33737.55,0.0,0.0,0.0,-13880.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25667.46,0.0,0.0,0.0,-86662.7,0.0,0.0,0.0,-77273.52,0.0,-37261.65,0.0,-95439.07,0.0,-244111.43,0.0,-300246.88,0.0,-20585.86,0.0,-42247.59,0.0,-225466.58,0.0,18409.21,0.0,-84838.97,0.0,-98062.43,0.0
经营性应付项目的增加,56148.49,28920.1,29871.07,0.0,0.0,0.0,46285.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46136.54,0.0,0.0,0.0,122147.78,0.0,0.0,0.0,34798.6,0.0,61259.07,0.0,303876.7,0.0,-28879.47,0.0,107946.96,0.0,31046.91,0.0,142511.37,0.0,284067.13,0.0,206635.46,0.0,232318.17,0.0,180943.39,0.0
