报表日期,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
财务费用,2591.04,7122.68,0.0,0.0,6631.96,0.0,0.0,0.0,9052.85,0.0,0.0,0.0,10076.29,0.0,0.0,0.0,14071.8,0.0,0.0,0.0,26009.9,0.0,0.0,0.0,35822.82,0.0,0.0,0.0,20385.89,0.0,4885.53,0.0,-14349.49,0.0,-8274.6,0.0,-43.19,0.0,4237.72,0.0,9258.02,0.0
投资损失,-4222.18,-5083.5,0.0,0.0,-2997.12,0.0,0.0,0.0,-1311.8,0.0,0.0,0.0,-772.26,0.0,0.0,0.0,-6358.68,0.0,0.0,0.0,-31028.86,0.0,0.0,0.0,-10051.91,0.0,0.0,0.0,-49104.07,0.0,-6257.89,0.0,-22887.48,0.0,-25514.05,0.0,-16948.92,0.0,2868.53,0.0,5005.68,0.0
递延所得税资产减少,-44.08,-360.38,0.0,0.0,80.38,0.0,0.0,0.0,-39.42,0.0,0.0,0.0,78.73,0.0,0.0,0.0,-150.4,0.0,0.0,0.0,149.07,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,-298.58,0.0,267.24,0.0,-332.8,0.0,-5779.73,0.0,399.62,0.0,-116.37,0.0,-5197.82,0.0
递延所得税负债增加,348.72,-81.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1809.51,0.0,0.0,0.0,25.61,0.0,0.0,0.0,-292.1,0.0,0.0,0.0,205.61,0.0,104.29,0.0,-157.0,0.0,-48.61,0.0,75.61,0.0,63.16,0.0,-38.93,0.0
存货的减少,-96470.45,-48327.58,0.0,0.0,-96357.19,0.0,0.0,0.0,-68644.52,0.0,0.0,0.0,-94903.06,0.0,0.0,0.0,-138698.15,0.0,0.0,0.0,-158867.32,0.0,0.0,0.0,-45096.58,0.0,0.0,0.0,-64271.17,0.0,-28152.77,0.0,-218778.33,0.0,-1465.54,0.0,-78790.31,0.0,-59369.61,0.0,-166560.61,0.0
经营性应收项目的减少,-19542.95,23339.38,0.0,0.0,-36378.44,0.0,0.0,0.0,-10739.92,0.0,0.0,0.0,-28682.72,0.0,0.0,0.0,26689.92,0.0,0.0,0.0,-2956.05,0.0,0.0,0.0,-4423.52,0.0,0.0,0.0,11355.0,0.0,-6939.76,0.0,-8584.32,0.0,-41478.54,0.0,-38869.29,0.0,-29360.18,0.0,-42890.28,0.0
经营性应付项目的增加,12106.19,36397.02,0.0,0.0,83595.58,0.0,0.0,0.0,23172.03,0.0,0.0,0.0,74432.56,0.0,0.0,0.0,61761.63,0.0,0.0,0.0,106375.4,0.0,0.0,0.0,30637.27,0.0,0.0,0.0,154218.16,0.0,-37843.13,0.0,266227.96,0.0,-192034.59,0.0,-38254.21,0.0,-137230.49,0.0,30649.95,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-455.0,0.0,7839.96,0.0,31164.94,0.0
经营活动产生现金流量净额,121832.72,154263.3,0.0,0.0,92505.4,0.0,0.0,0.0,235707.11,0.0,0.0,0.0,642093.72,0.0,0.0,0.0,375091.61,0.0,0.0,0.0,186021.43,0.0,0.0,0.0,457168.25,0.0,0.0,0.0,930322.28,0.0,777335.12,0.0,1465274.37,0.0,43742.7,0.0,799401.84,0.0,43416.47,0.0,649447.09,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,100845.75,114852.89,0.0,0.0,74168.75,102846.26,108148.14,87916.69,87787.95,0.0,0.0,0.0,136118.54,0.0,0.0,0.0,169447.95,0.0,0.0,0.0,132350.07,0.0,0.0,0.0,36176.83,0.0,0.0,0.0,149346.16,0.0,112448.81,0.0,79182.99,0.0,66180.8,0.0,112924.85,0.0,120166.61,0.0,271290.11,0.0
现金的期初余额,85278.03,100845.75,0.0,0.0,114852.89,74168.75,74168.75,74168.75,74168.75,0.0,0.0,0.0,87787.95,0.0,0.0,0.0,136242.99,0.0,0.0,0.0,169447.95,0.0,0.0,0.0,132350.07,0.0,0.0,0.0,146781.38,0.0,149346.16,0.0,149346.16,0.0,79182.99,0.0,79182.99,0.0,112924.85,0.0,112924.85,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,15567.72,14007.14,0.0,0.0,-40684.14,28677.51,33979.39,13747.94,13619.2,0.0,0.0,0.0,48330.59,0.0,0.0,0.0,33204.96,0.0,0.0,0.0,-37097.88,0.0,0.0,0.0,-96173.25,0.0,0.0,0.0,2564.78,0.0,-36897.35,0.0,-70163.17,0.0,-13002.19,0.0,33741.86,0.0,7241.76,0.0,158365.26,0.0
