报表日期,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99600.0,179600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得投资收益所收到的现金,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,20.0,20.0,20.0,0.0,1324.5,2261.92,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.05,0.13,0.31,0.0,0.56,0.06,2.0,0.27,0.27,0.27,0.0,0.0,0.0,16.9,16.9,0.0,0.0,0.36,0.0,0.0,0.43,0.43,0.49,3.16,8.45,8.45,8.45,0.28,2.07,2.07,2.07,0.14,0.0,0.0,0.65,0.0,0.13,0.07,0.37,0.0,0.2,0.2,123.5,0.0,0.12,0.2,0.25,0.03,0.03,0.0,0.38,0.0,0.0,6.78
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,1124.97,1124.97,1124.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,1140.02,1140.1,1140.28,0.0,0.56,0.06,2.0,0.27,0.27,0.27,0.0,0.0,0.0,16.9,16.9,0.0,0.0,0.36,0.0,0.0,0.43,0.43,0.49,3.16,8.45,8.45,8.45,0.28,2.07,2.07,2.07,0.14,0.0,0.0,0.65,0.0,8.13,8.07,8.37,0.0,20.2,20.2,143.5,0.0,100924.62,181862.13,20.25,0.03,0.03,0.0,0.38,0.0,0.0,6.78
购建固定资产、无形资产和其他长期资产所支付的现金,130.28,239.97,367.29,201.65,390.45,442.83,557.38,160.53,285.22,801.45,4284.2,218.53,649.61,836.7,2710.67,340.25,528.2,1149.65,2911.35,1005.93,1455.56,1944.62,2399.28,214.75,264.52,331.3,571.61,213.12,253.55,398.57,761.94,263.98,511.83,5816.66,56639.1,217.57,59229.94,61919.92,63419.12,320.07,989.15,1552.63,18219.51,7918.45,10526.39,15354.51,15320.5,1456.87,3886.41,6217.88,8376.91,1734.78,3106.25,5576.95
投资所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,165.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1665.98,1665.98,1665.98,1665.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99600.0,194600.0,260352.87,900.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6434.05,6434.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,130.28,239.97,367.29,201.65,390.45,442.83,557.38,160.53,285.22,881.45,4449.7,218.53,649.61,836.7,2710.67,340.25,528.21,1149.65,3111.35,2671.9,3121.54,3610.6,4065.26,214.75,264.52,331.3,571.61,213.12,253.55,6832.63,7197.99,263.98,511.83,5816.66,56639.1,217.57,59229.94,61919.92,63419.12,320.07,989.15,1552.63,18219.51,107518.45,205126.39,275707.37,16220.5,1456.87,3886.41,6217.88,8376.91,1734.78,3106.25,6376.95
投资活动产生的现金流量净额,1009.74,900.13,772.99,-201.65,-389.89,-442.77,-555.39,-160.26,-284.95,-881.18,-4449.7,-218.53,-649.61,-819.8,-2693.77,-340.25,-528.21,-1149.29,-3111.35,-2671.9,-3121.1,-3610.16,-4064.77,-211.59,-256.07,-322.85,-563.16,-212.84,-251.48,-6830.56,-7195.92,-263.84,-511.83,-5816.66,-56638.45,-217.57,-59221.81,-61911.85,-63410.75,-320.07,-968.95,-1532.43,-18076.02,-107518.45,-104201.77,-93845.25,-16200.25,-1456.84,-3886.38,-6217.88,-8376.53,-1734.78,-3106.25,-6370.17
吸收投资收到的现金,0.0,0.0,0.0,0.0,0.0,19254.0,19254.0,0.0,0.0,2.5,2.5,500.0,500.0,2900.0,2900.0,0.0,5737.74,5737.74,5737.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18692.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.5,266588.19,266588.19,266588.19,266588.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,500.0,500.0,2900.0,2900.0,0.0,5737.74,5737.74,5737.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
取得借款收到的现金,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,5500.0,5500.0,5500.0,10000.0,77855.82,77855.82,112855.82,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,0.0,0.0,2000.0,0.0,0.0,19254.0,19254.0,0.0,0.0,2.5,2.5,500.0,500.0,2900.0,2900.0,0.0,5737.74,5737.74,5737.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24692.87,0.0,5500.0,8000.0,28000.0,10000.0,77855.82,77855.82,112978.32,276588.19,276588.19,276588.19,276588.19,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
偿还债务支付的现金,350.0,350.0,2350.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,9000.0,9000.0,9000.0,1000.0,2500.0,2500.0,32500.0,92855.82,92855.82,92855.82,92855.82,0.0,0.0,0.0,0.0,25000.0,25000.0,25000.0,25000.0,0.0,0.0,0.0
分配股利、利润或偿付利息所支付的现金,420.46,508.3,462.69,41.33,140.35,140.35,140.35,14.85,1419.2,1419.2,1463.54,0.0,302.76,450.11,605.4,0.0,934.66,2025.44,2657.11,0.0,451.07,451.07,701.33,300.77,300.77,473.49,473.49,0.0,172.71,172.71,519.63,0.0,894.79,946.42,983.33,23.72,2715.99,3746.4,4646.46,877.33,4429.58,4429.58,5419.5,0.0,0.0,2607.8,4191.68,19.03,19.03,801.37,1276.54,0.0,0.0,1594.43
其中：子公司支付给少数股东的股利、利润,47.16,0.0,47.16,0.0,129.4,0.0,0.0,0.0,77.22,77.22,0.0,0.0,0.0,202.81,202.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65,0.0,93.31,0.0,74.65,275.11,325.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,0.0,12.08,0.0,0.0,0.0,360.0,540.85,0.02,2.29,2.29,56.98,0.0,5.27,5.27,5.27,0.0,6.79,6.79,6.79,0.0,0.0,1.46,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,22.64,22.64,22.6,300.73,2513.2,2506.45,2506.45,20404.71,20440.49,20440.49,20440.49,0.0,0.0,2.53,1570.83,1.5,1.5,2.27,0.77,2439.18,2439.18,2574.51
筹资活动现金流出小计,770.46,870.38,2812.69,2041.33,2140.35,2500.35,2681.2,14.87,1421.48,1421.48,1520.52,0.0,308.03,455.38,610.67,0.0,941.45,2032.23,2663.9,0.0,451.07,452.53,701.33,300.77,300.77,473.99,473.99,0.0,173.22,173.22,7520.14,0.0,9917.43,9969.06,10005.93,1324.45,7729.19,8752.85,39652.9,114137.86,117725.89,117725.89,118715.81,0.0,0.0,2610.32,5762.51,25020.53,25020.53,25803.64,26277.3,2439.18,2439.18,4168.94
筹资活动产生的现金流量净额,-770.46,-870.38,-812.69,-2041.33,-2140.35,16753.65,16572.8,-14.87,-1421.48,-1418.98,-1518.02,500.0,191.97,2444.62,2289.33,0.0,4796.29,3705.51,3073.84,0.0,-451.07,-452.53,-701.33,-300.77,-300.77,-473.99,-473.99,0.0,-173.22,-173.22,17172.73,0.0,-4417.43,-1969.06,17994.07,8675.55,70126.63,69102.97,73325.41,162450.33,158862.3,158862.3,157872.38,0.0,0.0,-2610.32,19237.49,-25020.53,-25020.53,-25803.64,-26172.3,-2439.18,-2439.18,-4168.94
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
五、现金及现金等价物净增加额,-3091.17,-3472.93,4267.69,-6402.85,-7446.77,10825.08,16362.33,-4635.63,-7515.72,-6180.66,-1833.59,-5234.01,-6717.86,-2649.48,8998.75,-9652.74,-9534.17,-11429.69,1359.37,-8454.39,-10512.12,-10695.98,1987.51,-8356.73,-10046.87,-8669.3,3159.91,-6014.12,-8172.06,-16143.91,14158.83,-16696.04,-31466.8,-40781.32,-18588.05,-27268.07,-29307.02,-42793.78,-3807.23,136659.77,117835.5,108441.94,134689.96,-144642.05,-150128.98,-155163.46,6324.14,-72572.78,-86953.08,-92277.81,-44337.44,-46662.39,-45892.08,-48660.02
加:期初现金及现金等价物余额,7470.44,7470.44,7470.44,11738.13,11738.13,11738.13,11738.13,28100.45,28100.45,28100.45,28100.45,26401.29,26266.87,26266.87,26266.87,35265.62,35265.62,35265.62,35265.62,36624.99,36624.99,36624.99,36624.99,38612.5,38612.5,38612.5,38612.5,41772.41,41772.41,41772.41,60352.21,74511.04,74511.04,74511.04,74511.04,55922.99,55922.99,55922.99,55922.99,52115.76,52115.76,52115.76,52115.76,186805.72,186805.72,186805.72,186805.72,193129.86,193129.86,193129.86,193129.86,148792.42,148792.42,148792.42
六、期末现金及现金等价物余额,4379.28,3997.51,11738.13,5335.28,4291.36,22563.21,28100.45,23464.82,20584.73,21919.79,26266.87,21167.28,19549.01,23617.39,35265.62,25612.88,25731.45,23835.92,36624.99,28170.6,26112.87,25929.01,38612.5,30255.77,28565.63,29943.2,41772.41,35758.3,33600.36,25628.5,74511.04,57815.0,43044.24,33729.72,55922.99,28654.92,26615.97,13129.21,52115.76,188775.53,169951.26,160557.7,186805.72,42163.67,36676.74,31642.26,193129.86,120557.08,106176.78,100852.05,148792.42,102130.03,102900.34,100132.4
净利润,0.0,0.0,3791.94,0.0,0.0,0.0,3980.16,0.0,-2127.21,0.0,4204.93,0.0,150.66,0.0,7024.42,0.0,850.19,0.0,8975.08,0.0,-855.33,0.0,970.23,0.0,-1065.61,0.0,3555.25,0.0,-295.66,0.0,12507.86,0.0,-367.91,0.0,16255.91,0.0,-3617.6,0.0,17295.24,0.0,-12731.06,0.0,17725.25,0.0,-9556.57,0.0,12448.23,0.0,-8314.29,0.0,15895.71,0.0,-13351.16,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,0.0,506.4,0.0,0.0,0.0,564.95,0.0,156.84,0.0,-115.94,0.0,292.2,0.0,963.18,0.0,260.05,0.0,812.46,0.0,471.3,0.0,1990.19,0.0,512.51,0.0,2251.73,0.0,966.39,0.0,4808.92,0.0,1419.6,0.0,4224.22,0.0,1425.54,0.0,4747.05,0.0,2442.75,0.0,7460.26,0.0,2410.9,0.0,9089.7,0.0,1825.03,0.0,4047.61,0.0,593.67,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,0.0,453.04,0.0,0.0,0.0,444.74,0.0,244.72,0.0,504.09,0.0,300.84,0.0,642.56,0.0,327.3,0.0,677.2,0.0,395.33,0.0,925.71,0.0,689.84,0.0,1361.54,0.0,675.31,0.0,2152.39,0.0,1242.88,0.0,2476.47,0.0,1235.66,0.0,2506.81,0.0,1365.18,0.0,2680.01,0.0,1129.38,0.0,2204.97,0.0,1233.9,0.0,2492.8,0.0,1896.79,0.0
无形资产摊销,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,11.0,0.0,24.5,0.0,13.0,0.0,21.0,0.0,3.0,0.0,6.0,0.0,37.6,0.0,31.03,0.0,37.47,0.0,85.14,0.0,42.57,0.0,454.67,0.0,173.73,0.0,346.91,0.0,182.51,0.0,420.67,0.0,242.45,0.0,791.61,0.0,1055.22,0.0,2383.43,0.0,1311.49,0.0,3004.84,0.0,1795.0,0.0
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,75.28,0.0,47.81,0.0,0.0,0.0,21.41,0.0,39.15,0.0,12.42,0.0,25.09,0.0,13.04,0.0,34.28,0.0,16.86,0.0,104.27,0.0,41.39,0.0,122.66,0.0,51.17,0.0,111.11,0.0,70.14,0.0,172.02,0.0,93.36,0.0,216.52,0.0,70.26,0.0,96.22,0.0,8.29,0.0,14.36,0.0,13.67,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,15.36,0.0,0.0,0.0,2.25,0.0,0.38,0.0,0.98,0.0,14.94,0.0,6.72,0.0,0.0,0.0,-0.09,0.0,1.22,0.0,2.09,0.0,-1.61,0.0,-1.21,0.0,1.61,0.0,0.0,0.0,4.73,0.0,1.3,0.0,-0.13,0.0,11.24,0.0,2.44,0.0,-102.38,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,0.0,0.0,0.0,1.54,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,2.02,0.0,0.02,0.0,1.13,0.0,-0.27,0.0,6.9,0.0,-0.05,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
