报表日期,2014-12-31,2015-12-31,2016-12-31,2017-06-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
购建固定资产、无形资产和其他长期资产所支付的现金,9022.33,5304.44,7713.83,9234.87,35222.84,3239.29,16319.73,26899.09,35646.16,4148.63,6652.85,8323.32
投资所支付的现金,0.0,17318.0,22310.0,62740.0,81690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,11127.03,4611.4,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,20149.35,27233.84,35023.83,71974.87,116912.84,3239.29,16319.73,26899.09,35646.16,4148.63,6652.85,8323.32
投资活动产生的现金流量净额,-8980.21,-6053.98,-9671.71,-14412.56,-32165.46,-3239.29,-16319.33,-26889.54,-35636.44,-4148.63,-6652.23,-8322.7
吸收投资收到的现金,11031.62,0.0,602.0,22500.0,22500.0,0.0,0.0,0.0,0.0,0.0,46500.0,46500.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,26953.05,24880.43,15194.94,2300.0,29808.05,8531.18,34817.23,50488.2,60705.95,13700.0,16900.0,16900.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,25143.61,16400.0,7899.17,0.0,96.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,63128.27,41280.43,23696.11,24800.0,52404.34,8531.18,34817.23,50488.2,60705.95,13700.0,63400.0,63400.0
偿还债务支付的现金,21717.12,24031.61,14784.74,4942.62,15194.94,1061.37,2300.0,9400.0,22949.53,7579.56,14068.15,49170.33
分配股利、利润或偿付利息所支付的现金,1098.96,1181.06,985.97,507.02,1113.96,471.55,1290.79,2221.08,3233.47,706.29,1345.94,1894.38
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,30887.21,17400.0,6995.45,51.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流出小计,53703.29,42612.67,22766.17,5501.14,16308.9,1532.92,3590.79,11621.08,26183.0,8285.86,15414.09,51064.71
筹资活动产生的现金流量净额,9424.99,-1332.24,929.94,19298.86,36095.43,6998.27,31226.43,38867.12,34522.94,5414.14,47985.91,12335.29
四、汇率变动对现金及现金等价物的影响,-27.49,15.02,60.6,6.49,7.21,59.34,-7.91,67.96,19.88,-82.61,8.43,-19.37
五、现金及现金等价物净增加额,3878.38,-637.4,205.93,7467.09,6077.22,350.1,5466.18,3588.48,801.68,-1781.1,45913.12,17497.56
加:期初现金及现金等价物余额,1099.1,4977.48,4340.09,4546.02,4546.02,10623.24,10623.24,10623.24,10623.24,11424.92,11424.92,11424.92
六、期末现金及现金等价物余额,4977.48,4340.09,4546.02,12013.1,10623.24,10973.34,16089.42,14211.72,11424.92,9643.82,57338.04,28922.49
净利润,2788.42,3859.38,5527.98,3821.55,7512.72,0.0,3913.15,0.0,9163.43,0.0,2928.75,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,-1.62,-2.69,329.93,-34.04,638.39,0.0,309.65,0.0,618.87,0.0,-55.65,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,1894.32,2595.53,3393.93,2053.45,4405.88,0.0,3239.41,0.0,7411.32,0.0,4845.2,0.0
无形资产摊销,24.21,34.12,188.13,123.71,253.32,0.0,130.34,0.0,264.45,0.0,143.11,0.0
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,135.1,0.0,347.79,0.0,157.08,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,6.01,10.61,86.81,0.63,115.13,0.0,3.33,0.0,21.78,0.0,-0.62,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动损失,0.0,50.47,-52.0,29.8,-43.01,0.0,178.96,0.0,167.83,0.0,-90.46,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,1047.95,1160.63,928.74,493.22,1139.38,0.0,1335.33,0.0,3261.98,0.0,1919.83,0.0
投资损失,0.0,-8.05,-47.35,-122.31,-237.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税资产减少,0.41,70.53,-131.07,-6.35,-55.88,0.0,-83.06,0.0,-169.41,0.0,0.0,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.07,0.0
存货的减少,-1360.47,-1211.97,-236.25,-2684.51,-3768.18,0.0,-9365.18,0.0,-12026.45,0.0,-1006.17,0.0
经营性应收项目的减少,900.93,-50.7,-5082.45,-1157.37,-14665.39,0.0,-8675.66,0.0,-11813.4,0.0,-3185.56,0.0
经营性应付项目的增加,-1533.16,237.11,3634.76,780.33,7053.31,0.0,-532.36,0.0,4883.1,0.0,-1905.56,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,-305.89,-11.17,345.94,-723.83,-208.22,0.0,-22.01,0.0,-235.99,0.0,0.0,0.0
经营活动产生现金流量净额,3461.09,6733.8,8887.09,2574.29,2140.05,0.0,-9433.01,0.0,1895.3,0.0,4571.02,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,0.0,4546.02,0.0,10623.24,0.0,16089.42,0.0,11424.92,0.0,57338.04,0.0
现金的期初余额,0.0,0.0,4340.09,0.0,4546.02,0.0,10623.24,0.0,10623.24,0.0,11424.92,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,0.0,205.93,0.0,6077.22,0.0,5466.18,0.0,801.68,0.0,45913.12,0.0
