报表日期,2009-12-31,2010-12-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
收回投资所收到的现金,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,0.0,10000.0,15000.0,91000.0,0.0,81000.0,81000.0,173857.0,0.0,0.0,24200.0,84200.0,0.0,10000.0,25000.0,43000.0,4500.0,4500.0,14500.0,39500.0,0.0,10000.0,10000.0,10000.0,20000.0,30000.0,30000.0
取得投资收益所收到的现金,15.58,0.0,0.0,0.0,0.0,0.0,0.0,83.53,0.0,94.52,123.86,1055.97,0.0,2574.64,2574.64,5241.09,0.0,1235.34,1811.37,3718.41,0.0,150.68,268.6,509.61,34.4,34.4,74.95,406.39,0.0,122.33,122.33,122.33,216.77,460.88,460.88
处置固定资产、无形资产和其他长期资产所收回的现金净额,19.28,81.01,818.59,818.89,0.03,2.14,32.4,31.53,1.04,1.23,76.19,86.64,8.6,149.61,198.94,1362.29,23.4,0.0,23.64,34.38,0.46,8.9,0.0,14.93,2.45,17.04,24.97,911.0,21.49,32.4,32.7,30.46,9.55,19.3,19.3
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,1049.86,81.01,818.59,818.89,0.03,2.14,32.4,11115.06,1.04,10095.75,15200.06,92142.61,8.6,83724.26,83773.58,180460.38,23.4,1235.34,26035.01,87952.79,0.46,10159.59,25268.6,43524.54,4536.85,4551.44,14599.91,42167.39,21.49,10154.73,10155.03,10152.79,20226.32,30480.17,30480.17
购建固定资产、无形资产和其他长期资产所支付的现金,14147.08,24161.35,14342.37,14544.24,473.32,2997.61,4258.18,12093.73,1607.72,11400.2,14626.81,16797.47,2222.66,5283.03,6748.39,8100.73,5405.23,26954.16,29754.7,78888.12,11713.73,22033.46,22581.02,36664.71,3904.92,7904.18,9162.52,9369.73,1026.19,2204.39,3020.86,10006.6,1674.01,5518.16,8342.54
投资所支付的现金,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,10000.0,25000.0,30000.0,172000.0,0.0,77857.0,92857.0,102857.0,0.0,74200.0,74200.0,74290.0,20000.0,25450.0,43000.0,47500.0,0.0,0.0,35000.0,35000.0,10000.0,10000.0,20000.0,40000.0,50.0,50.0,50.0
取得子公司及其他营业单位支付的现金净额,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74200.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.23,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,15397.08,24161.35,14342.37,14544.24,473.32,2997.61,4258.18,23093.73,11607.72,36400.2,44626.81,188797.47,2222.66,83140.03,99605.39,110957.73,79605.23,101157.02,103954.7,153178.12,31713.73,47483.46,65581.02,130514.71,3904.92,7904.18,44162.52,44369.73,11026.19,12204.39,23020.86,50253.83,1724.01,5568.16,8392.54
投资活动产生的现金流量净额,-14347.22,-24080.33,-13523.77,-13725.35,-473.29,-2995.46,-4225.78,-11978.67,-11606.69,-26304.45,-29426.76,-96654.86,-2214.06,584.22,-15831.81,69502.65,-79581.83,-99921.68,-77919.7,-65225.33,-31713.26,-37323.88,-40312.42,-86990.17,631.93,-3352.75,-29562.61,-2202.34,-11004.7,-2049.66,-12865.83,-40101.05,18502.31,24912.02,22087.63
吸收投资收到的现金,100.0,27000.0,0.0,0.0,0.0,0.0,88906.6,89848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,2000.0,4000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,45000.0,0.0,0.0,0.0,20000.0,15000.0,15000.0,25000.0,25000.0,0.0,20046.5,20000.0,20100.0,0.0,0.0,0.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,2100.0,31000.0,1000.0,1000.0,0.0,0.0,88906.6,89848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,20000.0,20000.0,45000.0,0.0,0.0,0.0,20000.0,15000.0,15000.0,25000.0,25000.0,0.0,20046.5,20000.0,20100.0,0.0,0.0,0.0
偿还债务支付的现金,2300.0,4000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,10000.0,10000.0,15000.0,15000.0,15000.0,10000.0,10000.0,20000.0,20046.5,20004.5,20000.0,20000.0
分配股利、利润或偿付利息所支付的现金,6493.82,8464.16,3858.57,3858.57,0.0,0.0,0.0,0.0,0.0,4405.13,5235.62,6265.13,0.0,2080.0,4240.0,4240.0,0.0,1326.04,5676.53,6071.84,27.23,19.33,0.0,100.9,209.24,2927.19,3026.07,3310.35,118.08,3079.69,3323.18,3429.94,43.94,7251.94,7251.94
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,170.81,941.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筹资活动现金流出小计,8793.82,12464.16,6858.57,6858.57,0.0,0.0,170.81,941.4,0.0,4405.13,5235.62,6265.13,0.0,2080.0,4240.0,4240.0,0.0,1326.04,5676.53,51071.84,27.23,19.33,0.0,10100.9,10209.24,17927.19,18026.07,18310.35,10118.08,13079.69,23323.18,23476.44,20048.44,27251.94,27251.94
筹资活动产生的现金流量净额,-6693.82,18535.84,-5858.57,-5858.57,0.0,0.0,88735.79,88906.6,0.0,-4405.13,-5235.62,-6265.13,0.0,-2080.0,-4240.0,-4150.0,0.0,18673.96,14323.47,-6071.84,-27.23,-19.33,0.0,9899.1,4790.77,-2927.19,6973.93,6689.65,-10118.08,6966.81,-3323.18,-3376.44,-20048.44,-27251.94,-27251.94
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
五、现金及现金等价物净增加额,5244.58,4510.17,-247.14,5588.77,-2985.91,3491.3,94574.3,95813.96,-9124.98,-15672.97,-16979.19,-75029.19,5437.31,10803.52,-2520.47,93256.25,-72765.98,-74263.65,-82163.64,-51727.01,-31573.68,-31563.97,-35864.42,-49887.19,16582.11,8427.45,-1349.42,52448.95,-25618.63,23340.29,25742.75,22704.65,-22923.95,-3219.87,-49.9
加:期初现金及现金等价物余额,6771.74,12016.32,17026.49,16526.49,22115.26,22115.26,22765.26,22115.26,117929.22,117929.22,117929.22,117929.22,42900.03,42900.03,42900.03,42900.03,136156.28,136156.28,136156.28,136156.28,84429.27,84429.27,84429.27,84429.27,34542.08,34542.08,34542.08,34542.08,86991.03,86991.03,86991.03,86991.03,109695.68,109695.68,109695.68
六、期末现金及现金等价物余额,12016.32,16526.49,16779.35,22115.26,19129.35,25606.56,117339.56,117929.22,108804.24,102256.25,100950.04,42900.03,48337.34,53703.55,40379.56,136156.28,63390.3,61892.63,53992.64,84429.27,52855.59,52865.3,48564.85,34542.08,51124.19,42969.53,33192.66,86991.03,61372.41,110331.32,112733.79,109695.68,86771.73,106475.8,109645.77
净利润,12070.0,15076.07,0.0,17061.32,0.0,10145.94,0.0,17349.04,0.0,10308.66,0.0,15702.45,0.0,10622.72,0.0,17023.5,0.0,11732.38,0.0,17896.68,0.0,10216.22,0.0,14431.67,0.0,9852.25,0.0,16492.99,0.0,15453.11,0.0,32191.2,0.0,23673.62,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,-265.8,-43.59,0.0,-0.03,0.0,-3.31,0.0,-6.16,0.0,-5.62,0.0,-5.0,0.0,9.99,0.0,12.87,0.0,1.22,0.0,-13.18,0.0,105.66,0.0,5.89,0.0,0.0,0.0,631.05,0.0,0.0,0.0,2240.47,0.0,0.0,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,1159.62,2124.71,0.0,3189.99,0.0,1900.95,0.0,3986.3,0.0,2498.77,0.0,5350.87,0.0,2428.04,0.0,4917.24,0.0,2739.7,0.0,5778.4,0.0,3669.65,0.0,7882.64,0.0,4607.96,0.0,9243.39,0.0,4864.15,0.0,9167.17,0.0,4848.08,0.0
无形资产摊销,60.22,72.88,0.0,70.61,0.0,34.99,0.0,82.46,0.0,54.48,0.0,109.25,0.0,58.24,0.0,115.04,0.0,292.13,0.0,1434.56,0.0,1355.59,0.0,3506.8,0.0,2439.91,0.0,4405.34,0.0,1913.32,0.0,4688.09,0.0,1830.25,0.0
长期待摊费用摊销,1932.0,855.12,0.0,736.16,0.0,519.92,0.0,1217.21,0.0,872.53,0.0,1827.24,0.0,568.64,0.0,1221.99,0.0,725.12,0.0,1965.04,0.0,1492.05,0.0,3338.27,0.0,2074.42,0.0,5034.12,0.0,2135.24,0.0,3681.47,0.0,1312.58,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.05,1.07,0.0,-448.23,0.0,8.87,0.0,21.49,0.0,11.7,0.0,112.81,0.0,156.69,0.0,-26.51,0.0,67.72,0.0,79.74,0.0,8.9,0.0,17.94,0.0,17.04,0.0,811.44,0.0,140.21,0.0,0.0,0.0,0.0,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.95,0.0,0.0,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,29.82,15.16,0.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.34,0.0,791.84,0.0,19.33,0.0,100.9,0.0,343.19,0.0,726.35,0.0,223.69,0.0,573.94,0.0,43.94,0.0
投资损失,-15.58,0.0,0.0,0.0,0.0,0.0,0.0,-83.53,0.0,-94.52,0.0,-1055.97,0.0,-2574.64,0.0,-5241.09,0.0,-1235.34,0.0,-3718.41,0.0,-150.68,0.0,-119.64,0.0,768.54,0.0,2133.5,0.0,-2284.96,0.0,-5651.32,0.0,-7463.73,0.0
递延所得税资产减少,55.14,18.78,0.0,-73.47,0.0,38.97,0.0,46.88,0.0,-0.57,0.0,11.13,0.0,-37.83,0.0,-162.7,0.0,-71.51,0.0,-75.52,0.0,180.65,0.0,113.34,0.0,0.0,0.0,-74.16,0.0,0.0,0.0,-224.08,0.0,0.0,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货的减少,-2007.1,-7927.88,0.0,-17211.76,0.0,6870.16,0.0,-3955.06,0.0,1239.35,0.0,-2356.91,0.0,4950.99,0.0,125.51,0.0,-8740.99,0.0,-19367.99,0.0,-7361.89,0.0,-20664.32,0.0,-11414.55,0.0,-1245.14,0.0,5924.29,0.0,6793.96,0.0,-4113.57,0.0
经营性应收项目的减少,3498.05,-1986.84,0.0,-4223.39,0.0,-4729.03,0.0,-4406.21,0.0,-2649.24,0.0,-3433.83,0.0,-318.36,0.0,-37.71,0.0,-6097.59,0.0,-12676.81,0.0,8936.27,0.0,-6909.55,0.0,-197.65,0.0,1156.4,0.0,1390.36,0.0,-5701.7,0.0,20790.93,0.0
经营性应付项目的增加,9769.19,1849.17,0.0,26047.8,0.0,-8300.7,0.0,4633.61,0.0,2801.08,0.0,11628.76,0.0,-3565.17,0.0,9955.46,0.0,7506.9,0.0,27475.82,0.0,-12692.47,0.0,25499.94,0.0,6216.27,0.0,8646.36,0.0,-11336.28,0.0,18276.98,0.0,-41802.05,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,26285.61,10054.67,0.0,25172.69,0.0,6486.76,0.0,18886.03,0.0,15036.61,0.0,27890.8,0.0,12299.29,0.0,27903.59,0.0,6984.07,0.0,19570.16,0.0,5779.24,0.0,27203.88,0.0,14707.38,0.0,47961.64,0.0,18423.14,0.0,66182.13,0.0,-879.95,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,12016.32,16526.49,0.0,22115.26,0.0,25606.56,0.0,117929.22,0.0,102256.25,0.0,42900.03,0.0,53703.55,0.0,136156.28,0.0,61892.63,0.0,84429.27,0.0,0.0,0.0,34542.08,0.0,42969.53,0.0,86991.03,0.0,110331.32,0.0,109695.68,0.0,0.0,0.0
现金的期初余额,6771.74,12016.32,0.0,16526.49,0.0,22115.26,0.0,22115.26,0.0,117929.22,0.0,117929.22,0.0,42900.03,0.0,42900.03,0.0,136156.28,0.0,136156.28,0.0,84429.27,0.0,84429.27,0.0,34542.08,0.0,34542.08,0.0,86991.03,0.0,86991.03,0.0,0.0,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52865.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106475.8,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109695.68,0.0
现金及现金等价物的净增加额,5244.58,4510.17,0.0,5588.77,0.0,3491.3,0.0,95813.96,0.0,-15672.97,0.0,-75029.19,0.0,10803.52,0.0,93256.25,0.0,-74263.65,0.0,-51727.01,0.0,-31563.97,0.0,-49887.19,0.0,8427.45,0.0,52448.95,0.0,23340.29,0.0,22704.65,0.0,-3219.87,0.0
