报表日期,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
固定资产净额,2474.83,2243.7,2038.17,1929.49,2069.29,1991.89,1975.66,1982.78,728.57,919.22,42873.6,43574.64,45828.11,45778.77,45335.46,45559.01,46665.82,48060.71,47497.07,46126.85,46017.93,0.0,51715.41
在建工程,0.0,0.0,373.13,3228.0,5458.66,7174.78,9268.08,10003.01,41913.9,42746.3,135.77,333.86,297.67,394.13,296.39,56.44,312.1,686.99,1015.55,1646.09,1319.43,0.0,2224.47
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,3535.0,3482.64,3408.09,3716.59,3653.77,3661.63,3626.09,3613.01,3834.41,3783.92,3814.08,3761.35,4056.98,4711.26,4960.46,4663.56,4829.21,5008.13,4636.15,4544.88,4844.23,4843.63,4922.65
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.56,0.0,28.58,0.0,135.27,259.25,358.03,432.06,432.06,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.28,13023.98,13023.98,32419.83,32419.83,32550.6,32550.6,32266.29,32266.29,32266.29
长期待摊费用,142.32,283.36,261.79,292.74,259.57,228.5,194.56,223.84,189.51,281.95,2659.35,2637.02,695.78,756.29,701.85,969.39,983.97,939.03,931.55,850.83,2121.98,2006.22,2149.9
递延所得税资产,1419.2,1582.99,1846.74,1989.94,2111.33,1912.89,2457.97,2707.27,1775.89,1527.09,2206.96,2721.56,2538.65,2275.9,3287.12,4024.33,3388.61,3196.87,4173.46,5081.06,5946.51,5620.73,7419.36
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1713.6,0.0,0.0,0.0,2958.29,160.5,2522.42,2031.93,3231.83,2360.57,2817.26
非流动资产合计,7571.36,7592.68,8071.28,11206.86,13714.52,15067.78,17557.68,18529.9,49707.29,50504.7,52917.18,56251.25,56450.64,55696.18,69127.56,70185.48,95392.21,96004.46,98914.43,100822.5,102901.04,108782.17,110467.55
资产总计,86691.21,99785.24,116120.71,135086.48,164001.13,192394.62,203107.1,236029.02,241465.72,247869.96,306903.27,416329.18,395627.46,405061.38,448680.1,531907.05,530737.54,531361.92,644818.49,719232.12,811815.68,838881.33,976776.05
短期借款,10030.0,11750.0,11115.17,24016.75,29897.64,34221.11,25721.18,28025.58,30509.16,38368.2,38799.04,66691.06,60369.53,75919.53,72869.53,113469.53,67409.07,81292.91,83512.97,83446.02,96261.02,122963.59,115187.49
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210119.32,177663.13,267673.95,318692.6,396171.35,388327.79,492679.17
应付票据,0.0,4509.44,2710.73,6157.31,7076.89,10459.29,8286.39,7949.14,14065.53,22438.78,25589.04,22175.49,19717.48,19036.22,13765.37,10318.32,12140.02,17923.98,23976.05,0.0,32050.57,0.0,75190.51
应付账款,47247.3,47850.67,57139.41,57305.48,70232.51,55111.79,73612.97,98436.18,88931.09,73380.35,128030.54,162226.82,139942.66,117589.48,149062.32,187707.26,197979.3,159739.15,243697.9,0.0,364120.78,0.0,417488.66
预收款项,2824.93,1798.17,4401.14,4852.87,4453.42,4511.29,5123.4,9221.42,5537.57,12258.38,10962.14,12894.85,10541.53,28029.59,27384.07,33101.31,26203.3,45893.49,40716.73,34360.2,40149.91,43504.04,45300.01
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,0.0,0.0,315.0,0.0,0.0,0.0,1.49,0.0,91.1,0.0,0.0,1.84,96.3,55.0,61.29,145.9,1399.81,763.15,1143.08,1260.03,1576.66,940.92,1193.9
应交税费,3410.89,4472.92,4952.95,4204.1,5923.48,3722.62,5223.94,5745.77,6379.04,4875.74,5017.28,6706.53,2162.17,-1049.47,1672.44,2515.15,3444.24,1988.85,2408.13,4112.98,6757.05,4836.41,4143.01
应付利息,14.45,22.6,18.58,37.03,84.01,65.04,55.19,48.3,61.74,70.74,62.45,81.23,418.65,622.67,1321.08,-945.96,171.75,1968.39,3650.51,1714.65,228.03,430.94,318.39
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,5.97,5.97,0.0,0.21,1885.15,0.0,0.0,0.0,0.0
其他应付款,1551.7,1599.12,825.4,937.44,1130.54,1251.85,1080.02,1111.14,1204.02,1219.43,2967.64,1235.12,1404.6,1033.21,10487.7,10277.29,3363.64,3636.88,4717.58,16730.92,2384.89,0.0,2450.96
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,30.0,130.0,100.0,300.0,270.0,1288.07,1574.07,1574.07,2021.95,1195.28,895.28,2130.08,2358.71,9266.44,8945.54,66.36,40.36,9727.78,7455.05,9135.35
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7586.56,7401.83,10682.22,11420.53,14732.52,12052.97,16665.62,21606.35,26975.42,26411.18,34547.76
流动负债合计,65079.28,72002.91,81478.38,97540.97,118928.49,109442.99,119404.59,150807.51,148067.32,154185.69,213002.2,274034.88,243434.77,249539.31,289442.07,370374.0,336110.09,334205.52,422440.09,480249.46,580232.12,600872.06,704956.05
长期借款,0.0,0.0,0.0,1170.0,2714.87,4284.06,4084.06,4084.06,6715.99,6229.99,6029.99,4838.71,7358.71,7358.71,5873.91,4500.0,474.08,449.85,22152.72,32743.49,27250.78,29468.52,36273.94
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22263.19,22286.04,22182.85,23949.54,10442.45,0.0,4788.46
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227.0,1101.49,1906.74,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.84,111.84,111.84
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,0.0,0.0,0.0,1170.0,2714.87,4284.06,4084.06,4084.06,6715.99,6229.99,6029.99,4838.71,7358.71,7358.71,5873.91,4500.0,23964.27,23837.37,46242.3,56693.03,37805.07,40051.23,41174.23
负债合计,65079.28,72002.91,81478.38,98710.97,121643.36,113727.05,123488.64,154891.57,154783.32,160415.68,219032.19,278873.59,250793.48,256898.02,295315.98,374874.0,360074.37,358042.9,468682.39,536942.49,618037.2,640923.29,746130.28
实收资本(或股本),12000.0,12000.0,12000.0,12000.0,12000.0,16000.0,16000.0,16000.0,16000.0,16000.0,16000.0,17736.11,17736.11,17736.11,53865.93,53865.93,53861.43,53861.43,53840.43,53840.43,53840.43,53822.43,53827.83
资本公积,2756.12,2756.16,2756.16,2756.16,2756.16,34780.41,34780.41,34149.7,34251.19,34251.19,34251.19,81351.08,81535.62,81535.62,48761.75,50187.39,49993.46,49993.46,50527.27,50837.01,52101.39,52165.68,67387.53
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2322.42,2322.42,2247.75,2247.75,6810.2,8246.75,8241.79
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57,22.66,17.27,80.42,-29.78,-567.37,-472.9,-315.46,-215.23,-376.72,-591.32
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,208.74,723.07,1334.6,1496.94,2006.25,2006.25,2194.07,2694.02,2776.05,2776.05,3062.07,3530.99,3880.63,3880.63,3880.63,3880.63,5696.16,5696.16,5696.16,5696.16,6782.68,6782.68,6782.68
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,6647.07,12303.09,18387.21,19882.13,25216.19,25503.71,26297.3,26666.36,31899.64,32461.86,32795.76,33187.6,39874.21,41604.31,41371.9,43155.68,53456.92,56425.01,58783.3,64231.67,76534.16,81569.91,85203.42
归属于母公司股东权益合计,21611.94,27782.32,34477.97,36135.23,41978.6,78290.36,79271.77,79510.08,84926.88,85489.1,86109.02,135805.77,143037.13,144779.32,147897.48,151170.06,160655.77,163086.27,166126.51,172042.06,182233.24,185717.24,204368.36
少数股东权益,0.0,0.0,164.36,240.28,379.16,377.21,346.68,1627.37,1755.52,1965.17,1762.05,1649.83,1796.85,3384.03,5466.64,5862.99,10007.41,10232.76,10009.59,10247.56,11545.24,12240.79,26277.42
所有者权益(或股东权益)合计,21611.94,27782.32,34642.32,36375.51,42357.76,78667.57,79618.46,81137.45,86682.4,87454.28,87871.07,137455.59,144833.99,148163.36,153364.12,157033.05,170663.18,173319.02,176136.09,182289.63,193778.48,197958.03,230645.77
负债和所有者权益(或股东权益)总计,86691.21,99785.24,116120.71,135086.48,164001.13,192394.62,203107.1,236029.02,241465.72,247869.96,306903.27,416329.18,395627.46,405061.38,448680.1,531907.05,530737.54,531361.92,644818.49,719232.12,811815.68,838881.33,976776.05
