报表日期,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,48.9,48.9,90.81,3.1,12.8,33.45,39.09,16.8,16.8,22.3,27.71,6.95,46.75,64.51,64.98,6.5,5.56,6.5,12.9,2.8,61.52,63.06,1645.2,14.9,16.0,16.0,496.0,0.1,0.5,1.3,670.7,0.6,18.3,27.3,1074.7,0.7,13.5,15.2,807.3,6.5,8.7,39.1,118.3,0.5
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26618.0,0.0,0.0,0.0,0.0,0.0,15241.8,22385.8,25118.4,0.0,20000.0,18374.0,63677.7,0.0,0.0,0.0,0.0,198.8,198.8,203.4,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2366262.4,34240.0,394078.2,629923.2,1080222.4,30210.0,50806.0,96498.4,148396.2,35550.9,262388.8,284801.3,762717.5,93936.3,454642.5,1315852.9,2311649.2,550430.0,852046.6,937436.9,1279181.6,89697.1
投资活动现金流入小计,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,48.9,48.9,90.81,3.1,31.61,52.26,46829.37,41205.62,43218.64,59403.89,86876.48,53387.47,68992.99,115263.76,154896.55,51478.73,65044.77,91765.89,111566.87,13731.64,43619.91,58385.1,2489065.9,36073.3,409796.6,695726.9,1162434.2,43853.2,205209.6,264700.2,605840.8,47356.0,318109.4,358677.3,973242.9,105948.0,518243.5,1430638.5,2485233.7,590482.2,903627.7,993660.7,1464117.1,91039.2
购建固定资产、无形资产和其他长期资产所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.78,1803.11,2584.03,5837.3,459.46,2198.38,5496.71,9929.55,2933.29,6813.0,10593.61,16809.66,4286.25,3806.28,8360.55,9568.29,2510.91,3386.32,5071.23,5216.04,1479.35,1804.04,2131.46,28406.8,1147.0,7177.6,27451.6,49951.7,18021.6,27914.6,47380.2,66414.5,18878.8,27256.4,42847.9,55772.1,5715.4,14501.5,27417.1,38443.8,11000.7,17792.9,38387.8,45393.5,10197.8
投资所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,69000.0,23000.0,50000.0,66000.0,91000.0,30000.0,67500.0,113500.0,172400.0,28500.0,66000.0,91500.0,105500.0,2164.12,31000.0,42000.0,30457.7,5109.7,48631.3,54494.8,59316.1,15129.1,28618.8,44186.2,45851.6,3318.2,54118.3,148105.8,187832.7,71083.9,170765.2,230003.8,324995.3,222.0,315.3,349.4,299.4,2711.2
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,530.0,255.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4302.4,4302.4,4302.4,0.0,0.0,0.0,1910.3,45245.3,45557.9,91058.9,107318.2,0.0,38507.6,54572.8,70650.6,0.0,5433.7,5457.7,5457.7,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525643.5,192905.0,652955.0,933685.0,1453112.6,176831.0,372803.7,499999.6,903652.6,15762.3,354031.1,418818.0,935490.4,147392.1,291894.9,1292779.9,2082988.5,412547.2,545896.0,609329.4,1038359.3,152127.3
投资活动现金流出小计,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.78,2333.11,3114.03,6092.94,459.46,22198.38,25496.71,78929.55,25933.29,56813.0,76593.61,107809.66,34286.25,71306.28,121860.55,181968.29,31010.91,69386.32,96571.23,110716.04,3643.47,32804.04,44131.46,1584508.0,199161.7,713066.3,1019933.8,1566682.8,209981.7,429337.1,591566.0,1017829.0,83204.6,480963.7,700830.6,1286413.4,224191.4,515669.2,1604773.6,2517078.2,423769.9,569437.9,653524.3,1089509.9,165036.3
投资活动产生的现金流量净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1190.01,-2284.2,-3065.13,-6002.13,-456.36,-22166.77,-25444.45,-32100.18,15272.32,-13594.36,-17189.72,-20933.19,19101.22,-2313.29,-6596.78,-27071.74,20467.83,-4341.55,-4805.35,850.83,10088.16,10815.87,14253.64,904557.9,-163088.4,-303269.7,-324206.9,-404248.6,-166128.5,-224127.5,-326865.8,-411988.2,-35848.6,-162854.3,-342153.3,-313170.5,-118243.4,2574.3,-174135.1,-31844.5,166712.3,334189.8,340136.4,374607.2,-73997.1
吸收投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65114.0,65114.0,65114.0,65114.0,3369.5,3350.7,3350.7,3350.7,597.6,597.6,597.6,597.6,485.0,485.0,485.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300265.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,3840.0,3840.0,486868.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,485.0,485.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,3840.0,3840.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0
取得借款收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69969.2,254719.2,302419.2,304391.3,155982.8,397257.0,674508.7,921303.0,272385.0,493464.6,563096.6,692469.1,124013.9,327667.8,445225.7,542066.6,150728.8
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51599.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,40000.0,40000.0,60000.0,60000.0,60000.0,60000.0,0.0
筹资活动现金流入小计,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65339.21,65114.0,65114.0,65114.0,3369.5,3350.7,3350.7,3350.7,597.6,597.6,597.6,597.6,485.0,485.0,485.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351864.8,0.0,0.0,0.0,0.0,69969.2,254719.2,302419.2,304391.3,158822.8,401097.0,678348.7,1408171.6,272385.0,533464.6,603096.6,732469.1,184013.9,387667.8,505225.7,602261.6,150728.8
偿还债务支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486410.0,0.0,0.0,0.0,0.0,69969.2,254719.2,302419.2,304391.3,132514.9,243890.0,444935.8,724285.1,189204.3,570119.1,663126.9,889437.0,63569.0,248133.1,407823.3,542446.6,83818.8
分配股利、利润或偿付利息所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,3451.2,3459.43,3519.12,66.97,7088.24,7088.99,7087.5,37.76,10073.66,10073.66,10073.66,0.0,12202.67,12258.61,12280.42,0.0,8899.4,8868.99,8899.4,0.0,5666.0,5329.62,7851.1,0.0,1826.3,1826.3,1826.3,13.3,80.4,35963.9,35964.2,514.0,36659.0,37583.5,39955.7,1553.4,4941.5,6602.6,7971.2,83.8,70907.3,71711.7,73143.1,253.4
其中：子公司支付给少数股东的股利、利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.32,126.32,0.0,367.5,367.5,367.5,0.0,262.5,262.5,262.5,0.0,262.5,262.5,262.5,0.0,542.5,542.5,542.5,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.15,1025.33,1025.33,1010.95,0.0,0.0,8507.19,11906.24,2265.39,2265.4,2265.4,2265.4,0.0,0.0,3977.41,4048.65,0.0,2.08,2.08,2.08,0.0,2583.9,2583.9,55747.3,14874.7,22604.3,22841.4,22841.4,266.6,39300.8,39300.8,39300.8,0.0,213.5,213.5,1165.9,269.0,1038.1,45629.6,101994.4,57521.7,98199.3,99124.6,110713.4,2388.5
筹资活动现金流出小计,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.26,6976.53,6984.75,7030.07,66.97,7088.24,15596.18,18993.74,2303.14,12339.06,12339.06,12339.06,0.0,12202.67,16236.02,16329.06,0.0,8901.48,8871.07,8901.48,0.0,8249.89,7913.52,1550008.4,14874.7,24430.6,24667.7,24667.7,70249.1,294100.4,377683.9,379656.3,133028.9,280762.5,482732.8,765406.7,191026.7,576098.7,715359.1,999402.6,121174.5,417239.7,578659.6,726303.1,86460.7
筹资活动产生的现金流量净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62780.94,58137.47,58129.25,58083.93,3302.53,-3737.54,-12245.48,-15643.04,-1705.54,-11741.46,-11741.46,-11741.46,485.0,-11717.67,-15751.02,-15844.06,0.0,-8901.48,-8871.07,-8901.48,0.0,-8249.89,-7913.52,-1198143.6,-14874.7,-24430.6,-24667.7,-24667.7,-279.9,-39381.2,-75264.7,-75265.0,25793.9,120334.5,195615.9,642764.9,81358.3,-42634.1,-112262.5,-266933.5,62839.4,-29571.9,-73433.9,-124041.5,64268.1
四、汇率变动对现金及现金等价物的影响,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.26,-14.42,-56.11,-126.88,-39.23,-92.52,-90.64,-408.72,29.72,72.27,-25.44,-186.74,-27.03,211.05,65.21,371.97,-10.85,-1.33,63.49,196.88,-31.85,-51.59,-129.09,-4484.9,-3033.9,590.7,3997.0,4042.6,-1725.7,577.9,1621.5,770.6,355.3,682.9,-541.3,-7541.0,50.0,530.7,7512.0,-18.0,-314.8,1561.3,3280.3,978.8,-2166.4
五、现金及现金等价物净增加额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56264.28,61060.27,71748.39,73015.25,672.66,-12106.91,-12976.21,-25819.56,23503.05,2041.45,-1593.07,-5195.32,14719.67,-16690.78,-7919.51,-25304.58,13198.7,-11287.09,-10366.96,-3339.43,2358.13,6505.35,7750.32,116182.3,-92435.2,-113856.9,-91877.1,-50094.2,-124477.9,-143012.2,-215018.2,-210489.7,-13530.2,-10840.2,-35464.0,516350.4,-61938.2,-53749.6,-284877.9,-282237.8,198166.8,278990.6,258625.8,307277.1,-11345.9
加:期初现金及现金等价物余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30726.61,31000.97,31000.97,30726.61,103741.87,103741.87,103741.87,103741.87,77922.31,77922.31,77922.31,77922.31,72726.98,72726.98,72726.98,72726.98,48421.55,47422.41,47422.41,47422.41,44082.97,44082.97,44082.97,207288.4,323470.7,323470.7,323470.7,323470.7,273376.5,273376.5,273376.5,273376.5,62886.8,62886.8,62886.8,62886.8,579237.2,579237.2,579237.2,579237.2,296999.4,296999.4,296999.4,296999.4,604276.5
六、期末现金及现金等价物余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86990.89,92061.24,102749.36,103741.87,104414.53,91634.96,90765.65,77922.31,101425.35,79963.75,76329.23,72726.98,87446.65,56036.2,64807.47,47422.41,61620.25,36135.32,37055.44,44082.97,46441.1,50588.33,51833.3,323470.7,231035.5,209613.8,231593.6,273376.5,148898.6,130364.3,58358.3,62886.8,49356.6,52046.6,27422.8,579237.2,517299.0,525487.6,294359.3,296999.4,495166.2,575990.0,555625.2,604276.5,592930.6
净利润,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5942.97,0.0,15352.15,0.0,7369.8,0.0,18752.16,0.0,9140.5,0.0,24281.89,0.0,10132.68,0.0,23441.2,0.0,9256.68,0.0,16948.39,0.0,2686.51,0.0,342177.6,0.0,155320.5,0.0,350829.8,0.0,403176.3,0.0,594950.9,0.0,107107.2,0.0,283790.2,0.0,55209.8,0.0,84037.5,0.0,-41765.6,0.0,-223404.7,0.0
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-492.7,0.0,930.12,0.0,470.99,0.0,2380.31,0.0,516.02,0.0,2653.74,0.0,1170.27,0.0,3755.65,0.0,1558.68,0.0,3744.46,0.0,916.65,0.0,21498.8,0.0,-3331.3,0.0,9732.0,0.0,1774.7,0.0,1673.2,0.0,4.5,0.0,13071.9,0.0,1253.4,0.0,46224.9,0.0,2747.1,0.0,43591.3,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.37,0.0,2548.59,0.0,1430.94,0.0,2902.35,0.0,1566.34,0.0,3329.96,0.0,2265.68,0.0,4604.3,0.0,2379.39,0.0,5034.55,0.0,2693.51,0.0,40352.2,0.0,13548.0,0.0,27125.9,0.0,13332.9,0.0,25754.4,0.0,12412.1,0.0,25014.5,0.0,14107.4,0.0,28817.4,0.0,14079.2,0.0,29082.6,0.0
无形资产摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.05,0.0,305.98,0.0,142.91,0.0,257.03,0.0,103.58,0.0,234.42,0.0,213.88,0.0,479.15,0.0,284.38,0.0,553.53,0.0,232.85,0.0,4396.4,0.0,1755.5,0.0,3684.2,0.0,1738.8,0.0,3435.7,0.0,2806.3,0.0,5701.2,0.0,3076.5,0.0,6135.4,0.0,3225.0,0.0,6197.8,0.0
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,4.81,0.0,1.4,0.0,2.81,0.0,1.07,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25345.6,0.0,5418.6,0.0,7332.3,0.0,2417.0,0.0,5071.8,0.0,3330.1,0.0,6048.8,0.0,3179.6,0.0,8531.7,0.0,2601.4,0.0,6498.2,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.58,0.0,-1.44,0.0,-3.93,0.0,-0.03,0.0,-5.54,0.0,15.52,0.0,-2.4,0.0,12.94,0.0,2.12,0.0,7.97,0.0,-4.92,0.0,-1419.4,0.0,-0.7,0.0,-412.2,0.0,8.7,0.0,-584.0,0.0,-35.4,0.0,-969.8,0.0,-11.8,0.0,-706.4,0.0,-0.9,0.0,-106.0,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1.09,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.0,49.5,0.0,-0.5,0.0,0.3,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.6,0.0,-1531.5,0.0,-2061.1,0.0,-7246.1,0.0,799.8,0.0,-10643.3,0.0,4174.9,0.0,5241.4,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.65,0.0,32.8,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.3,0.0,-12027.0,0.0,-30776.8,0.0,-26493.5,0.0,-57770.2,0.0,-35957.8,0.0,-73912.3,0.0,-34946.5,0.0,-63541.7,0.0,-24199.5,0.0,-49387.8,0.0
