股票代码,股票名称,交易所
000639,西王食品,深圳
000650,仁和药业,深圳
000651,格力电器,深圳
000652,泰达股份,深圳
000655,金岭矿业,深圳
000656,金科股份,深圳
000657,中钨高新,深圳
000659,珠海中富,深圳
000661,长春高新,深圳
000662,天夏智慧,深圳
000663,永安林业,深圳
000665,湖北广电,深圳
000666,经纬纺机,深圳
000667,美好置业,深圳
000668,荣丰控股,深圳
000669,金鸿控股,深圳
000670,*ST盈方,深圳
000671,阳光城,深圳
000672,上峰水泥,深圳
000673,当代东方,深圳
000676,智度股份,深圳
000677,恒天海龙,深圳
000678,襄阳轴承,深圳
000679,大连友谊,深圳
000680,山推股份,深圳
000681,视觉中国,深圳
000682,东方电子,深圳
000683,远兴能源,深圳
000685,中山公用,深圳
000686,东北证券,深圳
000687,华讯方舟,深圳
000688,国城矿业,深圳
000690,宝新能源,深圳
000691,亚太实业,深圳
000692,惠天热电,深圳
000695,滨海能源,深圳
000697,炼石航空,深圳
000698,沈阳化工,深圳
000700,模塑科技,深圳
000701,厦门信达,深圳
000702,正虹科技,深圳
000703,恒逸石化,深圳
000705,浙江震元,深圳
000707,ST双环,深圳
000708,大冶特钢,深圳
000709,河钢股份,深圳
000710,贝瑞基因,深圳
000711,京蓝科技,深圳
000712,锦龙股份,深圳
000713,丰乐种业,深圳
000715,中兴商业,深圳
000716,黑芝麻,深圳
000717,韶钢松山,深圳
000718,苏宁环球,深圳
000719,中原传媒,深圳
000720,新能泰山,深圳
000721,西安饮食,深圳
000722,湖南发展,深圳
000723,美锦能源,深圳
000725,京东方Ａ,深圳
000726,鲁泰Ａ,深圳
000727,华东科技,深圳
000728,国元证券,深圳
000729,燕京啤酒,深圳
000731,四川美丰,深圳
000732,泰禾集团,深圳
000733,振华科技,深圳
000735,罗牛山,深圳
000736,中交地产,深圳
000737,ST南风,深圳
000738,航发控制,深圳
000739,普洛药业,深圳
000750,国海证券,深圳
000751,锌业股份,深圳
000752,*ST西发,深圳
000753,漳州发展,深圳
000755,山西路桥,深圳
000756,新华制药,深圳
000757,浩物股份,深圳
000758,中色股份,深圳
000759,中百集团,深圳
000760,*ST斯太,深圳
000761,本钢板材,深圳
000762,西藏矿业,深圳
000766,通化金马,深圳
000767,漳泽电力,深圳
000768,中航飞机,深圳
000776,广发证券,深圳
000777,中核科技,深圳
000778,新兴铸管,深圳
000779,甘咨询,深圳
000780,平庄能源,深圳
000782,美达股份,深圳
000783,长江证券,深圳
000785,武汉中商,深圳
000786,北新建材,深圳
000788,北大医药,深圳
000789,万年青,深圳
000790,泰合健康,深圳
000791,甘肃电投,深圳
000792,*ST盐湖,深圳
000793,华闻传媒,深圳
000795,英洛华,深圳
000796,凯撒旅游,深圳
000797,中国武夷,深圳
000798,中水渔业,深圳
000799,酒鬼酒,深圳
000800,一汽轿车,深圳
000801,四川九洲,深圳
000802,北京文化,深圳
000803,金宇车城,深圳
000806,ST银河,深圳
000807,云铝股份,深圳
000809,铁岭新城,深圳
000810,创维数字,深圳
000811,冰轮环境,深圳
000812,陕西金叶,深圳
000813,德展健康,深圳
000815,美利云,深圳
000816,ST慧业,深圳
000818,航锦科技,深圳
000819,岳阳兴长,深圳
000820,*ST节能,深圳
000821,京山轻机,深圳
000822,山东海化,深圳
000823,超声电子,深圳
000825,太钢不锈,深圳
000826,启迪环境,深圳
000828,东莞控股,深圳
000829,天音控股,深圳
000830,鲁西化工,深圳
000831,五矿稀土,深圳
000833,粤桂股份,深圳
000835,长城动漫,深圳
000836,富通鑫茂,深圳
000837,秦川机床,深圳
000838,财信发展,深圳
000839,中信国安,深圳
000848,承德露露,深圳
000850,华茂股份,深圳
000851,高鸿股份,深圳
000852,石化机械,深圳
000856,冀东装备,深圳
000858,五粮液,深圳
000859,国风塑业,深圳
000860,顺鑫农业,深圳
000861,海印股份,深圳
000862,银星能源,深圳
000863,三湘印象,深圳
000868,*ST安凯,深圳
000869,张裕Ａ,深圳
000875,吉电股份,深圳
000876,新希望,深圳
000877,天山股份,深圳
000878,云南铜业,深圳
000880,潍柴重机,深圳
000881,中广核技,深圳
000882,华联股份,深圳
000883,湖北能源,深圳
000885,城发环境,深圳
000886,海南高速,深圳
000887,中鼎股份,深圳
000888,峨眉山Ａ,深圳
000889,中嘉博创,深圳
000890,法尔胜,深圳
000892,欢瑞世纪,深圳
000893,*ST东凌,深圳
000895,双汇发展,深圳
000897,*ST津滨,深圳
000898,鞍钢股份,深圳
000899,赣能股份,深圳
000900,现代投资,深圳
000901,航天科技,深圳
000902,新洋丰,深圳
000903,云内动力,深圳
000905,厦门港务,深圳
000906,浙商中拓,深圳
000908,景峰医药,深圳
000909,数源科技,深圳
000910,大亚圣象,深圳
000911,*ST南糖,深圳
000912,泸天化,深圳
000913,钱江摩托,深圳
000915,山大华特,深圳
000917,电广传媒,深圳
000918,嘉凯城,深圳
000919,金陵药业,深圳
000920,南方汇通,深圳
000921,海信家电,深圳
000922,佳电股份,深圳
000923,河北宣工,深圳
000925,众合科技,深圳
000926,福星股份,深圳
000927,一汽夏利,深圳
000928,中钢国际,深圳
000929,兰州黄河,深圳
000930,中粮生化,深圳
000931,中关村,深圳
000932,华菱钢铁,深圳
000933,神火股份,深圳
000935,四川双马,深圳
000936,华西股份,深圳
000937,冀中能源,深圳
000938,紫光股份,深圳
000939,*ST凯迪,深圳
000948,南天信息,深圳
000949,新乡化纤,深圳
000950,重药控股,深圳
000951,中国重汽,深圳
000952,广济药业,深圳
000953,*ST河化,深圳
000955,欣龙控股,深圳
000957,中通客车,深圳
000958,东方能源,深圳
000959,首钢股份,深圳
000960,锡业股份,深圳
000961,中南建设,深圳
000962,东方钽业,深圳
000963,华东医药,深圳
000965,天保基建,深圳
000966,长源电力,深圳
000967,盈峰环境,深圳
000968,蓝焰控股,深圳
000969,安泰科技,深圳
000970,中科三环,深圳
000971,*ST高升,深圳
000972,ST中基,深圳
000973,佛塑科技,深圳
000975,银泰资源,深圳
000976,华铁股份,深圳
000977,浪潮信息,深圳
000978,桂林旅游,深圳
000980,众泰汽车,深圳
000981,ST银亿,深圳
000982,*ST中绒,深圳
000983,西山煤电,深圳
000985,大庆华科,深圳
000987,越秀金控,深圳
000988,华工科技,深圳
000989,九芝堂,深圳
000990,诚志股份,深圳
000993,闽东电力,深圳
000995,*ST皇台,深圳
000996,中国中期,深圳
000997,新大陆,深圳
000998,隆平高科,深圳
000999,华润三九,深圳
001696,宗申动力,深圳
001872,招商港口,深圳
001896,豫能控股,深圳
001965,招商公路,深圳
001979,招商蛇口,深圳
002001,新和成,深圳
002002,鸿达兴业,深圳
002003,伟星股份,深圳
002004,华邦健康,深圳
002005,*ST德豪,深圳
002006,精功科技,深圳
002007,华兰生物,深圳
002008,大族激光,深圳
002009,天奇股份,深圳
002010,传化智联,深圳
002011,盾安环境,深圳
002012,凯恩股份,深圳
002013,中航机电,深圳
002014,永新股份,深圳
002015,协鑫能科,深圳
002016,世荣兆业,深圳
002017,东信和平,深圳
002018,*ST华信,深圳
002019,亿帆医药,深圳
002020,京新药业,深圳
002021,*ST中捷,深圳
002022,科华生物,深圳
002023,海特高新,深圳
002024,苏宁易购,深圳
002025,航天电器,深圳
002026,山东威达,深圳
002027,分众传媒,深圳
002028,思源电气,深圳
002029,七匹狼,深圳
002030,达安基因,深圳
002031,巨轮智能,深圳
002032,苏泊尔,深圳
002033,丽江旅游,深圳
002034,旺能环境,深圳
002035,华帝股份,深圳
002036,联创电子,深圳
002037,久联发展,深圳
002038,双鹭药业,深圳
002039,黔源电力,深圳
002040,南京港,深圳
002041,登海种业,深圳
002042,华孚时尚,深圳
002043,兔宝宝,深圳
002044,美年健康,深圳
002045,国光电器,深圳
002046,轴研科技,深圳
002047,宝鹰股份,深圳
002048,宁波华翔,深圳
002049,紫光国微,深圳
002050,三花智控,深圳
002051,中工国际,深圳
002052,同洲电子,深圳
002053,云南能投,深圳
002054,德美化工,深圳
002055,得润电子,深圳
002056,横店东磁,深圳
002057,中钢天源,深圳
002058,威尔泰,深圳
002059,云南旅游,深圳
002060,粤水电,深圳
002061,浙江交科,深圳
002062,宏润建设,深圳
002063,远光软件,深圳
002064,华峰氨纶,深圳
002065,东华软件,深圳
002066,瑞泰科技,深圳
002067,景兴纸业,深圳
002068,黑猫股份,深圳
002069,獐子岛,深圳
002071,长城影视,深圳
002072,*ST凯瑞,深圳
002073,软控股份,深圳
002074,国轩高科,深圳
002075,沙钢股份,深圳
002076,雪莱特,深圳
002077,大港股份,深圳
002078,太阳纸业,深圳
002079,苏州固锝,深圳
002080,中材科技,深圳
002081,金螳螂,深圳
002082,万邦德,深圳
002083,孚日股份,深圳
002084,海鸥住工,深圳
002085,万丰奥威,深圳
002086,ST东海洋,深圳
002087,新野纺织,深圳
002088,鲁阳节能,深圳
002089,*ST新海,深圳
002090,金智科技,深圳
002091,江苏国泰,深圳
002092,中泰化学,深圳
002093,国脉科技,深圳
002094,青岛金王,深圳
002095,生意宝,深圳
002096,南岭民爆,深圳
002097,山河智能,深圳
002098,浔兴股份,深圳
002099,海翔药业,深圳
002100,天康生物,深圳
002101,广东鸿图,深圳
002102,ST冠福,深圳
002103,广博股份,深圳
002104,恒宝股份,深圳
002105,信隆健康,深圳
002106,莱宝高科,深圳
002107,沃华医药,深圳
002108,沧州明珠,深圳
002109,兴化股份,深圳
002110,三钢闽光,深圳
002111,威海广泰,深圳
002112,三变科技,深圳
002113,ST天润,深圳
002114,罗平锌电,深圳
002115,三维通信,深圳
002116,中国海诚,深圳
002117,东港股份,深圳
002118,紫鑫药业,深圳
002119,康强电子,深圳
002120,韵达股份,深圳
002121,科陆电子,深圳
002122,*ST天马,深圳
002123,梦网集团,深圳
002124,天邦股份,深圳
002125,湘潭电化,深圳
002126,银轮股份,深圳
002127,南极电商,深圳
002128,露天煤业,深圳
002129,中环股份,深圳
002130,沃尔核材,深圳
002131,利欧股份,深圳
002132,恒星科技,深圳
002133,广宇集团,深圳
002134,天津普林,深圳
002135,东南网架,深圳
002136,安纳达,深圳
002137,麦达数字,深圳
002138,顺络电子,深圳
002139,拓邦股份,深圳
002140,东华科技,深圳
002141,贤丰控股,深圳
002142,宁波银行,深圳
002143,*ST印纪,深圳
002144,宏达高科,深圳
002145,中核钛白,深圳
002146,荣盛发展,深圳
002147,ST新光,深圳
002148,北纬科技,深圳
002149,西部材料,深圳
002150,通润装备,深圳
002151,北斗星通,深圳
002152,广电运通,深圳
002153,石基信息,深圳
002154,报喜鸟,深圳
002155,湖南黄金,深圳
002156,通富微电,深圳
002157,正邦科技,深圳
002158,汉钟精机,深圳
002159,三特索道,深圳
002160,常铝股份,深圳
002161,远望谷,深圳
002162,悦心健康,深圳
002163,中航三鑫,深圳
002164,宁波东力,深圳
002165,红宝丽,深圳
002166,莱茵生物,深圳
002167,东方锆业,深圳
002168,惠程科技,深圳
002169,智光电气,深圳
002170,芭田股份,深圳
002171,楚江新材,深圳
002172,澳洋健康,深圳
002173,创新医疗,深圳
002174,游族网络,深圳
002175,*ST东网,深圳
002176,江特电机,深圳
002177,御银股份,深圳
002178,延华智能,深圳
002179,中航光电,深圳
002180,纳思达,深圳
002181,粤传媒,深圳
002182,云海金属,深圳
002183,怡亚通,深圳
002184,海得控制,深圳
002185,华天科技,深圳
002186,全聚德,深圳
002187,广百股份,深圳
002188,*ST巴士,深圳
002189,中光学,深圳
002190,*ST集成,深圳
002191,劲嘉股份,深圳
002192,融捷股份,深圳
002193,如意集团,深圳
002194,*ST凡谷,深圳
002195,二三四五,深圳
002196,方正电机,深圳
002197,证通电子,深圳
002198,嘉应制药,深圳
002199,东晶电子,深圳
002200,*ST云投,深圳
002201,九鼎新材,深圳
002202,金风科技,深圳
002203,海亮股份,深圳
002204,大连重工,深圳
002205,国统股份,深圳
002206,海利得,深圳
002207,ST准油,深圳
002208,合肥城建,深圳
002209,达意隆,深圳
002210,*ST飞马,深圳
002211,宏达新材,深圳
002212,南洋股份,深圳
002213,特尔佳,深圳
002214,大立科技,深圳
002215,诺普信,深圳
002216,三全食品,深圳
002217,合力泰,深圳
002218,拓日新能,深圳
002219,恒康医疗,深圳
002220,ST天宝,深圳
002221,东华能源,深圳
002222,福晶科技,深圳
002223,鱼跃医疗,深圳
002224,三力士,深圳
002225,濮耐股份,深圳
002226,江南化工,深圳
002227,奥特迅,深圳
002228,合兴包装,深圳
002229,鸿博股份,深圳
002230,科大讯飞,深圳
002231,奥维通信,深圳
002232,启明信息,深圳
002233,塔牌集团,深圳
002234,民和股份,深圳
002235,安妮股份,深圳
002236,大华股份,深圳
002237,恒邦股份,深圳
002238,天威视讯,深圳
002239,奥特佳,深圳
002240,威华股份,深圳
002241,歌尔股份,深圳
002242,九阳股份,深圳
002243,通产丽星,深圳
002244,滨江集团,深圳
002245,澳洋顺昌,深圳
002246,北化股份,深圳
002247,聚力文化,深圳
002248,华东数控,深圳
002249,大洋电机,深圳
002250,联化科技,深圳
002251,步步高,深圳
002252,上海莱士,深圳
002253,川大智胜,深圳
002254,泰和新材,深圳
002255,海陆重工,深圳
002256,兆新股份,深圳
002258,利尔化学,深圳
002259,*ST升达,深圳
002260,*ST德奥,深圳
002261,拓维信息,深圳
002262,恩华药业,深圳
002263,*ST东南,深圳
002264,新华都,深圳
002265,西仪股份,深圳
002266,浙富控股,深圳
002267,陕天然气,深圳
002268,卫士通,深圳
002269,美邦服饰,深圳
002270,华明装备,深圳
002271,东方雨虹,深圳
002272,川润股份,深圳
002273,水晶光电,深圳
002274,华昌化工,深圳
002275,桂林三金,深圳
002276,万马股份,深圳
002277,友阿股份,深圳
002278,神开股份,深圳
002279,久其软件,深圳
002280,联络互动,深圳
002281,光迅科技,深圳
002282,博深股份,深圳
002283,天润曲轴,深圳
002284,亚太股份,深圳
002285,世联行,深圳
002286,保龄宝,深圳
002287,奇正藏药,深圳
002288,超华科技,深圳
002289,*ST宇顺,深圳
002290,*ST中科,深圳
002291,星期六,深圳
002292,奥飞娱乐,深圳
002293,罗莱生活,深圳
002294,信立泰,深圳
002295,精艺股份,深圳
002296,辉煌科技,深圳
002297,博云新材,深圳
002298,中电兴发,深圳
002299,圣农发展,深圳
002300,太阳电缆,深圳
002301,齐心集团,深圳
002302,西部建设,深圳
002303,美盈森,深圳
002304,洋河股份,深圳
002305,南国置业,深圳
002306,*ST云网,深圳
002307,北新路桥,深圳
002308,威创股份,深圳
002309,中利集团,深圳
002310,东方园林,深圳
002311,海大集团,深圳
002312,三泰控股,深圳
002313,日海智能,深圳
002314,南山控股,深圳
002315,焦点科技,深圳
002316,亚联发展,深圳
002317,众生药业,深圳
002318,久立特材,深圳
002319,乐通股份,深圳
002320,海峡股份,深圳
002321,华英农业,深圳
002322,理工环科,深圳
002323,*ST百特,深圳
002324,普利特,深圳
002325,洪涛股份,深圳
002326,永太科技,深圳
002327,富安娜,深圳
002328,新朋股份,深圳
002329,皇氏集团,深圳
002330,得利斯,深圳
002331,皖通科技,深圳
002332,仙琚制药,深圳
002333,*ST罗普,深圳
002334,英威腾,深圳
002335,科华恒盛,深圳
002336,*ST人乐,深圳
002337,赛象科技,深圳
002338,奥普光电,深圳
002339,积成电子,深圳
002340,格林美,深圳
002341,新纶科技,深圳
002342,巨力索具,深圳
002343,慈文传媒,深圳
002344,海宁皮城,深圳
002345,潮宏基,深圳
002346,柘中股份,深圳
002347,泰尔股份,深圳
002348,高乐股份,深圳
002349,精华制药,深圳
002350,北京科锐,深圳
002351,漫步者,深圳
002352,顺丰控股,深圳
002353,杰瑞股份,深圳
002354,天神娱乐,深圳
002355,兴民智通,深圳
002356,*ST赫美,深圳
002357,富临运业,深圳
002358,森源电气,深圳
002359,*ST北讯,深圳
002360,同德化工,深圳
002361,神剑股份,深圳
002362,汉王科技,深圳
002363,隆基机械,深圳
002364,中恒电气,深圳
002365,永安药业,深圳
002366,台海核电,深圳
002367,康力电梯,深圳
002368,太极股份,深圳
002369,卓翼科技,深圳
002370,亚太药业,深圳
002371,北方华创,深圳
002372,伟星新材,深圳
002373,千方科技,深圳
002374,丽鹏股份,深圳
002375,亚厦股份,深圳
002376,新北洋,深圳
002377,国创高新,深圳
002378,章源钨业,深圳
002379,宏创控股,深圳
002380,科远智慧,深圳
002381,双箭股份,深圳
002382,蓝帆医疗,深圳
002383,合众思壮,深圳
002384,东山精密,深圳
002385,大北农,深圳
002386,天原集团,深圳
002387,维信诺,深圳
002388,新亚制程,深圳
002389,航天彩虹,深圳
002390,信邦制药,深圳
002391,长青股份,深圳
002392,北京利尔,深圳
002393,力生制药,深圳
002394,联发股份,深圳
002395,双象股份,深圳
002396,星网锐捷,深圳
002397,梦洁股份,深圳
002398,建研集团,深圳
002399,海普瑞,深圳
002400,省广集团,深圳
002401,中远海科,深圳
002402,和而泰,深圳
002403,爱仕达,深圳
002404,嘉欣丝绸,深圳
002405,四维图新,深圳
002406,远东传动,深圳
002407,多氟多,深圳
002408,齐翔腾达,深圳
002409,雅克科技,深圳
002410,广联达,深圳
002411,延安必康,深圳
002412,汉森制药,深圳
002413,雷科防务,深圳
002414,高德红外,深圳
002415,海康威视,深圳
002416,爱施德,深圳
002417,深南股份,深圳
002418,康盛股份,深圳
002419,天虹股份,深圳
002420,*ST毅昌,深圳
002421,达实智能,深圳
002422,科伦药业,深圳
002423,中原特钢,深圳
002424,贵州百灵,深圳
002425,凯撒文化,深圳
002426,胜利精密,深圳
002427,*ST尤夫,深圳
002428,云南锗业,深圳
002429,兆驰股份,深圳
002430,杭氧股份,深圳
002431,棕榈股份,深圳
002432,九安医疗,深圳
002433,太安堂,深圳
002434,万里扬,深圳
002435,长江润发,深圳
002436,兴森科技,深圳
002437,誉衡药业,深圳
002438,江苏神通,深圳
002439,启明星辰,深圳
002440,闰土股份,深圳
002441,众业达,深圳
002442,龙星化工,深圳
002443,金洲管道,深圳
002444,巨星科技,深圳
002445,ST中南,深圳
002446,盛路通信,深圳
002447,晨鑫科技,深圳
002448,中原内配,深圳
002449,国星光电,深圳
002450,*ST康得,深圳
002451,摩恩电气,深圳
002452,长高集团,深圳
002453,华软科技,深圳
002454,松芝股份,深圳
002455,百川股份,深圳
002456,欧菲光,深圳
002457,青龙管业,深圳
002458,益生股份,深圳
002459,天业通联,深圳
002460,赣锋锂业,深圳
002461,珠江啤酒,深圳
002462,嘉事堂,深圳
002463,沪电股份,深圳
002464,众应互联,深圳
002465,海格通信,深圳
002466,天齐锂业,深圳
002467,二六三,深圳
002468,申通快递,深圳
002469,三维工程,深圳
002470,金正大,深圳
002471,中超控股,深圳
002472,双环传动,深圳
002473,圣莱达,深圳
002474,榕基软件,深圳
002475,立讯精密,深圳
002476,宝莫股份,深圳
002477,*ST雏鹰,深圳
002478,常宝股份,深圳
002479,富春环保,深圳
002480,新筑股份,深圳
002481,双塔食品,深圳
002482,广田集团,深圳
002483,润邦股份,深圳
002484,江海股份,深圳
002485,希努尔,深圳
002486,嘉麟杰,深圳
002487,大金重工,深圳
002488,金固股份,深圳
002489,浙江永强,深圳
002490,山东墨龙,深圳
002491,通鼎互联,深圳
002492,恒基达鑫,深圳
002493,荣盛石化,深圳
002494,华斯股份,深圳
002495,佳隆股份,深圳
002496,辉丰股份,深圳
002497,雅化集团,深圳
002498,汉缆股份,深圳
002499,*ST科林,深圳
002500,山西证券,深圳
002501,*ST利源,深圳
002502,鼎龙文化,深圳
002503,搜于特,深圳
002504,弘高创意,深圳
002505,大康农业,深圳
002506,协鑫集成,深圳
002507,涪陵榨菜,深圳
002508,老板电器,深圳
002509,天广中茂,深圳
002510,天汽模,深圳
002511,中顺洁柔,深圳
002512,达华智能,深圳
002513,蓝丰生化,深圳
002514,宝馨科技,深圳
002515,金字火腿,深圳
002516,旷达科技,深圳
002517,恺英网络,深圳
002518,科士达,深圳
002519,银河电子,深圳
002520,日发精机,深圳
002521,齐峰新材,深圳
002522,浙江众成,深圳
002523,天桥起重,深圳
002524,光正集团,深圳
002526,山东矿机,深圳
002527,新时达,深圳
002528,英飞拓,深圳
002529,海源复材,深圳
002530,金财互联,深圳
002531,天顺风能,深圳
002532,新界泵业,深圳
002533,金杯电工,深圳
002534,杭锅股份,深圳
002535,林州重机,深圳
002536,飞龙股份,深圳
002537,海联金汇,深圳
002538,司尔特,深圳
002539,云图控股,深圳
002540,亚太科技,深圳
002541,鸿路钢构,深圳
002542,中化岩土,深圳
002543,万和电气,深圳
002544,杰赛科技,深圳
002545,东方铁塔,深圳
002546,新联电子,深圳
002547,春兴精工,深圳
002548,金新农,深圳
002549,凯美特气,深圳
002550,千红制药,深圳
002551,尚荣医疗,深圳
002552,宝鼎科技,深圳
002553,南方轴承,深圳
002554,惠博普,深圳
002555,三七互娱,深圳
002556,辉隆股份,深圳
002557,洽洽食品,深圳
002558,巨人网络,深圳
002559,亚威股份,深圳
002560,通达股份,深圳
002561,徐家汇,深圳
002562,兄弟科技,深圳
002563,森马服饰,深圳
002564,天沃科技,深圳
002565,顺灏股份,深圳
002566,益盛药业,深圳
002567,唐人神,深圳
002568,百润股份,深圳
002569,*ST步森,深圳
002570,贝因美,深圳
002571,德力股份,深圳
002572,索菲亚,深圳
002573,清新环境,深圳
002574,明牌珠宝,深圳
002575,群兴玩具,深圳
002576,通达动力,深圳
002577,雷柏科技,深圳
002578,闽发铝业,深圳
002579,中京电子,深圳
002580,圣阳股份,深圳
002581,未名医药,深圳
002582,好想你,深圳
002583,海能达,深圳
002584,西陇科学,深圳
002585,双星新材,深圳
002586,ST围海,深圳
002587,奥拓电子,深圳
002588,史丹利,深圳
002589,瑞康医药,深圳
002590,万安科技,深圳
002591,恒大高新,深圳
002592,八菱科技,深圳
002593,日上集团,深圳
002594,比亚迪,深圳
002595,豪迈科技,深圳
002596,海南瑞泽,深圳
002597,金禾实业,深圳
002598,山东章鼓,深圳
002599,盛通股份,深圳
002600,领益智造,深圳
002601,龙蟒佰利,深圳
002602,世纪华通,深圳
002603,以岭药业,深圳
002604,*ST龙力,深圳
002605,姚记扑克,深圳
002606,大连电瓷,深圳
002607,中公教育,深圳
002608,江苏国信,深圳
002609,捷顺科技,深圳
002610,爱康科技,深圳
002611,东方精工,深圳
002612,朗姿股份,深圳
002613,北玻股份,深圳
002614,奥佳华,深圳
002615,哈尔斯,深圳
002616,长青集团,深圳
002617,露笑科技,深圳
