科目,2014年度,2015年度,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动产生的现金流量净额,"241,091,610.02","62,497,273.93","88,847,142.94","-15,065,377.63","47,663,700.00","-60,301,878.35","143,619,689.42","34,473,055.10","2,775,176.28","96,517,796.14","254,675,547.34","142,714,185.18"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"30,189.88","109,479.48","89,385.69","-94,226.36",,"-72,180.13","-49,554.46","-280,401.62","49,256.38","111,483.08","391,436.57","-9,300.95"
收到其他与投资活动有关的现金,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"6,758,433.80","6,953,475.93","96,219.34","89,651.17",,,"84,000.00","15,000.00","42,635,362.92","42,716,862.92","14,064,038.00","216,000.00"
五、现金及现金等价物净增加额,"103,531,523.51","-37,677,168.63","56,711,746.59","-79,324,461.97","-12,147,900.00","-79,521,255.03","-28,390,076.24","-46,112,199.45","-35,738,839.95","28,167,592.18","110,880,772.13","102,843,183.21"
购建固定资产、无形资产和其他长期资产支付的现金,"188,529,211.45","181,563,987.71","187,217,055.55","81,536,722.39",,"124,754,836.95","50,848,628.26","33,636,978.21","45,693,356.79","53,474,700.02","60,484,161.55","78,548,310.51"
期初现金及现金等价物余额,"27,359,365.69","130,890,889.20","93,213,720.57","149,925,467.16",,"149,725,467.16","149,925,467.16","121,538,588.59","121,535,390.92","121,535,390.92","121,535,390.92","232,416,163.05"
投资支付的现金,,,,,,,,,"30,000,000.00","30,000,000.00",,
期末现金及现金等价物余额,"130,890,889.20","93,213,720.57","149,925,467.16","70,601,005.19",,"70,204,212.13","121,535,390.92","75,426,389.14","85,796,550.97","149,702,983.10","232,416,163.05","335,259,346.26"
