科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"7,995,852.41","6,576,915.19","8,357,387.09","1,514,901.56","1,084,863.76","2,431,020.26","5,405,760.21","371,453.77","1,056,913.85","1,534,312.68","1,921,670.38","1,778,046.65","4,741,495.48","7,894,180.13","6,915,129.26","2,115,763.21","4,977,244.90","9,695,101.31","15,457,597.86","10,194,097.93"
三、利润总额,"67,151,517.26","70,019,799.04","78,619,388.43","6,760,477.36","36,523,222.40","50,867,982.75","67,382,003.15","7,692,710.98","38,196,853.02","57,244,258.30","72,744,456.76","10,731,954.12","56,138,467.27","83,637,695.13","105,430,306.48","31,171,136.19","102,053,814.56","151,491,846.84","147,252,346.19","15,298,875.55"
资产减值损失,"533,871.91","1,433,566.22","308,676.53","121,446.61","119,439.02","525,874.68","2,549,539.55","-98,977.96","156,076.55","613,767.60","313,971.39","34,543.65","377,346.00","979,287.51","3,966,434.03","-29,618.04","48,865.75","374,044.40","6,882,594.79","-1,272,645.86"
减:所得税,"9,474,115.53","9,933,089.23","10,781,045.90","1,139,372.58","5,309,752.39","7,911,477.96","9,425,499.30","1,508,799.41","5,876,491.50","8,847,159.92","9,560,208.58","1,946,336.41","8,638,275.13","13,068,728.57","13,796,673.00","5,510,793.51","16,001,535.88","24,002,920.28","16,093,163.99","1,345,004.64"
加:公允价值变动净收益,,,,,,,,,,"-190,718.00",,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,"-1,905,800.00",,"3,895,054.05","3,895,054.05","3,895,054.05",,,,,
四、净利润,"57,677,401.73","60,086,709.81","67,838,342.53","5,621,104.78","31,213,470.01","42,956,504.79","57,956,503.85","6,183,911.57","32,320,361.52","48,397,098.38","63,184,248.18","8,785,617.71","47,500,192.14","70,568,966.56","91,633,633.48","25,660,342.68","86,052,278.68","127,488,926.56","131,159,182.20","13,953,870.91"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"57,677,401.73","60,086,709.81","67,838,342.53","5,621,104.78","31,213,470.01","42,956,504.79","57,956,503.85","6,183,911.57","32,320,361.52","48,397,098.38","63,184,248.18","8,785,617.71","47,500,192.14","71,207,300.04","92,619,534.61","26,870,167.01","88,410,178.53","130,784,468.82","134,586,198.39","14,410,159.36"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,"-638,333.48","-985,901.13","-1,209,824.33","-2,357,899.85","-3,295,542.26","-3,427,016.19","-456,288.45"
