科目,2007-03-31,2007-06-30,2007-12-31,2008-03-31,2010-12-31,2011-03-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-12-31
资本公积,"18,417,564.60","18,417,564.60","18,417,564.60","18,417,564.60","18,417,564.60","18,417,564.60","18,417,564.60","18,417,564.60","18,417,564.60","18,417,564.60","18,417,564.60","18,417,564.60","18,417,564.60"
无形资产,,,,,,,,,,,,,
盈余公积,"4,005,158.90","4,005,158.90","4,005,158.90","4,005,158.90","4,005,158.90","4,005,158.90","4,005,158.90","4,005,158.90","4,005,158.90","4,005,158.90","4,005,158.90","4,005,158.90","4,005,158.90"
开发支出,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,
未分配利润,"-302,010,593.79","-309,790,807.02","-311,537,626.36","-313,247,454.56","-337,078,555.24","-337,078,555.24","-290,053,531.28","-309,838,388.35","-309,838,388.35","-310,116,219.45","-313,061,153.78","-313,061,153.78","-312,675,166.73"
长期待摊费用,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,
递延所得税资产,,,,,,,,,,,,,
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,
非正常经营项目收益调整,"-6,446,330.71",,,,,,,,,,,,
非流动资产合计,"9,472,941.63","9,535,949.78","8,409,521.05","8,329,147.43","7,416,361.10","7,416,361.10","24,197,506.04",,,,,,"25,451.16"
所有者权益(或股东权益)合计,"-145,700,517.00","-147,034,399.52","-148,781,218.86","-150,491,047.06","-174,322,147.74","-174,322,147.74","-127,297,123.78","-147,081,980.85","-147,081,980.85","-147,359,811.95","-150,304,746.28","-150,304,746.28","-149,918,759.23"
资产总计,"38,730,221.47","39,513,645.82","30,001,591.79","30,225,904.57","20,691,338.84","20,691,338.84","24,199,158.12","1,652.08","1,652.08","1,652.08","1,652.08","1,652.08","30,051.90"
负债和所有者(或股东权益)合计,"38,730,221.47","39,513,645.82","30,001,591.79","30,225,904.57","20,691,338.84","20,691,338.84","24,199,158.12","1,652.08","1,652.08","1,652.08","1,652.08","1,652.08","30,051.90"
