科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
收回投资收到的现金,,,,,,,,"300,000,000.00","650,000,000.00","1,000,000,000.00","370,000,000.00","690,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,,"5,357,351.20","5,357,351.20","5,357,351.20","54,375.00","109,958.33"
取得投资收益收到的现金,"325,043.84",,,,,,,"2,927,397.26","5,963,835.61","9,232,456.61","2,874,260.28","6,046,303.66"
筹资活动现金流出小计,"10,423,059.79","41,191,833.33","43,096,500.00","72,000,000.00","72,000,000.00","72,000,000.00",,"74,948,957.75","131,019,017.99","117,342,609.37","54,375.00","32,109,958.33"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,
筹资活动产生的现金流量净额,"-10,423,059.79","-31,191,833.33","-43,096,500.00","-72,000,000.00","-72,000,000.00","-72,000,000.00","542,268,960.00","484,983,892.86","464,248,996.96","480,931,142.05","-54,375.00","-32,109,958.33"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-2,014,173.06","399,993.51","3,335,310.39","1,808,271.43","2,605,848.65","7,390,550.43","-835,952.04","-2,833,292.03","-5,837,823.56","-9,531,965.06","-10,011,781.93","4,231,687.98"
收到其他与投资活动有关的现金,"14,000,000.00",,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"14,325,043.84",,,,,,,"302,927,397.26","655,963,835.61","1,009,232,456.61","372,874,260.28","696,046,303.66"
五、现金及现金等价物净增加额,"36,910,229.89","36,166,325.44","52,905,070.96","-33,012,846.20","-17,710,068.85","12,501,254.40","218,326,073.71","166,382,580.36","197,302,487.78","249,305,831.34","-68,186,384.18","-83,716,571.25"
购建固定资产、无形资产和其他长期资产支付的现金,"863,974.84","212,970.56","1,230,150.67","2,721,441.12","3,645,865.40","3,627,244.80","299,763.67","2,647,983.82","3,403,238.82","6,761,644.57","60,083,696.81","97,775,402.31"
期初现金及现金等价物余额,"7,863,235.29","44,773,465.18","80,939,790.62","133,844,861.58","133,844,861.58","133,844,861.58","146,346,115.98","146,346,115.98","146,346,115.98","146,346,115.98","395,651,947.32","395,651,947.32"
投资支付的现金,,,,,,,"300,000,000.00","600,000,000.00","950,000,000.00","1,300,000,000.00","370,000,000.00","690,000,000.00"
期末现金及现金等价物余额,"44,773,465.18","80,939,790.62","133,844,861.58","100,832,015.38","116,134,792.73","146,346,115.98","364,672,189.69","312,728,696.34","343,648,603.76","395,651,947.32","327,465,563.14","311,935,376.07"
