科目,2012-12-31,2013-12-31,2014-03-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"1,289,449.11","2,071,809.46",,"1,950,586.42",,"2,573,181.71","2,731,812.07","1,605,478.91","4,420,259.19","3,812,648.03","3,851,871.93","3,730,684.39","6,334,739.35","3,834,368.58","4,309,302.14","3,918,369.13","5,606,933.43","5,339,602.60","5,385,523.62","5,014,877.33","7,159,309.70"
应付职工薪酬,"958,776.62","1,264,715.80",,"1,109,407.27",,"774,834.92","951,872.64","905,120.66","55,488.00","221,952.00","388,416.00","166,464.00","349,848.00","183,384.00","366,768.00","677,256.00","183,384.00","495,594.27","203,065.70","2,227,595.48","674,387.87"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,182,974.82","3,832,336.20",,"5,012,794.75",,"5,561,079.26","5,535,823.94","5,771,162.58","4,468,672.92","3,572,600.34","2,555,433.51","4,315,256.06","4,054,405.05","5,674,169.75","5,061,721.93","5,796,567.51","6,997,134.33","5,973,842.20","6,485,622.04","5,101,270.01","2,990,296.29"
应收利息,,,,,,,,,,,,,,,,,,,,,
应付利息,"133,417.80","147,751.86",,"131,210.82",,"14,166.43",,,,,,,,,,,,"55,623.89",,"114,341.54","126,451.32"
应收股利,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,
存货,"34,825,447.43","41,374,747.48",,"39,177,480.32",,"42,354,685.07","45,857,291.21","49,499,962.72","52,822,606.49","59,351,651.59","63,155,325.55","67,290,649.74","69,856,217.31","67,176,418.57","75,200,633.95","77,867,162.58","78,363,705.36","90,909,310.31","100,665,776.01","96,424,769.80","102,461,516.41"
其他应付款,"437,752.58","423,401.29",,"561,633.32",,"167,261.48","525,602.71","550,554.69","171,261.24","494,200.59","1,469,350.76","238,907.11","1,725,025.60","2,556,896.40","2,979,204.08","2,949,515.86","2,403,919.36","3,042,693.82","3,309,657.77","27,270,200.60","25,203,058.36"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,"8,540,000.00","90,000,000.00","85,424,725.65","74,217,714.23","57,444,809.01","68,377,282.06","64,684,532.11","34,800,335.29","7,115,178.90","7,847,791.78","41,668,113.71","25,560,732.49","7,646,614.81","7,548,431.94"
其他流动负债,,,,,,,,,,,,,,,"9,446.76","25,301.22","510,170.77","60,181.00","88,892.78",,
流动资产合计,"137,420,952.76","147,164,753.13","156,649,100.00","156,649,146.83","172,488,100.00","319,903,192.33","318,922,323.09","327,171,372.00","306,807,443.05","291,725,013.44","285,309,309.59","290,325,099.55","284,661,435.46","273,034,141.54","272,810,171.78","266,819,016.92","299,250,126.14","300,937,352.04","307,212,757.62","306,983,779.64","297,742,930.70"
流动负债合计,"85,803,249.53","106,695,805.07","126,357,700.00","126,357,734.60","140,260,800.00","53,401,740.57","50,026,140.37","55,775,816.30","61,074,161.52","62,793,046.10","57,416,094.21","67,812,326.89","69,515,213.29","72,838,707.39","79,014,541.89","83,337,440.86","111,377,843.54","128,671,426.71","152,290,505.93","205,766,828.97","224,366,797.47"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,"20,700,000.00",
长期借款,"19,400,000.00","10,500,000.00",,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,"1,066,871.63","2,988,246.76","3,138,663.53","3,104,905.84","4,130,327.57","4,919,239.23","4,807,039.74"
长期应付款,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,"200,000.00","200,000.00","194,856.66","192,085.04","187,071.74","184,477.51","184,013.37","184,013.37","184,948.52","184,933.50",,,,"20,700,000.00",,
专项应付款,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,
固定资产,"114,134,978.31","123,711,306.22",,"139,838,693.88",,"137,662,021.75","149,038,162.15","149,412,688.58","148,085,616.34","150,488,184.17","150,342,838.95","171,843,405.04","174,701,235.96","181,857,766.06","216,605,278.90","315,824,070.03","312,642,230.67","307,885,384.54","317,605,811.53","338,109,274.58","335,775,528.32"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,
在建工程,"7,413,168.45","23,816,514.33",,"43,615,764.83",,"60,176,010.07","56,874,059.91","68,890,543.19","88,646,198.73","100,961,040.28","113,888,678.25","116,731,285.23","127,001,508.66","132,874,405.59","113,436,770.01","34,306,694.47","39,224,299.87","53,398,638.31","50,492,348.69","83,589,780.01","99,688,333.93"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"22,347,801.39","15,407,159.17",,"4,740,073.33",,"4,656,530.41","4,526,477.42","4,627,790.49","4,509,121.29","4,390,452.09","4,271,782.89","4,835,613.69","4,712,569.50","5,685,402.82","5,537,336.14","5,389,269.46","6,224,536.12","6,051,469.45","5,858,402.78","11,347,012.82","11,131,565.57"
固定资产清理,,,,,,,,,,"11,821,861.41","11,821,861.41",,,,,,,,,,
负债合计,"108,151,050.92","122,102,964.24","131,097,800.00","131,097,807.93","144,959,100.00","58,058,270.98","54,552,617.79","60,403,606.79","65,583,282.81","67,183,498.19","61,687,877.10","72,647,940.58","74,227,782.79","78,524,110.21","84,551,878.03","88,726,710.32","117,602,379.66","134,722,896.16","158,148,908.71","217,113,841.79","235,498,363.04"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"59,500,000.00","59,500,000.00",,"59,500,000.00",,"79,360,000.00","79,360,000.00","79,360,000.00","79,360,000.00","158,720,000.00","158,720,000.00","158,720,000.00","158,720,000.00","158,720,000.00","158,720,000.00","158,720,000.00","158,720,000.00","158,720,000.00","158,720,000.00","163,315,000.00","163,315,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"31,940,095.91","31,940,095.91",,"31,940,095.91",,"241,806,054.85","241,806,054.85","241,806,054.85","241,806,054.85","162,446,054.85","162,446,054.85","162,446,054.85","162,446,054.85","162,446,054.85","162,446,054.85","162,446,054.85","162,446,054.85","162,446,054.85","162,446,054.85","181,812,065.27","184,324,955.90"
无形资产,"4,740,897.68","29,828,947.09",,"34,988,141.29",,"36,124,967.64","36,543,707.52","38,867,066.10","41,281,976.66","39,996,393.28","38,707,164.85","38,737,719.23","37,591,846.94","36,304,022.69","44,633,660.18","44,748,461.79","42,986,194.26","41,507,913.13","39,937,323.73","38,367,873.93","40,095,616.46"
盈余公积,"8,441,223.66","13,290,614.61",,"18,026,882.27",,"18,026,882.27","18,026,882.27","23,354,580.38","23,354,580.38","23,354,580.38","23,354,580.38","26,946,568.77","26,946,568.77","26,946,568.77","26,946,568.77","31,313,218.92","31,313,218.92","31,313,218.92","31,313,218.92","36,259,564.06","36,259,564.06"
开发支出,"3,041,837.14","4,444,096.97",,"5,613,409.33",,"7,019,503.03","7,857,974.79","7,063,752.65","5,018,553.13","6,335,927.37","7,512,069.05","6,879,523.07","8,546,199.93","10,349,447.31","3,493,321.09","5,200,699.42","7,933,813.16","11,210,959.79","13,886,107.71","17,143,241.80","16,665,165.51"
减:库存股,,,,,,,,,,,,,,,,,,,,"22,285,750.00","22,285,750.00"
商誉,,,,,,,,,,,,,,,,,,,,,
未分配利润,"59,082,818.21","102,876,086.72",,"140,805,202.76",,"164,696,507.94","176,522,792.51","187,353,903.67","180,768,821.34","190,613,915.18","202,453,246.02","204,503,870.62","211,068,013.39","208,701,623.08","220,484,739.44","226,654,781.04","233,314,326.45","227,354,044.57","239,983,545.75","246,982,105.91","252,005,673.88"
长期待摊费用,,,,,,,,,,,,,,,,,,,,"1,537,878.79","1,416,666.67"
少数股东权益,,,,,,,,,,,,,,,,"2,674,633.41","2,595,555.72","4,310,610.13","4,248,142.92","4,234,200.98","6,421,348.03"
递延所得税资产,"363,354.36","744,143.74",,"664,832.71",,"862,021.22","832,119.96","677,866.51","840,866.43","802,556.91","895,358.74","563,389.33","722,179.48","733,625.20","918,234.00","648,209.15","816,207.97","821,670.98","895,194.30","1,044,698.43","1,396,266.86"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,"15,035,261.60","37,251,606.72"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"129,694,235.94","182,545,008.35",,"224,720,842.04",,"242,044,523.71","251,346,024.33","265,106,773.69","284,065,296.33","310,593,035.16","323,352,448.76","334,939,335.27","348,746,984.34","362,304,215.37","380,339,069.31","403,716,381.62","406,741,409.46","417,929,472.59","447,647,113.53","520,447,248.37","557,796,224.21"
所有者权益(或股东权益)合计,"158,964,137.78","207,606,797.24","250,272,200.00","250,272,180.94","259,956,800.00","503,889,445.06","515,715,729.63","531,874,538.90","525,289,456.57","535,134,550.41","546,973,881.25","552,616,494.24","559,180,637.01","556,814,246.70","568,597,363.06","581,808,688.22","588,389,155.94","584,143,928.47","596,710,962.44","610,317,186.22","620,040,791.87"
资产总计,"267,115,188.70","329,709,761.48","381,370,000.00","381,369,988.87","404,915,900.00","561,947,716.04","570,268,347.42","592,278,145.69","590,872,739.38","602,318,048.60","608,661,758.35","625,264,434.82","633,408,419.80","635,338,356.91","653,149,241.09","670,535,398.54","705,991,535.60","718,866,824.63","754,859,871.15","827,431,028.01","855,539,154.91"
负债和所有者(或股东权益)合计,"267,115,188.70","329,709,761.48","381,370,000.00","381,369,988.87","404,915,900.00","561,947,716.04","570,268,347.42","592,278,145.69","590,872,739.38","602,318,048.60","608,661,758.35","625,264,434.82","633,408,419.80","635,338,356.91","653,149,241.09","670,535,398.54","705,991,535.60","718,866,824.63","754,859,871.15","827,431,028.01","855,539,154.91"
