科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得借款收到的现金,,"139,600,000.00","217,339,300.00","136,581,814.00","156,581,814.00","308,971,814.00","75,400,000.00","103,349,300.00","227,180,000.00","242,743,899.00","178,432,139.00","275,612,139.00"
支付的各项税费,"14,848,170.87","13,419,505.94","26,414,804.25","36,763,284.84","54,097,391.28","70,147,134.10","15,052,008.71","37,831,124.84","47,231,990.30","59,476,997.98","15,890,463.67","31,072,419.50"
收到其他与筹资活动有关的现金,,,"20,780,000.00",,,"260,000.00",,,,,"4,800,000.00",
支付其他与经营活动有关的现金,"50,292,345.21","30,437,982.85","13,032,262.84","6,070,208.85","15,060,776.16","14,310,417.78","8,251,092.26","6,050,654.61","8,821,488.07","19,942,644.05","6,378,107.15","12,814,853.86"
筹资活动现金流入小计,"105,300,000.00","209,800,000.00","238,119,300.00","136,581,814.00","156,581,814.00","309,231,814.00","499,721,350.00","562,070,650.00","685,901,350.00","736,443,899.00","185,812,139.00","301,692,139.00"
经营活动现金流出小计,"132,613,291.66","132,033,795.09","159,765,183.88","103,629,189.43","159,797,681.69","208,749,994.98","56,155,378.65","114,374,189.03","165,527,537.35","225,196,271.16","62,809,436.21","125,592,196.87"
偿还债务支付的现金,,"3,250,000.00","54,350,000.00","62,500,000.00","94,650,000.00","190,250,000.00","271,171,114.00","322,144,131.00","393,934,831.00","396,391,548.00","2,500,000.00","5,010,424.00"
经营活动产生的现金流量净额,"126,408,444.05","78,886,285.46","124,979,306.81","122,882,713.21","181,875,966.70","238,415,247.19","45,412,542.48","79,914,366.57","200,000,912.69","229,301,555.42","31,900,058.44","93,204,248.45"
分配股利、利润或偿还利息支付的现金,"200,949.48","139,900,083.69","14,725,838.89","9,453,351.83","14,635,796.65","28,289,539.26","5,442,492.71","40,433,019.02","43,652,564.29","48,931,339.88","3,787,367.84","20,093,159.37"
收回投资收到的现金,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"60,000,000.00","10,623,700.00",,,,,"3,954,117.69","3,973,721.08","4,073,721.08","36,796,734.37","1,448,418.00",
取得投资收益收到的现金,,,,,,,,,,,,
筹资活动现金流出小计,"60,200,949.48","153,773,783.69","69,075,838.89","71,953,351.83","109,285,796.65","218,539,539.26","280,567,724.40","366,550,871.10","441,661,116.37","482,119,622.25","7,735,785.84","25,103,583.37"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"5,600.00","2,820.51",,,"3,000.00",,,"2,000.00","6,400.00","122,599.00","195,907.80"
筹资活动产生的现金流量净额,"45,099,050.52","56,026,216.31","169,043,461.11","64,628,462.17","47,296,017.35","90,692,274.74","219,153,625.60","195,519,778.90","244,240,233.63","254,324,276.75","178,076,353.16","276,588,555.63"
处置子公司及其他营业单位收到的现金净额,,,,,,,,"2,000.00",,,,
四、汇率变动对现金的影响,-80.07,46.21,469.51,,,,,,,,,"343,404.99"
收到其他与投资活动有关的现金,,,,,,"2,555,000.00",,,,"30,430,000.00","16,640,000.00","20,930,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,,"5,600.00","2,820.51",,,"2,558,000.00",,"2,000.00","2,000.00","30,436,400.00","16,762,599.00","21,125,907.80"
五、现金及现金等价物净增加额,"34,945,698.64","-111,066,932.91","35,062,420.85","84,910,606.38","99,168,416.82","6,850,939.12","144,564,192.51","77,836,727.16","108,255,540.33","22,267,855.07","52,896,016.06","6,077,347.92"
购建固定资产、无形资产和其他长期资产支付的现金,"65,609,518.91","245,985,080.89","214,542,339.78","102,600,569.00","130,003,567.23","324,814,582.81","120,001,975.57","197,599,418.31","335,987,605.99","460,138,377.10","165,982,994.54","332,942,256.86"
期初现金及现金等价物余额,"121,834,420.70","156,780,119.34","45,713,186.43","80,775,607.28","80,775,607.28","80,775,607.28","87,626,546.40","87,626,546.40","87,626,546.40","87,626,546.40","109,894,401.47","109,894,401.47"
投资支付的现金,,,,,,,,,,"23,656,000.00",,
期末现金及现金等价物余额,"156,780,119.34","45,713,186.43","80,775,607.28","165,686,213.66","179,944,024.10","87,626,546.40","232,190,738.91","165,463,273.56","195,882,086.73","109,894,401.47","162,790,417.53","115,971,749.39"
