科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付其他与经营活动有关的现金,"47,733,887.33","56,544,241.21","59,897,874.98","35,094,076.78","57,046,659.73","72,552,869.07","14,590,513.08","41,184,651.47","80,360,077.55","81,961,564.56","37,768,517.12","65,320,544.14"
筹资活动现金流入小计,"131,000,000.00","89,000,000.00","84,000,000.00","39,800,000.00","52,800,000.00","410,581,540.00",,,,"980,000.00","45,935,000.00","73,345,000.00"
经营活动现金流出小计,"170,634,234.71","255,263,987.61","180,174,902.75","94,813,846.18","141,698,819.70","182,875,923.86","58,343,477.26","117,781,433.04","223,177,781.32","271,249,545.05","138,104,311.24","209,510,600.37"
偿还债务支付的现金,"131,000,000.00","102,000,000.00","88,000,000.00","56,800,000.00","69,800,000.00","81,000,000.00","64,000,000.00","64,000,000.00","64,000,000.00","64,000,000.00",,
经营活动产生的现金流量净额,"1,677,401.84","53,463,168.85","44,493,641.80","43,319,720.85","26,186,541.33","55,673,903.32","-15,071,047.19","-29,151,968.59","-66,330,731.33","-19,419,304.99","-42,748,636.67","-55,144,644.86"
分配股利、利润或偿还利息支付的现金,"15,647,937.86","16,793,516.44","19,118,218.25","19,260,476.68","20,044,677.62","20,826,284.10","588,761.23","588,761.23","14,108,761.23","14,108,761.23",,"99,832.50"
收回投资收到的现金,,,"4,548,400.00",,,,,"45,000,000.00",,,,
支付其他与筹资活动有关的现金,,,,,,"844,452.84","699,839.62","3,104,339.62",,"7,230,000.00",,
取得投资收益收到的现金,,,,,,,,,,"1,370,227.55","3,277,555.65","3,766,981.44"
筹资活动现金流出小计,"146,647,937.86","118,793,516.44","107,118,218.25","76,060,476.68","89,844,677.62","102,670,736.94","65,288,600.85","67,693,100.85","78,108,761.23","85,338,761.23",,"99,832.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,"7,129,653.85","196,153.85","260,834.94","113,461.17","113,461.17","113,461.17",,"1,163,135.38","24,615.38","28,800.00",,"140,000.00"
筹资活动产生的现金流量净额,"-15,647,937.86","-29,793,516.44","-23,118,218.25","-36,260,476.68","-37,044,677.62","307,910,803.06","-65,288,600.85","-67,693,100.85","-78,108,761.23","-84,358,761.23","45,935,000.00","73,245,167.50"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,469.12,"-132,134.14","5,419.06","2,679.53","-3,424.73","8,226.62",-360.89,"-1,554.94","-6,674.55","-3,853.82","-2,911.99","-2,928.87"
收到其他与投资活动有关的现金,"1,343,641.70","4,345,000.00",,"379,000.00","379,000.00","379,000.00",,,"413,258.10","115,514,442.81","190,000,000.00","256,000,005.99"
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"8,473,295.55","4,541,153.85","4,809,234.94","492,461.17","492,461.17","492,461.17",,"46,163,135.38","437,873.48","116,913,470.36","193,277,555.65","259,906,987.43"
五、现金及现金等价物净增加额,"-44,601,231.65","18,251,251.24","15,679,912.71","5,300,805.98","-15,107,067.80","356,584,548.97","-214,881,462.77","-264,781,212.04","-277,053,981.95","-345,346,488.97","-14,749,434.21","21,887,998.25"
购建固定资产、无形资产和其他长期资产支付的现金,"39,104,460.30","9,447,420.88","7,090,164.84","2,253,578.89","4,737,967.95","7,500,845.20","14,521,453.84","40,297,723.04","29,245,688.32","116,578,039.29","19,220,441.20","64,316,582.95"
期初现金及现金等价物余额,"73,338,398.45","28,737,166.80","46,988,418.04","62,668,330.75","62,668,330.75","62,668,330.75","419,252,879.72","419,252,879.72","419,252,879.72","419,252,879.72","73,906,390.75","73,906,390.75"
投资支付的现金,,"380,000.00","3,420,000.00",,,,,"173,800,000.00","8,800,000.00","5,000,000.00",,
期末现金及现金等价物余额,"28,737,166.80","46,988,418.04","62,668,330.75","67,969,136.73","47,561,262.95","419,252,879.72","204,371,416.95","154,471,667.68","142,198,897.77","73,906,390.75","59,156,956.54","95,794,389.00"
