科目,2008年度,2009年度,2010年度,2011年1-6月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
减：营业外支出,"7,595,150.16","4,027,079.41","13,534,256.01","713,484.61","2,184,393.97","176,438.40","614,378.92","2,301,824.05","10,876,557.50","468,342.30","1,210,795.78","2,752,199.80","10,246,490.83","90,275.00","-3,882,659.21","2,495,176.47","3,927,403.75","141,043.50","34,233,902.89","82,837,211.62","85,774,425.93","648,572.61","4,861,587.79","5,958,017.53","5,975,272.47","165,720.63","1,321,071.68","3,710,625.42","8,525,911.56","1,102,388.59","4,158,912.29","4,374,540.13","7,403,713.16","85,103.46"
提取未到期责任准备金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加：影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-1,116,480.52","118,421,828.70","208,788,476.09","106,088,373.91","81,516,790.01","-14,179,773.82","82,020,373.20","168,864,127.55","224,419,865.21","170,998,434.07","255,227,901.42","354,898,702.16","431,077,313.85","159,622,993.73","310,349,986.51","726,204,616.15","1,332,045,196.37","609,274,673.84","1,633,405,502.54","1,809,040,680.60","2,383,976,752.02","331,468,830.23","653,186,644.05","1,114,322,222.28","1,730,292,974.94","396,501,376.50","808,493,994.41","1,283,627,150.32","1,941,513,544.71","376,797,205.15","717,089,715.26","1,039,648,541.03","1,979,884,574.72","284,249,260.43"
四、利润总额,"301,768,418.90","983,309,286.14","752,753,580.68","303,039,713.09","320,352,515.79","85,135,997.25","189,403,001.47","270,100,616.70","345,193,339.69","189,590,464.22","259,730,207.23","411,866,852.91","516,149,022.61","215,127,346.65","449,797,828.81","985,390,721.00","1,448,790,898.72","828,626,804.96","2,462,002,513.70","2,948,060,242.50","3,657,266,414.82","462,731,557.68","825,505,335.85","1,671,676,617.40","1,999,232,276.98","416,411,638.51","603,396,824.82","1,119,832,436.34","1,073,894,509.76","85,379,060.40","41,460,339.53","256,355,545.75","376,062,253.27","808,623,719.85"
其中：对联营企业和合营企业的投资收益,"4,490,931.13","10,010,776.62","12,028,904.29","5,996,753.05","12,326,732.27","2,990,528.18","6,099,379.47","8,139,647.07","9,395,586.41","3,992,664.66","7,227,198.76","11,297,407.18","13,000,786.16","1,793,309.95","4,717,152.85","7,283,285.11","7,202,544.72","-85,814.32","7,576,050.33","7,976,741.32","2,643,966.52","415,338.06","8,274,469.76","14,170,160.93","19,095,206.51","-791,116.17","14,055,288.15","19,461,504.66","43,154,507.42","-5,431,239.28","24,186.65","5,428,017.71","17,282,929.41","17,060,471.14"
减：所得税,"75,111,640.10","245,282,637.83","172,215,673.87","76,402,590.27","84,663,915.38","21,284,343.05","50,225,613.32","37,118,784.66","57,037,980.08","47,381,779.90","66,657,690.21","103,720,101.46","130,131,095.04","53,774,741.05","116,342,664.57","210,307,666.21","324,231,545.03","210,848,918.95","620,712,221.06","742,954,752.80","923,973,390.23","115,522,794.04","204,160,231.92","412,429,877.77","481,386,540.90","103,396,058.53","162,108,238.69","290,917,869.82","263,134,404.86","22,237,589.84","11,222,120.66","58,251,189.14","28,629,847.91","194,344,695.87"
公允价值变动收益,"-152,034,231.39","4,888,441.36","-11,661,669.28","-35,829,098.13","-111,049,921.13","77,715,079.92","101,350,191.17","100,364,186.52","151,397,652.69","13,300,215.73","-12,077,852.41","2,029,714.37","-26,437,810.88","-8,125,776.54","31,161,651.71","200,540,125.85","73,847,954.88","112,728,644.35","186,095,602.11","59,130,892.97","306,628,570.68","-104,173,240.08","-332,013,503.04","-242,005,329.36","-495,181,738.10","-49,740,746.51","-80,011,639.51","-20,916,550.49","-323,689,687.13","-29,875,165.50","-251,387,380.11","-191,911,643.43","-63,380,791.77","553,236,478.07"
加：影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汇兑收益,"-1,471,643.91","-15,510.59","-244,554.63","-182,061.35","-401,068.04","-8,105.13","32,389.46","55,017.47","-27,021.66","-27,091.71","-177,221.94","-231,656.30","-328,702.14","108,931.11","110,949.88","108,193.34","34,513.68","54,097.92","-15,484.45","727,860.09","1,162,645.34","-834,042.08","-326,378.97","-631,881.54","2,675,446.69","23,519.60","-544,776.29","-1,222,585.88","1,083,663.51","3,066,053.54","4,597,836.01","4,248,145.25","3,642,684.48","-65,448.86"
五、净利润,"226,656,778.80","738,026,648.31","580,537,906.81","226,637,122.82","235,688,600.41","63,851,654.20","139,177,388.15","232,981,832.04","288,155,359.61","142,208,684.32","193,072,517.02","308,146,751.45","386,017,927.57","161,352,605.60","333,455,164.24","775,083,054.79","1,124,559,353.69","617,777,886.01","1,841,290,292.64","2,205,105,489.70","2,733,293,024.59","347,208,763.64","621,345,103.93","1,259,246,739.63","1,517,845,736.08","313,015,579.98","441,288,586.13","828,914,566.52","810,760,104.90","63,141,470.56","30,238,218.87","198,104,356.61","347,432,405.36","614,279,023.98"
其他业务收入,"123,318.25","1,987,596.68","2,079,141.97","8,128,918.89","430,563.64","116,506.06","273,506.06","274,376.33","356,513.08","114,212.52","1,152,673.20","1,354,186.42","3,191,435.14","1,689,467.85","1,981,704.14","2,812,762.42","14,328,151.71","3,729,468.14","1,561,403.04","16,827,739.62","30,229,247.33","15,457,802.53","66,328,694.26","212,365,774.15","413,232,477.48","147,160,883.28","376,628,118.54","538,810,268.53","868,317,274.21","287,675,623.33","552,876,580.38","883,495,216.30","1,029,710,829.50","155,125,239.81"
（一）归属于母公司所有者的净利润,"226,570,462.09","734,954,764.96","575,794,820.14","225,095,086.19","231,514,459.76","61,140,691.82","135,217,353.43","227,856,882.64","281,748,097.84","141,192,485.04","191,156,689.11","305,272,407.27","382,636,197.28","160,963,370.52","332,810,660.62","772,829,543.08","1,115,452,050.88","613,680,984.73","1,828,281,968.76","2,183,968,270.06","2,708,494,901.88","342,270,297.90","614,288,143.57","1,249,705,751.25","1,498,288,506.38","310,103,296.33","426,849,816.17","807,273,270.99","788,122,751.35","58,766,459.68","26,253,717.77","191,993,888.97","358,411,175.29","613,361,741.98"
二、营业支出,"581,649,636.56","888,149,194.48","1,044,608,804.23","627,181,924.52","990,666,774.45","235,991,221.73","470,565,639.58","719,607,796.65","1,052,149,902.90","277,709,164.10","519,447,301.81","813,211,821.18","1,088,967,679.43","333,702,955.25","650,971,797.80","1,129,478,794.28","1,810,381,759.33","566,517,336.97","1,480,165,365.23","2,057,586,750.44","3,106,021,314.08","564,865,204.88","1,004,013,790.62","1,667,998,558.28","2,707,560,109.70","563,139,949.90","1,443,158,397.40","2,078,632,827.54","3,062,768,887.18","738,293,732.79","1,490,271,915.42","2,258,887,282.89","3,779,330,371.57","686,502,256.30"
（二）少数股东损益,"86,316.71","3,071,883.35","4,743,086.67","1,542,036.63","4,174,140.65","2,710,962.38","3,960,034.72","5,124,949.40","6,407,261.77","1,016,199.28","1,915,827.91","2,874,344.18","3,381,730.29","389,235.08","644,503.62","2,253,511.71","9,107,302.81","4,096,901.28","13,008,323.88","21,137,219.64","24,798,122.71","4,938,465.74","7,056,960.36","9,540,988.38","19,557,229.70","2,912,283.65","14,438,769.96","21,641,295.53","22,637,353.55","4,375,010.88","3,984,501.10","6,110,467.64","-10,978,769.93","917,282.00"
退保金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赔付支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（一）基本每股收益,0.18,0.49,0.38,0.15,0.15,0.03,0.07,0.11,0.14,0.07,0.10,0.15,0.19,0.08,0.17,0.36,0.49,0.23,0.68,0.81,1.00,0.12,0.21,0.42,0.50,0.10,0.14,0.27,0.26,0.02,0.01,0.06,0.12,0.20
减：摊回赔付支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（二）稀释每股收益,0.18,0.49,0.38,0.15,0.15,0.03,0.07,0.11,0.14,0.07,0.10,0.15,,,0.17,0.36,0.49,0.23,0.68,0.81,1.00,0.12,0.21,0.42,0.50,0.10,0.14,0.27,0.26,0.02,0.01,0.06,0.12,0.20
