科目,2014年度,2015年度,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
经营活动现金流出小计,"103,161,187.62","208,686,934.66","177,286,330.47","70,136,296.58","133,443,179.28","190,792,736.24","259,729,422.12","109,489,745.33","288,433,556.44","385,951,703.95","633,404,580.11","142,583,027.68"
偿还债务支付的现金,"35,000,000.00","55,000,000.00","45,000,000.00",,"10,000,000.00","40,000,000.00","30,000,000.00",,"42,000,000.00","42,000,000.00","97,000,000.00",
经营活动产生的现金流量净额,"10,754,956.61","13,180,490.14","60,872,568.22","-16,730,022.83","19,263,890.57","40,615,330.01","76,515,117.95","31,433,787.02","559,670.88","33,199,083.54","10,567,840.33","-33,865,708.44"
分配股利、利润或偿还利息支付的现金,"8,763,500.00","2,068,529.17","1,704,909.77","217,500.00","830,520.84","11,504,566.66","11,581,521.00","820,260.00","16,275,668.79","16,817,182.08","17,496,518.43","762,124.66"
收回投资收到的现金,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,"1,896,029.99","1,296,226.41","2,130,112.00","2,130,112.00","4,823,087.10","6,212,785.21",,,,,
取得投资收益收到的现金,,,,,,,,,,,,
筹资活动现金流出小计,"43,763,500.00","58,964,559.16","48,001,136.18","2,347,612.00","12,960,632.84","56,327,653.76","47,794,306.21","820,260.00","58,275,668.79","58,817,182.08","114,496,518.43","762,124.66"
处置固定资产、无形资产和其他长期资产收回的现金净额,"77,048.40","18,285.23","19,568.93",,"14,679.61","28,000.00","28,000.00","39,000.00","149,000.00","151,000.00","167,814.49",
筹资活动产生的现金流量净额,"-3,763,500.00","1,035,440.84","-13,001,136.18","181,852,388.00","185,739,367.16","152,394,093.15","180,905,693.79","56,329,740.00","-1,125,668.79","18,332,817.92","22,529,948.10","11,041,408.81"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-2,157.08",,,,,,,,"-22,551.07","22,991.31","-6,938.28","-44,733.18"
收到其他与投资活动有关的现金,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"77,048.40","18,285.23","19,568.93",,"14,679.61","28,000.00","28,000.00","39,000.00","149,000.00","151,000.00","167,814.49",
五、现金及现金等价物净增加额,"746,918.43","-16,949,595.79","10,400,216.29","157,542,528.76","191,436,713.82","164,980,962.41","238,178,137.86","-16,210,312.64","-120,361,188.89","-90,536,490.93","-124,429,445.19","-26,587,128.61"
购建固定资产、无形资产和其他长期资产支付的现金,"4,489,270.28","30,383,812.00","37,490,784.68","7,579,836.41","13,581,223.52","18,056,460.75","19,270,673.88","14,270,804.49","30,179,604.74","52,500,348.53","67,946,074.66","3,718,095.80"
期初现金及现金等价物余额,"63,395,019.74","64,141,938.17","47,192,342.38","57,592,558.67","57,592,558.67","57,592,558.67","57,592,558.67","295,770,696.53","295,770,696.53","295,770,696.53","295,770,696.53","171,341,251.34"
投资支付的现金,,,,,,,,,,,,
期末现金及现金等价物余额,"64,141,938.17","47,192,342.38","57,592,558.67","215,135,087.43","249,029,272.49","222,573,521.08","295,770,696.53","279,560,383.89","175,409,507.64","205,234,205.60","171,341,251.34","144,754,122.73"
