科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
商誉,,,,,,,,,,
未分配利润,"114,829,843.69","124,728,842.07","146,926,768.96","150,897,619.91","161,377,640.64","166,146,112.34","163,684,357.94","161,719,088.21","167,855,017.08","174,015,526.20"
长期待摊费用,"330,692.56","1,314,348.30","892,421.03","964,067.60","1,006,922.16","999,911.83","902,417.63","860,112.11","730,542.44","3,269,435.83"
少数股东权益,,"2,292,240.40","1,890,184.24","1,857,933.47","1,958,418.75","2,070,720.48","2,208,411.37","3,673,941.75","4,575,678.01","6,416,760.47"
递延所得税资产,"197,887.86","214,481.67","371,382.41","416,929.70","371,382.41","439,795.75","439,795.75","522,327.62","522,327.62","491,567.74"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"49,191,307.44","56,103,699.65","47,235,089.19","50,050,821.92","46,787,967.04","47,193,517.06","47,992,502.65","50,150,066.70","45,302,430.53","47,395,234.08"
所有者权益(或股东权益)合计,"261,199,957.20","274,463,627.75","299,110,269.34","303,048,869.52","313,629,375.53","425,225,904.82","422,901,841.31","422,402,101.96","429,439,767.09","441,051,571.20"
资产总计,"318,627,121.38","344,226,018.07","364,161,027.78","367,087,580.96","374,482,564.49","497,017,496.79","503,485,506.84","513,903,785.26","513,712,650.66","528,161,028.33"
负债和所有者(或股东权益)合计,"318,627,121.38","344,226,018.07","364,161,027.78","367,087,580.96","374,482,564.49","497,017,496.79","503,485,506.84","513,903,785.26","513,712,650.66","528,161,028.33"
