科目,2013-12-31,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
递延所得税负债,"5,102,838.07","4,729,406.49","2,045,755.38","1,912,585.31","1,879,292.78","1,887,333.02","1,872,366.43","1,752,672.60","1,638,344.84","1,694,133.32","1,675,446.26","1,538,225.43","1,477,842.31"
在建工程,"6,385,068.70","16,339,009.39","8,687,961.31","2,659,064.08","7,355,291.18","9,450,944.00","31,248,969.34","42,676,967.11","48,183,126.80","65,905,321.82","117,674,506.49","88,125,763.79","55,106,042.97"
其他非流动负债,"1,954,062.73","3,064,786.59","4,933,153.39","5,622,272.98","6,147,808.85","5,949,023.48","5,838,848.17","6,843,817.75","6,688,884.56","7,900,935.56","6,853,150.72","8,540,386.46","8,388,168.43"
工程物资,,,,,,,,,,,,,
非流动负债合计,"15,984,600.80","18,471,893.08","19,456,608.77","14,584,858.29","15,077,101.63","14,886,356.50","12,961,214.60","15,813,157.02","15,493,896.07","16,711,735.57","15,595,263.69","21,391,111.95","21,128,510.82"
固定资产清理,,,,,,,,,,,,,
负债合计,"170,073,977.03","213,711,238.05","197,794,364.14","173,514,008.38","163,380,303.11","161,936,773.11","159,819,421.72","187,722,392.26","141,408,925.47","150,643,198.35","145,098,460.96","174,268,035.44","154,375,103.93"
生产性生物资产,,,,,,,,,,,,,
实收资本(或股本),"164,210,500.00","164,210,500.00","164,210,500.00","218,960,000.00","218,960,000.00","218,960,000.00","218,960,000.00","218,960,000.00","218,960,000.00","218,960,000.00","218,960,000.00","218,960,000.00","218,960,000.00"
油气资产,,,,,,,,,,,,,
资本公积,"46,611,752.25","46,611,752.25","46,611,752.25","378,240,303.05","378,240,303.05","378,240,303.05","378,240,303.05","378,240,303.05","378,240,303.05","378,240,303.05","378,240,303.05","378,240,303.05","378,240,303.05"
无形资产,"32,741,840.97","32,490,098.83","34,235,184.22","38,693,435.64","38,251,418.00","38,998,118.39","52,726,522.64","38,505,764.08","38,643,984.44","38,115,154.79","37,867,508.58","58,403,039.00","57,685,812.50"
盈余公积,"6,285,343.96","10,353,568.55","15,474,733.49","19,978,616.34","19,978,616.34","19,978,616.34","19,978,616.34","25,989,958.02","25,989,958.02","25,989,958.02","25,989,958.02","25,989,958.02","25,989,958.02"
开发支出,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,
未分配利润,"101,345,032.80","135,014,416.24","179,083,382.29","230,103,167.64","227,562,285.15","228,976,489.66","247,911,031.21","261,059,724.51","252,908,354.54","224,572,060.97","221,515,228.37","156,339,154.01","133,576,907.20"
长期待摊费用,"22,980,499.05","29,740,722.75","35,218,165.24","24,616,500.22","20,752,355.94","19,055,429.93","18,039,400.67","29,514,298.17","32,100,714.91","28,543,305.06","25,771,674.49","79,110,447.92","76,027,142.82"
少数股东权益,"5,004,459.87","3,087,235.57","1,284,839.45","2,098,035.18","1,584,797.92","2,156,977.27","1,995,988.62","2,418,709.35","1,948,768.04","1,866,360.10","1,178,955.98","-4,382,478.27","-5,284,312.17"
递延所得税资产,"10,982,125.34","15,665,954.77","13,987,962.89","13,554,376.70","15,545,572.51","14,169,312.66","15,058,432.37","18,397,719.12","27,297,128.16","25,296,913.02","26,934,498.15","18,326,658.24","19,405,815.72"
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,"905,000.00","916,100.00","3,000,000.00","826,000.00","826,000.00","826,000.00","44,890,640.00","67,779,117.00","67,518,717.00","93,196,050.00","95,911,050.80","65,879,956.17","64,992,544.90"
非正常经营项目收益调整,,,,,,,,,,,,,
非流动资产合计,"186,380,621.32","212,802,383.10","220,221,140.60","205,772,706.25","206,332,712.65","205,264,498.95","281,810,284.63","318,656,273.62","335,033,354.17","373,361,647.30","426,562,759.38","438,491,436.22","440,421,282.53"
所有者权益(或股东权益)合计,"323,457,088.88","359,277,472.61","406,665,207.48","849,380,122.21","846,326,002.46","848,312,386.32","867,085,939.22","886,668,694.93","878,047,383.65","849,628,682.14","845,884,445.42","775,146,936.81","751,482,856.10"
资产总计,"493,531,065.91","572,988,710.66","604,459,571.62","1,022,894,130.59","1,009,706,305.57","1,010,249,159.43","1,026,905,360.94","1,074,391,087.19","1,019,456,309.12","1,000,271,880.49","990,982,906.38","949,414,972.25","905,857,960.03"
负债和所有者(或股东权益)合计,"493,531,065.91","572,988,710.66","604,459,571.62","1,022,894,130.59","1,009,706,305.57","1,010,249,159.43","1,026,905,360.94","1,074,391,087.19","1,019,456,309.12","1,000,271,880.49","990,982,906.38","949,414,972.25","905,857,960.03"
