科目,2012-12-31,2013-12-31,2014-03-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"5,144,004.93","10,340,641.77",,"13,842,922.00",,"7,540,700.19","8,619,817.50","9,152,969.57","9,232,894.08","11,574,549.31","12,079,646.84","21,886,551.46","13,589,484.88","13,554,907.89","16,992,909.31","26,816,686.14","13,307,822.01","17,467,067.92","33,365,961.00","38,962,992.38","24,253,604.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"11,448,127.74","16,830,415.14",,"32,266,068.87",,"36,775,019.07","27,483,864.24","22,868,412.20","18,826,214.16","23,749,385.52","26,915,714.60","26,664,587.95","21,956,703.77","18,011,190.26","23,233,211.48","32,467,742.74","15,385,084.04","31,457,962.66","22,748,325.85","19,677,071.81","18,477,341.26"
应收利息,,,,,,,"199,945.21",,,,,,,,"68,982.00",,,,,,
应付利息,"5,476,717.97","5,636,012.04",,"3,698,319.60",,"3,200,506.45","3,103,012.46","3,520,961.10","3,027,989.15","2,900,403.61","1,799,171.87","3,025,555.36","3,035,919.03","3,834,762.47","4,007,638.08","4,429,463.72","5,076,318.87","4,356,166.54","8,208,196.60","2,856,472.85","1,759,707.42"
应收股利,,,,,,,,,,,,,,"4,041,852.97","2,690,000.00",,,,,,
应付股利,"82,301,505.86","114,066,123.55",,"152,349,178.18",,"160,926.07","592,821.38","592,821.38","352,861.42","352,861.62","565,703.81","565,703.61","565,703.61","565,703.61","565,703.61","565,703.61","565,703.61","565,703.61","565,703.61","549,611.00","549,611.00"
存货,"678,749,866.38","776,001,175.12",,"736,629,033.44",,"699,995,597.36","660,896,923.72","649,555,106.06","644,501,117.88","755,558,701.37","730,277,859.34","806,589,255.69","825,554,953.07","824,414,120.68","689,216,559.85","744,389,330.25","777,987,268.30","691,470,056.82","664,055,773.38","729,549,104.26","643,528,254.95"
其他应付款,"352,417,381.31","161,500,054.09",,"63,750,698.76",,"62,721,417.88","51,907,442.23","104,741,616.64","90,093,690.15","143,206,190.04","88,493,891.63","73,071,993.57","109,286,027.84","110,869,389.00","120,524,914.40","63,434,415.80","64,850,835.39","81,344,522.46","92,247,355.34","66,281,010.02","82,839,126.01"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"64,284,172.30",,"136,322,043.32",,"111,598,501.64","36,917,435.44","59,164,572.71","56,678,056.32","62,701,598.41","94,882,022.66","75,086,680.50","74,883,156.11","42,320,235.03","47,460,069.83","76,275,213.56","80,996,609.71","81,933,345.97","74,954,315.00","95,231,069.58","81,212,901.07"
其他流动资产,"128,188,221.28","82,132,195.58",,"78,920,397.13",,"63,089,754.20","253,726,548.95","205,341,380.23","212,980,672.22","381,132,346.43","186,711,828.64","312,264,692.91","183,142,802.56","213,390,286.64","131,552,779.35","107,756,760.75","93,768,231.71","96,327,751.23","73,541,160.93","98,540,329.58","55,930,035.52"
其他流动负债,"7,038,209.17","531,306,989.45",,"527,887,161.11",,"558,557,475.82","572,625,680.68","23,406,068.74","25,988,028.85","421,916,140.03","427,946,776.50","432,151,282.29","26,583,175.90","30,192,593.46","29,096,329.68","27,878,506.81","29,878,808.26","34,432,730.99","38,655,793.79","35,349,222.47","39,705,286.94"
流动资产合计,"1,707,816,549.67","1,654,023,680.60",,"2,059,492,992.61",,"2,817,160,986.24","2,414,273,929.56","2,193,984,615.89","2,129,660,290.40","2,541,584,709.31","2,529,410,386.01","2,543,744,903.77","2,642,361,248.04","2,643,172,011.27","2,886,390,851.22","2,488,581,306.76","2,868,758,066.41","2,894,148,962.00","2,721,717,534.25","2,434,043,394.82","2,720,955,354.69"
流动负债合计,"2,190,700,475.60","2,338,529,526.12",,"3,045,012,070.00",,"3,200,562,958.97","2,801,341,322.08","2,797,759,689.34","2,929,859,368.78","3,350,577,698.96","3,275,813,202.05","3,261,069,596.50","3,393,548,273.22","3,401,008,649.45","3,611,202,296.44","3,225,072,654.21","3,441,997,530.79","3,438,947,392.33","3,328,213,259.97","3,078,923,338.69","3,348,375,695.41"
可供出售金融资产,,,,"17,550,000.00",,"17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00","17,550,000.00",
长期借款,"195,487,711.51","176,600,362.81",,"199,145,279.07",,"185,458,928.74","199,828,276.43","169,616,372.15","194,450,022.62","289,914,136.01","282,075,042.68","354,305,013.74","347,425,558.13","337,475,839.76","327,961,941.05","276,979,852.61","404,067,486.39","385,864,668.70","291,645,190.85","249,077,815.97","247,299,756.16"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,
长期应收款,"85,970.57","83,334.96",,"83,562.98",,"99,712.48","119,577.69","188,169.80","102,414.88","425,129.74","210,091.99","30,094,880.47","30,113,057.78","30,111,192.14","30,108,953.38","30,179,710.48","30,165,251.34","30,172,378.79","86,337.87","182,221.60","84,874.52"
长期应付款,,,,"4,349,597.04",,"4,007,899.66","4,177,610.72",,"2,851,836.80","2,868,875.00","2,916,449.70",,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,"539,631.55","539,631.55","539,631.55","539,631.55","732,635.29","732,635.29"
专项应付款,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,"7,990,064.07",,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,
固定资产,"1,554,530,768.94","2,168,217,946.42",,"2,050,310,132.50",,"2,461,062,514.25","2,421,681,686.16","2,494,085,905.97","2,449,016,674.49","2,445,144,140.71","2,909,543,572.60","2,904,729,800.30","2,688,368,891.09","2,987,082,279.38","2,919,225,669.86","2,918,353,287.53","2,855,320,879.24","2,793,739,414.39","2,772,331,231.82","2,767,327,559.40","2,700,697,577.34"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,
在建工程,"469,884,588.04","5,823,631.17",,"501,304,352.30",,"23,223,957.58","76,014,595.39","173,181,361.79","367,646,948.32","544,855,253.33","87,470,409.46","88,691,620.45","305,384,720.36","27,102,618.60","37,812,155.45","33,514,210.90","35,770,176.17","89,719,161.08","148,645,724.43","151,104,880.40","202,236,277.38"
其他非流动负债,"17,772,500.00","19,962,300.00",,,,,,,,,,,,,,,,,,,
工程物资,"577,386.28","267,247.64",,"515,824.42",,"148,396.58",,,,,"151,115.42","1,282,189.99","3,424,090.35","72,389.34","1,086,157.88",,,,,,
非流动负债合计,"257,314,013.46","244,775,228.00",,"273,261,236.26",,"254,837,143.54","268,410,892.86","233,149,267.39","259,868,851.32","354,384,099.57","345,626,677.60","413,974,295.62","406,128,936.67","395,213,314.96","384,733,512.91","337,333,791.13","463,411,991.57","444,199,740.54","348,970,829.35","307,505,178.67","308,035,739.40"
固定资产清理,,,,"216,331.77",,"370,013.51","156,421.92","7,023.89","41,960.47","7,288.89",,"26,807.75","4,012,934.31",,"6,904,596.46","429,517.02","473,777.02","467,945.00","45,445.00",,
负债合计,"2,448,014,489.06","2,583,304,754.12","3,318,273,300.00","3,318,273,306.26","3,364,068,300.00","3,455,400,102.51","3,069,752,214.94","3,030,908,956.73","3,189,728,220.10","3,704,961,798.53","3,621,439,879.65","3,675,043,892.12","3,799,677,209.89","3,796,221,964.41","3,995,935,809.35","3,562,406,445.34","3,905,409,522.36","3,883,147,132.87","3,677,184,089.32","3,386,428,517.36","3,656,411,434.81"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"625,000,000.00","625,000,000.00",,"625,000,000.00",,"833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00","833,333,300.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"511,273,794.21","368,404,847.55",,"371,997,870.82",,"752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,597,211.96","752,717,508.55","757,517,508.55"
无形资产,"126,451,761.90","122,710,490.00",,"140,043,961.84",,"138,191,527.26","170,191,945.51","179,207,568.05","178,930,105.01","178,405,298.26","177,869,764.65","178,731,096.29","177,440,674.04","176,003,448.49","176,999,788.19","175,424,935.04","173,169,469.14","172,740,055.82","171,935,180.11","171,638,630.30","174,399,021.56"
盈余公积,"29,572,084.70","35,321,212.88",,"40,547,827.32",,"40,547,827.32","40,547,827.32","46,580,645.45","46,580,645.45","46,580,645.45","46,580,645.45","47,240,756.46","47,240,756.46","47,240,756.46","47,240,756.46","48,468,193.49","48,468,193.49","48,468,193.49","48,468,193.49","52,943,901.81","52,943,901.81"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,
未分配利润,"161,862,548.22","252,119,910.52",,"337,233,501.19",,"350,160,888.76","361,819,684.99","379,961,800.13","362,685,299.13","343,710,654.52","365,789,192.29","362,520,094.31","342,464,750.21","335,684,147.66","339,234,003.19","364,590,610.46","361,960,677.30","380,148,810.77","389,088,303.96","397,839,815.43","417,474,328.77"
长期待摊费用,,"928,248.83",,"898,032.71",,"691,593.62","640,797.57","809,321.74","317,346.01","183,210.65","703,528.97","277,747.38","870,643.13","316,812.38","237,869.58","208,213.95","58,230.48","28,677.52","383,458.81","2,928,582.19","1,122,795.68"
少数股东权益,"133,826,189.31","135,246,765.44","146,264,100.00","146,264,126.22","141,664,100.00","142,530,977.90","137,740,542.75","136,701,254.91","135,272,529.02","138,667,664.72","142,105,180.18","143,162,524.16","144,852,238.28","145,405,086.81","147,838,117.96","152,318,679.34","151,072,702.95","156,213,118.88","163,499,780.34","157,380,934.24","154,897,798.02"
递延所得税资产,"24,002,168.55","20,062,134.77",,"31,824,497.84",,"32,504,523.10","32,637,985.42","27,792,464.06","24,020,405.42","21,693,247.43","21,731,611.62","36,317,944.57","34,525,838.37","33,601,743.87","33,751,313.74","35,607,487.33","34,038,060.16","33,682,060.40","35,726,084.80","35,257,295.37","31,801,516.20"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"25,197,096.84","20,026,237.33",,"28,953,868.65",,"72,188,028.76","51,095,635.59","86,598,018.12","142,155,042.29","76,440,580.74","27,820,143.65","27,008,058.61","29,446,188.36","6,929,124.22","10,795,482.79","12,882,590.22","18,748,111.51","18,725,755.05","8,629,526.82","12,103,679.80","21,326,702.60"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"2,200,729,741.12","2,338,119,271.12",,"2,771,700,565.01",,"2,746,030,267.14","2,770,088,645.25","2,979,419,833.42","3,187,770,960.96","3,284,704,149.75","3,243,050,238.36","3,284,710,145.81","3,291,137,037.79","3,278,769,608.42","3,234,471,987.33","3,224,689,584.02","3,165,833,586.61","3,157,365,079.60","3,155,872,621.21","3,158,825,484.35","3,149,951,400.57"
所有者权益(或股东权益)合计,"1,460,531,801.73","1,408,838,197.60","1,512,920,300.00","1,512,920,251.36","1,491,462,900.00","2,107,791,150.87","2,114,610,359.87","2,142,495,492.58","2,127,703,031.26","2,121,327,060.53","2,151,020,744.72","2,153,411,157.46","2,133,821,075.94","2,125,719,655.28","2,124,927,029.20","2,150,864,445.44","2,129,182,130.66","2,168,366,908.73","2,200,406,066.14","2,206,440,361.81","2,214,495,320.45"
资产总计,"3,908,546,290.79","3,992,142,951.72","4,831,193,600.00","4,831,193,557.62","4,855,531,200.00","5,563,191,253.38","5,184,362,574.81","5,173,404,449.31","5,317,431,251.36","5,826,288,859.06","5,772,460,624.37","5,828,455,049.58","5,933,498,285.83","5,921,941,619.69","6,120,862,838.55","5,713,270,890.78","6,034,591,653.02","6,051,514,041.60","5,877,590,155.46","5,592,868,879.17","5,870,906,755.26"
负债和所有者(或股东权益)合计,"3,908,546,290.79","3,992,142,951.72","4,831,193,600.00","4,831,193,557.62","4,855,531,200.00","5,563,191,253.38","5,184,362,574.81","5,173,404,449.31","5,317,431,251.36","5,826,288,859.06","5,772,460,624.37","5,828,455,049.58","5,933,498,285.83","5,921,941,619.69","6,120,862,838.55","5,713,270,890.78","6,034,591,653.02","6,051,514,041.60","5,877,590,155.46","5,592,868,879.17","5,870,906,755.26"
