科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"12,943,530.57","13,811,205.21","20,167,568.68",,"12,285,562.29","17,737,638.25","27,252,529.43","695,514.20","14,812,918.80","14,809,689.51","36,092,603.47",
应收关联公司款,,,,,,,,,,,,
应交税费,"3,981,022.38","5,908,381.84","20,397,524.85","2,634,929.59","12,289,647.56","8,416,494.68","22,768,777.32","7,675,586.17","17,339,013.93","9,534,232.46","14,195,233.27","16,550,741.51"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,"6,198,000.00",,,,,,,,"1,099,575.00",,"1,099,575.00","1,099,575.00"
存货,"96,822,339.83","82,834,968.91","80,037,644.94","117,141,250.49","127,079,470.96","129,119,723.55","102,275,250.44","147,399,994.87","163,099,500.53","172,226,910.09","161,784,711.13","199,550,233.90"
其他应付款,"3,113,406.37","3,836,307.16","4,263,810.30","18,676,384.07","4,326,532.75","4,943,726.03","126,305,895.53","124,081,704.33","126,349,653.53","122,388,970.11","130,989,875.49","89,992,273.22"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"14,000.06",,,,"11,153,656.71","75,592,091.95","233,526,205.81","184,580,592.56","187,442,573.49","173,344,530.80","188,430,592.99","151,927,910.11"
其他流动负债,,,,,,,,,,,,
流动资产合计,"262,889,250.35","354,832,107.48","445,687,908.37","793,727,262.19","843,707,373.56","888,692,846.75","1,043,915,055.36","1,027,717,522.57","1,092,250,734.15","1,083,676,671.88","1,240,746,557.32","1,150,061,621.49"
流动负债合计,"108,487,865.44","109,241,676.24","162,739,050.74","156,174,329.40","184,527,758.34","206,122,421.23","322,805,889.33","294,012,080.73","355,067,620.97","328,593,720.43","454,743,103.14","366,959,704.54"
可供出售金融资产,,,,,,,,,,,"8,100,000.00",
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,"677,630.62","29,410,834.24","28,126,310.40","27,605,617.40","29,490,734.16","33,362,337.10","39,414,541.29","39,202,649.16","40,584,423.27","50,551,112.55","59,623,644.27"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,"1,172,412.58","3,580,720.60","5,108,224.53","5,566,934.40","6,468,293.79","6,468,293.79","6,144,702.90","6,144,702.90","5,603,881.46","5,603,881.46","6,283,863.89","6,140,812.99"
固定资产,"6,382,236.70","9,124,288.93","14,711,562.77","14,451,898.59","17,875,217.32","21,053,585.26","22,738,437.38","24,176,955.10","27,724,780.38","28,964,335.65","37,171,700.30","36,017,121.24"
递延所得税负债,,,,,,,"3,651,853.92","3,539,401.22","3,426,948.52","3,314,495.83","2,008,154.97","1,940,683.35"
在建工程,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"35,645,312.58","39,520,720.60","30,558,224.53","41,096,934.40","42,148,293.79","40,788,293.79","43,929,890.15","43,617,437.45","46,899,163.31","43,176,710.62","53,508,421.96","52,617,899.44"
固定资产清理,,,,,,,,,,,,
负债合计,"144,133,178.02","148,762,396.84","193,297,275.27","197,271,263.80","226,676,052.13","246,910,715.02","366,735,779.48","337,629,518.18","401,966,784.28","371,770,431.05","508,251,525.10","419,577,603.98"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"61,980,000.00","89,400,000.00","89,400,000.00","119,200,000.00","119,200,000.00","119,200,000.00","123,272,500.00","123,272,500.00","246,545,000.00","246,545,000.00","246,545,000.00","246,315,320.00"
油气资产,,,,,,,,,,,,
资本公积,"63,905,425.81","70,945,916.01","70,945,916.01","373,338,846.13","373,338,846.13","373,338,846.13","493,776,674.35","500,683,581.63","384,317,988.91","391,224,896.19","389,049,926.07","386,375,892.34"
无形资产,"3,838,713.07","4,619,229.06","7,222,098.46","6,388,684.30","6,090,588.25","6,640,914.89","23,604,761.95","22,585,662.38","23,668,233.50","28,965,961.61","28,150,477.15","27,006,574.83"
盈余公积,"7,940,127.87","8,726,870.10","18,173,769.24","18,173,769.24","18,173,769.24","18,173,769.24","31,411,161.70","31,411,161.70","31,411,161.70","31,411,161.70","45,057,551.30","44,975,127.30"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,"119,894,400.00","119,894,400.00","118,794,825.00","118,794,825.00","119,150,115.30","81,759,843.30"
商誉,"1,269,099.25","1,269,099.25","1,269,099.25","1,269,099.25","1,269,099.25","1,269,099.25","2,246,305.09","2,246,305.09","2,246,305.09","2,246,305.09","2,246,305.09","2,246,305.09"
未分配利润,"-1,285,953.03","54,044,460.25","128,815,440.91","138,066,826.46","162,995,644.03","192,886,862.03","244,684,568.09","256,411,707.87","255,769,359.34","276,965,956.76","303,254,818.18","321,556,351.61"
长期待摊费用,"614,519.88","400,197.98","115,037.61","37,838.67","635,373.51","745,029.67","8,298,858.20","9,401,553.45","8,460,389.52","6,553,927.62","8,238,024.13","7,175,743.17"
少数股东权益,"783,365.27","1,036,111.51","1,727,308.47","1,821,889.82","1,878,506.04","2,198,745.54","10,656,081.31","11,420,200.62","12,005,525.99","12,065,503.56","13,381,807.91","12,653,385.05"
递延所得税资产,"2,462,324.69","2,001,437.04","3,944,481.28","3,944,481.28","5,066,564.29","4,800,832.97","8,854,889.90","7,764,885.78","12,042,626.05","12,753,756.60","11,449,921.06","13,611,544.51"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,"7,674,202.85","7,674,202.85","7,674,202.85","7,674,202.85",,"54,010,000.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"14,566,893.59","18,091,882.88","56,673,113.61","54,218,312.49","58,542,460.02","64,000,196.20","106,779,792.47","113,264,105.94","121,019,186.55","127,742,912.69","145,907,540.28","199,690,933.11"
所有者权益(或股东权益)合计,"133,322,965.92","224,161,593.52","309,063,746.71","650,674,310.88","675,573,781.45","705,782,327.93","783,959,068.35","803,352,110.33","811,303,136.42","839,649,153.52","878,402,572.50","930,174,950.62"
资产总计,"277,456,143.94","372,923,990.36","502,361,021.98","847,945,574.68","902,249,833.58","952,693,042.95","1,150,694,847.83","1,140,981,628.51","1,213,269,920.70","1,211,419,584.57","1,386,654,097.60","1,349,752,554.60"
负债和所有者(或股东权益)合计,"277,456,143.94","372,923,990.36","502,361,021.98","847,945,574.68","902,249,833.58","952,693,042.95","1,150,694,847.83","1,140,981,628.51","1,213,269,920.70","1,211,419,584.57","1,386,654,097.60","1,349,752,554.60"
