科目,2012-12-31,2013-12-31,2014-03-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"35,994,972.19","36,935,949.11"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"1,954,097.33","2,133,719.77",,"1,692,743.24",,"1,585,933.97","1,861,697.67","1,638,709.50","2,102,205.94","3,124,432.31","3,221,237.00","3,177,889.66","3,041,491.06","3,197,864.28","3,392,984.32"
递延所得税负债,"1,704,065.84","1,704,065.84",,"1,704,065.84",,"1,704,065.84","1,704,065.84","3,144,941.98","3,557,067.86","4,005,040.11","4,320,036.95","4,739,291.68","5,354,598.95","6,310,542.50","6,143,256.44"
在建工程,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"1,704,065.84","1,704,065.84","1,704,100.00","1,704,065.84","1,704,100.00","1,704,065.84","1,704,065.84","3,144,941.98","3,557,067.86","4,005,040.11","4,320,036.95","4,739,291.68","5,354,598.95","6,310,542.50","6,143,256.44"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"172,038,165.03","203,130,099.94","182,963,600.00","182,963,649.62","218,482,100.00","191,409,646.33","265,559,203.84","192,303,241.17","169,467,886.69","237,987,939.98","453,805,665.56","516,693,408.03","474,586,741.03","584,790,544.66","628,890,699.25"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00",,"90,000,000.00",,"90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","300,000,000.00","300,000,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"72,343,770.92","72,343,770.92",,"72,343,770.92",,"72,343,770.92","72,343,770.92","212,643,770.92","212,643,770.92","212,643,770.92","212,643,770.92","212,643,770.92","212,643,770.92","32,643,770.92","32,643,770.92"
无形资产,"227,712.91","2,289,027.75",,"1,962,727.98",,"1,652,595.34","1,494,191.05","1,335,786.76","1,177,382.03","1,138,111.08","976,119.30","966,001.12","1,014,707.79","946,567.55","1,486,828.66"
盈余公积,"3,434,888.88","6,382,266.46",,"9,003,992.40",,"9,003,992.40","9,003,992.40","11,862,909.14","11,862,909.14","11,862,909.14","11,862,909.14","15,413,341.17","15,413,341.17","15,413,341.17","15,413,341.17"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"54,534,928.75","72,563,221.00",,"88,453,756.94",,"108,045,523.16","101,126,064.61","110,596,762.74","119,715,175.52","97,893,370.89","109,569,878.57","120,360,135.44","130,951,203.91","131,195,407.23","145,969,294.63"
长期待摊费用,"81,411.09","466,531.17",,"280,427.62",,"175,462.77","127,294.73","73,739.63","62,776.96","4,409,185.81","4,149,392.21","6,132,147.37","5,799,477.91","5,495,227.24","5,173,477.66"
少数股东权益,"1,763,935.70","2,051,638.68",,"2,100,863.92",,"2,239,714.40","2,199,472.32","2,024,048.04","2,225,793.16","2,306,561.47","2,392,116.84","2,194,448.22","2,319,090.14","2,435,183.86","2,622,317.83"
递延所得税资产,"704,059.19","810,966.32",,"1,029,981.88",,"450,040.27","366,565.90","445,904.72","411,496.62","491,269.41","491,952.44","1,516,738.53","1,511,942.09","1,413,687.59","740,880.40"
外币报表折算价差,"-2,965,886.48","-4,692,762.36",,,,,,,,,,,,,
其他非流动资产,"2,142,560.06",,,,,,,"3,137,213.80","2,399,732.80",,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"5,109,840.58","5,700,245.01",,"4,965,880.72",,"3,864,032.35","3,849,749.35","6,631,354.41","6,153,594.35","9,162,998.61","8,838,700.95","11,792,776.68","11,367,618.85","47,048,318.85","47,730,120.15"
所有者权益(或股东权益)合计,"219,111,637.77","238,648,134.70","257,037,100.00","257,037,136.43","265,307,600.00","276,895,073.38","272,132,171.44","456,134,315.41","465,171,372.26","445,767,903.36","458,497,564.60","477,895,971.14","487,668,838.93","483,193,726.86","494,244,647.14"
资产总计,"391,149,802.80","441,778,234.64","440,000,800.00","440,000,786.05","483,789,700.00","468,304,719.71","537,691,375.28","648,437,556.58","634,639,258.95","683,755,843.34","912,303,230.16","994,589,379.17","962,255,579.96","1,067,984,271.52","1,123,135,346.39"
负债和所有者(或股东权益)合计,"391,149,802.80","441,778,234.64","440,000,800.00","440,000,786.05","483,789,700.00","468,304,719.71","537,691,375.28","648,437,556.58","634,639,258.95","683,755,843.34","912,303,230.16","994,589,379.17","962,255,579.96","1,067,984,271.52","1,123,135,346.39"
