科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动产生的现金流量净额,"35,839,667.39","23,058,541.89","32,073,601.51","-112,855.17","-984,900.44","149,111,591.91","800,000.00","13,566,000.00","17,532,984.67","17,490,717.63","53,346,742.21","60,922,178.38"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,"800,000.00","3,000,000.00","3,000,000.00",,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"115,499.40","136,616,209.59","214,766,401.47","168,466,002.78","188,539,332.30","205,599,580.19","155,421,479.82","388,763,241.44","620,503,300.39","976,037,543.73","198,089,943.31","382,928,037.16"
五、现金及现金等价物净增加额,"38,521,051.00","-7,327,127.75","7,638,489.17","-25,006,692.63","-38,683,248.34","54,725,716.69","-9,270,090.10","-23,721,409.61","-67,300,143.25","-12,047,272.73","14,643,886.61","3,885,582.38"
购建固定资产、无形资产和其他长期资产支付的现金,"12,168,108.77","55,970,233.58","35,449,694.82","15,409,923.09","18,386,748.58","45,869,655.55","12,311,457.17","18,089,683.96","20,460,063.25","38,351,401.18","5,815,709.40","7,370,160.86"
期初现金及现金等价物余额,"32,403,339.12","70,924,390.12","63,597,262.37","71,235,751.54","71,235,751.54","71,235,751.54","125,961,468.23","125,961,468.23","125,961,468.23","125,961,468.23","113,914,195.50","113,914,195.50"
投资支付的现金,,"136,000,000.00","243,165,000.00","145,000,000.00","165,000,000.00","270,000,000.00","126,000,000.00","377,800,000.00","651,000,000.00","1,011,900,000.00","186,150,000.00","357,959,682.00"
期末现金及现金等价物余额,"70,924,390.12","63,597,262.37","71,235,751.54","46,229,058.91","32,552,503.20","125,961,468.23","116,691,378.13","102,240,058.62","58,661,324.98","113,914,195.50","128,558,082.11","117,799,777.88"
