科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
委托客户管理资产业务净收入,"56,472,110.95","109,983,461.05","187,212,315.00","48,580,245.72","130,777,952.14","207,862,678.21","496,835,142.40","79,152,642.15","110,338,088.28","219,167,141.18",,,,,,,,"311,164,306.21","441,599,300.50","88,329,951.36"
其他业务成本,,,,,,,,,,,,"153,982.27","92,035.30","157,585.72","3,537,022.21","639,594.95","1,261,415.27","2,569,690.97","5,027,094.70","-61,172,289.19"
已赚保费,,,,,,,,,,,,,,,,,,,,
三、营业利润,"606,752,856.10","791,659,075.50","1,266,722,174.93","846,630,148.92","1,916,094,599.35","2,199,938,493.79","2,528,746,983.98","356,680,966.99","944,064,423.39","1,361,153,527.39","1,634,268,938.40","364,084,475.32","687,149,385.85","1,151,835,615.29","1,524,547,289.30","323,911,581.87","679,869,978.42","924,164,480.09","1,190,727,610.65","632,546,276.62"
保险业务收入,,,,,,,,,,,,,,,,,,,,
加：补贴收入,,,,,,,,,,,,,,,,,,,,
其中：分保费收入,,,,,,,,,,,,,,,,,,,,
营业外收入,"7,987,674.97","34,121,516.66","54,964,535.17","4,930.65","812,672.53","3,328,305.78","4,007,441.67","121,384.04","5,048,464.68","5,351,096.14","6,622,791.95","2,994,276.60","8,524,884.20","11,544,575.61","36,112,235.23","2,571,053.18","7,033,056.30","7,532,866.74","7,250,657.89","67,337,071.65"
减：分出保费,,,,,,,,,,,,,,,,,,,,
减：营业外支出,"872,798.70","1,211,284.24","2,016,532.20",323.96,"518,643.07","639,297.00","4,337,057.54","300,081.60","526,015.09","606,195.83","2,168,846.59","2,000.96","446,566.34","2,777,302.48","6,838,609.85","119,674.31","1,191,693.78","3,252,924.51","7,486,339.99","428,723.90"
提取未到期责任准备金,,,,,,,,,,,,,,,,,,,,
加：影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,"493,688,936.44","1,093,655,443.17","1,219,446,101.18","621,299,886.36","1,381,788,405.66","1,611,661,910.26","1,897,024,328.94","248,171,560.39","907,103,070.05","1,247,249,154.49","1,802,486,266.94","342,317,524.15","545,863,510.36","1,009,384,121.56","1,662,986,571.84","414,399,961.10","865,229,094.61","1,347,245,217.87","2,234,706,556.41","-227,083,316.10"
四、利润总额,"613,867,732.37","824,569,307.92","1,319,670,177.90","846,634,755.61","1,916,388,628.81","2,202,627,502.57","2,528,417,368.11","356,502,269.43","948,586,872.98","1,365,898,427.70","1,638,722,883.76","367,076,750.96","695,227,703.71","1,160,602,888.42","1,553,820,914.68","326,362,960.74","685,711,340.94","928,444,422.32","1,190,491,928.55","699,454,624.37"
其中：对联营企业和合营企业的投资收益,,"5,661.22",,,,,,,,,,,"88,423.72","88,423.72","-4,723,615.00",,"4,723,615.00","4,723,615.00","16,049,822.10",
减：所得税,"100,819,150.28","156,075,315.53","279,072,461.66","165,369,670.66","403,000,202.44","434,935,845.30","484,484,032.95","77,649,000.36","187,373,873.69","267,970,114.32","285,854,865.21","59,787,687.02","122,882,915.57","222,167,184.23","244,160,527.83","49,328,462.87","109,750,668.82","150,160,415.81","182,107,501.59","144,475,720.10"
公允价值变动收益,"34,143,150.97","-17,781,114.94","-3,541,504.57","115,155,885.46","89,337,597.58","34,877,876.44","113,993,508.10","28,245,213.51","23,782,194.34","-5,059,548.50","-98,533,189.66","-29,932,649.66","52,762,797.03","136,946,277.10","161,556,344.10","28,152,957.32","97,181,002.33","146,884,193.32","167,194,830.36","696,052,559.53"
加：影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
汇兑收益,-366.77,"-240,552.86","33,475.76","27,489.41","-8,802.76","373,062.29","444,678.08","-62,429.02","238,624.78","301,455.24","724,356.67","-87,889.78","-5,028,911.21","-4,655,174.64","-3,176,012.94","-681,927.12","-11,381,403.51","-17,441,590.12","-21,798,977.31","-2,220,912.72"
五、净利润,"513,048,582.09","668,493,992.39","1,040,597,716.24","681,265,084.95","1,513,388,426.37","1,767,691,657.27","2,043,933,335.16","278,853,269.07","761,212,999.29","1,097,928,313.38","1,352,868,018.55","307,289,063.94","572,344,788.14","938,435,704.19","1,309,660,386.85","277,034,497.87","575,960,672.12","778,284,006.51","1,008,384,426.96","554,978,904.27"
其他业务收入,"1,410,586.13","1,234,086.89","1,244,324.05","520,041.11","1,188,594.01","1,646,105.31","2,311,008.72","438,300.05","901,775.08","1,042,475.81","1,921,138.44","209,884.05","944,497.68","1,878,195.51","2,865,108.13","-5,605.37","1,064,903.19","1,654,261.02","2,443,969.23","544,920.37"
（一）归属于母公司所有者的净利润,"513,048,582.09","668,493,992.39","1,040,597,699.34","681,265,087.13","1,513,388,421.87","1,767,691,659.72","2,043,932,918.40","278,858,698.50","760,416,533.66","1,096,992,362.65","1,352,929,314.59","302,451,040.43","564,588,702.25","926,891,165.76","1,309,249,598.89","277,336,619.69","575,843,620.48","778,434,849.14","1,008,047,034.40","554,613,876.74"
二、营业支出,"824,560,275.92","1,242,207,411.64","1,331,051,973.45","504,907,660.77","1,403,884,105.30","1,943,670,812.33","2,828,248,644.97","318,088,740.78","699,738,980.12","1,074,503,508.01","1,938,888,675.94","356,507,667.08","724,193,638.62","1,307,544,158.65","2,102,431,371.21","333,608,286.26","790,181,913.30","1,281,668,777.73","2,123,769,157.73","394,684,843.64"
（二）少数股东损益,,,16.90,-2.18,4.50,-2.45,416.76,"-5,429.43","796,465.63","935,950.73","-61,296.04","4,838,023.51","7,756,085.89","11,544,538.43","410,787.96","-302,121.82","117,051.64","-150,842.63","337,392.56","365,027.53"
退保金,,,,,,,,,,,,,,,,,,,,
六、每股收益,,,,,,,,,,,,,,,,,,,,
赔付支出,,,,,,,,,,,,,,,,,,,,
（一）基本每股收益,0.256,0.334,0.519,0.31,0.65,0.74,0.84,0.11,0.30,0.44,0.527,0.11,0.205,0.34,0.475,0.10,0.209,0.28,0.366,0.20
减：摊回赔付支出,,,,,,,,,,,,,,,,,,,,
（二）稀释每股收益,0.256,0.334,0.519,0.31,0.65,0.74,0.84,0.11,0.30,0.44,0.527,0.11,0.205,0.34,0.475,0.10,0.209,0.28,,0.20
