科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流入小计,"80,000,000.00","80,000,000.00","80,000,000.00",,"40,000,000.00","802,148,000.00","802,148,000.00",,,"40,000,000.00","40,000,000.00",,"40,000,000.00","80,000,000.00","887,084,878.35",
经营活动现金流出小计,"999,648,562.02","1,435,208,746.84","1,651,551,556.61","555,601,046.90","927,986,133.06","1,410,646,800.69","2,057,913,441.50","612,126,591.67","925,821,742.64","1,408,862,666.27","1,961,711,652.95","541,611,846.72","940,708,660.50","1,456,815,181.03","2,376,944,889.50","919,264,733.65"
偿还债务支付的现金,"110,000,000.00","80,000,000.00","80,000,000.00","40,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,,"40,000,000.00","40,000,000.00",,"40,000,000.00","80,000,000.00","87,084,878.35",
经营活动产生的现金流量净额,"131,024,980.62","428,622,694.84","564,719,357.01","-432,567,314.86","-674,101,705.13","-772,833,632.93","-161,634,282.72","-224,540,616.07","-219,437,986.84","-319,628,626.16","71,592,548.46","-238,310,364.25","-340,928,001.93","-594,370,333.05","-502,764,973.07","-96,486,071.65"
分配股利、利润或偿还利息支付的现金,"9,604,482.23","28,999,728.16","32,281,109.05","884,499.99","1,743,873.33","1,743,873.33","3,405,267.69","864,500.00","20,395,021.11","21,205,265.55","19,889,371.11","863,673.02","13,766,991.58","14,579,716.57","17,743,044.88","9,490,191.44"
收回投资收到的现金,,,"8,532,600.00",,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,"8,110,000.00",,,,,,,,"216,214,900.00",
取得投资收益收到的现金,"600,000.00","600,000.00","6,058,812.37",,,,"19,987.50","1,237,498.20","1,237,498.20","1,237,498.20","1,237,498.20",,,,,
筹资活动现金流出小计,"119,604,482.23","108,999,728.16","112,281,109.05","40,884,499.99","81,743,873.33","81,743,873.33","91,515,267.69","864,500.00","20,395,021.11","61,205,265.55","59,889,371.11","863,673.02","53,766,991.58","94,579,716.57","321,042,823.23","9,490,191.44"
处置固定资产、无形资产和其他长期资产收回的现金净额,"296,850.00","53,300.00",,"6,200.00","47,200.00","47,200.00","47,200.00",,,,"133,640.00",,"232,000.00","232,000.00","232,000.00",
筹资活动产生的现金流量净额,"-39,604,482.23","-28,999,728.16","-32,281,109.05","-40,884,499.99","-41,743,873.33","720,404,126.67","710,632,732.31","-864,500.00","-20,395,021.11","-21,205,265.55","-19,889,371.11","-863,673.02","-13,766,991.58","-14,579,716.57","566,042,055.12","-9,490,191.44"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-311,099.25","212,709.90","5,323,951.63","114,362.70","-313,360.88","4,302,098.47","259,515.79","-36,498.59","-4,046,638.98","-6,582,711.68","-1,366,268.22","-1,127,557.60","390,514.63","1,527,029.46","-93,878.07","-113,969.93"
收到其他与投资活动有关的现金,"24,369,200.00","5,210,738.00","1,200,000.00",,"840,000.00","840,000.00","28,852,000.00",,,,"2,042,800.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"25,266,050.00","5,864,038.00","15,791,412.37","6,200.00","887,200.00","887,200.00","28,919,187.50","1,237,498.20","1,237,498.20","1,237,498.20","3,413,938.20",,"232,000.00","232,000.00","232,000.00",
五、现金及现金等价物净增加额,"65,004,213.39","372,685,826.09","498,534,190.46","-474,405,445.03","-717,464,870.44","-86,557,927.42","487,271,776.10","-238,102,860.82","-309,256,057.61","-413,824,805.79","-48,950,748.55","-257,097,284.57","-417,264,224.68","-693,137,223.57","-71,088,315.98","-150,275,857.57"
购建固定资产、无形资产和其他长期资产支付的现金,"51,371,235.75","33,013,888.49","55,019,421.50","1,074,192.88","2,193,131.10","39,317,719.63","90,905,376.78","13,898,744.36","66,613,908.88","67,645,700.60","102,701,595.88","16,795,689.70","63,191,745.80","85,946,203.41","134,503,519.96","44,185,624.55"
期初现金及现金等价物余额,"167,927,198.98","232,931,412.37","605,617,238.46","1,104,151,428.92","1,104,151,428.92","1,104,151,428.92","1,104,151,428.92","1,591,423,205.02","1,591,423,205.02","1,591,423,205.02","1,591,423,205.02","1,635,311,187.85","1,542,472,456.47","1,542,472,456.47","1,568,239,263.05","1,497,150,947.07"
投资支付的现金,,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"232,931,412.37","605,617,238.46","1,104,151,428.92","629,745,983.89","386,686,558.48","1,017,593,501.50","1,591,423,205.02","1,353,320,344.20","1,282,167,147.41","1,177,598,399.23","1,542,472,456.47","1,378,213,903.28","1,125,208,231.79","849,335,232.90","1,497,150,947.07","1,346,875,089.50"
